idx,year,journal,title,doi,url,pmid,has_synthesis_and_activity,synthesis,activity,design_type,design_confidence,targets_guess,synth_snippet,activity_snippet,abstract,design_bucket
88,2024,J Med Chem,Discovery and Optimization of Hsp110 and sGC Dual-Target Regulators for the Treatment of Pulmonary Arterial Hypertension.,10.1021/acs.jmedchem.4c01364,https://doi.org/10.1021/acs.jmedchem.4c01364,39058542,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,Hsp110/sGC,"s were designed and synthesized as Hsp110/sGC dual-target regulators based on hit 1. Among them, 17i exhibited optimal Hs",rotein 110 (Hsp110) inhibition effect from our in-house compound library with soluble guanylate cyclase (sGC) activity.,"Currently, bifunctional agents with vasodilation and ameliorated vascular remodeling effects provide more advantages for the treatment of pulmonary arterial hypertension (PAH). In this study, we first screened the hit 1 with heat shock protein 110 (Hsp110) inhibition effect from our in-house compound library with soluble guanylate cyclase (sGC) activity. Subsequently, a series of novel bisamide derivatives were designed and synthesized as Hsp110/sGC dual-target regulators based on hit 1. Among them, 17i exhibited optimal Hsp110 and sGC molecular activities as well as remarkable cell malignant phenotypes inhibitory and vasodilatory effects in vitro. Moreover, compared to riociguat, 17i showed superior efficacy in attenuating pulmonary vascular remodeling and right ventricular hypertrophy via Hsp110 suppression in hypoxia-induced PAH rat models (i.g.). Notably, our study successfully demonstrated that the simultaneous regulation of Hsp110 and sGC dual targets was a novel and feasible strategy for PAH therapy, providing a promising lead compound for anti-PAH drug discovery.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
89,2024,J Med Chem,Discovery of a Highly Potent Lysine Methyltransferases G9a/NSD2 Dual Inhibitor to Treat Solid Tumors.,10.1021/acs.jmedchem.4c00640,https://doi.org/10.1021/acs.jmedchem.4c00640,39008565,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,G9a/NSD2,,nly showed moderate inhibitory activity against solid tumors and NSD2 inhibitors were limited to the treatment of hemato,"Both G9a and NSD2 have been recognized as promising therapeutic targets for cancer treatment. However, G9a inhibitors only showed moderate inhibitory activity against solid tumors and NSD2 inhibitors were limited to the treatment of hematological malignancies. Inspired by the advantages of dual-target inhibitors that show great potential in enhancing efficiency, we developed a series of highly potent G9a/NSD2 dual inhibitors to treat solid tumors. The candidate 16 demonstrated much enhanced antiproliferative activity compared to the selective G9a inhibitor 3 and NSD2 inhibitor 15. In addition, it exhibited superior potency in inhibiting colony formation, inducing cell apoptosis, and blocking cancer cell metastasis. Furthermore, it effectively inhibited the catalytic functions of both G9a and NSD2 in cells and exhibited significant antitumor efficacy in the PANC-1 xenograft model with good safety. Therefore, compound 16 as a highly potent G9a/NSD2 dual inhibitor presents an attractive anticancer drug candidate for the treatment of solid tumors.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
90,2024,J Med Chem,"Design, Synthesis, and Activity Evaluation of Novel Benzazole Bifunctional Antifungal Inhibitors with an LDH Carrier.",10.1021/acs.jmedchem.4c01057,https://doi.org/10.1021/acs.jmedchem.4c01057,38888292,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,"lar structures were synthesized and evaluated accordingly. Among them, the compounds 9a-2, 12a-2, and 12b-1 exhibited pot","ity and dual-target inhibition ability. Especially, the compound 12a-2 simultaneously exerted excellent bifunctional eff","Fungal infections maintain a close relation with the body's immune function. In this study, three series of benzazole compounds were designed as dual-target (PD-L1/CYP51) inhibitors using the skeleton splicing approach; their molecular structures were synthesized and evaluated accordingly. Among them, the compounds 9a-2, 12a-2, and 12b-1 exhibited potent antifungal activity and dual-target inhibition ability. Especially, the compound 12a-2 simultaneously exerted excellent bifunctional effects of fungal inhibition and immune activation. Moreover, a layered double hydroxide (LDH) carrier was also successfully constructed based on an infection microenvironment to improve the bioavailability and the targeting of compound 12a-2. This significantly accelerated the recovery process of deep and shallow fungal infections. In conclusion, this study expanded the development horizon of antifungal drugs and provided a novel drug delivery route for treating fungal infections.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
91,2024,J Med Chem,Construction and Activity Evaluation of Novel Bifunctional Inhibitors and a COF Carrier Based on a Fungal Infection Microenvironment.,10.1021/acs.jmedchem.4c00710,https://doi.org/10.1021/acs.jmedchem.4c00710,38718180,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,"cal structures were synthesized, characterized, and evaluated. Among them, preferred compounds 10c-1, 17b-1, and 18b-2 co","function of fungal inhibition and immune activation. Moreover, the covalent organic framework carrier was also generate","Faced with increasingly serious fungal infections and drug resistance issues, three different series of novel dual-target (programmed death ligand 1/14 &#x3b1;-demethylase) compounds were constructed through the fragment combination pathway in the study. Their chemical structures were synthesized, characterized, and evaluated. Among them, preferred compounds 10c-1, 17b-1, and 18b-2 could efficiently exert their antifungal and antidrug-resistant fungal ability through blocking ergosterol biosynthesis, inducing the upregulation of reactive oxygen species level, and triggering apoptosis. Especially, compound 18b-2 exhibited the synergistic function of fungal inhibition and immune activation. Moreover, the covalent organic framework carrier was also generated based on the acidic microenvironment of fungal infection to improve the bioavailability and targeting of preferred compounds; this finally accelerated the body's recovery rate.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
92,2024,J Med Chem,"Design, Synthesis, and Structure-Activity Relationship of Novel Pyridazinone-Based PARP7/HDACs Dual Inhibitors for Elucidating the Relationship between Antitumor Immunity and HDACs Inhibition.",10.1021/acs.jmedchem.4c00090,https://doi.org/10.1021/acs.jmedchem.4c00090,38456618,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,PARP7/HDACs,"have been designed, synthesized, and evaluated in vitro and in vivo experiments. Compound 9l was identified as a potent a","(rather than solid tumors) and have been found to suppress the JAK/STAT, a critical signal pathway for antitumor","Histone deacetylases (HDACs) inhibitors such as vorinostat (SAHA) has been used to treat hematologic malignancies (rather than solid tumors) and have been found to suppress the JAK/STAT, a critical signal pathway for antitumor immunity, while PARP7 inhibitor RBN-2397 could activate the type I interferons (IFN-I) pathway, facilitating downstream effects such as STAT1 phosphorylation and immune activation. To elucidate whether simultaneous inhibition of these two targets could interfere with these two signal pathways, a series of pyridazinone-based PARP7/HDACs dual inhibitors have been designed, synthesized, and evaluated in vitro and in vivo experiments. Compound 9l was identified as a potent and balanced dual inhibitor for the first time, exhibiting excellent antitumor capabilities both in vitro and in vivo. This suggests that 9l can be used as a valuable tool molecule for investigating the relationship between anticancer immunity and HDAC inhibition.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
93,2024,J Med Chem,Design and Synthesis of Dual-Target Inhibitors Targeting Androgen Receptors and Glucocorticoid Receptors to Overcome Antiandrogen Resistance in Castration-Resistant Prostate Cancer.,10.1021/acs.jmedchem.3c01668,https://doi.org/10.1021/acs.jmedchem.3c01668,38385428,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,AR/GR,,und with dual AR/GR inhibitory activity to conquer the drug resistance of CRPC.,"Androgen receptor (AR) antagonists play important roles in the treatment of castration-resistant prostate cancer (CRPC). The glucocorticoid receptor (GR) upregulation leads to drug resistance for clinically used antiandrogens. Therefore, blocking AR/GR signaling simultaneously has become an efficient strategy to overcome the drug resistance of CRPC. Our previous work indicated that Z19 could inhibit the activity of both AR and GR. Herein, we optimized the structure of Z19 and identified GA32 as a potent AR/GR dual inhibitor. GA32 efficiently reduced the mRNA and protein levels of AR/GR downstream genes. GA32 efficiently inhibited the proliferation of enzalutamide resistance CRPC both in vitro and in vivo. GA32 could directly bind to AR and GR, and the predicted binding modes for GA32 with AR/GR suggested that GA32 binds to the AR or GR hormone binding pocket. This work provides a potential lead compound with dual AR/GR inhibitory activity to conquer the drug resistance of CRPC.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
94,2023,J Med Chem,Construction and Evaluation of Novel Dual-function Antifungal Inhibitors and Covalent Organic Framework Carriers Based on the Infection Microenvironment.,10.1021/acs.jmedchem.3c01372,https://doi.org/10.1021/acs.jmedchem.3c01372,37752076,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单分子双靶抑制剂(摘要未明说fused/linked),摘要推断/未明说,见题目/摘要,"mical structure was synthesized, characterized, and evaluated. Among them, the compounds (10c-1, 14a-2, 17c-2) exhibited","ection in vivo. In summary, this study expanded the scientific frontier of antifungal drugs and provided a feasi","In this study, PD-L1 and CYP51 were selected as key dual-target enzymes, which play an important role in the process of fungal proliferation and immune suppression. A series of novel bifonazole dual-target compounds were designed through the method of fragment combination. Their chemical structure was synthesized, characterized, and evaluated. Among them, the compounds (10c-1, 14a-2, 17c-2) exhibited excellent antifungal and antidrug-resistant fungal activity in vitro. In particular, the preferred compound 14a-2 with high-efficiency dual-target inhibitor ability could block the fungal proliferation and activate the organism's immune efficacy. Moreover, the corresponding covalent organic framework carrier was also successfully constructed to improve its bioavailability. This significantly accelerated the body's recovery process from fungal infection in vivo. In summary, this study expanded the scientific frontier of antifungal drugs and provided a feasible candidate pathway for clinical treatment of fungal infections.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
95,2024,J Med Chem,(SiFA)SeFe: A Hydrophilic Silicon-Based Fluoride Acceptor Enabling Versatile Peptidic Radiohybrid Tracers.,10.1021/acs.jmedchem.4c00924,https://doi.org/10.1021/acs.jmedchem.4c00924,39115131,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,"iety (SiFA)SeFe was synthesized, endowed with improved hydrophilicity and high versatility of integration into rh-compoun","nuclide therapy of tumors has gained momentum. For this strategy, a new bifunctional Silicon-based Fluoride Acce","The radiohybrid (rh) concept to design targeted (and chemically identical) radiotracers for imaging or radionuclide therapy of tumors has gained momentum. For this strategy, a new bifunctional Silicon-based Fluoride Acceptor (SiFA) moiety (SiFA)SeFe was synthesized, endowed with improved hydrophilicity and high versatility of integration into rh-compounds. Preliminary radiolabeling and stability studies under different conditions were conducted using model bioconjugate peptides. Further, three somatostatin receptor 2 (sstR2)-targeted rh-compounds ((SiFA)SeFe-rhTATE1-3, TATE = (Tyr3)-octreotate) were developed. Compound (SiFA)SeFe-rhTATE3, enables labeling with 18F for PET imaging or chelation of 177Lu for therapy. The rh-compounds possess comparable receptor binding affinity and in vitro performance as good as the clinically proven gold standards. SstR2-specificity was further shown for (SiFA)SeFe-rhTATE2 using the chicken chorioallantoic membrane (CAM) model. The biodistribution of two compounds in mice showed high accumulation in tumors and excretion via the kidneys, demonstrating the clinical applicability of the (SiFA)SeFe moiety.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
96,2024,J Med Chem,Discovery of Dual MER/AXL Kinase Inhibitors as Bifunctional Small Molecules for Inhibiting Tumor Growth and Enhancing Tumor Immune Microenvironment.,10.1021/acs.jmedchem.4c00400,https://doi.org/10.1021/acs.jmedchem.4c00400,38913493,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,MER/AXL,,"ibiting potent antitumor activities in various syngeneic and xenograft models. More importantly, 33 demonstrated","A series of bifunctional compounds have been discovered for their dual functionality as MER/AXL inhibitors and immune modulators. The furanopyrimidine scaffold, renowned for its suitability in kinase inhibitor discovery, offers at least three distinct pharmacophore access points. Insights from molecular modeling studies guided hit-to-lead optimization, which revealed that the 1,3-diketone side chain hybridized with furanopyrimidine scaffold that respectively combined amino-type substituent and 1H-pyrazol-4-yl substituent on the top and bottom of the aryl regions to produce 22 and 33, exhibiting potent antitumor activities in various syngeneic and xenograft models. More importantly, 33 demonstrated remarkable immune-modulating activity by upregulating the expression of total T-cells, cytotoxic CD8+ T-cells, and helper CD4+ T-cells in the spleen. These findings underscored the bifunctional capabilities of 33 (BPR5K230) with excellent oral bioavailability (F = 54.6%), inhibiting both MER and AXL while modulating the tumor microenvironment and highlighting its diverse applicability for further studies to advance its therapeutic potential.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
97,2022,J Med Chem,"Design, Synthesis, and Biological Evaluation of Androgen Receptor Degrading and Antagonizing Bifunctional Steroidal Analogs for the Treatment of Advanced Prostate Cancer.",10.1021/acs.jmedchem.2c01164,https://doi.org/10.1021/acs.jmedchem.2c01164,36070471,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,PROTAC/降解剂(连接型双功能),摘要明示,见题目/摘要,"leterone led to the discovery of 67-b with the dual functions of AR antagonism and degradation. In vitro, 67-b exhibited e",ssay and exhibited tumor regression in the enzalutamide-resistant (c4-2b-ENZ) xenograft model. These results con,"Metastatic castration-resistant prostate cancer (mCRPC) with high mortality has seriously threatened men's health. Bifunctional agents simultaneously degrade and antagonize androgen receptor (AR), display robust AR signaling pathway blockade, and show the therapeutic prospect for mCRPC. Herein, systemic structural modifications on the C-3, C-6, and C-17 positions of galeterone led to the discovery of 67-b with the dual functions of AR antagonism and degradation. In vitro, 67-b exhibited excellent antiproliferative activity and potent AR degradation activity in different PCa cells (LNCaP and 22RV1), as well as outstanding antagonistic activity against wild-type and mutant (W741L, T877A, and F876L) ARs. In vivo, 67-b effectively inhibited the growth of hormone-sensitive organs in the Hershberger assay and exhibited tumor regression in the enzalutamide-resistant (c4-2b-ENZ) xenograft model. These results confirmed 67-b to be a promising AR degrader and antagonist for the treatment of mCRPC patients.",D. PROTAC/降解剂（连接型双功能）
98,2025,J Med Chem,Rational Design of Novel Quinazolinone-Pyrrolodihydropyrrolone Analogs as PIM/HDAC Dual-Target Inhibitors for the Treatment of Acute Myelocytic Leukemia.,10.1021/acs.jmedchem.5c00040,https://doi.org/10.1021/acs.jmedchem.5c00040,40444519,是：摘要可见合成+活性,有（发现/构效/类似物用语，JMC发现文常见）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,PIM/HDAC,,", along with robust inhibitory effects against both PIM1 and HDAC6. Flow cytometry analysis showed that 22 dose-dependen","Acute myeloid leukemia (AML) patients usually exhibit suboptimal responses after receiving single target drug therapy. Simultaneously targeting multiple oncogenic pathways is a promising strategy for cancer treatment. Herein, based on the synergistic antiproliferative capacity of the PIM inhibitor C28 and the HDAC inhibitor SAHA in MV4-11 cells, we developed a series of novel dual PIM/HDAC inhibitors. Among them, compound 22 exhibited potent antiproliferative activity in MV4-11 cells, along with robust inhibitory effects against both PIM1 and HDAC6. Flow cytometry analysis showed that 22 dose-dependently induced apoptosis in MV4-11 cells. Mechanistically, treatment with 22 remarkably induced the cleavage of PARP, thereby initiating apoptosis. Furthermore, 22 demonstrated significant anticancer efficacy (TGI = 81.3%; 50 mg/kg, QD) in the MV4-11 xenograft model without notable toxicity. In conclusion, our study established the therapeutic potential of dual PIM/HDAC inhibitors and provided a tool to elucidate synergistic mechanisms underlying the combined inhibition of these targets.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
99,2025,J Med Chem,Bifunctional Behavior of Conformationally Constrained Methamphetamine Analogs: Unexpected Heteroclitic Immune Response and Antagonist Effects Altering Methamphetamine and Fentanyl Pharmacology.,10.1021/acs.jmedchem.5c02002,https://doi.org/10.1021/acs.jmedchem.5c02002,41066151,是：摘要可见合成+活性,有（发现/构效/类似物用语，JMC发现文常见）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,"ionally constrained analogs incorporating pyrrolidine and azetidine scaffolds, respectively. The rigidified hapten H2",,"Methamphetamine addiction is a growing global health crisis with no FDA-approved pharmacotherapies. Vaccination offers a promising therapeutic strategy, yet clinical translation has been limited by immune response inefficacy. Here, we evaluated three methamphetamine vaccine candidates: H1, a conventional hapten based on traditional drug-hapten-vaccine logic, and H2 and H3, two conformationally constrained analogs incorporating pyrrolidine and azetidine scaffolds, respectively. The rigidified hapten H2 produced an unprecedented heteroclitic immune response, with mature antibodies binding methamphetamine with an order of magnitude greater affinity than the immunizing scaffold. Although vaccine haptens are rarely assessed for intrinsic bioactivity, the pyrrolidine scaffold of H2, termed S1, exhibited distinct pharmacology, which was markedly divergent from methamphetamine. S1 is also capable of mitigating not only methamphetamine but also fentanyl-induced physiological effects. Methamphetamine conformational constraint offers a new tool for methamphetamine vaccine development as well as promising therapeutic agents for reversal of methamphetamine behavior and fentanyl-induced toxicity",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
100,2023,J Med Chem,"Design, Synthesis, and Activity Evaluation of Novel Dual-Target Inhibitors with Antifungal and Immunoregulatory Properties.",10.1021/acs.jmedchem.3c00942,https://doi.org/10.1021/acs.jmedchem.3c00942,37705322,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,"eir structures were synthesized, characterized, and evaluated. Among them, the perfected compounds (L11, L20, L21) were s","ds with dual-target inhibition function was constructed using the skeleton growth method, and their structures were synt","Dual-target (CYP51/PD-L1) plays an important role in the process of fungal proliferation and immune suppression. A series of novel quinazoline compounds with dual-target inhibition function was constructed using the skeleton growth method, and their structures were synthesized, characterized, and evaluated. Among them, the perfected compounds (L11, L20, L21) were selected for further study, which exhibited remarkable biological activity against different fungal strains (MIC50, 0.25-2.0 &#x3bc;g/mL) in vitro. On the one hand, these compounds inhibited CYP51 activity, induced ROS aggregation, and mitochondrial damage; this ultimately caused fungal lysis and death. On the other hand, they also effectively activated the body's immune ability by blocking the interaction between PD-L1 and PD-1, slowed down the inflammatory reaction, and accelerated the recovery process of fungal infections.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
