repurposing_id,chembl_id,name,canonical_smiles,inchi_key,mw,max_phase,atc_code,source_phase,source_atc_l1,source_atc_l2,library_panel,benchmark_ref,mol_type,structure_type,p_active_nlrp3,nlrp3_percentile,nlrp3_pred_active,max_tanimoto_nlrp3_train,scaffold,rank_nlrp3,dock_score,glide_score_xp,docking_status,pdb_id,nlrp3_dock_score,nlrp3_glide_score_xp,nlrp3_docking_status,nlrp3_pdb_id,s_u_percentile,s_n_ml_percentile,s_n_dock_percentile,s_n_percentile,pareto_front
REP_02545,CHEMBL2103828,ELINOGREL,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,LGSDFTPAICUONK-UHFFFAOYSA-N,523.96,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Nc1ccc(-n2c(=O)[nH]c3ccccc3c2=O)cc1)NS(=O)(=O)c1cccs1,1183,-6.951,-6.951,docked,9DKB,-6.564,-6.564,docked,7ALV,26.45569620253164,23.734177215189874,51.297468354430386,51.297468354430386,False
REP_07658,CHEMBL2031465,AZD-6703,Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,ZMAZXHICVRYLQN-UHFFFAOYSA-N,417.51,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NC1CC1)c1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1,716,-6.951,-6.951,docked,9DKB,-6.46,-6.46,docked,7ALV,26.45569620253164,49.68354430379747,43.60759493670886,49.68354430379747,False
REP_05722,CHEMBL3545233,PAVINETANT,CC[C@H](NC(=O)c1c(NS(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,QYTBBBAHNIWFOD-NRFANRHFSA-N,459.57,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C(NCc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,382,-6.948,-6.948,docked,9DKB,-5.903,-5.903,docked,7ALV,26.329113924050628,75.31645569620254,17.84810126582278,75.31645569620254,False
REP_07073,CHEMBL5314515,DAVELIZOMIB,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CCN1c1ccc(F)cc1F)B1OC(=O)[C@H](CC(=O)O)O1,BMSAGHWUHGTMIV-ULQDDVLXSA-N,481.26,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(CNC(=O)C1CCN1c1ccccc1)NCB1OCC(=O)O1,164,-6.946,-6.946,docked,9DKB,-6.481,-6.481,docked,7ALV,26.170886075949362,91.36075949367088,45.31645569620253,91.36075949367088,False
REP_08043,CHEMBL4650218,DANUGLIPRON TROMETHAMINE,N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1.NC(CO)(CO)CO,JEJPAGACGZQFHN-JIDHJSLPSA-N,676.75,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(COc2cccc(C3CCN(Cc4nc5ccccc5n4CC4CCO4)CC3)n2)cc1,997,-6.946,-6.946,docked,9DKB,-7.103,-7.103,docked,7ALV,26.170886075949362,49.68354430379747,83.98734177215191,83.98734177215191,False
REP_02450,CHEMBL2007884,AFP-464 FREE BASE,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NC(=O)[C@@H](N)CCCCN)c(F)c3)oc2c1F,WHWJKUICJXPKFQ-ZDUSSCGKSA-N,448.45,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=c1cc(-c2ccccc2)oc2ccccc12,293,-6.946,-6.946,docked,9DKB,-7.056,-7.056,docked,7ALV,26.170886075949362,75.31645569620254,81.39240506329114,81.39240506329114,False
REP_05737,CHEMBL3545396,BMS-690514,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,CSGQVNMSRKWUSH-IAGOWNOFSA-N,368.44,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.73389435,82.85851664863564,True,,c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1,1427,-6.946,-6.946,docked,9DKB,-4.242,-4.242,docked,7ALV,26.170886075949362,10.253164556962027,0.12658227848101333,10.253164556962027,False
REP_06552,CHEMBL455461,RADEZOLID,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,BTTNOGHPGJANSW-IBGZPJMESA-N,438.46,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C1OCCN1c1ccc(-c2ccc(CNCc3cnn[nH]3)cc2)cc1,254,-6.945,-6.945,docked,9DKB,-6.476,-6.476,docked,7ALV,25.981012658227854,91.36075949367088,44.77848101265823,91.36075949367088,False
REP_05924,CHEMBL3916243,ATABECESTAT,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,VLLFGVHGKLDDLW-SFHVURJKSA-N,367.41,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1cccc(C2C=CSC=N2)c1)c1ccccn1,628,-6.945,-6.945,docked,9DKB,-6.682,-6.682,docked,7ALV,25.981012658227854,49.68354430379747,58.164556962025316,58.164556962025316,False
REP_02399,CHEMBL19611,ILOMASTAT,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,NITYDPDXAAFEIT-DYVFJYSZSA-N,388.47,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc2[nH]ccc2c1,946,-6.942,-6.942,docked,9DKB,-5.97,-5.97,docked,7ALV,25.886075949367093,49.68354430379747,21.012658227848103,49.68354430379747,False
REP_05706,CHEMBL3545097,SAPANISERTIB,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,GYLDXIAOMVERTK-UHFFFAOYSA-N,309.33,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ncc2c(-c3ccc4ocnc4c3)n[nH]c2n1,666,-6.939,-6.939,docked,9DKB,-5.955,-5.955,docked,7ALV,25.822784810126585,49.68354430379747,20.569620253164555,49.68354430379747,False
REP_06892,CHEMBL5095181,CAMIBIRSTAT,COC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2cccc(N3C[C@@H](C)O[C@@H](C)C3)n2)cs1,JBLQNFBXKOAIHG-FCEWJHQRSA-N,562.67,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.80163646,83.41146772448612,True,,O=C(CNC(=O)c1cc[nH]c1)Nc1nc(-c2cccc(N3CCOCC3)n2)cs1,1381,-6.937,-6.937,docked,9DKB,-6.246,-6.246,docked,7ALV,25.75949367088608,13.164556962025317,33.037974683544306,33.037974683544306,False
REP_08131,CHEMBL5095185,JAB-3068,CC(=O)N1CC(F)(F)c2c(Sc3ncc(N4CCC5(CC4)COC[C@H]5N)nc3N)cccc21,HGYTYZKWKUXRKA-MRXNPFEDSA-N,476.55,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1cc2c(c(Sc3cnc(N4CCC5(CCOC5)CC4)cn3)c1)CCN2,532,-6.935,-6.935,docked,9DKB,-6.901,-6.901,docked,7ALV,25.66455696202532,49.68354430379747,72.87974683544304,72.87974683544304,False
REP_04977,CHEMBL2165620,PF-04991532,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,GKMLFBRLRVQVJO-ZDUSSCGKSA-N,396.37,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccn1)C(CC1CCCC1)n1ccnc1,1012,-6.935,-6.935,docked,9DKB,-5.618,-5.618,docked,7ALV,25.66455696202532,49.68354430379747,10.569620253164558,49.68354430379747,False
REP_02493,CHEMBL2062774,VAPENDAVIR,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,DKSVBVKHUICELN-UHFFFAOYSA-N,382.46,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.76687175,83.15903353768482,True,,c1cnnc(N2CCC(CCOc3ccc4cnoc4c3)CC2)c1,1402,-6.934,-6.934,docked,9DKB,-6.707,-6.707,docked,7ALV,25.569620253164558,11.835443037974684,60.31645569620253,60.31645569620253,False
REP_06876,CHEMBL5095101,FUNOBACTAM,NC1=N[C@H](c2nnc([C@@H]3CC4(CC4)[C@@H]4CN3C(=O)N4OS(=O)(=O)O)o2)CN1,GRRBXZJDEZJMHA-FXQIFTODSA-N,399.39,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C1NC2CN1C(c1nnc(C3CNC=N3)o1)CC21CC1,1268,-6.932,-6.932,docked,9DKB,-5.329,-5.329,docked,7ALV,25.506329113924053,23.734177215189874,5.949367088607593,23.734177215189874,False
REP_01168,CHEMBL5095398,IVARMACITINIB,COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,DNBCBAXDWNDRNO-GDNZZTSVSA-N,414.5,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ncns1)N1CC2CC(Nc3ncnc4[nH]ccc34)CC2C1,547,-6.931,-6.931,docked,9DKB,-6.698,-6.698,docked,7ALV,25.411392405063292,49.68354430379747,59.58860759493672,59.58860759493672,False
REP_05568,CHEMBL3264610,SEVITERONEL,CC(C)[C@](O)(c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1)c1c[nH]nn1,ZBRAJOQFSNYJMF-SFHVURJKSA-N,399.34,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc2cc(Cc3c[nH]nn3)ccc2c1,729,-6.931,-6.931,docked,9DKB,-6.341,-6.341,docked,7ALV,25.411392405063292,49.68354430379747,36.77215189873417,49.68354430379747,False
REP_06512,CHEMBL4467168,DAPOLSERTIB,CC(C)n1c(C2CCNCC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,UOUBCIJIWDLRGM-UHFFFAOYSA-N,446.14,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.552688,81.42805625676162,True,,c1ccc2[nH]c(C3CCNCC3)nc2c1,1546,-6.927,-6.927,docked,9DKB,-5.079,-5.079,docked,7ALV,25.31645569620253,2.721518987341772,3.164556962025311,3.164556962025311,False
REP_01300,CHEMBL10445,CLOXACEPRIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC,VZNJZQAFQDEJOO-UHFFFAOYSA-N,468.38,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(COc1ccccc1)Nc1ccccc1,892,-6.926,-6.926,docked,9DKB,-6.384,-6.384,docked,7ALV,25.253164556962027,49.68354430379747,38.73417721518987,49.68354430379747,False
REP_03159,CHEMBL2104857,PETRICHLORAL,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,OKACKALPXHBEMA-UHFFFAOYSA-N,725.7,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,,563,-6.921,-6.921,docked,9DKB,-6.838,-6.838,docked,7ALV,25.158227848101266,49.68354430379747,68.63924050632912,68.63924050632912,False
REP_05585,CHEMBL3301608,LANOPEPDEN,Cc1nc(NNC(=O)[C@H](CC2CCCC2)CN(O)C=O)c(F)c(N2CCN3CCOC[C@@H]3C2)n1,SWHNZGMQMGFQGW-MSOLQXFVSA-N,479.56,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(CCC1CCCC1)NNc1cc(N2CCN3CCOCC3C2)ncn1,1168,-6.921,-6.921,docked,9DKB,-6.27,-6.27,docked,7ALV,25.158227848101266,23.734177215189874,33.9873417721519,33.9873417721519,False
REP_06994,CHEMBL5314397,ACUMAPIMOD,Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,VGUSQKZDZHAAEE-UHFFFAOYSA-N,385.43,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NC1CC1)c1cccc(-n2cc(C(=O)c3ccccc3)cn2)c1,767,-6.919,-6.919,docked,9DKB,-6.424,-6.424,docked,7ALV,25.063291139240505,49.68354430379747,41.32911392405063,49.68354430379747,False
REP_00992,CHEMBL4297455,CAFICRESTAT,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,YRGPAXAVTDMKDK-UHFFFAOYSA-N,421.36,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.57095164,81.5482630123813,True,,O=c1c2nccnc2cnn1Cc1nc2ccccc2s1,1536,-6.916,-6.916,docked,9DKB,-6.974,-6.974,docked,7ALV,25.0,3.354430379746835,76.67721518987342,76.67721518987342,False
REP_07109,CHEMBL5314579,ZILURGISERTIB,Nc1ncc(-c2ccc([C@@]34C[C@@H]3CN(C3CCOCC3)C4)cc2)cc1C(=O)NC12CCC(O)(CC1)CC2,KPRPFTOLWQQUAV-OCVAFRRMSA-N,502.66,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(NC12CCC(CC1)CC2)c1cncc(-c2ccc(C34CC3CN(C3CCOCC3)C4)cc2)c1,79,-6.914,-6.914,docked,9DKB,-6.739,-6.739,docked,7ALV,24.90506329113924,91.36075949367088,62.59493670886076,91.36075949367088,False
REP_08014,CHEMBL4580266,KIO-100,O=C(Nc1c(F)c(F)c(-c2cccc(OC(F)(F)F)c2)c(F)c1F)c1ccsc1C(=O)O,VNDUHYWEWRRBFJ-UHFFFAOYSA-N,479.33,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccsc1,1308,-6.914,-6.914,docked,9DKB,-7.157,-7.157,docked,7ALV,24.90506329113924,23.734177215189874,86.20253164556961,86.20253164556961,False
REP_07474,CHEMBL837,7-ETHYL-10-HYDROXYCAMPTOTHECIN,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,FJHBVJOVLFPMQE-QFIPXVFZSA-N,392.41,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,593,-6.912,-6.912,docked,9DKB,-6.387,-6.387,docked,7ALV,24.81012658227848,49.68354430379747,38.92405063291139,49.68354430379747,False
REP_08009,CHEMBL456237,LXR-623,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,KYWWJENKIMRJBI-UHFFFAOYSA-N,422.78,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.54924315,81.35593220338984,True,,c1ccc(Cn2nc3ccccc3c2-c2ccccc2)cc1,1552,-6.911,-6.911,docked,9DKB,-5.724,-5.724,docked,7ALV,24.746835443037973,2.3417721518987342,13.037974683544306,13.037974683544306,False
REP_05795,CHEMBL3647536,DARIGABAT,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21,PTTQXDBPTFOCMT-UHFFFAOYSA-N,440.5,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2cccc(-c3cnnc4[nH]cnc34)c2)cc1,650,-6.91,-6.91,docked,9DKB,-6.787,-6.787,docked,7ALV,24.68354430379747,49.68354430379747,65.18987341772151,65.18987341772151,False
REP_05826,CHEMBL3686884,E-7090,CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(C5CCN(CCO)CC5)cc4)c3)c(OCCOC)cc21,IBHOLSBDZMIPPT-UHFFFAOYSA-N,587.68,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1cc(Oc2ccc3[nH]ccc3c2)ccn1)c1ccc(C2CCNCC2)cc1,649,-6.909,-6.909,docked,9DKB,-6.973,-6.973,docked,7ALV,24.588607594936708,49.68354430379747,76.4873417721519,76.4873417721519,False
REP_00819,CHEMBL3186534,RIVOCERANIB,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,WPEWQEMJFLWMLV-UHFFFAOYSA-N,397.48,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C(Nc1ccc(C2CCCC2)cc1)c1cccnc1NCc1ccncc1,296,-6.909,-6.909,docked,9DKB,-6.628,-6.628,docked,7ALV,24.588607594936708,75.31645569620254,55.094936708860764,75.31645569620254,False
REP_08170,CHEMBL5314388,RG-7602,CCN1CCC(Oc2c(C#N)ncc3[nH]c4ncccc4c23)CC1,XEZLBMHDUXSICI-UHFFFAOYSA-N,321.38,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1cnc2[nH]c3cncc(OC4CCNCC4)c3c2c1,268,-6.908,-6.908,docked,9DKB,-4.5,-4.5,docked,7ALV,24.493670886075947,91.36075949367088,0.37974683544304,91.36075949367088,False
REP_06230,CHEMBL4209157,LIFIRAFENIB,O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1,NGFFVZQXSRKHBM-FKBYEOEOSA-N,478.43,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccccc4[nH]3)ccnc2N1,1270,-6.907,-6.907,docked,9DKB,-7.067,-7.067,docked,7ALV,24.398734177215186,23.734177215189874,82.15189873417721,82.15189873417721,False
REP_06202,CHEMBL4130229,VODOBATINIB,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,ZQOBVMHBVWNVBG-UHFFFAOYSA-N,453.93,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NNC(=O)c1cccc(C#Cc2cnc3ccccc3c2)c1)c1ccccc1,702,-6.907,-6.907,docked,9DKB,-6.094,-6.094,docked,7ALV,24.398734177215186,49.68354430379747,25.85443037974684,49.68354430379747,False
REP_01578,CHEMBL1242035,TOMEGLOVIR,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(NC(=O)C(C)(C)CO)cc3)cccc12,OSQAKHSYTKBSPB-UHFFFAOYSA-N,441.55,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=S(=O)(Nc1ccccc1)c1cccc2ccccc12,444,-6.904,-6.904,docked,9DKB,-5.93,-5.93,docked,7ALV,24.303797468354425,75.31645569620254,18.829113924050635,75.31645569620254,False
REP_06709,CHEMBL4753998,ZEGOCRACTIN,Cc1cccc(F)c1C(=O)Nc1cnc(-c2cc3c(cc2Cl)OC(F)(F)O3)cn1,QQMKTHUGOQDEIL-UHFFFAOYSA-N,421.76,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1cnc(-c2ccc3c(c2)OCO3)cn1)c1ccccc1,1052,-6.903,-6.903,docked,9DKB,-6.215,-6.215,docked,7ALV,24.24050632911392,49.68354430379747,31.265822784810126,49.68354430379747,False
REP_07036,CHEMBL5314471,MIGOPROTAFIB,N[C@@H]1c2ccccc2OC12CCN(c1cnc3c(N4CCCc5ncccc54)nnc-3[nH]1)CC2,RGCGBFIARQENML-JOCHJYFZSA-N,454.54,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1ccc2c(c1)CC1(CCN(c3cnc4c(N5CCCc6ncccc65)nnc-4[nH]3)CC1)O2,312,-6.901,-6.901,docked,9DKB,-7.294,-7.294,docked,7ALV,24.177215189873415,75.31645569620254,90.85443037974683,90.85443037974683,False
REP_07086,CHEMBL5314532,NERANDOMILAST,[O-][S+]1CCc2nc(N3CCC(c4ncc(Cl)cn4)CC3)nc(NC3(CO)CCC3)c21,UHYCLWAANUGUMN-UHFFFAOYSA-N,448.98,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1cnc(C2CCN(c3nc4c(c(NC5CCC5)n3)[SH+]CC4)CC2)nc1,621,-6.9,-6.9,docked,9DKB,-6.79,-6.79,docked,7ALV,24.113924050632907,49.68354430379747,65.44303797468353,65.44303797468353,False
REP_06358,CHEMBL4297432,SLV-334,O=C(O)CN1C(=O)[C@@H](NC(=O)C2(C[C@@H](CCc3cccc4ccccc34)C(=O)O)CCCC2)CCc2ccccc21,LOFDNSDPZTVIIO-VPUSJEBWSA-N,556.66,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1Nc2ccccc2CCC1NC(=O)C1(CCCCc2cccc3ccccc23)CCCC1,891,-6.898,-6.898,docked,9DKB,-7.1,-7.1,docked,7ALV,24.0506329113924,49.68354430379747,83.76582278481013,83.76582278481013,False
REP_07687,CHEMBL2143592,BMS-794833,Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,PDYXPCKITKHFOZ-UHFFFAOYSA-N,468.85,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1ccc(Oc2ccncc2)cc1)c1c[nH]cc(-c2ccccc2)c1=O,168,-6.896,-6.896,docked,9DKB,-7.493,-7.493,docked,7ALV,23.95569620253165,91.36075949367088,95.44303797468355,95.44303797468355,False
REP_06188,CHEMBL4101487,GALICAFTOR,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)cc1,QVDYQHXNAQHIKH-TZIWHRDSSA-N,559.47,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(NC1CC(c2ccccc2)Oc2ccccc21)C1(c2ccc3c(c2)OCO3)CC1,144,-6.896,-6.896,docked,9DKB,-6.679,-6.679,docked,7ALV,23.95569620253165,91.36075949367088,58.06962025316456,91.36075949367088,False
REP_08251,CHEMBL6068424,CERTOCICLIB,FC(F)Oc1cc(Nc2cnc3cnn(CC4CCOCC4)c3n2)n[nH]1,IFJSYTKOMJJYNP-UHFFFAOYSA-N,365.34,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1cc(Nc2cnc3cnn(CC4CCOCC4)c3n2)n[nH]1,502,-6.891,-6.891,docked,9DKB,-5.548,-5.548,docked,7ALV,23.86075949367089,75.31645569620254,9.620253164556958,75.31645569620254,False
REP_00883,CHEMBL3707260,LEUCOVORIN SODIUM,Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,VVIAGPKUTFNRDU-ABLWVSNPSA-L,471.43,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.71500325,82.71426854189205,True,,c1ccc(NCC2CNc3ncncc3N2)cc1,1439,-6.89,-6.89,docked,9DKB,-5.875,-5.875,docked,7ALV,23.797468354430386,9.49367088607595,16.962025316455698,16.962025316455698,False
REP_05918,CHEMBL3905910,VORUCICLIB,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO,MRPGRAKIAJJGMM-OCCSQVGLSA-N,469.84,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=c1cc(-c2ccccc2)oc2c(C3CCNC3)cccc12,15,-6.889,-6.889,docked,9DKB,-6.066,-6.066,docked,7ALV,23.734177215189877,91.36075949367088,24.746835443037973,91.36075949367088,False
REP_07220,CHEMBL582912,CEFCAPENE,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,HJJRIJDTIPFROI-NVKITGPLSA-N,453.5,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,C=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,561,-6.887,-6.887,docked,9DKB,-6.472,-6.472,docked,7ALV,23.670886075949372,49.68354430379747,44.55696202531646,49.68354430379747,False
REP_05075,CHEMBL2325014,PF-05089771,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,ZYSCOUXLBXGGIM-UHFFFAOYSA-N,500.36,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=S(=O)(Nc1cscn1)c1ccc(Oc2ccccc2-c2cn[nH]c2)cc1,38,-6.886,-6.886,docked,9DKB,-6.57,-6.57,docked,7ALV,23.607594936708864,91.36075949367088,51.74050632911392,91.36075949367088,False
REP_07601,CHEMBL147806,GSK-369796,CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,ZVMMVSSEAMUNGI-UHFFFAOYSA-N,355.87,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.77727735,83.24317826661859,True,,c1ccc(Nc2ccnc3ccccc23)cc1,1395,-6.884,-6.884,docked,9DKB,-6.689,-6.689,docked,7ALV,23.54430379746836,12.278481012658228,58.86075949367089,58.86075949367089,False
REP_02396,CHEMBL1957287,TEGOBUVIR,Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,XBEQSQDCBSKCHJ-UHFFFAOYSA-N,517.41,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(-c2ccc(Cn3ccc4nc(-c5ccccc5)nc-4c3)nn2)cc1,99,-6.879,-6.879,docked,9DKB,-7.405,-7.405,docked,7ALV,23.48101265822785,91.36075949367088,93.29113924050633,93.29113924050633,False
REP_06317,CHEMBL4297315,PCI-27483,N=C(N)c1ccc2nc(-c3cc(CC(=O)N[C@@H](CC(=O)O)C(=O)O)cc(-c4cc(S(N)(=O)=O)ccc4O)c3O)[nH]c2c1,WDJHHCAKBRKCLW-IBGZPJMESA-N,596.58,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.7580373,83.03882678206516,True,,c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,1412,-6.873,-6.873,docked,9DKB,-6.807,-6.807,docked,7ALV,23.417721518987346,11.20253164556962,66.89873417721519,66.89873417721519,False
REP_07093,CHEMBL5314541,TACACICLIB,CC(C)[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1cccc(-c2ccc(NC(=O)/C=C/CN3CCOCC3)nc2)c1,CVAXNGIXLUILFO-KPGJNUASSA-N,528.66,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(C=CCN1CCOCC1)Nc1ccc(-c2cccc(CC(=O)Nc3cc(C4CC4)[nH]n3)c2)cn1,103,-6.87,-6.87,docked,9DKB,-6.691,-6.691,docked,7ALV,23.322784810126585,91.36075949367088,59.05063291139241,91.36075949367088,False
