molecule_chembl_id,molecule_name,canonical_smiles,pActivity,n_measurements,scaffold,source_target,source_chembl_id
CHEMBL481,IRINOTECAN,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,4.68,1,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,OCT1,CHEMBL5685
CHEMBL36,PYRIMETHAMINE,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,4.87,1,c1ccc(-c2cncnc2)cc1,OCT1,CHEMBL5685
CHEMBL841,LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.62,1,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,OCT1,CHEMBL5685
CHEMBL908,CHLORPROTHIXENE,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,4.11,1,C=C1c2ccccc2Sc2ccccc21,OCT1,CHEMBL5685
CHEMBL629,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.77,1,C=C1c2ccccc2CCc2ccccc21,OCT1,CHEMBL5685
CHEMBL1628227,DOXEPIN,CN(C)CCC=C1c2ccccc2COc2ccccc21,4.95,1,C=C1c2ccccc2COc2ccccc21,OCT1,CHEMBL5685
CHEMBL549,CITALOPRAM,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,4.73,1,c1ccc(C2OCc3ccccc32)cc1,OCT1,CHEMBL5685
CHEMBL415,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,4.71,1,c1ccc2c(c1)CCc1ccccc1N2,OCT1,CHEMBL5685
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,4.77,3,c1ccc2c(c1)CCc1ccccc1N2,OCT1,CHEMBL5685
CHEMBL71,CHLORPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.970000000000001,2,c1ccc2c(c1)Nc1ccccc1S2,OCT1,CHEMBL5685
CHEMBL564,PROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccccc21,4.76,1,c1ccc2c(c1)Nc1ccccc1S2,OCT1,CHEMBL5685
CHEMBL1626,CLEMASTINE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,5.31,1,c1ccc(C(OCCC2CCCN2)c2ccccc2)cc1,OCT1,CHEMBL5685
CHEMBL728,PROCHLORPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.3,1,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,OCT1,CHEMBL5685
CHEMBL1254766,DEXTRORPHAN,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,5.22,1,c1ccc2c(c1)CC1NCCC23CCCCC13,OCT1,CHEMBL5685
CHEMBL592,LEVORPHANOL,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,5.1,1,c1ccc2c(c1)CC1NCCC23CCCCC13,OCT1,CHEMBL5685
CHEMBL70,MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,4.345,2,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,OCT1,CHEMBL5685
CHEMBL53,APOMORPHINE,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,4.68,1,c1ccc2c(c1)CC1NCCc3cccc-2c31,OCT1,CHEMBL5685
CHEMBL517712,ATROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,4.91,1,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,OCT1,CHEMBL5685
CHEMBL1790041,RANITIDINE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,4.55,1,c1ccoc1,OCT1,CHEMBL5685
CHEMBL72,DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc21,4.645,2,c1ccc2c(c1)CCc1ccccc1N2,OCT1,CHEMBL5685
CHEMBL4466163,,CNC[C@H]1CCCC[C@]1(O)c1cccc(OC)c1,4.25,1,c1ccc(C2CCCCC2)cc1,OCT1,CHEMBL5685
CHEMBL562,GRISEOFULVIN,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,5.14,1,O=C1C=CC2(CC1)Oc1ccccc1C2=O,OCT1,CHEMBL5685
CHEMBL22,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,4.27,2,c1ccc(Cc2cncnc2)cc1,OCT1,CHEMBL5685
CHEMBL43,AMSACRINE,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,5.3,1,c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,OCT1,CHEMBL5685
CHEMBL97453,WEDELOLACTONE,COc1cc(O)c2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21,4.42,1,O=c1oc2ccccc2c2oc3ccccc3c12,OCT1,CHEMBL5685
CHEMBL709,ALFUZOSIN,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,4.83,1,O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,OCT1,CHEMBL5685
CHEMBL611,TERAZOSIN,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,4.62,1,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,OCT1,CHEMBL5685
CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,5.37,2,O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1,OCT1,CHEMBL5685
CHEMBL356036,TETRAMETHYLKAEMPFEROL,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)cc1,4.33,1,O=c1cc(-c2ccccc2)oc2ccccc12,OCT1,CHEMBL5685
CHEMBL6966,VERAPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,5.17,1,c1ccc(CCCCNCCc2ccccc2)cc1,OCT1,CHEMBL5685
CHEMBL493682,DENOPAMINE,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,4.33,1,c1ccc(CCNCCc2ccccc2)cc1,OCT1,CHEMBL5685
CHEMBL23,DILTIAZEM,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,4.91,1,O=C1CC(c2ccccc2)Sc2ccccc2N1,OCT1,CHEMBL5685
CHEMBL1623871,,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,5.0,1,c1ccc2c(c1)CC1NCCC23CCCCC13,OCT1,CHEMBL5685
CHEMBL52440,DEXTROMETHORPHAN,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,4.9,2,c1ccc2c(c1)CC1NCCC23CCCCC13,OCT1,CHEMBL5685
CHEMBL1237044,TRAMADOL,COc1cccc(C2(O)CCCCC2CN(C)C)c1,4.28,1,c1ccc(C2CCCCC2)cc1,OCT1,CHEMBL5685
CHEMBL1066,"(R,R)-TRAMADOL",COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,4.05,1,c1ccc(C2CCCCC2)cc1,OCT1,CHEMBL5685
CHEMBL723,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,5.47,1,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,OCT1,CHEMBL5685
CHEMBL5266163,,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O[C@@H]6O[C@H](C)[C@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,4.38,1,C1=C2CCCC(OC3OCCC(OC4CCCCO4)C3OC3CCCCO3)C2C2CCC3C4CC5(CCCCO5)OC4CC3C2C1,OCT1,CHEMBL5685
CHEMBL4861111,,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@@]12O[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@H]1O,5.46,1,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1,OCT1,CHEMBL5685
CHEMBL3613729,,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=CC3=C5CC(C)(C)CC[C@]5(CO)[C@@H](O)C[C@]34C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,4.45,1,C1=CC2C3CCC(OC4CC(OC5CCCCO5)CCO4)CC3CCC2C2CCC3CCCCC3=C12,OCT1,CHEMBL5685
CHEMBL135,ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,5.24,1,c1ccc2c(c1)CCC1C2CCC2CCCC21,OCT1,CHEMBL5685
CHEMBL757,NANDROLONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,4.46,1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,OCT1,CHEMBL5685
CHEMBL110739,CORTICOSTERONE,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,4.66,1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,OCT1,CHEMBL5685
CHEMBL1724,MEPENZOLATE BROMIDE,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],4.19,1,O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1,OCT1,CHEMBL5685
CHEMBL12131,CLOSANTEL,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,5.52,1,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1,OCT1,CHEMBL5685
CHEMBL43415,,Cc1ccc(NC(=N)N)cc1,5.0,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL900,ORPHENADRINE,Cc1ccccc1C(OCCN(C)C)c1ccccc1,4.9,1,c1ccc(Cc2ccccc2)cc1,OCT1,CHEMBL5685
CHEMBL46,ONDANSETRON,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,4.69,1,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,OCT1,CHEMBL5685
CHEMBL415087,CLOPERASTINE,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,4.83,1,c1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,OCT1,CHEMBL5685
CHEMBL134,CLONIDINE,Clc1cccc(Cl)c1NC1=NCCN1,4.6850000000000005,2,c1ccc(NC2=NCCN2)cc1,OCT1,CHEMBL5685
CHEMBL104,CLOTRIMAZOLE,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,4.92,1,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,OCT1,CHEMBL5685
CHEMBL420,GUANABENZ,N=C(N)N/N=C/c1c(Cl)cccc1Cl,5.31,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL170988,PHENFORMIN,N=C(N)NC(=N)NCCc1ccccc1,5.0,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL945,AMILORIDE,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,4.24,1,c1cnccn1,OCT1,CHEMBL5685
CHEMBL1160763,,N=C(N)Nc1ccc(Br)cc1,5.2,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL41040,,N=C(N)Nc1ccc(Cl)cc1,5.0,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL1160766,,N=C(N)Nc1ccc(F)cc1,4.65,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL13823,,N=C(N)Nc1cccc(Cl)c1,4.86,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL14047,PHENYLGUANIDINE,N=C(N)Nc1ccccc1,4.39,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL55,PENTAMIDINE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,4.66,1,c1ccc(OCCCCCOc2ccccc2)cc1,OCT1,CHEMBL5685
CHEMBL790,CHLORHEXIDINE,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,6.68,1,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccccc1)NC(=N)Nc1ccccc1,OCT1,CHEMBL5685
CHEMBL4100146,,NC(N)=Nc1ccc(I)cc1,5.62,1,c1ccccc1,OCT1,CHEMBL5685
CHEMBL660,AMANTADINE,NC12CC3CC(CC(C3)C1)C2,4.4,1,C1C2CC3CC1CC(C2)C3,OCT1,CHEMBL5685
CHEMBL95,TACRINE,Nc1c2c(nc3ccccc13)CCCC2,4.37,2,c1ccc2nc3c(cc2c1)CCCC3,OCT1,CHEMBL5685
CHEMBL58,MITOXANTRONE,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,4.36,1,O=C1c2ccccc2C(=O)c2ccccc21,OCT1,CHEMBL5685
CHEMBL151,LUTEOLIN,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.34,1,O=c1cc(-c2ccccc2)oc2ccccc12,OCT1,CHEMBL5685
CHEMBL28,APIGENIN,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,4.41,1,O=c1cc(-c2ccccc2)oc2ccccc12,OCT1,CHEMBL5685
CHEMBL932,DIPYRIDAMOLE,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,4.09,1,c1nc(N2CCCCC2)c2ncnc(N3CCCCC3)c2n1,OCT1,CHEMBL5685
CHEMBL290106,BITHIONOL,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,5.53,2,c1ccc(Sc2ccccc2)cc1,OCT1,CHEMBL5685
CHEMBL33845,DICHLOROPHEN,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,5.08,1,c1ccc(Cc2ccccc2)cc1,OCT1,CHEMBL5685
CHEMBL3989483,NORLEVORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,4.6,1,c1ccc2c(c1)CC1NCCC23CCCCC13,OCT1,CHEMBL5685
CHEMBL21640,,c1ccc(CC2NCCc3ccccc32)cc1,4.09,1,c1ccc(CC2NCCc3ccccc32)cc1,OCT1,CHEMBL5685
