canonical_smiles,name,chembl_id,in_production_1588,q_ge_0.5_top1,q_ge_0.5_top3,q_ge_0.5_top5
CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,INAPERISONE,CHEMBL1797127,False,False,False,False
N[C@@H](Cc1c[nH]cn1)C(=O)O,HISTIDINE,CHEMBL17962,False,False,False,False
C1=CN2CC(c3cccs3)N=C2S1,ANTIENITE,CHEMBL1789329,False,False,False,False
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,8-HYDROXY-7-IODO-5-QUINOLINESULFONIC ACID,CHEMBL1788402,False,False,False,False
COC(=O)Nc1nc2ccc(C(=O)C3CC3)cc2[nH]1,CYCLOBENDAZOLE,CHEMBL1788401,False,False,False,False
CCCCCOc1ccccc1C(N)=O,PENTALAMIDE,CHEMBL2105369,False,False,False,False
O=C1c2ccccc2C(=O)C1(CN1CCOCC1)c1ccccc1,OXAZIDIONE,CHEMBL2105366,False,False,False,False
O=C(O[C@H]1CN2CCC1CC2)N(Cc1cc(F)c(F)c(F)c1)c1cccc(F)c1,TARAFENACIN,CHEMBL1779046,False,False,False,False
O=c1c2ccccc2c(Cc2ccc(F)cc2)nn1C1CCCN(CCc2ccccc2)CC1,FLEZELASTINE,CHEMBL1742475,False,False,False,False
CCCN(C(C)C)[C@H]1COc2cccc(C(=O)NC(C)C)c2C1,EBALZOTAN,CHEMBL1742470,False,False,False,False
CCOCCn1c(CN2CCN(CCCCn3cccn3)CC2)nc2ccccc21,MAPINASTINE,CHEMBL1742468,False,False,False,False
COc1ccc(C2CNC(=O)C2)cc1OCCCN1CCC(C(=O)c2ccc(F)cc2)CC1,LIDANSERIN,CHEMBL1742467,False,False,False,False
CN(C)CCOC(C)(c1ccccc1)c1ccccc1,MOXASTINE,CHEMBL1742465,False,False,False,False
Cc1[nH]c2cccc(OCC(O)CNCCOc3ccccc3)c2c1Cl,INDOPANOLOL,CHEMBL1742464,False,False,False,False
CC(C)NCC(O)COc1cccc2c1C=CCC2,IDROPRANOLOL,CHEMBL1742463,False,False,False,False
Cc1ccccc1OCC(O)CNCCn1cc(C)c(=O)[nH]c1=O,PRIMIDOLOL,CHEMBL1742460,False,False,False,False
Oc1ccc([C@@H]2CNCc3c2ccc(O)c3O)cc1O,ZELANDOPAM,CHEMBL2105532,False,False,False,False
O=C(O[C@H]1CN[C@H](C(=O)O)C1)c1cccs1,TENOSIPROL,CHEMBL2105529,False,False,False,False
CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,TEROFENAMATE,CHEMBL2105509,False,False,False,False
C/C(=C\c1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,SUMAROTENE,CHEMBL2105526,False,False,False,False
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(O)CC21,CANBISOL,CHEMBL2105525,False,False,False,False
Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2,ZAPIZOLAM,CHEMBL2105523,False,False,False,False
CO[C@H]1O[C@H](CN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,CAMIGLIBOSE,CHEMBL2105521,False,False,False,False
O=C1COC(c2ccc(C(F)(F)F)cc2)CN1,FLUMETRAMIDE,CHEMBL2105520,False,False,False,False
CC(Cc1ccccc1)/N=C/C(Cl)(Cl)Cl,AMPHECLORAL,CHEMBL2105544,False,False,False,False
Cn1c([N+](=O)[O-])cnc1N1CCN(S(C)(=O)=O)C1=O,SATRANIDAZOLE,CHEMBL2105542,False,False,False,False
C/C(=N\O)C(C)(C)NCCCCNC(C)(C)/C(C)=N/O,UPENAZIME,CHEMBL2105541,False,False,False,False
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,DEPRODONE,CHEMBL2105540,False,False,False,False
Cc1cc(Br)cc(C(N)=O)c1O,BROSOTAMIDE,CHEMBL2105538,False,False,False,False
CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O,BUFEZOLAC,CHEMBL2105535,False,False,False,False
Cc1c(NCc2c(C(C)C)c(=O)n(-c3ccccc3)n2C)c(=O)n(-c2ccccc2)n1C,BISFENAZONE,CHEMBL2105528,False,False,False,False
O=C(O)CN1CSC(=S)N(Cc2ccccc2)C1,BENSULDAZIC ACID,CHEMBL2105578,False,False,False,False
Clc1ccc(OCCCOC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,ZOFICONAZOLE,CHEMBL2105577,False,False,False,False
CC(C)(Cc1ccc(Cl)cc1)NCCO,ETOLOREX,CHEMBL2105576,False,False,False,False
N=C(NCCCc1c[nH]cn1)NCCNc1ccccn1,GAPROMIDINE,CHEMBL2105575,False,False,False,False
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,ETOFENPROX,CHEMBL2105573,False,False,False,False
CCCCOc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2OCCO2)CC1,DOBUPRIDE,CHEMBL2105572,False,False,False,False
CCNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,ETILEFRINE PIVALATE,CHEMBL2105571,False,False,False,False
COc1cc(C2(C)OCC(CN3CCOCC3)O2)cc(OC)c1OC,TRIXOLANE,CHEMBL2105597,False,False,False,False
O=C1c2cc(Cl)ccc2OC2CCON12,SECLAZONE,CHEMBL2105593,False,False,False,False
CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1,DIPHOXAZIDE,CHEMBL2105592,False,False,False,False
CC(C)(C)NCC(O)COc1ccccc1NC(=O)c1ccco1,ANCAROLOL,CHEMBL1742449,False,False,False,False
CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,DIFENAMIZOLE,CHEMBL2105587,False,False,False,False
O=C1CCC2NCCc3c2n1c1ccc(Cl)cc31,VINCANTRIL,CHEMBL2105586,False,False,False,False
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,ULDAZEPAM,CHEMBL2105584,False,False,False,False
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCC3)c1,TOLINDATE,CHEMBL2105583,False,False,False,False
CN1C(N)=NS(=O)(=O)N=C1NCCSCc1csc(N=C(N)N)n1,TUVATIDINE,CHEMBL1742458,False,False,False,False
Cn1cc(OCC(O)CNC(C)(C)C)c2ccccc2c1=O,TILISOLOL,CHEMBL1742457,False,False,False,False
CN1C(=O)[C@@H](NC(=O)c2cc3cccc4c3n2CCC4)N=C(c2ccccc2)c2ccccc21,TARAZEPIDE,CHEMBL1742455,False,False,False,False
CC(C)(C)NCC(O)COc1cccc2c1CC1(CCCCC1)C2=O,SPIRENDOLOL,CHEMBL1742454,False,False,False,False
CC(C)(C)NCC(O)COc1cccc2c1CCN(C=O)C2,SOQUINOLOL,CHEMBL1742453,False,False,False,False
CC(OCCN1CCCCCC1)(c1ccccc1)c1ccc(Cl)cc1,SETASTINE,CHEMBL1742452,False,False,False,False
COCCOc1ccc(OCC(O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1,TRIGEVOLOL,CHEMBL1742450,False,False,False,False
COc1ccc(/C=C/CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1OC,TRELNARIZINE,CHEMBL2105589,False,False,False,False
CCCNC(=O)c1cn(COC)c2ccccc2c1=O,TERBEQUINIL,CHEMBL2105466,False,False,False,False
Cc1ccc(S(=O)(=O)Oc2ccc(O)c(S(=O)(=O)O)c2)cc1,SULTOSILIC ACID,CHEMBL2105492,False,False,False,False
C[N+]1(CCCS(=O)(=O)[O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,SULTROPONIUM,CHEMBL2105491,False,False,False,False
CC(C)N1CCN(C(=O)N2c3ccccc3Sc3ccccc32)CC1,SOPITAZINE,CHEMBL2105489,False,False,False,False
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,TOLCICLATE,CHEMBL2105485,False,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3Cc3sccc32)CC1,TILOZEPINE,CHEMBL2105484,False,False,False,False
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,ZETIDOLINE,CHEMBL2105481,False,False,False,False
NCCOC(c1ccc(F)cc1)c1ccc(F)cc1,FLUNAMINE,CHEMBL2105476,False,False,False,False
CC(C)(C)NCC(O)c1cc(Br)no1,BROXATEROL,CHEMBL2105475,False,False,False,False
Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCC(=O)O)cc2)cc1,SUCCISULFONE,CHEMBL2105506,False,False,False,False
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,ZOLIMIDINE,CHEMBL2105534,False,False,False,False
N=C(N)NCCN1CCC2(CC1)CC2,SPIRGETINE,CHEMBL2105504,False,False,False,False
Nc1ncc2ncn(CC(CO)CO)c2n1,DETIVICICLOVIR,CHEMBL2105503,False,False,False,False
CC(C)(C)c1cc(C(C)(C)C)c2oc(C(=O)O)cc(=O)c2c1,TERBUCROMIL,CHEMBL2105501,False,False,False,False
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,SULFAPERIN,CHEMBL2105499,False,False,False,False
Cn1nc(CS(C)(=O)=O)nc1NCCCOc1cccc(CN2CCCCC2)c1,SUFOTIDINE,CHEMBL2105496,False,False,False,False
COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,TISOCROMIDE,CHEMBL2105495,False,False,False,False
C=CC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,ACROCINONIDE,CHEMBL2105519,False,False,False,False
NS(=O)(=O)c1cc2c(cc1Cl)NC(CN1C(=O)CCC1=O)NS2(=O)=O,SUMETIZIDE,CHEMBL2105517,False,False,False,False
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)(Cl)Cl)NS2(=O)=O,TECLOTHIAZIDE,CHEMBL2105516,False,False,False,False
CCC1(CC)C(=O)NC=C(C)C1=O,ETHYPICONE,CHEMBL2105515,False,False,False,False
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCCO4)[C@H]12,SPIROXASONE,CHEMBL2105514,False,False,False,False
Cc1ccccc1C(O)(c1ccccc1C)C1CN2CCC1CC2,SEQUIFENADINE,CHEMBL2105505,False,False,False,False
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C(C)C)cc3)C[C@@]21C,TORIPRISTONE,CHEMBL2105533,False,False,False,False
CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,NAFTALOFOS,CHEMBL2105556,False,False,False,False
C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O,VINYLBITAL,CHEMBL2105552,False,False,False,False
CC1(C)CSSC[C@@H](C(=O)O)NC1=O,LIMAZOCIC,CHEMBL2105551,False,False,False,False
CCC1(O)CCN2CCc3ccc(C)cc3C2C1,TOLQUINZOLE,CHEMBL2105550,False,False,False,False
CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,TOLYCAINE,CHEMBL2105549,False,False,False,False
CC(=O)Nc1c(Br)cc(Br)cc1CN(C)C12CC3CC(CC(C3)C1)C2,ADAMEXINE,CHEMBL2105546,False,False,False,False
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@H](C(=O)OCC(C)O)C1)[C@@H]32,VINPOLINE,CHEMBL2105545,False,False,False,False
CCc1cc(S(=O)(=O)O)c2cc(C(C)C)cccc1-2,EGUALEN,CHEMBL2105570,False,False,False,False
CCN(CC)CCO/C(=C1\C2CC3C(C2)C13)c1ccccc1,TREPTILAMINE,CHEMBL2105569,False,False,False,False
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1,TEZACITABINE ANHYDROUS,CHEMBL2105467,False,False,False,False
Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](C)Cc2ccccc2)cc1,TOSIFEN,CHEMBL2105565,False,False,False,False
Cc1ccccc1N1CCN(C2CCc3cc(O)ccc3C2)CC1,TOLNAPERSINE,CHEMBL2105564,False,False,False,False
Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1,TOLPIPRAZOLE,CHEMBL2105560,False,False,False,False
CC[C@]1(CO)CCCN2CCc3c([nH]c4ccccc34)[C@@H]21,VINTOPEROL,CHEMBL2105559,False,False,False,False
Nc1ccc(Cc2ccc(F)cc2)c(N)n1,SAMPIRTINE,CHEMBL2105558,False,False,False,False
CN1CC(=O)NC(=O)N1c1cc(Cl)c(Oc2ccc(S(C)(=O)=O)cc2)c(Cl)c1,SULAZURIL,CHEMBL2105474,False,False,False,False
CN1CCN(C2=Nc3cscc3/C(=C/C#N)c3cscc32)CC1,TENILAPINE,CHEMBL2105472,False,False,False,False
COCC(O)COC(C)(C)C,TERBUPROL,CHEMBL2105471,False,False,False,False
C[C@@H]1C[S+]([O-])C(C)(C)[C@H](C(=O)O)N1,TIZABRIN,CHEMBL2105470,False,False,False,False
C[C@]12C=CC(=O)C1C(=O)CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,OXISOPRED,CHEMBL2105469,False,False,False,False
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)CC1,PARAPENZOLATE BROMIDE,CHEMBL2105468,False,False,False,False
C/C(=N\Nc1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,LINAROTENE,CHEMBL2105568,False,False,False,False
CCCCCc1ccc(CC(C)NC)cc1,AMFEPENTOREX,CHEMBL2104063,False,False,False,False
Nc1cccc(-n2ccccc2=O)c1,AMPHENIDONE,CHEMBL2104057,False,False,False,False
CCCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,AMBUCAINE,CHEMBL2104088,False,False,False,False
C=CCOc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,ALEPRIDE,CHEMBL2104087,False,False,False,False
Nc1ccn([C@@H]2O[C@H](CO)[C@H]3OP(=O)(O)O[C@H]32)c(=O)n1,CIFOSTODINE,CHEMBL2104086,False,False,False,False
Cc1ccc(C2CC2)c(OCC2=NCCN2)c1,CILUTAZOLINE,CHEMBL2104085,False,False,False,False
CCCCCCCCCCCCCCC[C@H](O)[C@H](CO)NC(C)=O,CEDEFINGOL,CHEMBL2104082,False,False,False,False
CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1,ALENTEMOL,CHEMBL2104081,False,False,False,False
CC(C)CCOC(CN1CCCC1)c1ccccc1,AMIXETRINE,CHEMBL2104080,False,False,False,False
Cc1ccccc1NC(=O)C(C)N1CCCC1,APTOCAINE,CHEMBL2104078,False,False,False,False
CC(=O)Nc1ncc([N+](=O)[O-])s1,NITHIAMIDE,CHEMBL1872946,False,False,False,False
O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,CYPROXIMIDE,CHEMBL2104097,False,False,False,False
Clc1ccc(CC2=NCCN2)c2ccccc12,CLONAZOLINE,CHEMBL2104096,False,False,False,False
OC(c1ccc(Cl)cc1)c1cc2ccccc2o1,CLORIDAROL,CHEMBL2104094,False,False,False,False
Clc1ccc(CC2CCC3CCCCN3C2)cc1,CLOQUINOZINE,CHEMBL2104093,False,False,False,False
COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1,CIMOXATONE,CHEMBL2104092,False,False,False,False
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]1COc2cccc(OC)c2C1,ALNESPIRONE,CHEMBL2104091,False,False,False,False
CC(=O)OCC(=O)OCC/C(SC(=O)c1ccco1)=C(\C)N(C=O)Cc1cnc(C)nc1N,ACEFURTIAMINE,CHEMBL2104090,False,False,False,False
COC(=O)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1C,CARMETIZIDE,CHEMBL2104012,False,False,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,AMADINONE ACETATE,CHEMBL2104011,False,False,False,False
COc1ccc(C[C@]2(C)CN(C(c3ccccc3)c3ccccc3)CCN2C)cc1OC,BENDERIZINE,CHEMBL2104010,False,False,False,False
CCCc1cc2c(O)c(C(=O)OC)cnc2cc1N(CC)CC,AMQUINATE,CHEMBL2104009,False,False,False,False
COc1nc(C)ccc1CN1CC1C#N,CIAMEXON,CHEMBL2104100,False,False,False,False
Cc1ncsc1CCCCl,CLOPROTHIAZOLE,CHEMBL2104128,False,False,False,False
O=C1CC[C@@](c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,DEXETIMIDE,CHEMBL1908364,False,False,False,False
NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,TENIDAP,CHEMBL1908355,False,False,False,False
CC1OC2OC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,KALAFUNGIN,CHEMBL1908343,False,False,False,False
CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)/C=C\CO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,LILOPRISTONE,CHEMBL1908329,False,False,False,False
C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,MECLONAZEPAM,CHEMBL1908326,False,False,False,False
C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,METAMPICILLIN,CHEMBL1908324,False,False,False,False
COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,LEVOMETHORPHAN,CHEMBL1908323,False,False,False,False
CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TIPREDANE,CHEMBL1908322,False,False,False,False
Cn1c(=O)c2c(ncn2CC(=O)OCC(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,ACEFYLLINE CLOFIBROL,CHEMBL2104056,False,False,False,False
CC(Cc1ccccc1)NC(C#N)c1ccccc1,AMFETAMINIL,CHEMBL2104064,False,False,False,False
O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,ADAFENOXATE,CHEMBL2104053,False,False,False,False
C[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,ALMESTRONE,CHEMBL2104052,False,False,False,False
COc1ccc2c(C)c(C(C)=O)c(C)nc2c1,ACEQUINOLINE,CHEMBL2104051,False,False,False,False
COc1ccc2c(c1)-c1c(ccc(OC)c1O)CC(CCc1ccccc1)N(C)CC2,ASOCAINOL,CHEMBL2104050,False,False,False,False
O=C(CCn1c(CN2CCN(C/C=C/c3ccccc3)CC2)nc2ccccc21)c1ccccc1,CINPRAZOLE,CHEMBL2104049,False,False,False,False
COc1ccc(C(CN(C)C)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,AMOTRIPHENE,CHEMBL2104048,False,False,False,False
CCC(C)(C)NCC(O)COc1cc(CCC(=O)c2ccc(C)cc2)ccc1OC,ALPRAFENONE,CHEMBL2104075,False,False,False,False
O=C(O)CCC/C=C1\C[C@H]2C[C@@H](O)[C@H](/C=C/[C@@H](O)C3CCCC3)[C@H]2C1,ATAPROST,CHEMBL2104074,False,False,False,False
c1ccc2c3c([nH]c2c1)C12CCCCC1C(C3)N(CC1CC1)CC2,CARBAZOCINE,CHEMBL2104073,False,False,False,False
CC(C(=O)O)c1ccc(Nc2ccccc2C(=O)O)cc1,ARAPROFEN,CHEMBL2104071,False,False,False,False
CN1C2=CC(=O)/C(=N\NC(N)=O)C=C2CC1S(=O)(=O)[O-],CARBAZOCHROME SODIUM SULFONATE,CHEMBL2104065,False,False,False,False
CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,ACEPROMETAZINE,CHEMBL2104054,False,False,False,False
COc1cc(/C=C/C(=O)O)ccc1OCCO,CINAMETIC ACID,CHEMBL2104040,False,False,False,False
CCN(CC)CCN(CC)CCOC(=O)c1ccc(N)cc1,AMOXECAINE,CHEMBL2104039,False,False,False,False
C=CCn1c(N)cc(=O)n(CC)c1=O,AMINOMETRADINE,CHEMBL2104036,False,False,False,False
O=c1nc2cccccc-2n1Cc1ccccc1,BENHEPAZONE,CHEMBL2104035,False,False,False,False
O=c1[nH]sc2cc(Cl)ccc12,TICLATONE,CHEMBL2103914,False,False,False,False
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC(C(=O)O)C2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,PECOCYCLINE,CHEMBL2103905,False,False,False,False
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OC/C=C/c6ccccc6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,CINOXOLONE,CHEMBL2103903,False,False,False,False
CC(C)CCCC(C)CCCC(C)(O)CC(=O)O,TRETHOCANOIC ACID,CHEMBL2103894,False,False,False,False
COC[C@H](NC(=O)c1cnc(C)s1)C(=O)N[C@@H](COC)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,OPROZOMIB,CHEMBL2103884,False,False,False,False
CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,CERLAPIRDINE,CHEMBL2103880,False,False,False,False
CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,CLOBENZEPAM,CHEMBL2104007,False,False,False,False
CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1,OCLACITINIB,CHEMBL2103874,False,False,False,False
CC(C(=O)O)c1nc(-c2ccc(Br)cc2)cs1,BROFEZIL,CHEMBL2103949,False,False,False,False
OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,PENTHRICHLORAL,CHEMBL2103943,False,False,False,False
O=C(NCc1ccccc1)OCCO,BURAMATE,CHEMBL2103933,False,False,False,False
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N4CC4)[C@H](OS(C)(=O)=O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,LADIRUBICIN,CHEMBL2103926,False,False,False,False
CC(C)CCCC(C)NC(C)C,IPROHEPTINE,CHEMBL2103925,False,False,False,False
O=c1c(OCc2ccccc2)c(-c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)oc2cc(OCc3ccccc3)cc(OCc3ccccc3)c12,BENZQUERCIN,CHEMBL2103922,False,False,False,False
O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1,NICOMOL,CHEMBL2103919,False,False,False,False
N#Cc1ccc(/C=N/NC(N)=S)s1,CITENAZONE,CHEMBL2103915,False,False,False,False
CC1(C)C2=CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)Cc2cnoc21,AZASTENE,CHEMBL2103987,False,False,False,False
CN(C(=O)CNC(=O)[C@@H](N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1,AVIZAFONE,CHEMBL2103985,False,False,False,False
NC(=O)c1ccc(Oc2ccc(CNCCC3CCOCC3)cc2F)nc1,ONDELOPRAN,CHEMBL2103878,False,False,False,False
CNC[C@@H]1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,ALMOXATONE,CHEMBL2104006,False,False,False,False
COc1cc(C(=O)/C=C/C(=O)O)cc(OC)c1OC,BAXITOZINE,CHEMBL2104000,False,False,False,False
C/C=C\[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,AGLEPRISTONE,CHEMBL2103998,False,False,False,False
C[C@H](NCCC(=O)C1CCCCC1)[C@H](O)c1ccccc1,ALIFEDRINE,CHEMBL2104023,False,False,False,False
CC(=O)OCOC(=O)c1cscc1Nc1cccc(C)c1Cl,ACLANTATE,CHEMBL2104022,False,False,False,False
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,CARBUBARB,CHEMBL2104020,False,False,False,False
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@@]3(C)CC(=O)[C@@H]12,ALFADOLONE,CHEMBL2104019,False,False,False,False
COC1(F)C(F)(F)C1(F)Cl,ALIFLURANE,CHEMBL2104018,False,False,False,False
CNCCC1=Cc2ccccc2N(C)c2ccccc21,AMEZEPINE,CHEMBL2104017,False,False,False,False
O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1,ALONIMID,CHEMBL2104014,False,False,False,False
O=C(O)[C@@H]1CCCC[C@@]1(O)c1ccccc1,CICLOXILIC ACID,CHEMBL2104042,False,False,False,False
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,ACEBROCHOL,CHEMBL2104033,False,False,False,False
CCOC(=O)NC(O)C(Cl)(Cl)Cl,CARBOCLORAL,CHEMBL2104032,False,False,False,False
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,ALPERTINE,CHEMBL2104031,False,False,False,False
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],ARANIDIPINE,CHEMBL2104030,False,False,False,False
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC,ALPHAMEPRODINE,CHEMBL2104027,False,False,False,False
CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,BEMITRADINE,CHEMBL2104026,False,False,False,False
CCN(CC)CCOc1c2occc2c(O)c2c(=O)cc(C)oc12,AMIKHELLINE,CHEMBL2104025,False,False,False,False
C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,ALPIROPRIDE,CHEMBL2104024,False,False,False,False
CC(=O)NCCCN1CCN(c2cc(Cl)ccc2Cl)CC1,ACAPRAZINE,CHEMBL2104046,False,False,False,False
CCOCCOC(=O)/C=C/c1ccc(OC)cc1,CINOXATE,CHEMBL2104045,False,False,False,False
C[C@@H](S)C(=O)NCC(=O)N1CSC[C@@H]1C(=O)O,CARTASTEINE,CHEMBL2104043,False,False,False,False
CCN(CC)CC/C(=N/OC(=O)Nc1ccc(OC)cc1)c1ccccc1,ANIDOXIME,CHEMBL2104013,False,False,False,False
Brc1ccc(C(Cn2ccnc2)c2ccccc2)cc1,BROLACONAZOLE,CHEMBL2104202,False,False,False,False
CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,ELFAZEPAM,CHEMBL2104201,False,False,False,False
CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12,BUNAFTINE,CHEMBL2104200,False,False,False,False
CCCCOc1c(OC)cc(C(=O)OCCN2CCCC2)cc1OC,BURODILINE,CHEMBL2104199,False,False,False,False
