pair,ligand_id,class,in_directional_auroc
PPARA/PPARD,PAPD_004,A_only,1
PPARA/PPARD,PAPD_005,A_only,1
PPARA/PPARD,PAPD_006,A_only,1
PPARA/PPARD,PAPD_007,A_only,1
PPARA/PPARD,PAPD_008,A_only,1
PPARA/PPARD,PAPD_009,A_only,1
PPARA/PPARD,PAPD_010,A_only,1
PPARA/PPARD,PAPD_011,A_only,1
PPARA/PPARD,PAPD_012,A_only,1
PPARA/PPARD,PAPD_013,A_only,1
PPARA/PPARD,PAPD_014,A_only,1
PPARA/PPARD,PAPD_015,A_only,1
PPARA/PPARD,PAPD_016,A_only,1
PPARA/PPARD,PAPD_017,A_only,1
PPARA/PPARD,PAPD_018,A_only,1
PPARA/PPARD,PAPD_019,A_only,1
PPARA/PPARD,PAPD_020,A_only,1
PPARA/PPARD,PAPD_021,A_only,1
PPARA/PPARD,PAPD_022,A_only,1
PPARA/PPARD,PAPD_023,A_only,1
PPARA/PPARD,PAPD_024,A_only,1
PPARA/PPARD,PAPD_025,A_only,1
PPARA/PPARD,PAPD_026,A_only,1
PPARA/PPARD,PAPD_027,A_only,1
PPARA/PPARD,PAPD_028,A_only,1
PPARA/PPARD,PAPD_029,A_only,1
PPARA/PPARD,PAPD_030,A_only,1
PPARA/PPARD,PAPD_031,A_only,1
PPARA/PPARD,PAPD_032,A_only,1
PPARA/PPARD,PAPD_033,B_only,1
PPARA/PPARD,PAPD_034,B_only,1
PPARA/PPARD,PAPD_035,B_only,1
PPARA/PPARD,PAPD_036,B_only,1
PPARA/PPARD,PAPD_037,B_only,1
PPARA/PPARD,PAPD_038,B_only,1
PPARA/PPARD,PAPD_039,B_only,1
PPARA/PPARD,PAPD_040,B_only,1
PPARA/PPARD,PAPD_041,B_only,1
PPARA/PPARD,PAPD_042,B_only,1
PPARA/PPARD,PAPD_043,B_only,1
PPARA/PPARD,PAPD_044,B_only,1
PPARA/PPARD,PAPD_045,B_only,1
PPARA/PPARD,PAPD_046,B_only,1
PPARA/PPARD,PAPD_047,B_only,1
PPARA/PPARD,PAPD_048,B_only,1
PPARA/PPARD,PAPD_049,B_only,1
PPARA/PPARD,PAPD_050,B_only,1
PPARA/PPARD,PAPD_051,B_only,1
PPARA/PPARD,PAPD_052,B_only,1
PPARA/PPARD,PAPD_053,B_only,1
PPARA/PPARD,PAPD_054,B_only,1
PPARA/PPARD,PAPD_055,B_only,1
PPARA/PPARD,PAPD_056,B_only,1
PPARA/PPARD,PAPD_057,B_only,1
PPARA/PPARD,PAPD_058,B_only,1
PPARA/PPARD,PAPD_059,B_only,1
PPARA/PPARD,PAPD_060,B_only,1
PPARA/PPARD,PAPD_061,B_only,1
PPARA/PPARD,PAPD_062,B_only,1
PPARA/PPARD,PAPD_063,B_only,1
PPARA/PPARD,PAPD_064,B_only,1
PPARA/PPARD,PAPD_065,dual,1
PPARA/PPARD,PAPD_066,dual,1
PPARA/PPARD,PAPD_067,dual,1
PPARA/PPARD,PAPD_068,dual,1
PPARA/PPARD,PAPD_069,dual,1
PPARA/PPARD,PAPD_070,dual,1
PPARA/PPARD,PAPD_071,dual,1
PPARA/PPARD,PAPD_072,dual,1
PPARA/PPARD,PAPD_073,dual,1
PPARA/PPARD,PAPD_074,dual,1
PPARA/PPARD,PAPD_075,dual,1
PPARA/PPARD,PAPD_076,dual,1
PPARA/PPARD,PAPD_077,dual,1
PPARA/PPARD,PAPD_078,dual,1
PPARA/PPARD,PAPD_079,dual,1
PPARA/PPARD,PAPD_080,dual,1
PPARA/PPARD,PAPD_081,dual,1
PPARA/PPARD,PAPD_082,dual,1
PPARA/PPARD,PAPD_083,dual,1
PPARA/PPARD,PAPD_084,dual,1
PPARA/PPARD,PAPD_085,dual,1
PPARA/PPARD,PAPD_086,dual,1
PPARA/PPARD,PAPD_087,dual,1
PPARA/PPARD,PAPD_088,dual,1
PPARA/PPARD,PAPD_089,dual,1
PPARA/PPARD,PAPD_090,dual,1
PPARA/PPARD,PAPD_091,dual,1
PPARA/PPARD,PAPD_092,dual,1
PPARA/PPARD,PAPD_093,dual,1
PPARA/PPARD,PAPD_094,dual,1
PPARA/PPARD,PAPD_095,dual,1
PPARA/PPARD,PAPD_096,dual,1
PPARA/PPARD,PAPD_097,neither,0
PPARA/PPARD,PAPD_098,neither,0
PPARA/PPARD,PAPD_099,neither,0
PPARA/PPARD,PAPD_100,neither,0
PPARA/PPARD,PAPD_101,neither,0
PPARA/PPARD,PAPD_102,neither,0
PPARA/PPARD,PAPD_103,neither,0
PPARA/PPARD,PAPD_104,neither,0
PPARA/PPARD,PAPD_105,neither,0
PPARA/PPARD,PAPD_106,neither,0
PPARA/PPARD,PAPD_107,neither,0
PPARA/PPARD,PAPD_108,neither,0
PPARA/PPARD,PAPD_109,neither,0
PPARA/PPARD,PAPD_110,neither,0
