pair,target,ligand,rtm_best,best_mode,status
F2/F10,4UDW,F2F10_101,21.36513380550603,6,success
F2/F10,4UDW,F2F10_102,39.480108363724895,4,success
F2/F10,4UDW,F2F10_103,25.421106778823745,1,success
F2/F10,4UDW,F2F10_104,33.24928013940474,2,success
F2/F10,4UDW,F2F10_107,37.75221417492845,2,success
F2/F10,4UDW,F2F10_108,25.956191463423732,1,success
F2/F10,4UDW,F2F10_109,31.62557679514637,1,success
F2/F10,4UDW,F2F10_110,81.89467409843711,6,success
F2/F10,2JKH,F2F10_001,59.7712635828114,8,success
F2/F10,2JKH,F2F10_002,36.58454844154203,8,success
F2/F10,2JKH,F2F10_003,57.40992194241513,1,success
F2/F10,2JKH,F2F10_004,69.1755756741193,2,success
F2/F10,2JKH,F2F10_005,81.09014241898318,3,success
F2/F10,2JKH,F2F10_006,67.8801233958008,7,success
F2/F10,2JKH,F2F10_007,70.27916837169231,3,success
F2/F10,2JKH,F2F10_008,28.77356731858721,7,success
F2/F10,2JKH,F2F10_009,74.85378439840196,2,success
F2/F10,2JKH,F2F10_010,92.14435604719104,2,success
F2/F10,2JKH,F2F10_011,50.9131642903388,1,success
F2/F10,2JKH,F2F10_012,53.680728452534005,3,success
F2/F10,2JKH,F2F10_013,45.796493111024255,6,success
F2/F10,2JKH,F2F10_014,52.0719365248648,3,success
F2/F10,2JKH,F2F10_015,28.031709121292767,1,success
F2/F10,2JKH,F2F10_016,66.8345071282245,2,success
F2/F10,2JKH,F2F10_017,107.26951225778436,1,success
F2/F10,2JKH,F2F10_018,66.3752930414332,5,success
F2/F10,2JKH,F2F10_019,50.96739222223128,1,success
F2/F10,2JKH,F2F10_020,86.48237063913665,6,success
F2/F10,2JKH,F2F10_021,68.2562972067107,1,success
F2/F10,2JKH,F2F10_022,50.825066220347686,4,success
F2/F10,2JKH,F2F10_023,82.93296006729442,4,success
F2/F10,2JKH,F2F10_024,81.06142568209154,3,success
F2/F10,2JKH,F2F10_025,72.6000682791748,4,success
F2/F10,2JKH,F2F10_026,104.47330950378804,1,success
F2/F10,2JKH,F2F10_027,85.97907076102038,2,success
F2/F10,2JKH,F2F10_028,47.83861377799239,4,success
F2/F10,2JKH,F2F10_029,49.83275122053159,1,success
F2/F10,2JKH,F2F10_030,47.50847622991751,1,success
F2/F10,2JKH,F2F10_031,40.18916024132948,2,success
F2/F10,2JKH,F2F10_032,59.07169288353138,6,success
F2/F10,2JKH,F2F10_033,96.83686061430885,1,success
F2/F10,2JKH,F2F10_034,63.70050724512204,5,success
F2/F10,2JKH,F2F10_035,62.20585043217318,8,success
F2/F10,2JKH,F2F10_036,88.57492572203238,3,success
F2/F10,2JKH,F2F10_037,63.03276583644415,3,success
F2/F10,2JKH,F2F10_038,36.35966648140746,5,success
F2/F10,2JKH,F2F10_039,120.78561534652684,5,success
F2/F10,2JKH,F2F10_040,70.82692894119519,2,success
F2/F10,2JKH,F2F10_041,92.56433203474006,4,success
F2/F10,2JKH,F2F10_042,89.79383972274472,1,success
F2/F10,2JKH,F2F10_043,105.12954734619824,1,success
F2/F10,2JKH,F2F10_044,93.34275308487358,9,success
F2/F10,2JKH,F2F10_045,86.9128329891479,5,success
F2/F10,2JKH,F2F10_046,95.92579605161514,1,success
F2/F10,2JKH,F2F10_047,75.858702908186,1,success
F2/F10,2JKH,F2F10_048,35.88004816267723,8,success
F2/F10,2JKH,F2F10_049,63.83017220731698,4,success
F2/F10,2JKH,F2F10_050,57.98367551048984,5,success
F2/F10,2JKH,F2F10_051,54.38113705162811,5,success
F2/F10,2JKH,F2F10_052,94.96177388432191,5,success
F2/F10,2JKH,F2F10_053,86.36402502860034,3,success
F2/F10,2JKH,F2F10_054,83.43229283823636,7,success
F2/F10,2JKH,F2F10_055,73.14575675652755,1,success
F2/F10,2JKH,F2F10_056,33.786490401733104,1,success
F2/F10,2JKH,F2F10_057,102.35179923432815,1,success
F2/F10,2JKH,F2F10_058,98.89243860626186,2,success
F2/F10,2JKH,F2F10_059,87.13978581657551,1,success
F2/F10,2JKH,F2F10_060,69.48350618789745,2,success
F2/F10,2JKH,F2F10_061,113.42066845955044,2,success
F2/F10,2JKH,F2F10_062,89.54963148187504,1,success
F2/F10,2JKH,F2F10_063,67.97877421213109,1,success
F2/F10,2JKH,F2F10_064,52.7948079616282,2,success
F2/F10,2JKH,F2F10_065,61.54324708847085,1,success
F2/F10,2JKH,F2F10_066,58.961178229021705,1,success
F2/F10,2JKH,F2F10_067,44.29903735033556,1,success
F2/F10,2JKH,F2F10_068,44.37680183990374,3,success
F2/F10,2JKH,F2F10_069,70.53337214829796,1,success
F2/F10,2JKH,F2F10_070,107.7769409128964,3,success
F2/F10,2JKH,F2F10_071,65.17907170002451,1,success
F2/F10,2JKH,F2F10_072,29.966604872200413,6,success
F2/F10,2JKH,F2F10_073,117.30888200112058,2,success
F2/F10,2JKH,F2F10_074,64.81697057844853,4,success
F2/F10,2JKH,F2F10_075,77.77437597845146,1,success
F2/F10,2JKH,F2F10_076,104.9879180958619,3,success
F2/F10,2JKH,F2F10_077,32.45577648360242,1,success
F2/F10,2JKH,F2F10_078,59.42707457871352,2,success
F2/F10,2JKH,F2F10_079,92.32971813385193,8,success
F2/F10,2JKH,F2F10_081,74.92900660572057,3,success
F2/F10,2JKH,F2F10_082,105.85157282486064,1,success
F2/F10,2JKH,F2F10_083,51.54366062274083,7,success
F2/F10,2JKH,F2F10_084,46.25710591205076,7,success
F2/F10,2JKH,F2F10_085,102.77734309972536,1,success
F2/F10,2JKH,F2F10_086,90.83219409667892,1,success
F2/F10,2JKH,F2F10_087,42.87152866952081,5,success
F2/F10,2JKH,F2F10_088,40.08389804485087,1,success
F2/F10,2JKH,F2F10_089,109.67517023663846,4,success
F2/F10,2JKH,F2F10_090,107.2910594790644,8,success
F2/F10,2JKH,F2F10_091,58.67985410994085,7,success
F2/F10,2JKH,F2F10_092,122.43547002729524,8,success
F2/F10,2JKH,F2F10_093,69.40133784954487,6,success
F2/F10,2JKH,F2F10_094,79.48707431568454,2,success
F2/F10,2JKH,F2F10_095,85.95129757100916,3,success
F2/F10,2JKH,F2F10_096,77.67871208840629,1,success
F2/F10,2JKH,F2F10_097,87.99282862501259,4,success
F2/F10,2JKH,F2F10_098,92.04895548974604,8,success
F2/F10,2JKH,F2F10_099,45.1200533787874,5,success
F2/F10,2JKH,F2F10_100,71.9486780702924,2,success
F2/F10,2JKH,F2F10_101,43.52121450083718,5,success
F2/F10,2JKH,F2F10_102,85.84540270858436,8,success
F2/F10,2JKH,F2F10_103,74.2229683441828,2,success
F2/F10,2JKH,F2F10_104,54.763879151628345,1,success
F2/F10,2JKH,F2F10_105,78.00738102013786,2,success
F2/F10,2JKH,F2F10_106,80.38988558715857,1,success
F2/F10,2JKH,F2F10_107,46.61067151840668,1,success
F2/F10,2JKH,F2F10_108,61.43597556478586,3,success
F2/F10,2JKH,F2F10_109,77.14909374330878,4,success
F2/F10,2JKH,F2F10_110,66.46137062473339,7,success
JAK1/TYK2,6N7A,J1TYK2_001,23.22244956884593,2,success
JAK1/TYK2,6N7A,J1TYK2_002,77.39095218281878,4,success
JAK1/TYK2,6N7A,J1TYK2_003,57.26952838862948,7,success
JAK1/TYK2,6N7A,J1TYK2_004,43.17157591929994,3,success
JAK1/TYK2,6N7A,J1TYK2_005,92.69639163051316,1,success
JAK1/TYK2,6N7A,J1TYK2_006,28.928393131038,8,success
JAK1/TYK2,6N7A,J1TYK2_007,31.401635811067667,1,success
JAK1/TYK2,6N7A,J1TYK2_008,74.43861136021292,3,success
JAK1/TYK2,6N7A,J1TYK2_009,90.26849772910649,1,success
JAK1/TYK2,6N7A,J1TYK2_010,35.58001364288221,5,success
JAK1/TYK2,6N7A,J1TYK2_011,43.10387070067706,6,success
JAK1/TYK2,6N7A,J1TYK2_012,32.34000588814104,1,success
JAK1/TYK2,6N7A,J1TYK2_013,72.0703683187989,1,success
JAK1/TYK2,6N7A,J1TYK2_014,21.59741593331258,3,success
JAK1/TYK2,6N7A,J1TYK2_015,34.658078626505535,5,success
JAK1/TYK2,6N7A,J1TYK2_016,83.42096682039308,4,success
JAK1/TYK2,6N7A,J1TYK2_017,37.034751636722,2,success
JAK1/TYK2,6N7A,J1TYK2_018,29.74240528255462,1,success
JAK1/TYK2,6N7A,J1TYK2_019,76.79761264574546,1,success
JAK1/TYK2,6N7A,J1TYK2_020,73.14121038648602,4,success
JAK1/TYK2,6N7A,J1TYK2_021,45.367775114017405,2,success
JAK1/TYK2,6N7A,J1TYK2_022,39.73180888278994,2,success
JAK1/TYK2,6N7A,J1TYK2_023,66.4100844840332,7,success
JAK1/TYK2,6N7A,J1TYK2_024,43.59354623378497,2,success
JAK1/TYK2,6N7A,J1TYK2_025,76.1372430909517,1,success
JAK1/TYK2,6N7A,J1TYK2_026,84.37467293562459,7,success
JAK1/TYK2,6N7A,J1TYK2_027,69.54391126216214,8,success
JAK1/TYK2,6N7A,J1TYK2_028,37.14184185418185,8,success
JAK1/TYK2,6N7A,J1TYK2_029,79.49938269660882,6,success
JAK1/TYK2,6N7A,J1TYK2_030,32.607717554824674,4,success
JAK1/TYK2,6N7A,J1TYK2_031,78.69852593513258,1,success
JAK1/TYK2,6N7A,J1TYK2_032,45.58299404705171,6,success
JAK1/TYK2,6N7A,J1TYK2_033,28.095431924811283,3,success
JAK1/TYK2,6N7A,J1TYK2_034,78.74216694226553,1,success
JAK1/TYK2,6N7A,J1TYK2_035,36.86867571080642,6,success
JAK1/TYK2,6N7A,J1TYK2_036,65.05526604848295,1,success
JAK1/TYK2,6N7A,J1TYK2_037,63.46742547560469,1,success
JAK1/TYK2,6N7A,J1TYK2_038,81.84125590346362,2,success
JAK1/TYK2,6N7A,J1TYK2_039,32.513135807472786,3,success
JAK1/TYK2,6N7A,J1TYK2_040,32.789944811666565,5,success
JAK1/TYK2,6N7A,J1TYK2_041,53.55307148379124,3,success
JAK1/TYK2,6N7A,J1TYK2_042,59.32171288447,7,success
JAK1/TYK2,6N7A,J1TYK2_043,41.20929697011508,8,success
JAK1/TYK2,6N7A,J1TYK2_044,45.362126342345206,8,success
JAK1/TYK2,6N7A,J1TYK2_045,63.88002537210003,3,success
JAK1/TYK2,6N7A,J1TYK2_046,54.22252003531586,7,success
JAK1/TYK2,6N7A,J1TYK2_047,36.0376523991106,6,success
JAK1/TYK2,6N7A,J1TYK2_048,58.08730935794638,1,success
JAK1/TYK2,6N7A,J1TYK2_049,41.84060966576064,6,success
JAK1/TYK2,6N7A,J1TYK2_050,51.23403074288571,6,success
JAK1/TYK2,6N7A,J1TYK2_051,49.2769112592681,9,success
JAK1/TYK2,6N7A,J1TYK2_052,50.17503175525438,2,success
JAK1/TYK2,6N7A,J1TYK2_053,39.44009533422505,1,success
JAK1/TYK2,6N7A,J1TYK2_054,69.84833180530862,8,success
JAK1/TYK2,6N7A,J1TYK2_055,41.294236016719054,1,success
JAK1/TYK2,6N7A,J1TYK2_056,54.97645333156167,6,success
JAK1/TYK2,6N7A,J1TYK2_057,62.35137694253359,2,success
JAK1/TYK2,6N7A,J1TYK2_058,60.6790669329047,4,success
JAK1/TYK2,6N7A,J1TYK2_059,51.57967505945797,9,success
JAK1/TYK2,6N7A,J1TYK2_060,54.44795216225205,7,success
JAK1/TYK2,6N7A,J1TYK2_061,55.88593810044547,2,success
JAK1/TYK2,6N7A,J1TYK2_062,41.65858495541595,5,success
JAK1/TYK2,6N7A,J1TYK2_063,52.5465600755627,3,success
JAK1/TYK2,6N7A,J1TYK2_064,69.93370299425823,5,success
JAK1/TYK2,6N7A,J1TYK2_065,82.38135677187798,5,success
JAK1/TYK2,6N7A,J1TYK2_066,86.55780748740352,1,success
JAK1/TYK2,6N7A,J1TYK2_067,93.28598756657452,3,success
JAK1/TYK2,6N7A,J1TYK2_068,35.50532968081108,2,success
JAK1/TYK2,6N7A,J1TYK2_069,85.84070572911209,1,success
JAK1/TYK2,6N7A,J1TYK2_070,41.38663230863925,3,success
JAK1/TYK2,6N7A,J1TYK2_071,75.13524791426616,1,success
JAK1/TYK2,6N7A,J1TYK2_072,65.57916391912192,3,success
JAK1/TYK2,6N7A,J1TYK2_073,83.8530670231852,2,success
JAK1/TYK2,6N7A,J1TYK2_074,19.64428614658793,4,success
JAK1/TYK2,6N7A,J1TYK2_075,80.94345262423059,3,success
JAK1/TYK2,6N7A,J1TYK2_076,49.36761974859941,1,success
JAK1/TYK2,6N7A,J1TYK2_077,33.40660553464348,2,success
JAK1/TYK2,6N7A,J1TYK2_078,64.82212437427724,7,success
JAK1/TYK2,6N7A,J1TYK2_079,38.161524422774185,1,success
JAK1/TYK2,6N7A,J1TYK2_080,48.7208368043948,3,success
JAK1/TYK2,6N7A,J1TYK2_081,25.438008835215232,8,success
JAK1/TYK2,6N7A,J1TYK2_082,62.81586480652289,4,success
JAK1/TYK2,6N7A,J1TYK2_083,48.14470002784767,6,success
JAK1/TYK2,6N7A,J1TYK2_084,87.20922219385447,2,success
JAK1/TYK2,6N7A,J1TYK2_085,68.28978925941776,1,success
JAK1/TYK2,6N7A,J1TYK2_086,33.643833444463525,3,success
JAK1/TYK2,6N7A,J1TYK2_087,52.007222509097176,2,success
JAK1/TYK2,6N7A,J1TYK2_088,47.60529205923864,5,success
JAK1/TYK2,6N7A,J1TYK2_089,30.231589460986367,7,success
JAK1/TYK2,6N7A,J1TYK2_090,79.28623682478528,8,success
JAK1/TYK2,6N7A,J1TYK2_091,54.17865585517176,1,success
JAK1/TYK2,6N7A,J1TYK2_092,47.892237598805046,6,success
JAK1/TYK2,6N7A,J1TYK2_093,70.25549444021873,1,success
JAK1/TYK2,6N7A,J1TYK2_094,72.96892205900944,1,success
JAK1/TYK2,6N7A,J1TYK2_095,60.21053832975303,1,success
JAK1/TYK2,6N7A,J1TYK2_096,75.42621833818993,4,success
JAK1/TYK2,6N7A,J1TYK2_097,76.26600087366276,3,success
JAK1/TYK2,6N7A,J1TYK2_098,36.336749524025485,5,success
JAK1/TYK2,6N7A,J1TYK2_099,39.45046569580667,1,success
JAK1/TYK2,6N7A,J1TYK2_100,48.01744684083296,2,success
JAK1/TYK2,6N7A,J1TYK2_101,35.53183597222463,1,success
JAK1/TYK2,6N7A,J1TYK2_102,39.69318773626426,1,success
JAK1/TYK2,6N7A,J1TYK2_103,43.60578027150006,2,success
JAK1/TYK2,6N7A,J1TYK2_104,41.192095482347966,1,success
JAK1/TYK2,6N7A,J1TYK2_105,39.87235462849091,2,success
JAK1/TYK2,6N7A,J1TYK2_106,81.48731133320788,1,success
JAK1/TYK2,6N7A,J1TYK2_107,31.212282714041585,2,success
JAK1/TYK2,6N7A,J1TYK2_108,69.60344128076682,2,success
JAK1/TYK2,6N7A,J1TYK2_109,38.578565242687255,1,success
JAK1/TYK2,6N7A,J1TYK2_110,43.45577082668797,1,success
JAK1/TYK2,3LXP,J1TYK2_001,26.906213297112664,5,success
JAK1/TYK2,3LXP,J1TYK2_002,26.65604438878237,6,success
JAK1/TYK2,3LXP,J1TYK2_003,40.2866617993434,1,success
JAK1/TYK2,3LXP,J1TYK2_004,39.41862242190806,9,success
JAK1/TYK2,3LXP,J1TYK2_005,67.81904982856075,4,success
JAK1/TYK2,3LXP,J1TYK2_006,35.49907245288929,6,success
JAK1/TYK2,3LXP,J1TYK2_007,78.88644062769662,4,success
JAK1/TYK2,3LXP,J1TYK2_008,70.79333747133724,8,success
JAK1/TYK2,3LXP,J1TYK2_009,70.08846644500888,2,success
JAK1/TYK2,3LXP,J1TYK2_010,58.02287251970901,4,success
JAK1/TYK2,3LXP,J1TYK2_011,43.77563917966765,3,success
JAK1/TYK2,3LXP,J1TYK2_012,34.33946345980324,6,success
JAK1/TYK2,3LXP,J1TYK2_013,64.99268622377048,7,success
JAK1/TYK2,3LXP,J1TYK2_014,42.73614622252273,8,success
JAK1/TYK2,3LXP,J1TYK2_015,39.29263034700429,1,success
JAK1/TYK2,3LXP,J1TYK2_016,36.03608490447659,9,success
JAK1/TYK2,3LXP,J1TYK2_017,19.46546061575853,8,success
JAK1/TYK2,3LXP,J1TYK2_018,40.86763665681541,2,success
JAK1/TYK2,3LXP,J1TYK2_019,43.33933308929239,2,success
JAK1/TYK2,3LXP,J1TYK2_020,33.49243776838241,2,success
JAK1/TYK2,3LXP,J1TYK2_021,34.73840842530596,9,success
JAK1/TYK2,3LXP,J1TYK2_022,55.31131234771716,9,success
JAK1/TYK2,3LXP,J1TYK2_023,36.02840537843115,5,success
JAK1/TYK2,3LXP,J1TYK2_024,42.12424214741899,2,success
JAK1/TYK2,3LXP,J1TYK2_025,43.12504118983093,2,success
JAK1/TYK2,3LXP,J1TYK2_026,62.02991670469584,3,success
JAK1/TYK2,3LXP,J1TYK2_027,52.52809672191367,1,success
JAK1/TYK2,3LXP,J1TYK2_028,40.24386687114241,5,success
JAK1/TYK2,3LXP,J1TYK2_029,48.75915801901954,2,success
JAK1/TYK2,3LXP,J1TYK2_030,38.86879053896213,9,success
JAK1/TYK2,3LXP,J1TYK2_031,59.182985603240105,9,success
JAK1/TYK2,3LXP,J1TYK2_032,47.29337800962514,4,success
JAK1/TYK2,3LXP,J1TYK2_033,43.75942717296047,2,success
JAK1/TYK2,3LXP,J1TYK2_034,63.09951011620161,1,success
JAK1/TYK2,3LXP,J1TYK2_035,73.87399514771475,3,success
JAK1/TYK2,3LXP,J1TYK2_036,48.6605054327574,4,success
JAK1/TYK2,3LXP,J1TYK2_037,61.6196527115199,3,success
JAK1/TYK2,3LXP,J1TYK2_038,63.644824109132365,2,success
JAK1/TYK2,3LXP,J1TYK2_039,68.07565072087544,4,success
JAK1/TYK2,3LXP,J1TYK2_040,47.462232434999976,8,success
JAK1/TYK2,3LXP,J1TYK2_041,58.763429112370105,1,success
JAK1/TYK2,3LXP,J1TYK2_042,58.00846547972589,5,success
JAK1/TYK2,3LXP,J1TYK2_043,59.28154025184353,4,success
JAK1/TYK2,3LXP,J1TYK2_044,63.317547105524895,2,success
JAK1/TYK2,3LXP,J1TYK2_045,56.71115336640801,3,success
JAK1/TYK2,3LXP,J1TYK2_046,45.11758898810168,2,success
JAK1/TYK2,3LXP,J1TYK2_047,37.20367144615845,1,success
JAK1/TYK2,3LXP,J1TYK2_048,61.96482318938333,1,success
JAK1/TYK2,3LXP,J1TYK2_049,52.56387123345553,5,success
JAK1/TYK2,3LXP,J1TYK2_050,60.695381972875566,3,success
JAK1/TYK2,3LXP,J1TYK2_051,61.91877899756473,1,success
JAK1/TYK2,3LXP,J1TYK2_052,71.78365313978586,1,success
JAK1/TYK2,3LXP,J1TYK2_053,58.899067678785066,1,success
JAK1/TYK2,3LXP,J1TYK2_054,60.04930404165812,7,success
JAK1/TYK2,3LXP,J1TYK2_055,63.5477359731147,3,success
JAK1/TYK2,3LXP,J1TYK2_056,48.943872109437365,1,success
JAK1/TYK2,3LXP,J1TYK2_057,63.95391917354947,2,success
JAK1/TYK2,3LXP,J1TYK2_058,35.43429508745227,1,success
JAK1/TYK2,3LXP,J1TYK2_059,50.19374710879896,1,success
JAK1/TYK2,3LXP,J1TYK2_060,50.29349139385154,1,success
JAK1/TYK2,3LXP,J1TYK2_061,56.83816997337735,7,success
JAK1/TYK2,3LXP,J1TYK2_062,59.85716758199711,6,success
JAK1/TYK2,3LXP,J1TYK2_063,63.118241713582925,1,success
JAK1/TYK2,3LXP,J1TYK2_064,53.11946346501337,1,success
JAK1/TYK2,3LXP,J1TYK2_065,69.20746954305517,4,success
JAK1/TYK2,3LXP,J1TYK2_066,70.6151729129811,3,success
JAK1/TYK2,3LXP,J1TYK2_067,36.8690734983264,7,success
JAK1/TYK2,3LXP,J1TYK2_068,35.64942718701389,1,success
JAK1/TYK2,3LXP,J1TYK2_069,59.8545768929528,3,success
JAK1/TYK2,3LXP,J1TYK2_070,35.831334247974134,8,success
JAK1/TYK2,3LXP,J1TYK2_071,27.4330882260082,1,success
JAK1/TYK2,3LXP,J1TYK2_072,54.70372749077298,1,success
JAK1/TYK2,3LXP,J1TYK2_073,74.86997417040286,2,success
JAK1/TYK2,3LXP,J1TYK2_074,22.754725809966253,7,success
JAK1/TYK2,3LXP,J1TYK2_075,57.53356402656392,2,success
JAK1/TYK2,3LXP,J1TYK2_076,63.19222314611994,4,success
JAK1/TYK2,3LXP,J1TYK2_077,34.46689255856251,4,success
JAK1/TYK2,3LXP,J1TYK2_078,60.46979614252285,6,success
JAK1/TYK2,3LXP,J1TYK2_079,41.72823083789531,5,success
JAK1/TYK2,3LXP,J1TYK2_080,54.56029837788462,1,success
JAK1/TYK2,3LXP,J1TYK2_081,71.41050278408449,4,success
JAK1/TYK2,3LXP,J1TYK2_082,45.12145037508326,7,success
JAK1/TYK2,3LXP,J1TYK2_083,59.64807933680583,3,success
JAK1/TYK2,3LXP,J1TYK2_084,80.87236822800782,1,success
JAK1/TYK2,3LXP,J1TYK2_085,57.89455655717726,5,success
JAK1/TYK2,3LXP,J1TYK2_086,38.26036848891316,1,success
JAK1/TYK2,3LXP,J1TYK2_087,55.49766183651872,1,success
JAK1/TYK2,3LXP,J1TYK2_088,59.21732851323107,2,success
JAK1/TYK2,3LXP,J1TYK2_089,24.954815883045143,8,success
JAK1/TYK2,3LXP,J1TYK2_090,41.17912439248354,3,success
JAK1/TYK2,3LXP,J1TYK2_091,66.74390654452536,1,success
JAK1/TYK2,3LXP,J1TYK2_093,60.53236765721447,7,success
JAK1/TYK2,3LXP,J1TYK2_094,74.77141721383352,2,success
JAK1/TYK2,3LXP,J1TYK2_095,45.28457925772219,8,success
JAK1/TYK2,3LXP,J1TYK2_096,45.81031611083844,2,success
JAK1/TYK2,3LXP,J1TYK2_097,76.19374569769388,1,success
JAK1/TYK2,3LXP,J1TYK2_098,40.13303714557871,7,success
