pair,target,ligand,status,n_modes,mode1_energy,score_S,reason,seconds
F2/F10,2JKH,F2F10_001,success,9,-9.624,9.624,,104.4
F2/F10,2JKH,F2F10_002,success,9,-8.783,8.783,,135.1
F2/F10,2JKH,F2F10_003,success,9,-9.169,9.169,,93.1
F2/F10,2JKH,F2F10_004,success,9,-9.818,9.818,,119.4
F2/F10,2JKH,F2F10_005,success,9,-9.823,9.823,,131.6
F2/F10,2JKH,F2F10_006,success,9,-9.633,9.633,,164.1
F2/F10,2JKH,F2F10_007,success,9,-9.08,9.08,,170.8
F2/F10,2JKH,F2F10_008,success,9,-8.402,8.402,,129.0
F2/F10,2JKH,F2F10_009,success,9,-9.91,9.91,,132.7
F2/F10,2JKH,F2F10_010,success,9,-9.308,9.308,,204.0
F2/F10,2JKH,F2F10_011,success,9,-9.468,9.468,,165.7
F2/F10,2JKH,F2F10_012,success,9,-9.585,9.585,,127.2
F2/F10,2JKH,F2F10_013,success,9,-8.942,8.942,,75.2
F2/F10,2JKH,F2F10_014,success,9,-8.837,8.837,,74.3
F2/F10,2JKH,F2F10_015,success,9,-9.834,9.834,,108.7
F2/F10,2JKH,F2F10_016,success,9,-10.171,10.171,,58.4
F2/F10,2JKH,F2F10_017,success,9,-8.23,8.23,,57.0
F2/F10,2JKH,F2F10_018,success,9,-8.802,8.802,,247.1
F2/F10,2JKH,F2F10_019,success,9,-9.135,9.135,,267.6
F2/F10,2JKH,F2F10_020,success,9,-9.028,9.028,,263.0
F2/F10,2JKH,F2F10_021,success,9,-10.836,10.836,,101.8
F2/F10,2JKH,F2F10_022,success,9,-9.801,9.801,,87.0
F2/F10,2JKH,F2F10_023,success,9,-9.751,9.751,,104.2
F2/F10,2JKH,F2F10_024,success,9,-9.93,9.93,,185.2
F2/F10,2JKH,F2F10_025,success,9,-9.402,9.402,,124.3
F2/F10,2JKH,F2F10_026,success,9,-9.568,9.568,,149.2
F2/F10,2JKH,F2F10_027,success,9,-8.964,8.964,,279.7
F2/F10,2JKH,F2F10_028,success,9,-8.255,8.255,,56.5
F2/F10,2JKH,F2F10_029,success,9,-9.282,9.282,,64.9
F2/F10,2JKH,F2F10_030,success,9,-8.922,8.922,,56.6
F2/F10,2JKH,F2F10_031,success,9,-8.653,8.653,,36.7
F2/F10,2JKH,F2F10_032,success,8,-10.334,10.334,,59.1
F2/F10,2JKH,F2F10_033,success,9,-8.77,8.77,,245.4
F2/F10,2JKH,F2F10_034,success,9,-9.741,9.741,,71.8
F2/F10,2JKH,F2F10_035,success,9,-8.54,8.54,,157.2
F2/F10,2JKH,F2F10_036,success,9,-9.062,9.062,,85.9
F2/F10,2JKH,F2F10_037,success,9,-8.962,8.962,,262.6
F2/F10,2JKH,F2F10_038,success,9,-9.49,9.49,,85.0
F2/F10,2JKH,F2F10_039,success,9,-9.122,9.122,,129.0
F2/F10,2JKH,F2F10_040,success,9,-8.203,8.203,,140.1
F2/F10,2JKH,F2F10_041,success,9,-10.367,10.367,,324.6
F2/F10,2JKH,F2F10_042,success,9,-10.095,10.095,,43.4
F2/F10,2JKH,F2F10_043,success,9,-9.945,9.945,,114.2
F2/F10,2JKH,F2F10_044,success,9,-9.579,9.579,,145.8
F2/F10,2JKH,F2F10_045,success,9,-8.794,8.794,,161.9
F2/F10,2JKH,F2F10_046,success,9,-9.881,9.881,,113.5
F2/F10,2JKH,F2F10_047,success,9,-9.738,9.738,,80.9
F2/F10,2JKH,F2F10_048,success,9,-9.083,9.083,,78.5
F2/F10,2JKH,F2F10_049,success,9,-9.547,9.547,,122.4
F2/F10,2JKH,F2F10_050,success,9,-9.001,9.001,,115.0
F2/F10,2JKH,F2F10_051,success,9,-9.196,9.196,,274.2
F2/F10,2JKH,F2F10_052,success,9,-9.281,9.281,,95.7
F2/F10,2JKH,F2F10_053,success,9,-10.273,10.273,,94.2
F2/F10,2JKH,F2F10_054,success,9,-10.385,10.385,,167.8
F2/F10,2JKH,F2F10_055,success,9,-10.657,10.657,,70.5
F2/F10,2JKH,F2F10_056,success,9,-8.298,8.298,,99.0
F2/F10,2JKH,F2F10_057,success,9,-9.782,9.782,,168.1
F2/F10,2JKH,F2F10_058,success,9,-10.427,10.427,,117.7
F2/F10,2JKH,F2F10_059,success,9,-8.692,8.692,,91.5
F2/F10,2JKH,F2F10_060,success,9,-9.454,9.454,,446.5
F2/F10,2JKH,F2F10_061,success,9,-11.04,11.04,,107.0
F2/F10,2JKH,F2F10_062,success,9,-10.028,10.028,,93.2
F2/F10,2JKH,F2F10_063,success,9,-9.862,9.862,,97.8
F2/F10,2JKH,F2F10_064,success,9,-8.766,8.766,,113.8
F2/F10,2JKH,F2F10_065,success,9,-7.261,7.261,,480.2
F2/F10,2JKH,F2F10_066,success,9,-6.726,6.726,,340.0
F2/F10,2JKH,F2F10_067,success,9,-9.797,9.797,,87.2
F2/F10,2JKH,F2F10_068,success,9,-10.358,10.358,,121.6
F2/F10,2JKH,F2F10_069,success,9,-9.289,9.289,,109.4
F2/F10,2JKH,F2F10_070,success,9,-9.995,9.995,,150.7
F2/F10,2JKH,F2F10_071,success,9,-8.631,8.631,,97.7
F2/F10,2JKH,F2F10_072,success,9,-9.41,9.41,,80.8
F2/F10,2JKH,F2F10_073,success,9,-7.925,7.925,,163.3
F2/F10,2JKH,F2F10_074,success,9,-8.12,8.12,,29.1
F2/F10,2JKH,F2F10_075,success,9,-9.738,9.738,,182.7
F2/F10,2JKH,F2F10_076,success,9,-10.072,10.072,,95.5
F2/F10,2JKH,F2F10_077,success,9,-6.733,6.733,,255.7
F2/F10,2JKH,F2F10_078,success,9,-5.837,5.837,,181.7
F2/F10,2JKH,F2F10_079,success,9,-9.208,9.208,,91.3
F2/F10,2JKH,F2F10_080,skip,0,,,timeout_600s_torsdof=8,600.1
F2/F10,2JKH,F2F10_081,success,9,-10.66,10.66,,123.3
F2/F10,2JKH,F2F10_082,success,9,-10.359,10.359,,120.6
F2/F10,2JKH,F2F10_083,success,9,-9.29,9.29,,118.0
F2/F10,2JKH,F2F10_084,success,9,-7.561,7.561,,175.5
F2/F10,2JKH,F2F10_085,success,9,-10.326,10.326,,100.6
F2/F10,2JKH,F2F10_086,success,9,-10.548,10.548,,132.0
F2/F10,2JKH,F2F10_087,success,9,-8.53,8.53,,179.3
F2/F10,2JKH,F2F10_088,success,9,-8.369,8.369,,139.7
F2/F10,2JKH,F2F10_089,success,9,-8.059,8.059,,172.2
F2/F10,2JKH,F2F10_090,success,9,-7.835,7.835,,229.3
F2/F10,2JKH,F2F10_091,success,9,-8.909,8.909,,234.9
F2/F10,2JKH,F2F10_092,success,9,-8.216,8.216,,169.6
F2/F10,2JKH,F2F10_093,success,9,-8.758,8.758,,38.1
F2/F10,2JKH,F2F10_094,success,9,-10.044,10.044,,106.0
F2/F10,2JKH,F2F10_095,success,9,-9.168,9.168,,97.1
F2/F10,2JKH,F2F10_096,success,1,-10.723,10.723,,38.2
F2/F10,2JKH,F2F10_097,success,9,-10.054,10.054,,169.6
F2/F10,2JKH,F2F10_098,success,9,-8.924,8.924,,371.9
F2/F10,2JKH,F2F10_099,success,9,-9.863,9.863,,105.5
F2/F10,2JKH,F2F10_100,success,9,-9.946,9.946,,129.4
F2/F10,2JKH,F2F10_101,success,9,-7.835,7.835,,31.7
F2/F10,2JKH,F2F10_102,success,9,-8.719,8.719,,49.6
F2/F10,2JKH,F2F10_103,success,9,-8.089,8.089,,47.8
F2/F10,2JKH,F2F10_104,success,9,-8.023,8.023,,17.3
F2/F10,2JKH,F2F10_105,success,9,-8.435,8.435,,553.6
F2/F10,2JKH,F2F10_106,success,9,-8.734,8.734,,537.4
F2/F10,2JKH,F2F10_107,success,9,-9.313,9.313,,183.8
F2/F10,2JKH,F2F10_108,success,9,-8.597,8.597,,44.8
F2/F10,2JKH,F2F10_109,success,9,-8.065,8.065,,37.3
F2/F10,2JKH,F2F10_110,success,9,-9.534,9.534,,32.7
F2/F10,4UDW,F2F10_001,success,9,-8.879,8.879,,109.5
F2/F10,4UDW,F2F10_002,success,9,-8.738,8.738,,142.0
F2/F10,4UDW,F2F10_003,success,9,-8.845,8.845,,94.1
F2/F10,4UDW,F2F10_004,success,9,-9.875,9.875,,139.9
F2/F10,4UDW,F2F10_005,success,9,-9.67,9.67,,154.1
F2/F10,4UDW,F2F10_006,success,9,-9.533,9.533,,156.8
F2/F10,4UDW,F2F10_007,success,9,-9.743,9.743,,168.4
F2/F10,4UDW,F2F10_008,success,9,-7.327,7.327,,149.9
F2/F10,4UDW,F2F10_009,success,9,-10.681,10.681,,129.8
F2/F10,4UDW,F2F10_010,success,9,-9.956,9.956,,266.6
F2/F10,4UDW,F2F10_011,success,9,-8.432,8.432,,215.6
F2/F10,4UDW,F2F10_012,success,9,-9.974,9.974,,147.6
F2/F10,4UDW,F2F10_013,success,9,-8.434,8.434,,61.9
F2/F10,4UDW,F2F10_014,success,9,-8.551,8.551,,65.2
F2/F10,4UDW,F2F10_015,success,9,-9.111,9.111,,110.6
F2/F10,4UDW,F2F10_016,success,9,-9.851,9.851,,61.4
F2/F10,4UDW,F2F10_017,success,9,-7.921,7.921,,56.3
F2/F10,4UDW,F2F10_018,success,9,-8.68,8.68,,294.9
F2/F10,4UDW,F2F10_019,success,9,-8.309,8.309,,355.8
F2/F10,4UDW,F2F10_020,success,9,-8.757,8.757,,296.2
F2/F10,4UDW,F2F10_021,success,9,-10.111,10.111,,113.0
F2/F10,4UDW,F2F10_022,success,9,-10.266,10.266,,82.3
F2/F10,4UDW,F2F10_023,success,9,-9.083,9.083,,113.3
F2/F10,4UDW,F2F10_024,success,9,-8.697,8.697,,216.8
F2/F10,4UDW,F2F10_025,success,9,-9.342,9.342,,126.1
F2/F10,4UDW,F2F10_026,success,9,-9.523,9.523,,165.2
F2/F10,4UDW,F2F10_027,success,9,-9.092,9.092,,304.3
F2/F10,4UDW,F2F10_028,success,9,-8.933,8.933,,55.2
F2/F10,4UDW,F2F10_029,success,9,-9.214,9.214,,65.8
F2/F10,4UDW,F2F10_030,success,9,-9.267,9.267,,58.4
F2/F10,4UDW,F2F10_031,success,9,-8.156,8.156,,34.7
F2/F10,4UDW,F2F10_032,success,9,-9.247,9.247,,55.7
F2/F10,4UDW,F2F10_033,success,9,-8.159,8.159,,238.4
F2/F10,4UDW,F2F10_034,success,9,-9.939,9.939,,67.1
F2/F10,4UDW,F2F10_035,success,9,-9.623,9.623,,167.1
F2/F10,4UDW,F2F10_036,success,9,-9.755,9.755,,81.8
F2/F10,4UDW,F2F10_037,success,9,-9.108,9.108,,276.4
F2/F10,4UDW,F2F10_038,success,9,-9.781,9.781,,81.0
F2/F10,4UDW,F2F10_039,success,9,-8.886,8.886,,124.7
F2/F10,4UDW,F2F10_040,success,9,-9.11,9.11,,155.3
F2/F10,4UDW,F2F10_041,success,9,-10.124,10.124,,379.8
F2/F10,4UDW,F2F10_042,success,9,-9.737,9.737,,41.3
F2/F10,4UDW,F2F10_043,success,5,-10.643,10.643,,113.7
F2/F10,4UDW,F2F10_044,success,9,-8.865,8.865,,139.7
F2/F10,4UDW,F2F10_045,success,9,-9.159,9.159,,156.5
F2/F10,4UDW,F2F10_046,success,6,-11.127,11.127,,127.2
F2/F10,4UDW,F2F10_047,success,9,-9.534,9.534,,80.0
F2/F10,4UDW,F2F10_048,success,9,-9.476,9.476,,86.1
F2/F10,4UDW,F2F10_049,success,9,-9.719,9.719,,120.2
F2/F10,4UDW,F2F10_050,success,9,-8.655,8.655,,121.1
F2/F10,4UDW,F2F10_051,success,9,-8.684,8.684,,281.0
F2/F10,4UDW,F2F10_052,success,9,-8.673,8.673,,93.1
F2/F10,4UDW,F2F10_053,success,9,-10.522,10.522,,92.0
F2/F10,4UDW,F2F10_054,success,9,-10.254,10.254,,153.3
F2/F10,4UDW,F2F10_055,success,9,-9.943,9.943,,65.1
F2/F10,4UDW,F2F10_056,success,9,-8.25,8.25,,100.2
F2/F10,4UDW,F2F10_057,success,9,-9.471,9.471,,189.0
F2/F10,4UDW,F2F10_058,success,9,-10.741,10.741,,123.2
F2/F10,4UDW,F2F10_059,success,9,-7.927,7.927,,85.8
F2/F10,4UDW,F2F10_060,success,9,-9.043,9.043,,547.2
F2/F10,4UDW,F2F10_061,success,9,-11.085,11.085,,104.8
F2/F10,4UDW,F2F10_062,success,9,-9.371,9.371,,96.7
F2/F10,4UDW,F2F10_063,success,9,-9.432,9.432,,98.9
F2/F10,4UDW,F2F10_064,success,8,-7.997,7.997,,114.7
F2/F10,4UDW,F2F10_065,success,9,-6.948,6.948,,498.4
F2/F10,4UDW,F2F10_066,success,9,-6.918,6.918,,346.4
F2/F10,4UDW,F2F10_067,success,9,-9.118,9.118,,85.5
F2/F10,4UDW,F2F10_068,success,9,-10.627,10.627,,124.1
F2/F10,4UDW,F2F10_069,success,9,-9.152,9.152,,126.8
F2/F10,4UDW,F2F10_070,success,9,-10.171,10.171,,143.3
F2/F10,4UDW,F2F10_071,success,9,-7.425,7.425,,94.7
F2/F10,4UDW,F2F10_072,success,9,-9.407,9.407,,82.2
F2/F10,4UDW,F2F10_073,success,9,-9.318,9.318,,201.2
F2/F10,4UDW,F2F10_074,success,9,-8.749,8.749,,28.5
F2/F10,4UDW,F2F10_075,success,9,-9.319,9.319,,199.6
F2/F10,4UDW,F2F10_076,success,9,-10.499,10.499,,89.8
F2/F10,4UDW,F2F10_077,success,9,-6.445,6.445,,266.3
F2/F10,4UDW,F2F10_078,success,9,-7.389,7.389,,186.6
F2/F10,4UDW,F2F10_079,success,9,-8.853,8.853,,96.6
F2/F10,4UDW,F2F10_080,skip,0,,,timeout_600s_torsdof=8,600.1
F2/F10,4UDW,F2F10_081,success,9,-10.072,10.072,,123.0
F2/F10,4UDW,F2F10_082,success,9,-9.383,9.383,,115.1
F2/F10,4UDW,F2F10_083,success,9,-9.149,9.149,,131.5
F2/F10,4UDW,F2F10_084,success,9,-7.689,7.689,,179.5
F2/F10,4UDW,F2F10_085,success,9,-9.674,9.674,,92.3
F2/F10,4UDW,F2F10_086,success,9,-10.672,10.672,,138.8
F2/F10,4UDW,F2F10_087,success,9,-8.243,8.243,,180.8
F2/F10,4UDW,F2F10_088,success,9,-8.938,8.938,,148.6
F2/F10,4UDW,F2F10_089,success,9,-8.937,8.937,,211.3
F2/F10,4UDW,F2F10_090,success,9,-8.578,8.578,,259.9
F2/F10,4UDW,F2F10_091,success,9,-8.404,8.404,,290.0
F2/F10,4UDW,F2F10_092,success,9,-8.585,8.585,,206.9
F2/F10,4UDW,F2F10_093,success,9,-8.848,8.848,,35.8
F2/F10,4UDW,F2F10_094,success,9,-8.517,8.517,,116.2
F2/F10,4UDW,F2F10_095,success,9,-9.076,9.076,,107.1
F2/F10,4UDW,F2F10_096,success,5,-10.86,10.86,,37.9
F2/F10,4UDW,F2F10_097,success,9,-8.688,8.688,,203.7
F2/F10,4UDW,F2F10_098,success,9,-8.518,8.518,,558.7
F2/F10,4UDW,F2F10_099,success,9,-9.438,9.438,,103.1
F2/F10,4UDW,F2F10_100,success,9,-9.743,9.743,,133.3
F2/F10,4UDW,F2F10_101,success,9,-8.253,8.253,,28.1
F2/F10,4UDW,F2F10_102,success,9,-9.392,9.392,,47.5
F2/F10,4UDW,F2F10_103,success,9,-8.737,8.737,,44.6
F2/F10,4UDW,F2F10_104,success,9,-8.811,8.811,,17.0
F2/F10,4UDW,F2F10_105,skip,0,,,timeout_600s_torsdof=11,600.0
F2/F10,4UDW,F2F10_106,skip,0,,,timeout_600s_torsdof=20,600.0
F2/F10,4UDW,F2F10_107,success,9,-9.472,9.472,,234.2
F2/F10,4UDW,F2F10_108,success,9,-8.342,8.342,,40.3
F2/F10,4UDW,F2F10_109,success,9,-8.236,8.236,,32.2
F2/F10,4UDW,F2F10_110,success,9,-9.524,9.524,,34.1
JAK1/JAK2,6N7A,J1J2_001,success,9,-8.851,8.851,,56.7
JAK1/JAK2,6N7A,J1J2_002,success,9,-8.97,8.97,,74.2
JAK1/JAK2,6N7A,J1J2_003,success,9,-8.579,8.579,,83.8
JAK1/JAK2,6N7A,J1J2_004,success,9,-7.713,7.713,,35.7
JAK1/JAK2,6N7A,J1J2_005,success,9,-7.533,7.533,,31.5
JAK1/JAK2,6N7A,J1J2_006,success,9,-7.367,7.367,,21.6
JAK1/JAK2,6N7A,J1J2_007,success,9,-8.314,8.314,,37.7
JAK1/JAK2,6N7A,J1J2_008,success,9,-7.118,7.118,,53.7
JAK1/JAK2,6N7A,J1J2_009,success,9,-8.977,8.977,,36.3
JAK1/JAK2,6N7A,J1J2_010,success,9,-8.85,8.85,,46.7
JAK1/JAK2,6N7A,J1J2_011,success,9,-8.892,8.892,,34.7
JAK1/JAK2,6N7A,J1J2_012,success,9,-9.322,9.322,,64.1
JAK1/JAK2,6N7A,J1J2_013,success,9,-11.127,11.127,,160.9
JAK1/JAK2,6N7A,J1J2_014,success,9,-9.87,9.87,,201.9
JAK1/JAK2,6N7A,J1J2_015,success,9,-9.562,9.562,,81.8
JAK1/JAK2,6N7A,J1J2_016,success,9,-9.597,9.597,,145.9
JAK1/JAK2,6N7A,J1J2_017,success,9,-9.386,9.386,,123.7
JAK1/JAK2,6N7A,J1J2_018,success,9,-10.219,10.219,,37.6
JAK1/JAK2,6N7A,J1J2_019,success,9,-8.271,8.271,,298.3
JAK1/JAK2,6N7A,J1J2_020,success,9,-9.128,9.128,,157.0
JAK1/JAK2,6N7A,J1J2_021,success,9,-10.157,10.157,,231.4
JAK1/JAK2,6N7A,J1J2_022,success,9,-7.584,7.584,,63.9
JAK1/JAK2,6N7A,J1J2_023,success,9,-9.025,9.025,,157.6
JAK1/JAK2,6N7A,J1J2_024,success,9,-9.512,9.512,,157.9
JAK1/JAK2,6N7A,J1J2_025,success,9,-10.512,10.512,,45.2
JAK1/JAK2,6N7A,J1J2_026,success,9,-11.639,11.639,,188.5
JAK1/JAK2,6N7A,J1J2_027,success,9,-11.458,11.458,,181.0
JAK1/JAK2,6N7A,J1J2_028,success,9,-10.451,10.451,,234.2
JAK1/JAK2,6N7A,J1J2_029,success,9,-10.413,10.413,,163.3
JAK1/JAK2,6N7A,J1J2_030,success,9,-8.443,8.443,,58.1
JAK1/JAK2,6N7A,J1J2_031,success,9,-11.453,11.453,,185.6
JAK1/JAK2,6N7A,J1J2_032,success,9,-8.267,8.267,,334.4
JAK1/JAK2,6N7A,J1J2_033,success,9,-7.898,7.898,,131.7
JAK1/JAK2,6N7A,J1J2_034,success,9,-6.571,6.571,,143.2
JAK1/JAK2,6N7A,J1J2_035,success,9,-7.175,7.175,,130.3
JAK1/JAK2,6N7A,J1J2_036,success,9,-7.806,7.806,,199.0
JAK1/JAK2,6N7A,J1J2_037,success,9,-6.861,6.861,,218.5
JAK1/JAK2,6N7A,J1J2_038,success,9,-6.685,6.685,,297.5
JAK1/JAK2,6N7A,J1J2_039,success,9,-8.397,8.397,,44.7
JAK1/JAK2,6N7A,J1J2_040,success,9,-8.503,8.503,,49.8
JAK1/JAK2,6N7A,J1J2_041,success,9,-7.168,7.168,,231.0
JAK1/JAK2,6N7A,J1J2_042,success,9,-8.84,8.84,,89.4
JAK1/JAK2,6N7A,J1J2_043,success,9,-10.8,10.8,,92.3
JAK1/JAK2,6N7A,J1J2_044,success,9,-8.024,8.024,,69.4
JAK1/JAK2,6N7A,J1J2_045,success,9,-9.124,9.124,,43.4
JAK1/JAK2,6N7A,J1J2_046,success,9,-9.048,9.048,,46.6
JAK1/JAK2,6N7A,J1J2_047,success,9,-9.394,9.394,,48.8
JAK1/JAK2,6N7A,J1J2_048,success,9,-9.15,9.15,,102.7
JAK1/JAK2,6N7A,J1J2_049,success,9,-9.096,9.096,,44.9
JAK1/JAK2,6N7A,J1J2_050,success,9,-9.011,9.011,,77.1
JAK1/JAK2,6N7A,J1J2_051,success,9,-8.516,8.516,,76.4
JAK1/JAK2,6N7A,J1J2_052,success,9,-9.974,9.974,,64.9
JAK1/JAK2,6N7A,J1J2_053,success,9,-9.32,9.32,,100.9
JAK1/JAK2,6N7A,J1J2_054,success,9,-9.05,9.05,,80.6
JAK1/JAK2,6N7A,J1J2_055,success,9,-8.948,8.948,,44.7
JAK1/JAK2,6N7A,J1J2_056,success,9,-9.596,9.596,,71.0
JAK1/JAK2,6N7A,J1J2_057,success,9,-9.125,9.125,,66.2
JAK1/JAK2,6N7A,J1J2_058,success,9,-9.043,9.043,,46.1
JAK1/JAK2,6N7A,J1J2_059,success,9,-9.376,9.376,,68.3
JAK1/JAK2,6N7A,J1J2_060,success,9,-10.89,10.89,,94.8
JAK1/JAK2,6N7A,J1J2_061,success,9,-8.511,8.511,,84.0
JAK1/JAK2,6N7A,J1J2_062,success,9,-8.943,8.943,,128.9
JAK1/JAK2,6N7A,J1J2_063,success,9,-8.338,8.338,,83.2
JAK1/JAK2,6N7A,J1J2_064,success,9,-10.382,10.382,,44.0
JAK1/JAK2,6N7A,J1J2_065,success,9,-8.792,8.792,,44.2
JAK1/JAK2,6N7A,J1J2_066,success,9,-8.997,8.997,,83.2
JAK1/JAK2,6N7A,J1J2_067,success,9,-8.592,8.592,,71.9
JAK1/JAK2,6N7A,J1J2_068,success,9,-8.756,8.756,,71.8
JAK1/JAK2,6N7A,J1J2_069,success,9,-8.917,8.917,,46.4
JAK1/JAK2,6N7A,J1J2_070,success,9,-9.335,9.335,,92.7
JAK1/JAK2,6N7A,J1J2_071,success,9,-8.975,8.975,,39.0
JAK1/JAK2,6N7A,J1J2_072,success,8,-11.78,11.78,,147.8
JAK1/JAK2,6N7A,J1J2_073,success,9,-9.92,9.92,,314.4
JAK1/JAK2,6N7A,J1J2_074,success,9,-11.65,11.65,,158.6
JAK1/JAK2,6N7A,J1J2_075,success,9,-11.385,11.385,,123.2
JAK1/JAK2,6N7A,J1J2_076,success,9,-9.491,9.491,,53.1
JAK1/JAK2,6N7A,J1J2_077,success,9,-9.073,9.073,,166.3
JAK1/JAK2,6N7A,J1J2_078,success,9,-9.432,9.432,,63.8
JAK1/JAK2,6N7A,J1J2_079,success,9,-10.624,10.624,,139.6
JAK1/JAK2,6N7A,J1J2_080,success,9,-9.165,9.165,,69.2
JAK1/JAK2,6N7A,J1J2_081,success,9,-11.316,11.316,,124.7
JAK1/JAK2,6N7A,J1J2_082,success,9,-8.524,8.524,,53.9
JAK1/JAK2,6N7A,J1J2_083,success,9,-8.668,8.668,,89.9
JAK1/JAK2,6N7A,J1J2_084,success,9,-9.162,9.162,,144.7
JAK1/JAK2,6N7A,J1J2_085,success,9,-10.197,10.197,,295.7
JAK1/JAK2,6N7A,J1J2_086,success,9,-9.225,9.225,,43.1
JAK1/JAK2,6N7A,J1J2_087,success,9,-10.974,10.974,,225.2
JAK1/JAK2,6N7A,J1J2_088,success,9,-11.19,11.19,,210.8
JAK1/JAK2,6N7A,J1J2_089,success,9,-9.319,9.319,,50.8
JAK1/JAK2,6N7A,J1J2_090,success,9,-8.421,8.421,,40.5
JAK1/JAK2,6N7A,J1J2_091,success,9,-9.138,9.138,,57.6
JAK1/JAK2,6N7A,J1J2_092,success,9,-7.95,7.95,,38.6
JAK1/JAK2,6N7A,J1J2_093,success,9,-10.05,10.05,,89.8
JAK1/JAK2,6N7A,J1J2_094,success,9,-10.667,10.667,,218.1
JAK1/JAK2,6N7A,J1J2_095,success,9,-10.251,10.251,,167.3
JAK1/JAK2,6N7A,J1J2_096,success,9,-11.523,11.523,,296.4
JAK1/JAK2,6N7A,J1J2_097,success,9,-9.878,9.878,,214.8
JAK1/JAK2,6N7A,J1J2_098,success,9,-9.079,9.079,,29.8
JAK1/JAK2,6N7A,J1J2_099,success,9,-8.798,8.798,,36.6
JAK1/JAK2,6N7A,J1J2_100,success,9,-7.593,7.593,,31.5
JAK1/JAK2,6N7A,J1J2_101,success,9,-7.859,7.859,,41.1
JAK1/JAK2,6N7A,J1J2_102,success,9,-9.056,9.056,,31.8
JAK1/JAK2,6N7A,J1J2_103,success,9,-7.831,7.831,,29.8
JAK1/JAK2,6N7A,J1J2_104,success,9,-10.259,10.259,,48.7
JAK1/JAK2,6N7A,J1J2_105,success,9,-9.742,9.742,,124.7
JAK1/JAK2,6N7A,J1J2_106,success,9,-9.019,9.019,,34.6
JAK1/JAK2,6N7A,J1J2_107,success,9,-8.16,8.16,,186.2
JAK1/JAK2,6N7A,J1J2_108,success,9,-7.984,7.984,,255.0
JAK1/JAK2,6N7A,J1J2_109,success,9,-7.935,7.935,,217.7
JAK1/JAK2,6N7A,J1J2_110,success,9,-10.45,10.45,,82.7
JAK1/JAK2,8BXH,J1J2_001,success,9,-8.632,8.632,,53.1
JAK1/JAK2,8BXH,J1J2_002,success,9,-9.958,9.958,,65.1
JAK1/JAK2,8BXH,J1J2_003,success,9,-8.354,8.354,,79.6
JAK1/JAK2,8BXH,J1J2_004,success,9,-7.58,7.58,,34.6
JAK1/JAK2,8BXH,J1J2_005,success,9,-7.686,7.686,,30.4
JAK1/JAK2,8BXH,J1J2_006,success,9,-7.129,7.129,,21.0
JAK1/JAK2,8BXH,J1J2_007,success,9,-8.011,8.011,,38.8
JAK1/JAK2,8BXH,J1J2_008,success,9,-7.401,7.401,,49.0
JAK1/JAK2,8BXH,J1J2_009,success,9,-8.766,8.766,,33.2
JAK1/JAK2,8BXH,J1J2_010,success,9,-9.742,9.742,,49.9
JAK1/JAK2,8BXH,J1J2_011,success,9,-8.574,8.574,,32.7
JAK1/JAK2,8BXH,J1J2_012,success,9,-9.722,9.722,,62.3
JAK1/JAK2,8BXH,J1J2_013,success,9,-10.664,10.664,,122.2
JAK1/JAK2,8BXH,J1J2_014,success,9,-9.718,9.718,,144.0
JAK1/JAK2,8BXH,J1J2_015,success,9,-8.967,8.967,,76.1
JAK1/JAK2,8BXH,J1J2_016,success,9,-9.805,9.805,,106.8
JAK1/JAK2,8BXH,J1J2_017,success,9,-9.79,9.79,,84.7
JAK1/JAK2,8BXH,J1J2_018,success,9,-9.68,9.68,,38.0
JAK1/JAK2,8BXH,J1J2_019,success,9,-8.605,8.605,,266.3
JAK1/JAK2,8BXH,J1J2_020,success,9,-9.05,9.05,,103.3
JAK1/JAK2,8BXH,J1J2_021,success,9,-9.437,9.437,,177.1
JAK1/JAK2,8BXH,J1J2_022,success,9,-7.881,7.881,,58.5
JAK1/JAK2,8BXH,J1J2_023,success,9,-9.119,9.119,,111.9
JAK1/JAK2,8BXH,J1J2_024,success,9,-8.9,8.9,,109.6
JAK1/JAK2,8BXH,J1J2_025,success,9,-9.786,9.786,,46.1
JAK1/JAK2,8BXH,J1J2_026,success,9,-10.158,10.158,,149.8
JAK1/JAK2,8BXH,J1J2_027,success,9,-10.306,10.306,,126.5
JAK1/JAK2,8BXH,J1J2_028,success,9,-10.773,10.773,,157.8
JAK1/JAK2,8BXH,J1J2_029,success,9,-11.806,11.806,,130.9
JAK1/JAK2,8BXH,J1J2_030,success,9,-8.267,8.267,,54.8
JAK1/JAK2,8BXH,J1J2_031,success,9,-11.142,11.142,,137.5
JAK1/JAK2,8BXH,J1J2_032,success,9,-8.214,8.214,,311.2
JAK1/JAK2,8BXH,J1J2_033,success,9,-7.507,7.507,,128.7
JAK1/JAK2,8BXH,J1J2_034,success,9,-6.507,6.507,,141.1
JAK1/JAK2,8BXH,J1J2_035,success,9,-7.235,7.235,,126.7
JAK1/JAK2,8BXH,J1J2_036,success,9,-7.75,7.75,,215.0
JAK1/JAK2,8BXH,J1J2_037,success,9,-7.08,7.08,,235.0
JAK1/JAK2,8BXH,J1J2_038,success,9,-6.929,6.929,,299.0
JAK1/JAK2,8BXH,J1J2_039,success,9,-8.84,8.84,,43.7
JAK1/JAK2,8BXH,J1J2_040,success,9,-8.478,8.478,,51.4
