repurposing_id,canonical_smiles,status,pdbqt,n_microspecies,selected_smiles,formal_charge,has_carboxylate,all_microspecies,mw
REP_07635,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07635.pdbqt,1,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)[O-])CC3)cc1)CCO2,-1,True,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)[O-])CC3)cc1)CCO2,395.4390000000002
REP_07073,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CCN1c1ccc(F)cc1F)B1OC(=O)[C@H](CC(=O)O)O1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07073.pdbqt,2,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CC[NH+]1c1ccc(F)cc1F)B1OC(=O)[C@H](CC(=O)[O-])O1,0,True,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CCN1c1ccc(F)cc1F)B1OC(=O)[C@H](CC(=O)[O-])O1|CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CC[NH+]1c1ccc(F)cc1F)B1OC(=O)[C@H](CC(=O)[O-])O1,481.26100000000025
REP_07074,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07074.pdbqt,2,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1,0,False,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1|O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[n-]1,495.18100000000004
REP_00833,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00833.pdbqt,2,O=C([O-])[C@H]1C2CCC(CC2)[C@@H]1[NH2+]c1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,0,True,O=C([O-])[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F|O=C([O-])[C@H]1C2CCC(CC2)[C@@H]1[NH2+]c1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,399.40100000000007
REP_06925,CCCO[C@H]1CC[C@H](N(C(=O)Nc2ncc(SCC(=O)O)s2)C2CCCCC2)CC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_06925.pdbqt,2,CCCO[C@H]1CC[C@H](N(C(=O)Nc2ncc(SCC(=O)[O-])s2)C2CCCCC2)CC1,-1,True,CCCO[C@H]1CC[C@H]([NH+](C(=O)Nc2ncc(SCC(=O)[O-])s2)C2CCCCC2)CC1|CCCO[C@H]1CC[C@H](N(C(=O)Nc2ncc(SCC(=O)[O-])s2)C2CCCCC2)CC1,454.63800000000043
REP_07000,COc1cc(Cl)ccc1CCNC(=O)c1ccc(Oc2cc3c(cc2Cl)[C@@H](C(=O)O)CCO3)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07000.pdbqt,1,COc1cc(Cl)ccc1CCNC(=O)c1ccc(Oc2cc3c(cc2Cl)[C@@H](C(=O)[O-])CCO3)cc1,-1,True,COc1cc(Cl)ccc1CCNC(=O)c1ccc(Oc2cc3c(cc2Cl)[C@@H](C(=O)[O-])CCO3)cc1,515.3690000000004
REP_07825,O=C(O)[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07825.pdbqt,1,O=C([O-])[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1,-1,True,O=C([O-])[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1,460.93800000000033
REP_06303,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_06303.pdbqt,1,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)[O-])CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,-1,True,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)[O-])CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,481.52800000000013
REP_00853,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(-c4ncco4)c(OCC(=O)O)c3)CC2)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00853.pdbqt,2,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(-c4ncco4)c(OCC(=O)[O-])c3)CC2)cc1,-1,True,CC(C)Oc1ccc(S(=O)(=O)[NH+]2CCN(c3ccc(-c4ncco4)c(OCC(=O)[O-])c3)CC2)cc1|CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(-c4ncco4)c(OCC(=O)[O-])c3)CC2)cc1,500.5530000000003
REP_07021,CC#C[C@@H](CC(=O)O)c1ccc(O[C@@H]2CCc3c(-c4ccc(O[C@@H]5CCOC5)nc4)ccc(F)c32)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07021.pdbqt,1,CC#C[C@@H](CC(=O)[O-])c1ccc(O[C@@H]2CCc3c(-c4ccc(O[C@@H]5CCOC5)nc4)ccc(F)c32)cc1,-1,True,CC#C[C@@H](CC(=O)[O-])c1ccc(O[C@@H]2CCc3c(-c4ccc(O[C@@H]5CCOC5)nc4)ccc(F)c32)cc1,500.5460000000002
REP_07837,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07837.pdbqt,1,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)[O-])C(C)(C)C3)s2)c1,-1,True,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)[O-])C(C)(C)C3)s2)c1,505.5420000000003
REP_07838,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07838.pdbqt,4,Cc1cc(Nc2nc(CC3(C(=O)[O-])CC[NH+](C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,0,True,Cc1cc(Nc2nc(CC3(C(=O)[O-])CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1|Cc1cc(Nc2nc(CC3(C(=O)[O-])CC[NH+](C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[n-]1|Cc1cc(Nc2nc(CC3(C(=O)[O-])CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[n-]1|Cc1cc(Nc2nc(CC3(C(=O)[O-])CC[NH+](C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,506.3650000000002
REP_07775,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07775.pdbqt,1,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)[O-],-1,True,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)[O-],441.5070000000003
REP_07735,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07735.pdbqt,1,O=C([O-])c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,-1,True,O=C([O-])c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,475.8620000000002
REP_00600,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00600.pdbqt,2,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)[O-])cc2Br)ccc1[O-],-2,True,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)[O-])cc2Br)ccc1O|CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)[O-])cc2Br)ccc1[O-],485.12800000000016
REP_01131,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_01131.pdbqt,1,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,-1,True,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,371.4090000000001
REP_06524,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_06524.pdbqt,2,O=C(/C=C/c1c(C(=O)[O-])[n-]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,-2,True,O=C(/C=C/c1c(C(=O)[O-])[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1|O=C(/C=C/c1c(C(=O)[O-])[n-]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,373.19500000000005
REP_05288,CC(C)(C)N/C(=N\C#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05288.pdbqt,1,CC(C)(C)N/C(Nc1cccc(/C(=C\CCCC(=O)[O-])c2cccnc2)c1)=[NH+]\C#N,0,True,CC(C)(C)N/C(Nc1cccc(/C(=C\CCCC(=O)[O-])c2cccnc2)c1)=[NH+]\C#N,405.50200000000007
REP_02721,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CS[C@H]12,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_02721.pdbqt,4,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc[nH]n3)CS[C@H]12,-1,True,O=C(Cc1cccs1)N[C@@H]1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nc[n-]n3)CS[C@H]12|O=C(Cc1cccs1)N[C@@H]1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nc[nH]n3)CS[C@H]12|O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc[n-]n3)CS[C@H]12|O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc[nH]n3)CS[C@H]12,436.5200000000001
REP_05460,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05460.pdbqt,1,CCn1cc(C(=O)[O-])c(=O)c2cnc(N3CCCC3)nc21,-1,True,CCn1cc(C(=O)[O-])c(=O)c2cnc(N3CCCC3)nc21,287.29900000000004
REP_07012,NCc1nccc(-c2cc(COc3ccccc3CC(=O)O)cc3ccoc23)c1F,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07012.pdbqt,2,NCc1nccc(-c2cc(COc3ccccc3CC(=O)[O-])cc3ccoc23)c1F,-1,True,[NH3+]Cc1nccc(-c2cc(COc3ccccc3CC(=O)[O-])cc3ccoc23)c1F|NCc1nccc(-c2cc(COc3ccccc3CC(=O)[O-])cc3ccoc23)c1F,405.4050000000001
REP_05252,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05252.pdbqt,2,NC1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2Cl)C1,-1,True,[NH3+]C1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2Cl)C1|NC1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2Cl)C1,364.7840000000001
REP_07977,CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07977.pdbqt,2,CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)[O-])C(=O)[O-],-2,True,CC(C)C[C@H]([NH2+][C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)[O-])C(=O)[O-]|CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)[O-])C(=O)[O-],426.3000000000002
REP_07969,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)O)no2)cc1Cl,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_07969.pdbqt,1,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)[O-])no2)cc1Cl,-1,True,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)[O-])no2)cc1Cl,439.87900000000025
REP_05102,O=C([O-])C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_05102.pdbqt,1,O=C([O-])C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,-1,True,O=C([O-])C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,454.47200000000015
REP_04623,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_04623.pdbqt,2,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,-1,True,CC(=O)OCC1=C(C(=O)[O-])[NH+]2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1|CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,490.90100000000024
REP_01345,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_01345.pdbqt,2,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)[O-])CS2)c([O-])c1,-2,True,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)[O-])CS2)c(O)c1|COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)[O-])CS2)c([O-])c1,353.39600000000013
REP_06470,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_06470.pdbqt,4,C[C@]1(C(=O)[O-])CSC(c2ccc([O-])cc2O)=N1,-2,True,C[C@]1(C(=O)[O-])CSC(c2ccc(O)cc2O)=N1|C[C@]1(C(=O)[O-])CSC(c2ccc([O-])cc2[O-])=N1|C[C@]1(C(=O)[O-])CSC(c2ccc(O)cc2[O-])=N1|C[C@]1(C(=O)[O-])CSC(c2ccc([O-])cc2O)=N1,251.263
REP_00142,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_00142.pdbqt,2,O=C([O-])c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-1,True,O=C([O-])c1ccccc1C(=O)Nc1ccc(S(=O)(=O)[N-]c2nccs2)cc1|O=C([O-])c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,402.43300000000005
REP_01948,Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)O)c2)cc1,prepared,data/campaigns/c1/01_ligand_prep/acid_clinical_chemistry_pass/pdbqt/REP_01948.pdbqt,4,Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)[O-])c2)cc1,-1,True,Cc1cccnc1[N-]S(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)[O-])c2)cc1|Cc1cccnc1[N-]S(=O)(=O)c1ccc(C#Cc2ccc([O-])c(C(=O)[O-])c2)cc1|Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc([O-])c(C(=O)[O-])c2)cc1|Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)[O-])c2)cc1,407.42700000000013
