target_A_chembl,target_B_chembl,uniprot_A,uniprot_B,gene_A,gene_B,pref_A,pref_B,class_A,class_B,n_A,n_B,n_both_measured,theta_dual,theta_A_only,theta_B_only,theta_neither,strict_dual,strict_A_only,strict_B_only,strict_neither,strict_gray,min_strict_hardneg,directional_n10,formulation_n10,supports_strict_panel,supports_thin_panel,metal_either,metal_both,same_class
CHEMBL3834,CHEMBL4524,P51813,Q9P286,BMX,PAK5,Cytoplasmic tyrosine-protein kinase BMX,Serine/threonine-protein kinase PAK 5,Tyrosine protein kinase Tec family,STE protein kinase PAKB subfamily,319,28,15,10,0,3,2,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL4853,P51813,Q9Y6R4,BMX,MAP3K4,Cytoplasmic tyrosine-protein kinase BMX,Mitogen-activated protein kinase kinase kinase 4,Tyrosine protein kinase Tec family,STE protein kinase STE11 family,319,29,15,4,5,1,5,3,0,1,0,11,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL5198,P51813,Q8TD08,BMX,MAPK15,Cytoplasmic tyrosine-protein kinase BMX,Mitogen-activated protein kinase 15,Tyrosine protein kinase Tec family,CMGC protein kinase MAPK family,319,59,15,10,0,3,2,4,0,1,0,10,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL4576,P51813,Q9H2X6,BMX,HIPK2,Cytoplasmic tyrosine-protein kinase BMX,Homeodomain-interacting protein kinase 2,Tyrosine protein kinase Tec family,CMGC protein kinase HIPK subfamily,319,373,15,9,2,3,1,3,0,1,0,11,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL5310,P51813,P36896,BMX,ACVR1B,Cytoplasmic tyrosine-protein kinase BMX,Activin receptor type-1B,Tyrosine protein kinase Tec family,TKL protein kinase STKR Type 1 subfamily,319,171,15,10,1,2,2,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL5483,P51813,P14616,BMX,INSRR,Cytoplasmic tyrosine-protein kinase BMX,Insulin receptor-related protein,Tyrosine protein kinase Tec family,Tyrosine protein kinase InsR family,319,29,15,5,3,5,2,2,1,0,0,12,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL5785,P51813,P19525,BMX,EIF2AK2,Cytoplasmic tyrosine-protein kinase BMX,"Interferon-induced, double-stranded RNA-activated protein kinase",Tyrosine protein kinase Tec family,Other protein kinase PKR,319,124,15,6,2,0,7,2,0,0,1,12,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL5932,P51813,P53671,BMX,LIMK2,Cytoplasmic tyrosine-protein kinase BMX,LIM domain kinase 2,Tyrosine protein kinase Tec family,TKL protein kinase LIMK subfamily,319,321,15,6,3,2,4,3,1,0,0,11,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL6003,P51813,Q9BXA7,BMX,TSSK1B,Cytoplasmic tyrosine-protein kinase BMX,Testis-specific serine/threonine-protein kinase 1,Tyrosine protein kinase Tec family,CAMK protein kinase TSSK family,319,91,15,9,2,1,3,4,1,0,0,10,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL6006,P51813,O75385,BMX,ULK1,Cytoplasmic tyrosine-protein kinase BMX,Serine/threonine-protein kinase ULK1,Tyrosine protein kinase Tec family,Other protein kinase ULK family,319,222,15,8,2,4,1,2,0,0,1,12,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL5907,P51813,Q9NRM7,BMX,LATS2,Cytoplasmic tyrosine-protein kinase BMX,Serine/threonine-protein kinase LATS2,Tyrosine protein kinase Tec family,AGC protein kinase NDR family,319,60,15,7,3,0,5,2,1,0,0,12,0,0,0,0,0,0,0,0
CHEMBL3834,CHEMBL6149,P51813,Q9Y2K2,BMX,SIK3,Cytoplasmic tyrosine-protein kinase BMX,Serine/threonine-protein kinase SIK3,Tyrosine protein kinase Tec family,CAMK protein kinase QIK subfamily,319,165,15,10,1,1,3,5,0,0,0,10,0,0,0,0,0,0,0,0
CHEMBL3835,CHEMBL4267,P51955,P37173,NEK2,TGFBR2,Serine/threonine-protein kinase Nek2,TGF-beta receptor type-2,Other protein kinase NEK family,TKL protein kinase STKR Type 2 subfamily,438,439,15,8,2,2,3,2,1,0,1,11,0,0,0,0,0,0,0,0
CHEMBL3835,CHEMBL5082,P51955,Q9Y6E0,NEK2,STK24,Serine/threonine-protein kinase Nek2,Serine/threonine-protein kinase 24,Other protein kinase NEK family,STE protein kinase YSK subfamily,438,72,15,8,3,3,1,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL3835,CHEMBL5435,P51955,Q8IYT8,NEK2,ULK2,Serine/threonine-protein kinase Nek2,Serine/threonine-protein kinase ULK2,Other protein kinase NEK family,Other protein kinase ULK family,438,55,15,8,2,5,0,2,0,2,0,11,0,0,0,0,0,0,0,0
CHEMBL3835,CHEMBL5754,P51955,Q96L34,NEK2,MARK4,Serine/threonine-protein kinase Nek2,MAP/microtubule affinity-regulating kinase 4,Other protein kinase NEK family,CAMK protein kinase MARK subfamily,438,105,15,6,1,7,1,4,0,3,0,8,0,0,0,0,0,0,0,0
CHEMBL3835,CHEMBL5679,P51955,P51956,NEK2,NEK3,Serine/threonine-protein kinase Nek2,Serine/threonine-protein kinase Nek3,Other protein kinase NEK family,Other protein kinase Nek1,438,25,15,6,6,3,0,1,3,0,0,11,0,0,0,0,0,0,0,0
CHEMBL3835,CHEMBL1163124,P51955,O43283,NEK2,MAP3K13,Serine/threonine-protein kinase Nek2,Mitogen-activated protein kinase kinase kinase 13,Other protein kinase NEK family,TKL protein kinase LZK subfamily,438,49,15,8,1,5,1,1,0,0,1,13,0,0,0,0,0,0,0,0
CHEMBL3836,CHEMBL5358,P53667,Q9P2K8,LIMK1,EIF2AK4,LIM domain kinase 1,eIF-2-alpha kinase GCN2,TKL protein kinase LIMK subfamily,Other protein kinase GCN2 subfamily,723,474,15,7,5,2,1,1,1,0,0,13,0,0,0,0,0,0,0,0
CHEMBL3836,CHEMBL5082,P53667,Q9Y6E0,LIMK1,STK24,LIM domain kinase 1,Serine/threonine-protein kinase 24,TKL protein kinase LIMK subfamily,STE protein kinase YSK subfamily,723,72,15,7,4,4,0,2,0,0,0,13,0,0,0,0,0,0,0,0
CHEMBL3836,CHEMBL5970,P53667,Q99759,LIMK1,MAP3K3,LIM domain kinase 1,Mitogen-activated protein kinase kinase kinase 3,TKL protein kinase LIMK subfamily,STE protein kinase MEKK2,723,42,15,7,5,2,1,3,1,0,0,11,0,0,0,0,0,0,0,0
CHEMBL3987,CHEMBL4312,P54756,Q9NRP7,EPHA5,STK36,Ephrin type-A receptor 5,Serine/threonine-protein kinase 36,Tyrosine protein kinase Eph family,Other protein kinase ULK family,52,27,15,5,6,0,4,3,0,0,1,11,0,0,0,0,0,0,0,0
CHEMBL3987,CHEMBL5491,P54756,P30291,EPHA5,WEE1,Ephrin type-A receptor 5,Wee1-like protein kinase,Tyrosine protein kinase Eph family,Other protein kinase WEE family,52,1123,15,9,3,0,3,4,1,0,0,10,0,0,0,0,0,0,0,0
CHEMBL3987,CHEMBL4898,P54756,Q16620,EPHA5,NTRK2,Ephrin type-A receptor 5,BDNF/NT-3 growth factors receptor,Tyrosine protein kinase Eph family,Tyrosine protein kinase Trk family,52,821,15,8,0,6,1,5,0,3,0,7,0,0,0,0,0,0,0,0
CHEMBL3987,CHEMBL5427,P54756,Q86Z02,EPHA5,HIPK1,Ephrin type-A receptor 5,Homeodomain-interacting protein kinase 1,Tyrosine protein kinase Eph family,CMGC protein kinase HIPK subfamily,52,78,15,8,1,4,2,2,0,0,2,11,0,0,0,0,0,0,0,0
CHEMBL3987,CHEMBL5435,P54756,Q8IYT8,EPHA5,ULK2,Ephrin type-A receptor 5,Serine/threonine-protein kinase ULK2,Tyrosine protein kinase Eph family,Other protein kinase ULK family,52,55,15,7,1,5,2,1,0,2,0,12,0,0,0,0,0,0,0,0
CHEMBL3987,CHEMBL5547,P54756,Q8NFD2,EPHA5,ANKK1,Ephrin type-A receptor 5,Ankyrin repeat and protein kinase domain-containing protein 1,Tyrosine protein kinase Eph family,TKL protein kinase RIPK family,52,25,15,8,2,2,3,1,0,1,1,12,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL5256,P54762,Q8N5S9,EPHB1,CAMKK1,Ephrin type-B receptor 1,Calcium/calmodulin-dependent protein kinase kinase 1,Tyrosine protein kinase Eph family,Other protein kinase Meta subfamily,46,54,15,7,0,4,4,2,0,1,1,11,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL4312,P54762,Q9NRP7,EPHB1,STK36,Ephrin type-B receptor 1,Serine/threonine-protein kinase 36,Tyrosine protein kinase Eph family,Other protein kinase ULK family,46,27,15,5,3,1,6,3,0,0,1,11,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL4524,P54762,Q9P286,EPHB1,PAK5,Ephrin type-B receptor 1,Serine/threonine-protein kinase PAK 5,Tyrosine protein kinase Eph family,STE protein kinase PAKB subfamily,46,28,15,7,1,4,3,1,0,1,0,13,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL4267,P54762,P37173,EPHB1,TGFBR2,Ephrin type-B receptor 1,TGF-beta receptor type-2,Tyrosine protein kinase Eph family,TKL protein kinase STKR Type 2 subfamily,46,439,15,7,1,3,4,2,0,0,0,13,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL5600,P54762,P27448,EPHB1,MARK3,Ephrin type-B receptor 1,MAP/microtubule affinity-regulating kinase 3,Tyrosine protein kinase Eph family,CAMK protein kinase MARK subfamily,46,443,15,9,0,2,4,1,0,1,0,13,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL4246,P54762,P42680,EPHB1,TEC,Ephrin type-B receptor 1,Tyrosine-protein kinase Tec,Tyrosine protein kinase Eph family,Tyrosine protein kinase Tec family,46,327,15,10,1,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL5311,P54762,P37023,EPHB1,ACVRL1,Ephrin type-B receptor 1,Activin receptor type-1-like,Tyrosine protein kinase Eph family,TKL protein kinase STKR Type 1 subfamily,46,395,15,8,1,1,5,1,0,0,0,14,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL5654,P54762,Q8WXR4,EPHB1,MYO3B,Ephrin type-B receptor 1,Myosin-IIIb,Tyrosine protein kinase Eph family,STE protein kinase NinaC subfamily,46,19,15,7,4,1,3,2,0,0,0,13,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL5932,P54762,P53671,EPHB1,LIMK2,Ephrin type-B receptor 1,LIM domain kinase 2,Tyrosine protein kinase Eph family,TKL protein kinase LIMK subfamily,46,321,15,7,5,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL6162,P54762,O94921,EPHB1,CDK14,Ephrin type-B receptor 1,Cyclin-dependent kinase 14,Tyrosine protein kinase Eph family,CMGC protein kinase PFTAIRE,46,33,15,8,1,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL5072,CHEMBL5940,P54762,Q9P0L2,EPHB1,MARK1,Ephrin type-B receptor 1,Serine/threonine-protein kinase MARK1,Tyrosine protein kinase Eph family,CAMK protein kinase MARK subfamily,46,40,15,6,2,3,4,1,0,1,1,12,0,0,0,0,0,0,0,0
CHEMBL3988,CHEMBL4311,P54764,Q9NQU5,EPHA4,PAK6,Ephrin type-A receptor 4,Serine/threonine-protein kinase PAK 6,Tyrosine protein kinase Eph family,STE protein kinase PAKB subfamily,141,30,15,6,2,4,3,3,0,1,3,8,0,0,0,0,0,0,0,0
CHEMBL3988,CHEMBL4576,P54764,Q9H2X6,EPHA4,HIPK2,Ephrin type-A receptor 4,Homeodomain-interacting protein kinase 2,Tyrosine protein kinase Eph family,CMGC protein kinase HIPK subfamily,141,373,15,8,2,4,1,3,0,1,1,10,0,0,0,0,0,0,0,0
CHEMBL3988,CHEMBL5684,P54764,O15146,EPHA4,MUSK,Ephrin type-A receptor 4,"Muscle, skeletal receptor tyrosine-protein kinase",Tyrosine protein kinase Eph family,Tyrosine protein kinase Musk family,141,32,15,9,1,3,2,3,0,1,1,10,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5145,Q00536,P15056,CDK16,BRAF,Cyclin-dependent kinase 16,Serine/threonine-protein kinase B-raf,CMGC protein kinase TAIRE subfamily,TKL protein kinase RAF family,68,5753,15,6,4,1,4,2,2,0,2,9,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5388,Q00536,Q9UKI8,CDK16,TLK1,Cyclin-dependent kinase 16,Serine/threonine-protein kinase tousled-like 1,CMGC protein kinase TAIRE subfamily,Other protein kinase TLK family,68,19,15,7,4,2,2,2,1,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5719,Q00536,P49336,CDK16,CDK8,Cyclin-dependent kinase 16,Cyclin-dependent kinase 8,CMGC protein kinase TAIRE subfamily,CMGC protein kinase CDK8 subfamily,68,678,15,9,2,2,2,3,2,0,1,9,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5856,Q00536,Q96Q40,CDK16,CDK15,Cyclin-dependent kinase 16,Cyclin-dependent kinase 15,CMGC protein kinase TAIRE subfamily,CMGC protein kinase PFTAIRE,68,16,15,7,3,1,4,3,0,0,1,11,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5969,Q00536,Q99755,CDK16,PIP5K1A,Cyclin-dependent kinase 16,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,CMGC protein kinase TAIRE subfamily,Kinase,68,34,15,6,4,4,1,4,2,0,0,9,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5975,Q00536,Q9BRS2,CDK16,RIOK1,Cyclin-dependent kinase 16,Serine/threonine-protein kinase RIO1,CMGC protein kinase TAIRE subfamily,Atypical protein kinase RIO1 subfamily,68,28,15,8,1,4,2,4,0,0,0,11,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5668,Q00536,P78362,CDK16,SRPK2,Cyclin-dependent kinase 16,SRSF protein kinase 2,CMGC protein kinase TAIRE subfamily,CMGC protein kinase SRPK family,68,50,15,11,0,2,2,4,0,0,0,11,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5940,Q00536,Q9P0L2,CDK16,MARK1,Cyclin-dependent kinase 16,Serine/threonine-protein kinase MARK1,CMGC protein kinase TAIRE subfamily,CAMK protein kinase MARK subfamily,68,40,15,8,5,1,1,2,1,0,1,11,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL5679,Q00536,P51956,CDK16,NEK3,Cyclin-dependent kinase 16,Serine/threonine-protein kinase Nek3,CMGC protein kinase TAIRE subfamily,Other protein kinase Nek1,68,25,15,4,4,4,3,0,1,0,2,12,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL6186,Q00536,Q96BR1,CDK16,SGK3,Cyclin-dependent kinase 16,Serine/threonine-protein kinase Sgk3,CMGC protein kinase TAIRE subfamily,AGC protein kinase SGK family,68,29,15,11,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL6029,Q00536,Q9BQI3,CDK16,EIF2AK1,Cyclin-dependent kinase 16,Eukaryotic translation initiation factor 2-alpha kinase 1,CMGC protein kinase TAIRE subfamily,Other protein kinase HRI,68,57,15,7,2,2,4,1,2,0,1,11,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL1075133,Q00536,Q8WTQ7,CDK16,GRK7,Cyclin-dependent kinase 16,Rhodopsin kinase GRK7,CMGC protein kinase TAIRE subfamily,AGC protein kinase GRK subfamily,68,36,15,6,3,2,4,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL1795165,Q00536,P57058,CDK16,HUNK,Cyclin-dependent kinase 16,Hormonally up-regulated neu tumor-associated kinase,CMGC protein kinase TAIRE subfamily,CAMK protein kinase group,68,19,15,10,2,0,3,0,1,0,0,14,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL1908386,Q00536,Q6XUX3,CDK16,DSTYK,Cyclin-dependent kinase 16,Dual serine/threonine and tyrosine protein kinase,CMGC protein kinase TAIRE subfamily,Enzyme,68,21,15,8,3,1,3,2,2,0,0,11,0,0,0,0,0,0,0,0
CHEMBL4597,CHEMBL4105743,Q00536,P18074,CDK16,ERCC2,Cyclin-dependent kinase 16,General transcription and DNA repair factor IIH helicase subunit XPD,CMGC protein kinase TAIRE subfamily,Hydrolase,68,18,15,6,4,3,2,1,0,2,1,11,0,0,0,0,0,0,0,0
CHEMBL4599,CHEMBL4523,Q07912,Q9P1W9,TNK2,PIM2,Activated CDC42 kinase 1,Serine/threonine-protein kinase pim-2,Tyrosine protein kinase Ack family,CAMK protein kinase PIM family,799,2879,15,9,2,2,2,4,0,1,0,10,0,0,0,0,0,0,0,0
CHEMBL4599,CHEMBL5311,Q07912,P37023,TNK2,ACVRL1,Activated CDC42 kinase 1,Activin receptor type-1-like,Tyrosine protein kinase Ack family,TKL protein kinase STKR Type 1 subfamily,799,395,15,9,3,1,2,4,0,1,1,9,0,0,0,0,0,0,0,0
CHEMBL4599,CHEMBL5364,Q07912,Q9UBE8,TNK2,NLK,Activated CDC42 kinase 1,Serine/threonine-protein kinase NLK,Tyrosine protein kinase Ack family,CMGC protein kinase nmo subfamily,799,65,15,9,2,2,2,4,0,1,1,9,0,0,0,0,0,0,0,0
CHEMBL4599,CHEMBL5426,Q07912,Q86YV6,TNK2,MYLK4,Activated CDC42 kinase 1,Myosin light chain kinase family member 4,Tyrosine protein kinase Ack family,CAMK protein kinase MLCK family,799,53,15,9,0,4,2,3,0,1,0,11,0,0,0,0,0,0,0,0
CHEMBL4599,CHEMBL5975,Q07912,Q9BRS2,TNK2,RIOK1,Activated CDC42 kinase 1,Serine/threonine-protein kinase RIO1,Tyrosine protein kinase Ack family,Atypical protein kinase RIO1 subfamily,799,28,15,4,4,5,2,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4599,CHEMBL1075133,Q07912,Q8WTQ7,TNK2,GRK7,Activated CDC42 kinase 1,Rhodopsin kinase GRK7,Tyrosine protein kinase Ack family,AGC protein kinase GRK subfamily,799,36,15,5,3,3,4,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4599,CHEMBL1795199,Q07912,Q9Y572,TNK2,RIPK3,Activated CDC42 kinase 1,Receptor-interacting serine/threonine-protein kinase 3,Tyrosine protein kinase Ack family,TKL protein kinase group,799,298,15,5,5,0,5,2,1,0,1,11,0,0,0,0,0,0,0,0
CHEMBL4598,CHEMBL5543,Q13043,Q9Y463,STK4,DYRK1B,Serine/threonine-protein kinase 4,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,STE protein kinase MST subfamily,CMGC protein kinase Dyrk1 subfamily,242,994,15,9,5,0,1,4,1,0,1,9,0,0,0,0,0,0,0,0
CHEMBL4598,CHEMBL5084,Q13043,Q9Y6M4,STK4,CSNK1G3,Serine/threonine-protein kinase 4,Casein kinase I isoform gamma-3,STE protein kinase MST subfamily,CK1 protein kinase CK1-g,242,187,15,6,5,2,2,1,3,0,1,10,0,0,0,0,0,0,0,0
CHEMBL4598,CHEMBL5427,Q13043,Q86Z02,STK4,HIPK1,Serine/threonine-protein kinase 4,Homeodomain-interacting protein kinase 1,STE protein kinase MST subfamily,CMGC protein kinase HIPK subfamily,242,78,15,9,4,2,0,2,1,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4598,CHEMBL5654,Q13043,Q8WXR4,STK4,MYO3B,Serine/threonine-protein kinase 4,Myosin-IIIb,STE protein kinase MST subfamily,STE protein kinase NinaC subfamily,242,19,15,8,4,2,1,2,1,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4598,CHEMBL1795165,Q13043,P57058,STK4,HUNK,Serine/threonine-protein kinase 4,Hormonally up-regulated neu tumor-associated kinase,STE protein kinase MST subfamily,CAMK protein kinase group,242,19,15,11,2,0,2,2,2,0,0,11,0,0,0,0,0,0,0,0
CHEMBL4600,CHEMBL5284,Q13153,Q96RR4,PAK1,CAMKK2,Serine/threonine-protein kinase PAK 1,Calcium/calmodulin-dependent protein kinase kinase 2,STE protein kinase PAKA subfamily,Other protein kinase Meta subfamily,448,179,15,5,1,7,2,4,0,2,0,9,0,0,0,0,0,0,0,0
CHEMBL4600,CHEMBL4527,Q13153,Q9UKE5,PAK1,TNIK,Serine/threonine-protein kinase PAK 1,TRAF2 and NCK-interacting protein kinase,STE protein kinase PAKA subfamily,STE protein kinase MSN subfamily,448,534,15,4,2,5,4,4,0,0,1,10,0,0,0,0,0,0,0,0
CHEMBL4600,CHEMBL4454,Q13153,P09769,PAK1,FGR,Serine/threonine-protein kinase PAK 1,Tyrosine-protein kinase Fgr,STE protein kinase PAKA subfamily,Tyrosine protein kinase Src family,448,129,15,5,1,8,1,4,0,1,0,10,0,0,0,0,0,0,0,0
CHEMBL4600,CHEMBL1075195,Q13153,Q9UL54,PAK1,TAOK2,Serine/threonine-protein kinase PAK 1,Serine/threonine-protein kinase TAO2,STE protein kinase PAKA subfamily,STE protein kinase TAO subfamily,448,55,15,5,1,2,7,1,0,0,2,12,0,0,0,0,0,0,0,0
CHEMBL4601,CHEMBL5284,Q13882,Q96RR4,PTK6,CAMKK2,Protein-tyrosine kinase 6,Calcium/calmodulin-dependent protein kinase kinase 2,Tyrosine protein kinase Src family,Other protein kinase Meta subfamily,307,179,15,6,3,3,3,5,2,0,1,7,0,0,0,0,0,0,0,0
CHEMBL4601,CHEMBL5543,Q13882,Q9Y463,PTK6,DYRK1B,Protein-tyrosine kinase 6,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,Tyrosine protein kinase Src family,CMGC protein kinase Dyrk1 subfamily,307,994,15,7,1,4,3,2,0,0,1,12,0,0,0,0,0,0,0,0
CHEMBL4601,CHEMBL5784,Q13882,O60285,PTK6,NUAK1,Protein-tyrosine kinase 6,NUAK family SNF1-like kinase 1,Tyrosine protein kinase Src family,CAMK protein kinase NuaK subfamily,307,167,15,10,0,5,0,5,0,2,0,8,0,0,0,0,0,0,0,0
CHEMBL4601,CHEMBL5790,Q13882,Q00537,PTK6,CDK17,Protein-tyrosine kinase 6,Cyclin-dependent kinase 17,Tyrosine protein kinase Src family,CMGC protein kinase PCTAIRE,307,44,15,8,1,4,2,3,0,1,0,11,0,0,0,0,0,0,0,0
CHEMBL4601,CHEMBL1075115,Q13882,Q9NR20,PTK6,DYRK4,Protein-tyrosine kinase 6,Dual specificity tyrosine-phosphorylation-regulated kinase 4,Tyrosine protein kinase Src family,CMGC protein kinase DYRK family,307,316,15,5,6,2,2,0,0,0,0,15,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL5256,Q15375,Q8N5S9,EPHA7,CAMKK1,Ephrin type-A receptor 7,Calcium/calmodulin-dependent protein kinase kinase 1,Tyrosine protein kinase Eph family,Other protein kinase Meta subfamily,53,54,15,9,0,2,4,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL4524,Q15375,Q9P286,EPHA7,PAK5,Ephrin type-A receptor 7,Serine/threonine-protein kinase PAK 5,Tyrosine protein kinase Eph family,STE protein kinase PAKB subfamily,53,28,15,11,0,2,2,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL4376,Q15375,Q92630,EPHA7,DYRK2,Ephrin type-A receptor 7,Dual specificity tyrosine-phosphorylation-regulated kinase 2,Tyrosine protein kinase Eph family,CMGC protein kinase Dyrk2 subfamily,53,576,15,9,2,1,3,2,0,0,0,13,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL5320,Q15375,Q09013,EPHA7,DMPK,Ephrin type-A receptor 7,Myotonin-protein kinase,Tyrosine protein kinase Eph family,AGC protein kinase GEK subfamily,53,35,15,7,4,1,3,2,0,0,0,13,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL5651,Q15375,Q8TDR2,EPHA7,STK35,Ephrin type-A receptor 7,Serine/threonine-protein kinase 35,Tyrosine protein kinase Eph family,Other protein kinase NKF4 family,53,24,15,7,2,4,2,3,0,0,1,11,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL5784,Q15375,O60285,EPHA7,NUAK1,Ephrin type-A receptor 7,NUAK family SNF1-like kinase 1,Tyrosine protein kinase Eph family,CAMK protein kinase NuaK subfamily,53,167,15,10,0,3,2,4,0,1,1,9,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL5785,Q15375,P19525,EPHA7,EIF2AK2,Ephrin type-A receptor 7,"Interferon-induced, double-stranded RNA-activated protein kinase",Tyrosine protein kinase Eph family,Other protein kinase PKR,53,124,15,8,2,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL5940,Q15375,Q9P0L2,EPHA7,MARK1,Ephrin type-A receptor 7,Serine/threonine-protein kinase MARK1,Tyrosine protein kinase Eph family,CAMK protein kinase MARK subfamily,53,40,15,10,1,2,2,4,0,0,1,10,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL6149,Q15375,Q9Y2K2,EPHA7,SIK3,Ephrin type-A receptor 7,Serine/threonine-protein kinase SIK3,Tyrosine protein kinase Eph family,CAMK protein kinase QIK subfamily,53,165,15,7,3,1,4,2,1,0,1,11,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL1163124,Q15375,O43283,EPHA7,MAP3K13,Ephrin type-A receptor 7,Mitogen-activated protein kinase kinase kinase 13,Tyrosine protein kinase Eph family,TKL protein kinase LZK subfamily,53,49,15,11,0,4,0,3,0,1,0,11,0,0,0,0,0,0,0,0
CHEMBL4602,CHEMBL1908389,Q15375,Q12852,EPHA7,MAP3K12,Ephrin type-A receptor 7,Mitogen-activated protein kinase kinase kinase 12,Tyrosine protein kinase Eph family,STE protein kinase group,53,1011,15,11,0,2,2,3,0,0,1,11,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL4311,Q8IU85,Q9NQU5,CAMK1D,PAK6,Calcium/calmodulin-dependent protein kinase type 1D,Serine/threonine-protein kinase PAK 6,CAMK protein kinase CAMK1 family,STE protein kinase PAKB subfamily,254,30,15,5,4,2,4,3,1,0,3,8,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL4367,Q8IU85,P42681,CAMK1D,TXK,Calcium/calmodulin-dependent protein kinase type 1D,Tyrosine-protein kinase TXK,CAMK protein kinase CAMK1 family,Tyrosine protein kinase Tec family,254,455,15,7,1,3,4,3,0,0,2,10,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL5081,Q8IU85,Q9Y616,CAMK1D,IRAK3,Calcium/calmodulin-dependent protein kinase type 1D,Interleukin-1 receptor-associated kinase 3,CAMK protein kinase CAMK1 family,TKL protein kinase IRAK family,254,77,15,9,1,3,2,4,0,0,1,10,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL5754,Q8IU85,Q96L34,CAMK1D,MARK4,Calcium/calmodulin-dependent protein kinase type 1D,MAP/microtubule affinity-regulating kinase 4,CAMK protein kinase CAMK1 family,CAMK protein kinase MARK subfamily,254,105,15,9,2,1,3,5,0,0,1,9,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL5940,Q8IU85,Q9P0L2,CAMK1D,MARK1,Calcium/calmodulin-dependent protein kinase type 1D,Serine/threonine-protein kinase MARK1,CAMK protein kinase CAMK1 family,CAMK protein kinase MARK subfamily,254,40,15,8,2,0,5,4,0,0,3,8,0,0,0,0,0,0,0,0
CHEMBL5073,CHEMBL1163101,Q8IU85,O75460,CAMK1D,ERN1,Calcium/calmodulin-dependent protein kinase type 1D,Serine/threonine-protein kinase/endoribonuclease IRE1,CAMK protein kinase CAMK1 family,Enzyme,254,653,15,5,6,0,4,3,0,0,3,9,0,0,0,0,0,0,0,0
