id,parent_id,parent_source,smiles,inchikey,core_smiles,mw,clogp,rb,sa,reactivity_bucket,pains_flag,n_acrylamide,max_tc_full,max_tc_core,nearest_anchor_full,nearest_anchor_core,erg_max,nearest_erg,murcko,same_scaffold_as,hinge_hits,tc_full_YL5084,tc_core_YL5084,erg_YL5084,tc_full_YL2056,tc_core_YL2056,erg_YL2056,tc_full_JNK-IN-8,tc_core_JNK-IN-8,erg_JNK-IN-8,tc_full_56d,tc_core_56d,erg_56d,track,subtrack,discard_reason,react2,react2_reason,stepA_keep
XARC000003617859_ACR0,XARC000003617859,taosu,C=CC(=O)NC(=NOCc1ccc(C(=O)Nc2ccc(OC)cc2)cc1)c1ccccc1,MCWCOIDIYIFWAX-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(CON=C(N)c3ccccc3)cc2)cc1,429.48,4.13,8,2.362,ok,0,1,0.2529,0.2169,56d,JNK-IN-8,0.8153,56d,O=C(Nc1ccccc1)c1ccc(CON=Cc2ccccc2)cc1,,0,0.1818,0.1458,0.7173,0.1835,0.1368,0.7173,0.2041,0.2169,0.7936,0.2529,0.2048,0.8153,novel,novel,,ok,,unsure
CHEMBL174259_ACR0,CHEMBL174259,chembl,C=CC(=O)N(CCc1ccccc1)CC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,UVBMRVNVDRVYDN-UHFFFAOYSA-N,OC(CNCCc1ccccc1)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,473.6,4.8,11,3.264,ok,0,1,0.144,0.1226,YL2056,YL2056,0.8148,56d,c1ccc(CCNCCCOc2ccc(-c3nc(-c4cccs4)c[nH]3)cc2)cc1,,0,0.1339,0.1204,0.702,0.144,0.1226,0.702,0.1282,0.1089,0.7079,0.1284,0.0882,0.8148,novel,novel,,ok,,unsure
CHEMBL1760639_ACR0,CHEMBL1760639,chembl,C=CC(=O)N(C)CCOc1ccc(C)cc1NC(=O)NCCc1ccc2nc(NC(C)=O)[nH]c2c1,QOBWRLCTZMEHHU-UHFFFAOYSA-N,CNCCOc1ccc(C)cc1NC(=O)NCCc1ccc2nc(NC(C)=O)[nH]c2c1,478.55,3.22,10,2.678,ok,0,1,0.1739,0.1485,JNK-IN-8,JNK-IN-8,0.8142,56d,O=C(NCCc1ccc2nc[nH]c2c1)Nc1ccccc1,,1,0.1308,0.0965,0.6101,0.1318,0.0885,0.6101,0.1739,0.1485,0.7077,0.1667,0.1386,0.8142,novel,novel,,ok,,unsure
CHEMBL3673303_ACR0,CHEMBL3673303,chembl,C=CC(=O)NC1CCc2ccc(CNS(=O)(=O)c3cccnc3)cc2C1Cc1ccccc1,HZIYAUIMMWKHJG-UHFFFAOYSA-N,NC1CCc2ccc(CNS(=O)(=O)c3cccnc3)cc2C1Cc1ccccc1,461.59,3.5,8,3.306,ok,0,1,0.1881,0.172,56d,JNK-IN-8,0.814,56d,O=S(=O)(NCc1ccc2c(c1)C(Cc1ccccc1)CCC2)c1cccnc1,,1,0.175,0.1569,0.6667,0.157,0.1485,0.6667,0.1835,0.172,0.666,0.1881,0.1368,0.814,novel,novel,,ok,,unsure
CHEMBL3673302_ACR0,CHEMBL3673302,chembl,C=CC(=O)NC1CCc2ccc(CNS(=O)(=O)c3ccn(C)c3)cc2C1Cc1ccccc1,DHFBUWBWXJJINL-UHFFFAOYSA-N,Cn1ccc(S(=O)(=O)NCc2ccc3c(c2)C(Cc2ccccc2)C(N)CC3)c1,463.6,3.45,8,3.5,ok,0,1,0.1845,0.165,56d,YL5084,0.814,56d,O=S(=O)(NCc1ccc2c(c1)C(Cc1ccccc1)CCC2)c1cc[nH]c1,,0,0.1818,0.165,0.6667,0.1639,0.1456,0.6667,0.1197,0.099,0.666,0.1845,0.134,0.814,novel,novel,,ok,,unsure
CHEMBL3964418_ACR0,CHEMBL3964418,chembl,C=CC(=O)NCC(Cc1ccccc1)NC(=O)c1ccc(-c2cn[nH]c2)c(OC)c1,JDPLYAWGGZMANA-UHFFFAOYSA-N,COc1cc(C(=O)NC(CN)Cc2ccccc2)ccc1-c1cn[nH]c1,404.47,2.73,9,2.909,ok,0,1,0.2292,0.1978,56d,JNK-IN-8,0.8139,56d,O=C(NCCc1ccccc1)c1ccc(-c2cn[nH]c2)cc1,,0,0.1583,0.1683,0.68,0.1597,0.16,0.68,0.1869,0.1978,0.7325,0.2292,0.1868,0.8139,novel,novel,,ok,,unsure
CHEMBL3703230_ACR0,CHEMBL3703230,chembl,C=CC(=O)NC1=NC2(CO1)c1cc(Nc3ccccn3)ccc1OCC21COC1,BRZIQAGMBPSGRA-UHFFFAOYSA-N,NC1=NC2(CO1)c1cc(Nc3ccccn3)ccc1OCC21COC1,392.42,2.12,3,4.551,ok,0,1,0.2188,0.1667,56d,JNK-IN-8,0.8136,YL5084,C1=NC2(CO1)c1cc(Nc3ccccn3)ccc1OCC21COC1,,1,0.15,0.1176,0.8136,0.1513,0.12,0.8136,0.1776,0.1667,0.7578,0.2188,0.1304,0.6893,novel,novel,,ok,,unsure
CHEMBL407957_ACR0,CHEMBL407957,chembl,C=CC(=O)N[C@@H](Cc1c(C)cc(O)cc1C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)NCc1ncc[nH]1,OQXWOZPNAHAAMR-ZEQRLZLVSA-N,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)NCc1ncc[nH]1,501.59,2.22,8,3.637,ok,0,1,0.1743,0.1553,56d,JNK-IN-8,0.8133,56d,O=C(NCc1ncc[nH]1)[C@@H]1Cc2ccccc2CN1C(=O)CCc1ccccc1,,0,0.1641,0.1532,0.6508,0.1654,0.1455,0.6508,0.1709,0.1553,0.7247,0.1743,0.1238,0.8133,novel,novel,,ok,,unsure
XARC000004766402_ACR0,XARC000004766402,taosu,C=CC(=O)N1CCCC1=NS(=O)(=O)c1cccc(NC(=O)CSc2nnc(CC)[nH]2)c1,RQLLYEQKMWBMKP-UHFFFAOYSA-N,CCc1nnc(SCC(=O)Nc2cccc(S(=O)(=O)N=C3CCCN3)c2)[nH]1,462.56,1.99,8,3.216,ok,0,1,0.2136,0.1633,56d,56d,0.8129,JNK-IN-8,O=C(CSc1nnc[nH]1)Nc1cccc(S(=O)(=O)N=C2CCCN2)c1,,0,0.1231,0.1071,0.7744,0.1328,0.0991,0.7744,0.1552,0.1616,0.8129,0.2136,0.1633,0.7872,novel,novel,,ok,,unsure
CHEMBL3656512_ACR0,CHEMBL3656512,chembl,C=CC(=O)NC1=N[C@@H](CCc2ccc(Nc3cnc(C#N)cn3)cc2)CO1,ZMWFAEXZFSVMDY-HNNXBMFYSA-N,N#Cc1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)cn1,362.39,2.08,6,3.511,ok,0,1,0.1979,0.1444,56d,JNK-IN-8,0.8127,JNK-IN-8,C1=N[C@@H](CCc2ccc(Nc3cnccn3)cc2)CO1,,1,0.1525,0.1089,0.739,0.1538,0.1111,0.739,0.181,0.1444,0.8127,0.1979,0.1087,0.6494,novel,novel,,ok,,unsure
CHEMBL3656504_ACR0,CHEMBL3656504,chembl,C=CC(=O)NC1=N[C@@H](CCc2ccc(Nc3cncc(C#N)n3)cc2)CO1,ZPTUWQPKEWTDDI-HNNXBMFYSA-N,N#Cc1cncc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)n1,362.39,2.08,6,3.565,ok,0,1,0.2083,0.1556,56d,JNK-IN-8,0.8127,JNK-IN-8,C1=N[C@@H](CCc2ccc(Nc3cnccn3)cc2)CO1,,1,0.1513,0.1078,0.739,0.1525,0.11,0.739,0.1905,0.1556,0.8127,0.2083,0.1196,0.6494,novel,novel,,ok,,unsure
CHEMBL92406_ACR0,CHEMBL92406,chembl,C=CC(=O)NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ncccc4c3)C2=O)c1,SGGHDHYSKXBSEY-NRFANRHFSA-N,N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ncccc4c3)C2=O)c1,477.55,1.94,7,3.33,ok,0,1,0.2212,0.1717,56d,56d,0.8124,56d,O=C1[C@@H](NS(=O)(=O)c2ccc3ncccc3c2)CCN1Cc1ccccc1,,2,0.1562,0.1455,0.7432,0.176,0.1698,0.7432,0.1826,0.17,0.7974,0.2212,0.1717,0.8124,novel,novel,,ok,,unsure
CHEMBL93741_ACR0,CHEMBL93741,chembl,C=CC(=O)NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4cccnc4c3)C2=O)c1,SDCOQBNFYICVHZ-FQEVSTJZSA-N,N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4cccnc4c3)C2=O)c1,477.55,1.94,7,3.348,ok,0,1,0.2212,0.1717,56d,56d,0.8124,56d,O=C1[C@@H](NS(=O)(=O)c2ccc3cccnc3c2)CCN1Cc1ccccc1,,2,0.1473,0.1455,0.7432,0.1667,0.1698,0.7432,0.1724,0.17,0.7974,0.2212,0.1717,0.8124,novel,novel,,ok,,unsure
CHEMBL85757_ACR0,CHEMBL85757,chembl,C=CC(=O)NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1,KDMCWATXVQQPIE-INIZCTEOSA-N,N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1,483.58,2.0,7,3.524,ok,0,1,0.1963,0.1792,56d,YL2056,0.8124,56d,O=C1[C@@H](NS(=O)(=O)c2cc3ncccc3s2)CCN1Cc1ccccc1,,1,0.1462,0.1441,0.7432,0.1746,0.1792,0.7432,0.1709,0.1683,0.7974,0.1963,0.1471,0.8124,novel,novel,,ok,,unsure
CHEMBL328721_ACR0,CHEMBL328721,chembl,C=CC(=O)NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3cc4cccnc4s3)C2=O)c1,BXCOMSYSVKZAQU-KRWDZBQOSA-N,N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3cc4cccnc4s3)C2=O)c1,483.58,2.0,7,3.602,ok,0,1,0.219,0.1792,56d,YL2056,0.8124,56d,O=C1[C@@H](NS(=O)(=O)c2cc3cccnc3s2)CCN1Cc1ccccc1,,1,0.1462,0.1441,0.7432,0.1746,0.1792,0.7432,0.1709,0.1683,0.7974,0.219,0.17,0.8124,novel,novel,,ok,,unsure
CHEMBL3694365_ACR0,CHEMBL3694365,chembl,C=CC(=O)N(CCc1ccc(NC(=O)Nc2cnc(C)cn2)c(OC)c1)Cc1ccccc1,AMZIHKHEUJFHGU-UHFFFAOYSA-N,COc1cc(CCNCc2ccccc2)ccc1NC(=O)Nc1cnc(C)cn1,445.52,4.19,9,2.475,ok,0,1,0.2143,0.2,56d,56d,0.8116,56d,O=C(Nc1ccc(CCNCc2ccccc2)cc1)Nc1cnccn1,,1,0.1765,0.1683,0.6976,0.188,0.16,0.6976,0.1852,0.1848,0.728,0.2143,0.2,0.8116,novel,novel,,ok,,unsure
CHEMBL3694360_ACR0,CHEMBL3694360,chembl,C=CC(=O)N(CCc1ccc(NC(=O)Nc2cnc(C)cn2)c(OC)c1)Cc1ccc(F)cc1,WAXKYJZTPMRSDS-UHFFFAOYSA-N,COc1cc(CCNCc2ccc(F)cc2)ccc1NC(=O)Nc1cnc(C)cn1,463.51,4.33,9,2.538,ok,0,1,0.1881,0.172,56d,56d,0.8116,56d,O=C(Nc1ccc(CCNCc2ccccc2)cc1)Nc1cnccn1,,1,0.1463,0.1333,0.6976,0.157,0.125,0.6976,0.1727,0.1702,0.728,0.1881,0.172,0.8116,novel,novel,,ok,,unsure
CHEMBL3964909_ACR0,CHEMBL3964909,chembl,C=CC(=O)NC1=NC2(N=C1C)c1cc(NC(=O)c3ccc(F)cn3)ccc1C[C@]21CC[C@@H](OC)CC1,BFKZEEAUNLCHTB-OPVQIPCQSA-N,CO[C@H]1CC[C@]2(CC1)Cc1ccc(NC(=O)c3ccc(F)cn3)cc1C21N=C(C)C(N)=N1,489.55,3.93,4,4.513,ok,0,1,0.2115,0.2165,56d,JNK-IN-8,0.8114,56d,O=C(Nc1ccc2c(c1)C1(N=CC=N1)C1(CCCCC1)C2)c1ccccn1,,1,0.1395,0.1239,0.8013,0.1496,0.1261,0.8013,0.1947,0.2165,0.7225,0.2115,0.17,0.8114,novel,novel,,ok,,unsure
CHEMBL3715293_ACR0,CHEMBL3715293,chembl,C=CC(=O)N1CCCC(COc2ccc3c(c2)c(-c2cc(C(N)=O)nc4[nH]ncc24)cn3C)C1,PRKWONDDBUYURJ-UHFFFAOYSA-N,Cn1cc(-c2cc(C(N)=O)nc3[nH]ncc23)c2cc(OCC3CCCNC3)ccc21,458.52,3.02,6,3.478,ok,0,1,0.1705,0.1416,YL2056,YL2056,0.8112,YL5084,c1cc(-c2c[nH]c3ccc(OCC4CCCNC4)cc23)c2cn[nH]c2n1,,1,0.1515,0.1391,0.8112,0.1705,0.1416,0.8112,0.129,0.1402,0.733,0.1593,0.1415,0.694,novel,novel,,ok,,unsure
CHEMBL3475063_ACR0,CHEMBL3475063,chembl,C=CC(=O)N[C@@H]1CCN(Cc2ccc(-c3nc(-c4cccnc4)cc(=O)[nH]3)cc2)C1,IASWBHWNUCALOF-LJQANCHMSA-N,N[C@@H]1CCN(Cc2ccc(-c3nc(-c4cccnc4)cc(=O)[nH]3)cc2)C1,401.47,2.38,6,3.042,ok,0,1,0.2286,0.2135,JNK-IN-8,JNK-IN-8,0.811,YL5084,O=c1cc(-c2cccnc2)nc(-c2ccc(CN3CCCC3)cc2)[nH]1,,1,0.175,0.1584,0.811,0.2174,0.1856,0.811,0.2286,0.2135,0.7752,0.1881,0.1146,0.7091,novel,novel,,ok,,unsure
XARC000005720442_ACR0,XARC000005720442,taosu,C=CC(=O)N(NC(=O)c1cc2ccccc2cc1O)C1CC(=O)N(c2ccc(C)cc2)C1=O,OAAVTVXRIDSXGZ-UHFFFAOYSA-N,Cc1ccc(N2C(=O)CC(NNC(=O)c3cc4ccccc4cc3O)C2=O)cc1,443.46,2.85,4,3.099,ok,0,1,0.2021,0.1705,56d,56d,0.8107,56d,O=C(NNC1CC(=O)N(c2ccccc2)C1=O)c1ccc2ccccc2c1,,0,0.1453,0.1531,0.7016,0.1466,0.1443,0.7016,0.1509,0.1429,0.7275,0.2021,0.1705,0.8107,novel,novel,,ok,,unsure
CHEMBL4225225_ACR0,CHEMBL4225225,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[C@@H](OC)[C@@H](CF)O1,IQDTYUITXUOXMT-QMHWCDLVSA-N,CO[C@H]1[C@@H](CF)OC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,469.45,2.6,6,4.252,ok,0,1,0.2056,0.198,56d,JNK-IN-8,0.8103,JNK-IN-8,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1278,0.1111,0.7454,0.1288,0.1034,0.7454,0.1795,0.198,0.8103,0.2056,0.165,0.7728,novel,novel,,ok,,unsure
CHEMBL3688610_ACR0,CHEMBL3688610,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3cc(C#N)cs3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,WRDZWYGQXXMTKA-QDUSTFBWSA-N,N#Cc1csc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c1,460.44,3.55,5,4.479,ok,0,1,0.1981,0.1782,56d,JNK-IN-8,0.8102,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1cccs1,,0,0.1212,0.113,0.7679,0.1221,0.115,0.7679,0.1525,0.1782,0.7728,0.1981,0.1569,0.8102,novel,novel,,ok,,unsure
CHEMBL1196700_ACR0,CHEMBL1196700,chembl,C=CC(=O)NCC(=O)N/N=C/c1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,KOKNISACOWTTDT-PQONLODVSA-N,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/NC(=O)CN,501.5,0.83,6,3.616,ok,0,1,0.1982,0.1481,56d,56d,0.81,YL5084,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,,2,0.1407,0.1453,0.81,0.1418,0.1379,0.81,0.1181,0.1161,0.7807,0.1982,0.1481,0.7519,novel,novel,,ok,,unsure
CHEMBL1972969_ACR0,CHEMBL1972969,chembl,C=CC(=O)NCC(=O)N/N=C\c1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,KOKNISACOWTTDT-RDXSKTNFSA-N,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N\NC(=O)CN,501.5,0.83,6,3.616,ok,0,1,0.1982,0.1481,56d,56d,0.81,YL5084,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,,2,0.1407,0.1453,0.81,0.1418,0.1379,0.81,0.1181,0.1161,0.7807,0.1982,0.1481,0.7519,novel,novel,,ok,,unsure
CHEMBL1084900_ACR0,CHEMBL1084900,chembl,C=CC(=O)N(CC(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl)Cc1ccccc1,SDJZHOLSPNYMSU-UHFFFAOYSA-N,O=C(CNCc1ccccc1)Nc1cc2cc[nH]c(=O)c2cc1Cl,395.85,3.33,6,2.453,ok,0,1,0.1915,0.1882,56d,56d,0.8097,56d,O=C(CNCc1ccccc1)Nc1ccc2c(=O)[nH]ccc2c1,,1,0.1271,0.1327,0.6707,0.1379,0.1354,0.6707,0.1415,0.1461,0.713,0.1915,0.1882,0.8097,novel,novel,,ok,,unsure
CHEMBL1084381_ACR0,CHEMBL1084381,chembl,C=CC(=O)N(Cc1ccccc1)C(C)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl,JYUDORMEVPTQJS-UHFFFAOYSA-N,CC(NCc1ccccc1)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl,409.87,3.72,6,3.007,ok,0,1,0.2,0.1818,56d,56d,0.8097,56d,O=C(CNCc1ccccc1)Nc1ccc2c(=O)[nH]ccc2c1,,1,0.1345,0.1287,0.6707,0.1356,0.12,0.6707,0.1495,0.1538,0.713,0.2,0.1818,0.8097,novel,novel,,ok,,unsure
CHEMBL3955270_ACR0,CHEMBL3955270,chembl,C=CC(=O)NCC(NC(=O)c1ccc(-c2cn[nH]c2)c(OC)c1)c1ccccc1,RNCCJFPCPMDADR-UHFFFAOYSA-N,COc1cc(C(=O)NC(CN)c2ccccc2)ccc1-c1cn[nH]c1,390.44,2.86,8,2.905,ok,0,1,0.234,0.2022,56d,JNK-IN-8,0.8096,56d,O=C(NCc1ccccc1)c1ccc(-c2cn[nH]c2)cc1,,0,0.161,0.1717,0.6841,0.1624,0.1633,0.6841,0.1905,0.2022,0.7434,0.234,0.191,0.8096,novel,novel,,ok,,unsure
CHEMBL4114628_ACR0,CHEMBL4114628,chembl,C=CC(=O)NC[C@@H](NC(=O)c1ccc(-c2cn[nH]c2)c(OC)c1)c1ccccc1,RNCCJFPCPMDADR-LJQANCHMSA-N,COc1cc(C(=O)N[C@H](CN)c2ccccc2)ccc1-c1cn[nH]c1,390.44,2.86,8,2.905,ok,0,1,0.234,0.2022,56d,JNK-IN-8,0.8096,56d,O=C(NCc1ccccc1)c1ccc(-c2cn[nH]c2)cc1,,0,0.161,0.1717,0.6841,0.1624,0.1633,0.6841,0.1905,0.2022,0.7434,0.234,0.191,0.8096,novel,novel,,ok,,unsure
CHEMBL2311926_ACR0,CHEMBL2311926,chembl,C=CC(=O)N[C@H](C(=O)NS(=O)(=O)c1ccc2ccc(-c3ncnc4[nH]ccc34)cc2c1)[C@@H](C)O,DAPPGIISNAYUCJ-XCLFUZPHSA-N,C[C@@H](O)[C@H](N)C(=O)NS(=O)(=O)c1ccc2ccc(-c3ncnc4[nH]ccc34)cc2c1,479.52,1.63,7,3.534,ok,0,1,0.1765,0.1474,56d,JNK-IN-8,0.8095,JNK-IN-8,c1ccc2cc(-c3ncnc4[nH]ccc34)ccc2c1,,0,0.119,0.1346,0.7197,0.12,0.1262,0.7197,0.1416,0.1474,0.8095,0.1765,0.1368,0.8073,novel,novel,,ok,,unsure
CHEMBL2311927_ACR0,CHEMBL2311927,chembl,C=CC(=O)N[C@H](C(=O)NS(=O)(=O)N1CCc2ccc(-c3ncnc4[nH]ccc34)cc2C1)[C@@H](C)O,RCHYEWIWQRNHTG-YJYMSZOUSA-N,C[C@@H](O)[C@H](N)C(=O)NS(=O)(=O)N1CCc2ccc(-c3ncnc4[nH]ccc34)cc2C1,484.54,0.4,7,3.748,ok,0,1,0.1667,0.1402,56d,YL2056,0.8095,JNK-IN-8,c1nc(-c2ccc3c(c2)CNCC3)c2cc[nH]c2n1,,0,0.1221,0.1376,0.7197,0.1318,0.1402,0.7197,0.125,0.1275,0.8095,0.1667,0.1287,0.8073,novel,novel,,ok,,unsure
CHEMBL3915405_ACR0,CHEMBL3915405,chembl,C=CC(=O)NCCOCCOc1ccc2nc(-c3cn(-c4ccc(O)cc4)nn3)ccc2c1,URAJCTLGYQUAOT-UHFFFAOYSA-N,NCCOCCOc1ccc2nc(-c3cn(-c4ccc(O)cc4)nn3)ccc2c1,445.48,2.89,10,2.644,ok,0,1,0.202,0.1277,56d,56d,0.8093,YL5084,c1ccc(-n2cc(-c3ccc4ccccc4n3)nn2)cc1,,2,0.1382,0.1048,0.8093,0.1393,0.1068,0.8093,0.1429,0.1031,0.7413,0.202,0.1277,0.6628,novel,novel,,ok,,unsure
CHEMBL3990163_ACR0,CHEMBL3990163,chembl,C=CC(=O)NCCOCCOc1ccc2nc(-c3cn(-c4ccc(O)c(F)c4)nn3)ccc2c1,HZOVOLCRTNZOQK-UHFFFAOYSA-N,NCCOCCOc1ccc2nc(-c3cn(-c4ccc(O)c(F)c4)nn3)ccc2c1,463.47,3.02,10,2.758,ok,0,1,0.2039,0.134,56d,56d,0.8093,YL5084,c1ccc(-n2cc(-c3ccc4ccccc4n3)nn2)cc1,,2,0.1328,0.1009,0.8093,0.1339,0.1028,0.8093,0.1368,0.099,0.7413,0.2039,0.134,0.6628,novel,novel,,ok,,unsure
CHEMBL3422660_ACR0,CHEMBL3422660,chembl,C=CC(=O)NCC(=O)Nc1ccc(Oc2ccc3[nH]cc(C#N)c3c2)cc1,ASTZGNILYCGJIK-UHFFFAOYSA-N,N#Cc1c[nH]c2ccc(Oc3ccc(NC(=O)CN)cc3)cc12,360.37,3.07,6,2.359,ok,0,1,0.1957,0.1364,56d,56d,0.8092,56d,c1ccc(Oc2ccc3[nH]ccc3c2)cc1,,1,0.1197,0.0784,0.6638,0.1207,0.08,0.6638,0.1333,0.1348,0.7534,0.1957,0.1364,0.8092,novel,novel,,ok,,unsure
CHEMBL3977808_ACR0,CHEMBL3977808,chembl,C=CC(=O)NCc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)NCCC)cc1)C2,RMFCOFBGAABBCT-UHFFFAOYSA-N,CCCNC(=O)c1ccc(NC(=O)N2Cc3ccc(CN)cc3C2)cc1,406.49,3.18,7,2.27,ok,0,1,0.2472,0.1839,56d,JNK-IN-8,0.8089,56d,O=C(Nc1ccccc1)N1Cc2ccccc2C1,,0,0.1786,0.1429,0.5875,0.1909,0.1458,0.5875,0.1765,0.1839,0.6726,0.2472,0.1724,0.8089,novel,novel,,ok,,unsure
CHEMBL588109_ACR0,CHEMBL588109,chembl,C=CC(=O)NC1=NC(c2ccccc2)(c2cccc(O)c2)C(=O)N1CCCc1ccccc1,HBDJOPSIYZDYGB-UHFFFAOYSA-N,NC1=NC(c2ccccc2)(c2cccc(O)c2)C(=O)N1CCCc1ccccc1,439.52,3.77,7,3.149,ok,0,1,0.2584,0.1628,56d,56d,0.8088,56d,O=C1N(CCCc2ccccc2)C=NC1(c1ccccc1)c1ccccc1,,0,0.1466,0.1224,0.7384,0.1478,0.125,0.7384,0.1524,0.1222,0.7391,0.2584,0.1628,0.8088,novel,novel,,ok,,unsure
CHEMBL183433_ACR0,CHEMBL183433,chembl,C=CC(=O)N(C[C@H](O)c1cccc(Cl)c1)[C@H](CO)Cc1ccc(NC(=O)Nc2ccccc2)cc1,KMDOUVZSTLVAKG-DQEYMECFSA-N,O=C(Nc1ccccc1)Nc1ccc(C[C@@H](CO)NC[C@H](O)c2cccc(Cl)c2)cc1,493.99,4.64,10,3.221,ok,0,1,0.2418,0.2,56d,56d,0.8087,56d,O=C(Nc1ccccc1)Nc1ccc(CCNCCc2ccccc2)cc1,,0,0.1453,0.098,0.6201,0.1565,0.1,0.6201,0.1619,0.1444,0.6874,0.2418,0.2,0.8087,novel,novel,,ok,,unsure
CHEMBL92345_ACR0,CHEMBL92345,chembl,C=CC(=O)NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4cnccc4c3)C2=O)c1,IOVWIEKRFKVNAM-NRFANRHFSA-N,N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4cnccc4c3)C2=O)c1,477.55,1.94,7,3.391,ok,0,1,0.2212,0.1818,56d,JNK-IN-8,0.8085,56d,O=C1[C@@H](NS(=O)(=O)c2ccc3cnccc3c2)CCN1Cc1ccccc1,,1,0.1385,0.1351,0.734,0.1575,0.1589,0.734,0.1826,0.1818,0.8073,0.2212,0.1717,0.8085,novel,novel,,ok,,unsure
CHEMBL327636_ACR0,CHEMBL327636,chembl,C=CC(=O)NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccncc4c3)C2=O)c1,HKMRVXLICKZRAI-NRFANRHFSA-N,N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccncc4c3)C2=O)c1,477.55,1.94,7,3.4,ok,0,1,0.2212,0.1818,56d,JNK-IN-8,0.8085,56d,O=C1[C@@H](NS(=O)(=O)c2ccc3ccncc3c2)CCN1Cc1ccccc1,,1,0.1385,0.1351,0.734,0.1575,0.1589,0.734,0.1826,0.1818,0.8073,0.2212,0.1717,0.8085,novel,novel,,ok,,unsure
CHEMBL1204383_ACR0,CHEMBL1204383,chembl,C=CC(=O)N(CCc1ccc(NC(=O)Nc2ccccc2)cc1)C[C@H](O)COc1ccccc1,UNIMUNDNEJHADE-DEOSSOPVSA-N,O=C(Nc1ccccc1)Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1,459.55,4.33,11,2.702,ok,0,1,0.2135,0.1829,56d,56d,0.8084,56d,O=C(Nc1ccccc1)Nc1ccc(CCNCCCOc2ccccc2)cc1,,0,0.1622,0.1146,0.6209,0.1743,0.117,0.6209,0.1584,0.1395,0.6964,0.2135,0.1829,0.8084,novel,novel,,ok,,unsure
CHEMBL1545033_ACR0,CHEMBL1545033,chembl,C=CC(=O)NNC(=O)COc1ccc(-c2[nH]nc(C)c2-c2ccc(OC)cc2)c(O)c1,NCQLOYKBDFEMAX-UHFFFAOYSA-N,COc1ccc(-c2c(C)n[nH]c2-c2ccc(OCC(=O)NN)cc2O)cc1,422.44,2.48,7,2.64,ok,0,1,0.1562,0.1538,56d,JNK-IN-8,0.808,56d,c1ccc(-c2cn[nH]c2-c2ccccc2)cc1,,0,0.1282,0.1287,0.7029,0.1293,0.1313,0.7029,0.1538,0.1538,0.756,0.1562,0.1064,0.808,novel,novel,,ok,,unsure
