id,parent_id,parent_source,smiles,inchikey,core_smiles,mw,clogp,rb,sa,reactivity_bucket,pains_flag,n_acrylamide,max_tc_full,max_tc_core,nearest_anchor_full,nearest_anchor_core,erg_max,nearest_erg,murcko,same_scaffold_as,hinge_hits,tc_full_YL5084,tc_core_YL5084,erg_YL5084,tc_full_YL2056,tc_core_YL2056,erg_YL2056,tc_full_JNK-IN-8,tc_core_JNK-IN-8,erg_JNK-IN-8,tc_full_56d,tc_core_56d,erg_56d,track,subtrack,discard_reason,react2,react2_reason,stepA_keep
CHEMBL3693235_ACR0,CHEMBL3693235,chembl,C=CC(=O)NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3CO)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,HCYZBLWXKWUBAE-GZWGPKMKSA-N,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3CO)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,494.86,3.16,6,4.436,ok,0,1,0.219,0.2,56d,JNK-IN-8,0.8333,56d,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1ccccn1,,1,0.1374,0.1217,0.7602,0.1385,0.1239,0.7602,0.181,0.2,0.801,0.219,0.1782,0.8333,novel,novel,,ok,,unsure
XARC000005284015_ACR0,XARC000005284015,taosu,C=CC(=O)N(C1=NS(=O)(=O)c2ccccc21)C(C)C(=O)Nc1cccc(NC(C)=O)c1,ORKROSDZJTXLBS-UHFFFAOYSA-N,CC(=O)Nc1cccc(NC(=O)C(C)NC2=NS(=O)(=O)c3ccccc32)c1,440.48,2.14,5,3.173,ok,0,1,0.2614,0.2048,56d,56d,0.8333,JNK-IN-8,O=C(CNC1=NS(=O)(=O)c2ccccc21)Nc1ccccc1,,0,0.1379,0.1111,0.7415,0.1391,0.102,0.7415,0.1881,0.1882,0.8333,0.2614,0.2048,0.7327,novel,novel,,ok,,unsure
CHEMBL3653664_ACR0,CHEMBL3653664,chembl,C=CC(=O)NC1=NC2(CCOc3ccc(NC(=O)c4ccc(C)s4)cc32)N=C1C,OVFYCOSLPHPMJH-UHFFFAOYSA-N,CC1=NC2(CCOc3ccc(NC(=O)c4ccc(C)s4)cc32)N=C1N,408.48,3.42,3,4.15,ok,0,1,0.2188,0.2135,56d,JNK-IN-8,0.8328,56d,O=C(Nc1ccc2c(c1)C1(CCO2)N=CC=N1)c1cccs1,,0,0.122,0.1143,0.7257,0.123,0.1058,0.7257,0.1776,0.2135,0.7191,0.2188,0.1758,0.8328,novel,novel,,ok,,unsure
CHEMBL3656532_ACR0,CHEMBL3656532,chembl,C=CC(=O)NC1=N[C@@H](CCc2ccc(Nc3ncc(C#N)cn3)cc2)CO1,GLLFXPGAQAXBRJ-INIZCTEOSA-N,N#Cc1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1,362.39,2.08,6,3.429,ok,0,1,0.2151,0.1744,56d,JNK-IN-8,0.8327,JNK-IN-8,C1=N[C@@H](CCc2ccc(Nc3ncccn3)cc2)CO1,,0,0.1652,0.1224,0.732,0.1667,0.125,0.732,0.2079,0.1744,0.8327,0.2151,0.1236,0.6505,novel,novel,,ok,,unsure
CHEMBL3660710_ACR0,CHEMBL3660710,chembl,C=CC(=O)NC1=N[C@@H](CCc2ccc(Nc3ncc([S+](C)[O-])cn3)cc2)CO1,VNUHUDKYRPHICX-GKIKDSKJSA-N,C[S+]([O-])c1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1,399.48,1.95,7,4.232,ok,0,1,0.2157,0.1839,JNK-IN-8,JNK-IN-8,0.8327,JNK-IN-8,C1=N[C@@H](CCc2ccc(Nc3ncccn3)cc2)CO1,,0,0.1724,0.1313,0.732,0.1739,0.1224,0.732,0.2157,0.1839,0.8327,0.2105,0.1209,0.6505,novel,novel,,ok,,unsure
CHEMBL1085141_ACR0,CHEMBL1085141,chembl,C=CC(=O)NC(C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl)c1ccccc1,GIRZJJWVYUIFMD-UHFFFAOYSA-N,NC(C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl)c1ccccc1,381.82,3.16,5,2.889,ok,0,1,0.2386,0.2073,56d,56d,0.8312,56d,O=C(Cc1ccccc1)Nc1ccc2c(=O)[nH]ccc2c1,,1,0.1207,0.1354,0.5843,0.1217,0.1383,0.5843,0.1346,0.1628,0.7086,0.2386,0.2073,0.8312,novel,novel,,ok,,unsure
CHEMBL1083115_ACR0,CHEMBL1083115,chembl,C=CC(=O)NC(C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl)c1cccc(Cl)c1,YIXOKZHECPEAAL-UHFFFAOYSA-N,NC(C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl)c1cccc(Cl)c1,416.26,3.82,5,2.999,ok,0,1,0.2308,0.2,56d,56d,0.8312,56d,O=C(Cc1ccccc1)Nc1ccc2c(=O)[nH]ccc2c1,,1,0.0992,0.1089,0.5843,0.1,0.1111,0.5843,0.1415,0.1705,0.7086,0.2308,0.2,0.8312,novel,novel,,ok,,unsure
CHEMBL3680870_ACR0,CHEMBL3680870,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3cc(C)oc3C)ccc2F)[C@@H](F)CO1,NDNQCIFEQBUBCR-LAUBAEHRSA-N,Cc1cc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OC[C@@H]3F)c2)c(C)o1,417.41,3.53,4,3.852,ok,0,1,0.2143,0.2065,56d,JNK-IN-8,0.8312,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccoc1,,0,0.1475,0.1321,0.7287,0.1488,0.1238,0.7287,0.1852,0.2065,0.8059,0.2143,0.1702,0.8312,novel,novel,,ok,,unsure
CHEMBL3680881_ACR0,CHEMBL3680881,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3cncs3)ccc2F)[C@@H](F)CO1,GNODJFLUTXGMAM-KBXCAEBGSA-N,C[C@]1(c2cc(NC(=O)c3cncs3)ccc2F)N=C(N)OC[C@@H]1F,406.41,2.78,4,4.028,ok,0,1,0.2245,0.2174,56d,JNK-IN-8,0.8312,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1cncs1,,0,0.1371,0.1308,0.7287,0.1382,0.1226,0.7287,0.1835,0.2174,0.8059,0.2245,0.1809,0.8312,novel,novel,,ok,,unsure
CHEMBL3680878_ACR0,CHEMBL3680878,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3cnc(Cl)s3)ccc2F)[C@@H](F)CO1,NQTWZWSOCSXEMW-SCLBCKFNSA-N,C[C@]1(c2cc(NC(=O)c3cnc(Cl)s3)ccc2F)N=C(N)OC[C@@H]1F,440.86,3.43,4,4.037,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.8312,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1cncs1,,0,0.136,0.1296,0.7287,0.1371,0.1215,0.7287,0.1818,0.2151,0.8059,0.2222,0.1789,0.8312,novel,novel,,ok,,unsure
CHEMBL1864795_ACR0,CHEMBL1864795,chembl,C=CC(=O)NC1=NC(c2ccccc2)=NC1(NC(=O)c1ccccc1)C(Cl)Cl,FJLNXQOVRNSCJV-UHFFFAOYSA-N,NC1=NC(c2ccccc2)=NC1(NC(=O)c1ccccc1)C(Cl)Cl,415.28,3.08,5,3.384,ok,0,1,0.2683,0.2051,56d,56d,0.8309,56d,O=C(NC1C=NC(c2ccccc2)=N1)c1ccccc1,,0,0.1574,0.1818,0.6566,0.1589,0.186,0.6566,0.1771,0.2025,0.7092,0.2683,0.2051,0.8309,novel,novel,,ok,,unsure
CHEMBL1408267_ACR0,CHEMBL1408267,chembl,C=CC(=O)NC1=NC(c2ccccc2)=NC1(NC(=O)c1ccc(C)cc1)C(Cl)Cl,NLIKBPVMHFWJLM-UHFFFAOYSA-N,Cc1ccc(C(=O)NC2(C(Cl)Cl)N=C(c3ccccc3)N=C2N)cc1,429.31,3.39,5,3.408,ok,0,1,0.2386,0.2048,56d,JNK-IN-8,0.8309,56d,O=C(NC1C=NC(c2ccccc2)=N1)c1ccccc1,,0,0.1712,0.1978,0.6566,0.1727,0.1889,0.6566,0.18,0.2048,0.7092,0.2386,0.1786,0.8309,novel,novel,,ok,,unsure
CHEMBL323865_ACR0,CHEMBL323865,chembl,C=CC(=O)NC(=N)c1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(CCC(=O)O)Cc2nnnn2-3)cc1,MHSQHRVBFYGVBD-UHFFFAOYSA-N,N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(CCC(=O)O)Cc2nnnn2-3)cc1,488.46,0.97,7,3.131,ok,0,1,0.24,0.2,56d,56d,0.8307,JNK-IN-8,O=C(Nc1ccc2c(c1)C(=O)NCc1nnnn1-2)c1ccccc1,,0,0.16,0.1376,0.7336,0.1613,0.1402,0.7336,0.1875,0.1979,0.8307,0.24,0.2,0.7513,novel,novel,,ok,,unsure
CHEMBL1689017_ACR0,CHEMBL1689017,chembl,C=CC(=O)N1CCc2cc(N3CC[C@H](NS(=O)(=O)c4ccc5cc[nH]c5c4)C3=O)ccc2C1,AGFNVEARTDQXBE-NRFANRHFSA-N,O=C1[C@@H](NS(=O)(=O)c2ccc3cc[nH]c3c2)CCN1c1ccc2c(c1)CCNC2,464.55,2.32,5,3.286,ok,0,1,0.1509,0.1121,56d,YL2056,0.8297,56d,O=C1[C@@H](NS(=O)(=O)c2ccc3cc[nH]c3c2)CCN1c1ccc2c(c1)CCNC2,,1,0.1085,0.0901,0.7277,0.127,0.1121,0.7277,0.0917,0.0769,0.7499,0.1509,0.099,0.8297,novel,novel,,ok,,unsure
CHEMBL1689016_ACR0,CHEMBL1689016,chembl,C=CC(=O)N1CCc2cc(N3CC[C@H](NS(=O)(=O)c4ccc5c(Cl)c[nH]c5c4)C3=O)ccc2C1,WIIMBKXOOPDMFW-NRFANRHFSA-N,O=C1[C@@H](NS(=O)(=O)c2ccc3c(Cl)c[nH]c3c2)CCN1c1ccc2c(c1)CCNC2,498.99,2.98,5,3.345,ok,0,1,0.1455,0.0982,56d,YL2056,0.8297,56d,O=C1[C@@H](NS(=O)(=O)c2ccc3cc[nH]c3c2)CCN1c1ccc2c(c1)CCNC2,,1,0.097,0.0776,0.7277,0.1145,0.0982,0.7277,0.08,0.0642,0.7499,0.1455,0.0952,0.8297,novel,novel,,ok,,unsure
CHEMBL1689020_ACR0,CHEMBL1689020,chembl,C=CC(=O)N1CCc2ccc(N3CC[C@H](NS(=O)(=O)c4ccc5c(Cl)c[nH]c5c4)C3=O)cc2C1,ZFIJLWNDALUPGX-NRFANRHFSA-N,O=C1[C@@H](NS(=O)(=O)c2ccc3c(Cl)c[nH]c3c2)CCN1c1ccc2c(c1)CNCC2,498.99,2.98,5,3.349,ok,0,1,0.1455,0.0982,56d,YL2056,0.8297,56d,O=C1[C@@H](NS(=O)(=O)c2ccc3cc[nH]c3c2)CCN1c1ccc2c(c1)CNCC2,,1,0.097,0.0776,0.7277,0.1145,0.0982,0.7277,0.08,0.0642,0.7499,0.1455,0.0952,0.8297,novel,novel,,ok,,unsure
CHEMBL3658611_ACR0,CHEMBL3658611,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CC(=C)O1,CYUIPHSJJOGLSS-NRFANRHFSA-N,C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)O1,463.3,4.59,4,3.704,ok,0,1,0.2371,0.2151,56d,JNK-IN-8,0.8296,56d,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CO1,,1,0.128,0.1296,0.7156,0.129,0.1215,0.7156,0.1944,0.2151,0.7912,0.2371,0.1789,0.8296,novel,novel,,ok,,unsure
CHEMBL3658612_ACR0,CHEMBL3658612,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)CC(=C)O1,OAUZVFGKBBPATR-NRFANRHFSA-N,C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)N=C(N)O1,430.39,3.56,4,3.738,ok,0,1,0.2421,0.2198,56d,JNK-IN-8,0.8296,56d,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CO1,,1,0.1301,0.1321,0.7156,0.1311,0.1238,0.7156,0.1981,0.2198,0.7912,0.2421,0.1828,0.8296,novel,novel,,ok,,unsure
CHEMBL3680855_ACR0,CHEMBL3680855,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)[C@@H](F)CO1,IWIIROYHDQPSJY-MGPUTAFESA-N,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OC[C@@H]1F,469.28,4.02,4,3.9,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.136,0.1296,0.7156,0.1371,0.1215,0.7156,0.1818,0.2151,0.7912,0.2222,0.1789,0.8296,novel,novel,,ok,,unsure
CHEMBL3929456_ACR0,CHEMBL3929456,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,QPSKHZOMBJMSAS-JXFKEZNVSA-N,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,484.84,4.35,4,3.923,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.136,0.1402,0.7156,0.1371,0.1321,0.7156,0.1818,0.2151,0.7912,0.2222,0.1789,0.8296,novel,novel,,ok,,unsure
CHEMBL3680860_ACR0,CHEMBL3680860,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)[C@@H](F)CO1,ZJEKMKIQKRNYHW-MGPUTAFESA-N,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)N=C(N)OC[C@@H]1F,452.82,3.51,4,3.93,ok,0,1,0.2245,0.2174,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1371,0.1308,0.7156,0.1382,0.1226,0.7156,0.1835,0.2174,0.7912,0.2245,0.1809,0.8296,novel,novel,,ok,,unsure
CHEMBL3680856_ACR0,CHEMBL3680856,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)[C@@H](F)CO1,LFNUTGYKBMUDQK-MGPUTAFESA-N,C[C@]1(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)N=C(N)OC[C@@H]1F,436.37,2.99,4,3.935,ok,0,1,0.2268,0.2198,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1382,0.1321,0.7156,0.1393,0.1238,0.7156,0.1852,0.2198,0.7912,0.2268,0.1828,0.8296,novel,novel,,ok,,unsure
CHEMBL3680863_ACR0,CHEMBL3680863,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(C(F)F)cn3)ccc2F)[C@@H](F)CO1,HYKMDZHIRNIKLD-HRAATJIYSA-N,C[C@]1(c2cc(NC(=O)c3ccc(C(F)F)cn3)ccc2F)N=C(N)OC[C@@H]1F,450.39,3.65,5,3.955,ok,0,1,0.22,0.2128,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1349,0.1284,0.7156,0.136,0.1204,0.7156,0.1802,0.2128,0.7912,0.22,0.1771,0.8296,novel,novel,,ok,,unsure
CHEMBL3680887_ACR0,CHEMBL3680887,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)[C@H](F)CO1,CGVYRXPLTHOGED-FOIQADDNSA-N,C[C@]1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OC[C@H]1F,502.83,4.39,4,3.963,ok,0,1,0.2115,0.2041,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1308,0.1239,0.7156,0.1318,0.1161,0.7156,0.1739,0.2041,0.7912,0.2115,0.17,0.8296,novel,novel,,ok,,unsure
CHEMBL3680861_ACR0,CHEMBL3680861,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)[C@@H](F)CO1,CGVYRXPLTHOGED-MGPUTAFESA-N,C[C@]1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OC[C@@H]1F,502.83,4.39,4,3.963,ok,0,1,0.2115,0.2041,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1308,0.1239,0.7156,0.1318,0.1161,0.7156,0.1739,0.2041,0.7912,0.2115,0.17,0.8296,novel,novel,,ok,,unsure
CHEMBL3680864_ACR0,CHEMBL3680864,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3F)ccc2F)[C@@H](F)CO1,VXCDJCUYEPFVIK-MGPUTAFESA-N,C[C@]1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3F)ccc2F)N=C(N)OC[C@@H]1F,486.37,3.87,4,3.986,ok,0,1,0.2178,0.2105,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1339,0.1273,0.7156,0.1349,0.1193,0.7156,0.1786,0.2105,0.7912,0.2178,0.1753,0.8296,novel,novel,,ok,,unsure
CHEMBL3901695_ACR0,CHEMBL3901695,chembl,C=CC(=O)NC1=N[C@](CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C[C@@H](C(F)(F)F)O1,UQMFMZRRBLXKRV-OXJNMPFZSA-N,NC1=N[C@](CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C[C@@H](C(F)(F)F)O1,484.84,4.16,5,4.067,ok,0,1,0.2551,0.2128,56d,56d,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1339,0.1273,0.7156,0.1349,0.1296,0.7156,0.2,0.2105,0.7912,0.2551,0.2128,0.8296,novel,novel,,ok,,unsure
CHEMBL3931128_ACR0,CHEMBL3931128,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,GHEVSNJEBBHJBV-YWZLYKJASA-N,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,502.83,4.49,4,4.068,ok,0,1,0.2059,0.1856,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.125,0.1376,0.7156,0.126,0.1296,0.7156,0.1579,0.1856,0.7912,0.2059,0.1633,0.8296,novel,novel,,ok,,unsure
CHEMBL3896202_ACR0,CHEMBL3896202,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,NVNBLZWEWFVMLL-OXJNMPFZSA-N,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,502.83,4.3,5,4.091,ok,0,1,0.2178,0.1979,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1339,0.1171,0.7156,0.1349,0.1193,0.7156,0.1786,0.1979,0.7912,0.2178,0.1753,0.8296,novel,novel,,ok,,unsure
CHEMBL3923494_ACR0,CHEMBL3923494,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,ZTULSVJNNVIJTN-OXJNMPFZSA-N,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,486.37,3.79,5,4.115,ok,0,1,0.2178,0.1979,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1339,0.1171,0.7156,0.1349,0.1193,0.7156,0.1786,0.1979,0.7912,0.2178,0.1753,0.8296,novel,novel,,ok,,unsure
CHEMBL4226467_ACR0,CHEMBL4226467,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)[C@@H](F)[C@@H](CF)O1,DKGXYQVBBWPPDI-PLMTUMEDSA-N,C[C@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C(N)O[C@H](CF)[C@@H]1F,450.39,3.19,5,4.222,ok,0,1,0.2222,0.2151,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.136,0.1193,0.7156,0.1371,0.1111,0.7156,0.1927,0.2151,0.7912,0.2222,0.1789,0.8296,novel,novel,,ok,,unsure
CHEMBL3980634_ACR0,CHEMBL3980634,chembl,C=CC(=O)NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)cc(C)c2F)C[C@@H](C(F)(F)F)O1,SOFCTDGOMJQZMW-HRAATJIYSA-N,Cc1cc(NC(=O)c2ccc(F)cn2)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,500.4,4.09,5,4.283,ok,0,1,0.2054,0.2165,JNK-IN-8,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,,1,0.1395,0.1239,0.7156,0.1406,0.1161,0.7156,0.2054,0.2165,0.7912,0.2,0.1584,0.8296,novel,novel,,ok,,unsure
CHEMBL4207430_ACR0,CHEMBL4207430,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3coc(CF)n3)ccc2F)C=C(CF)O1,WYOZSPQAVDCUED-FQEVSTJZSA-N,C[C@@]1(c2cc(NC(=O)c3coc(CF)n3)ccc2F)C=C(CF)OC(N)=N1,434.37,3.29,6,4.091,ok,0,1,0.2222,0.2021,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2C=COC=N2)c1)c1cocn1,,0,0.1452,0.1296,0.7156,0.1463,0.1215,0.7156,0.1818,0.2021,0.7912,0.2222,0.1789,0.8296,novel,novel,,ok,,unsure
CHEMBL4212335_ACR0,CHEMBL4212335,chembl,C=CC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3coc(C(F)F)n3)ccc2F)C=C(CF)O1,SWPVEBFCRARVST-FQEVSTJZSA-N,C[C@@]1(c2cc(NC(=O)c3coc(C(F)F)n3)ccc2F)C=C(CF)OC(N)=N1,452.36,3.76,6,4.109,ok,0,1,0.2157,0.1959,56d,JNK-IN-8,0.8296,56d,O=C(Nc1cccc(C2C=COC=N2)c1)c1cocn1,,0,0.1417,0.1261,0.7156,0.1429,0.1182,0.7156,0.177,0.1959,0.7912,0.2157,0.1735,0.8296,novel,novel,,ok,,unsure
CHEMBL3694359_ACR0,CHEMBL3694359,chembl,C=CC(=O)N(CCOc1ccc(NC(=O)Nc2cnc(C#N)cn2)cc1Cl)Cc1ccc(F)cc1,CEWMARVBPQURIX-UHFFFAOYSA-N,N#Cc1cnc(NC(=O)Nc2ccc(OCCNCc3ccc(F)cc3)c(Cl)c2)cn1,494.91,4.38,9,2.69,ok,0,1,0.1905,0.1649,56d,56d,0.8293,56d,O=C(Nc1ccc(OCCNCc2ccccc2)cc1)Nc1cnccn1,,1,0.1231,0.0885,0.737,0.1328,0.0901,0.737,0.1552,0.1515,0.774,0.1905,0.1649,0.8293,novel,novel,,ok,,unsure
CHEMBL1489943_ACR0,CHEMBL1489943,chembl,C=CC(=O)NNC(=O)COc1cc(O)c(-c2[nH]nc(C)c2-c2nc3ccccc3s2)cc1CC,FANZFMOLHMSGJF-UHFFFAOYSA-N,CCc1cc(-c2[nH]nc(C)c2-c2nc3ccccc3s2)c(O)cc1OCC(=O)NN,477.55,3.64,7,2.977,ok,0,1,0.1731,0.1616,56d,JNK-IN-8,0.8283,56d,c1ccc(-c2[nH]ncc2-c2nc3ccccc3s2)cc1,,0,0.144,0.1481,0.7329,0.1452,0.1509,0.7329,0.1593,0.1616,0.7825,0.1731,0.1287,0.8283,novel,novel,,ok,,unsure
CHEMBL3792581_ACR0,CHEMBL3792581,chembl,C=CC(=O)NCC(C(=O)Nc1ccc2c(O)nccc2c1)c1ccc(F)cc1,SELOKNGCNXBZTC-UHFFFAOYSA-N,NCC(C(=O)Nc1ccc2c(O)nccc2c1)c1ccc(F)cc1,379.39,3.1,6,2.995,ok,0,1,0.2333,0.2143,56d,JNK-IN-8,0.8281,56d,O=C(Cc1ccccc1)Nc1ccc2cnccc2c1,,1,0.1579,0.1327,0.6288,0.1593,0.1354,0.6288,0.2,0.2143,0.7716,0.2333,0.1882,0.8281,novel,novel,,ok,,unsure
CHEMBL479037_ACR0,CHEMBL479037,chembl,C=CC(=O)N[C@@H](C)C(=O)NCc1ccc(-n2nc(C(F)(F)F)cc2C(=O)NCc2ccccc2)cc1,MDZRYPGHQXUDPO-INIZCTEOSA-N,C[C@H](N)C(=O)NCc1ccc(-n2nc(C(F)(F)F)cc2C(=O)NCc2ccccc2)cc1,499.49,3.13,9,2.904,ok,0,1,0.234,0.191,56d,56d,0.8275,56d,O=C(NCc1ccccc1)c1ccnn1-c1ccccc1,,0,0.1513,0.16,0.7079,0.1525,0.1515,0.7079,0.1364,0.1383,0.7531,0.234,0.191,0.8275,novel,novel,,ok,,unsure
CHEMBL2403764_ACR0,CHEMBL2403764,chembl,C=CC(=O)NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1,ICCFGBYPNRAARF-UHFFFAOYSA-N,NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1,412.9,3.53,3,3.89,ok,0,1,0.2391,0.2184,56d,JNK-IN-8,0.8272,56d,O=C(Nc1ccc2c(c1)C1(CC2)CSC=N1)c1ccccn1,,1,0.1345,0.1275,0.7178,0.1356,0.13,0.7178,0.1827,0.2184,0.6576,0.2391,0.1932,0.8272,novel,novel,,ok,,unsure
CHEMBL1393107_ACR0,CHEMBL1393107,chembl,C=CC(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](C(=O)Nc1cccc(OC)c1)c1ccccc1,YULABQYUMMXJFD-AZGAKELHSA-N,COc1cccc(NC(=O)[C@H](NC(=O)[C@@H]2Cc3ccccc3CN2)c2ccccc2)c1,469.54,3.63,7,3.104,ok,0,1,0.2165,0.1868,56d,56d,0.8267,56d,O=C(N[C@@H](C(=O)Nc1ccccc1)c1ccccc1)[C@@H]1Cc2ccccc2CN1,,0,0.1393,0.1346,0.6719,0.1405,0.1262,0.6719,0.1441,0.1596,0.7145,0.2165,0.1868,0.8267,novel,novel,,ok,,unsure
