repurposing_id,canonical_smiles,status,pdbqt
REP_07269,Cn1ccc2c([C@@H](c3cn(C45CC(C4)C5)nn3)N(C(=O)OCOP(=O)(O)O)c3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)cccc2c1=O,prepared,results/repurposing/ligands_p05/REP_07269.pdbqt
REP_05918,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO,prepared,results/repurposing/ligands_p05/REP_05918.pdbqt
REP_05921,Cc1cccc2c1NC(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C2c1cccc(F)c1,prepared,results/repurposing/ligands_p05/REP_05921.pdbqt
REP_05922,Cc1cc(C(=O)O)ccc1COc1cc2c(cc1N(CC(C)C)S(=O)(=O)c1nccs1)CCC2,prepared,results/repurposing/ligands_p05/REP_05922.pdbqt
REP_03238,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1OC(C)(C)C(=O)O,prepared,results/repurposing/ligands_p05/REP_03238.pdbqt
REP_07216,O=C1CCc2c(Oc3ccc4c(c3)[C@H]3[C@H](NC(=O)Nc5cc(F)c(F)cc5F)[C@H]3O4)ccnc2N1,prepared,results/repurposing/ligands_p05/REP_07216.pdbqt
REP_07205,Nc1ncnc2c1c(-c1ccc(NC(=O)Nc3cc(C4(C(F)(F)F)CC4)on3)c(F)c1)cn2C1CC1,prepared,results/repurposing/ligands_p05/REP_07205.pdbqt
REP_00677,COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC,prepared,results/repurposing/ligands_p05/REP_00677.pdbqt
REP_07155,Cc1cc(N2CCc3c(c(C)nn3CC34CCC(NC(=O)[C@@H]5COCCN5)(CC3)CC4)C2)c2cnn(C)c2n1,prepared,results/repurposing/ligands_p05/REP_07155.pdbqt
REP_05902,Cc1onc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)CC(C)(C)C)c1C,prepared,results/repurposing/ligands_p05/REP_05902.pdbqt
REP_05907,CCN(CC)CCn1nc2c3c(c(NCCN)ccc31)Sc1cc(O)ccc1-2,prepared,results/repurposing/ligands_p05/REP_05907.pdbqt
REP_05885,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,prepared,results/repurposing/ligands_p05/REP_05885.pdbqt
REP_01521,OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1,prepared,results/repurposing/ligands_p05/REP_01521.pdbqt
REP_05792,C=C/C=C\[C@H](C)[C@H](OC(N)=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)/C=C\[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C,prepared,results/repurposing/ligands_p05/REP_05792.pdbqt
REP_05776,C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc3c(c2)C(=NO)c2cc(S(=O)(=O)N4C[C@H](C)C[C@H](C)C4)ccc2C3=NO)C1,prepared,results/repurposing/ligands_p05/REP_05776.pdbqt
REP_05767,CCN1C(=O)CNc2ncc(-c3ccc(-c4nc[nH]n4)nc3C)nc21,prepared,results/repurposing/ligands_p05/REP_05767.pdbqt
REP_07259,CC(=O)c1cn(CC(=O)N2[C@H](C(=O)Nc3nc(Br)ccc3C)C[C@@]3(C)C[C@@H]23)c2c(C)cc(-c3cnc(C)nc3)cc12,prepared,results/repurposing/ligands_p05/REP_07259.pdbqt
REP_06746,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,prepared,results/repurposing/ligands_p05/REP_06746.pdbqt
REP_06741,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)c3cn(C45CC(C4)C5)nn3)cccc2c1=O,prepared,results/repurposing/ligands_p05/REP_06741.pdbqt
REP_01191,Cc1ccc(-c2ncccn2)c(C(=O)N2[C@H]3CC[C@@H](COc4ccc(F)cn4)[C@@H]2CC3)c1,prepared,results/repurposing/ligands_p05/REP_01191.pdbqt
REP_01232,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,prepared,results/repurposing/ligands_p05/REP_01232.pdbqt
REP_01110,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,prepared,results/repurposing/ligands_p05/REP_01110.pdbqt
REP_01115,Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,prepared,results/repurposing/ligands_p05/REP_01115.pdbqt
REP_06706,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ncccc5C)cn4n3)c2)o1,prepared,results/repurposing/ligands_p05/REP_06706.pdbqt
REP_05075,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,prepared,results/repurposing/ligands_p05/REP_05075.pdbqt
REP_08134,CC(=O)c1c(C)c2cnc(N[C@@H]3CCOC[C@H]3O)cc2n(C2CCCC2)c1=O,prepared,results/repurposing/ligands_p05/REP_08134.pdbqt
REP_04978,CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)NC(=O)C(F)(F)O4)n2)c1,prepared,results/repurposing/ligands_p05/REP_04978.pdbqt
REP_01122,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,prepared,results/repurposing/ligands_p05/REP_01122.pdbqt
REP_08051,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2cc1OCCN1CCOCC1,prepared,results/repurposing/ligands_p05/REP_08051.pdbqt
REP_01924,CCOC(=O)C(=O)Nc1cc(C)c(Oc2ccc(O)c(C(O)c3ccc(F)cc3)c2)c(C)c1,prepared,results/repurposing/ligands_p05/REP_01924.pdbqt
REP_08052,Cc1cnc(NC2CCOCC2)nc1-n1cnc(C(=O)N[C@H](CN)c2cc(F)cc(Cl)c2)c1,prepared,results/repurposing/ligands_p05/REP_08052.pdbqt
REP_04969,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,prepared,results/repurposing/ligands_p05/REP_04969.pdbqt
REP_04971,CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,prepared,results/repurposing/ligands_p05/REP_04971.pdbqt
REP_05029,O=C(CNC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,prepared,results/repurposing/ligands_p05/REP_05029.pdbqt
REP_05024,CCOC(=O)CC(O)CC(O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,prepared,results/repurposing/ligands_p05/REP_05024.pdbqt
REP_05067,C=CC[C@H]1C(=O)C(C)(C)[C@@H](O)CC(=O)O[C@H](c2ccc3sc(C)nc3c2)C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@@H]1O,prepared,results/repurposing/ligands_p05/REP_05067.pdbqt
REP_08106,CCOCc1nc(O)c(-c2nnc(Cc3ccc(Cl)cn3)o2)c(O)c1-c1c(OC)cccc1OC,prepared,results/repurposing/ligands_p05/REP_08106.pdbqt
REP_01049,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O,prepared,results/repurposing/ligands_p05/REP_01049.pdbqt
REP_05095,Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(=O)NCC(F)(F)F,prepared,results/repurposing/ligands_p05/REP_05095.pdbqt
REP_08033,CC(C)(O)c1cc(Nc2cc(Oc3cn(C4CC4)nc3C3CCOCC3)ccn2)ccn1,prepared,results/repurposing/ligands_p05/REP_08033.pdbqt
REP_08026,Cc1c[nH]c(-c2ccc(-c3ccc(NC(=O)Nc4c(F)cc(F)cc4F)cc3F)c3c2C(=O)NC3)n1,prepared,results/repurposing/ligands_p05/REP_08026.pdbqt
REP_04991,CCCc1c(OCCCCCOc2cc3c(cc2C(C)=O)CCC(C(=O)O)O3)ccc(C(C)=O)c1O,prepared,results/repurposing/ligands_p05/REP_04991.pdbqt
REP_06506,O=C(NCCN1CCOCC1)Nc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1,prepared,results/repurposing/ligands_p05/REP_06506.pdbqt
REP_01244,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccc4ccccc4c3)n2)c(OC)cc1N(C)CCN(C)C,prepared,results/repurposing/ligands_p05/REP_01244.pdbqt
REP_06761,CC1(C)CC(n2nnc3cc(-c4ccc(-n5nccn5)cc4O)nnc32)CC(C)(C)N1,prepared,results/repurposing/ligands_p05/REP_06761.pdbqt
REP_01052,O=C(O)c1ccc2c(c1)CCCC(c1ccc(Cl)cc1Cl)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,prepared,results/repurposing/ligands_p05/REP_01052.pdbqt
REP_01054,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,prepared,results/repurposing/ligands_p05/REP_01054.pdbqt
REP_06496,N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)c2F)c1,prepared,results/repurposing/ligands_p05/REP_06496.pdbqt
REP_01208,N#Cc1ccc(N2N=C3c4ccc(C(=O)N5CCC(O)CC5)nc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,prepared,results/repurposing/ligands_p05/REP_01208.pdbqt
REP_00995,C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC,prepared,results/repurposing/ligands_p05/REP_00995.pdbqt
REP_00971,CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12,prepared,results/repurposing/ligands_p05/REP_00971.pdbqt
REP_05733,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,prepared,results/repurposing/ligands_p05/REP_05733.pdbqt
REP_05762,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,prepared,results/repurposing/ligands_p05/REP_05762.pdbqt
REP_07565,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,prepared,results/repurposing/ligands_p05/REP_07565.pdbqt
REP_07551,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,prepared,results/repurposing/ligands_p05/REP_07551.pdbqt
REP_07580,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,prepared,results/repurposing/ligands_p05/REP_07580.pdbqt
REP_05829,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,prepared,results/repurposing/ligands_p05/REP_05829.pdbqt
REP_07345,C[C@@H]1CCCN1Cc1sc(NC(=O)c2cnc(N3CCN(CCC(=O)O)[C@@H](C)C3)cn2)nc1-c1cc(Cl)cs1,prepared,results/repurposing/ligands_p05/REP_07345.pdbqt
REP_05818,CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,prepared,results/repurposing/ligands_p05/REP_05818.pdbqt
REP_05810,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,prepared,results/repurposing/ligands_p05/REP_05810.pdbqt
REP_07494,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,prepared,results/repurposing/ligands_p05/REP_07494.pdbqt
REP_04075,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,prepared,results/repurposing/ligands_p05/REP_04075.pdbqt
REP_05952,Cc1noc(C)c1-c1cc(C(O)(c2ccccn2)c2ccccn2)c2nc(C3CC3)[nH]c2c1,prepared,results/repurposing/ligands_p05/REP_05952.pdbqt
REP_07356,CCOc1cc2ncnc(Nc3ccc(Oc4ccn5ncnc5c4)c(C)c3)c2cc1NC(=O)/C(F)=C/[C@H]1CCCN1C,prepared,results/repurposing/ligands_p05/REP_07356.pdbqt
REP_07361,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,prepared,results/repurposing/ligands_p05/REP_07361.pdbqt
REP_07109,Nc1ncc(-c2ccc([C@@]34C[C@@H]3CN(C3CCOCC3)C4)cc2)cc1C(=O)NC12CCC(O)(CC1)CC2,prepared,results/repurposing/ligands_p05/REP_07109.pdbqt
REP_07133,CC[C@@H](Oc1ccc(C(=O)C2CC2)cc1)c1nc(-c2ccc(C(=O)N[C@H](C)CO)c(F)c2)no1,prepared,results/repurposing/ligands_p05/REP_07133.pdbqt
REP_07139,O=C(COc1ccc(Cl)c(F)c1)NC12CCC(NC(=O)COc3ccc(Cl)c(F)c3)(CC1)[C@@H](OCOP(=O)(O)O)C2,prepared,results/repurposing/ligands_p05/REP_07139.pdbqt
REP_05950,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,prepared,results/repurposing/ligands_p05/REP_05950.pdbqt
REP_06446,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,prepared,results/repurposing/ligands_p05/REP_06446.pdbqt
REP_06464,CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCCO)[C@H](C(=O)O)[C@H]2c1ccc2c(c1)OCO2,prepared,results/repurposing/ligands_p05/REP_06464.pdbqt
REP_01022,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,prepared,results/repurposing/ligands_p05/REP_01022.pdbqt
REP_00963,CC1(C)CCC2(CC1)N[C@@H](C(=O)N[C@@H]1CC[C@@H](C(N)=O)OC1)[C@H](c1ccnc(Cl)c1F)[C@]21C(=O)Nc2cc(Cl)ccc21,prepared,results/repurposing/ligands_p05/REP_00963.pdbqt
REP_00951,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,prepared,results/repurposing/ligands_p05/REP_00951.pdbqt
REP_07894,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,prepared,results/repurposing/ligands_p05/REP_07894.pdbqt
REP_06404,N#CCCNc1nonc1-c1nc2ccccc2n1CC(=O)c1ccc(NC(=O)[C@@H](N)CCCCN)cc1,prepared,results/repurposing/ligands_p05/REP_06404.pdbqt
REP_01000,CC(C)C[C@@H](C(=O)Nc1ccn(C[C@@H](O)CO)n1)N1CC(Oc2ccccc2Cl)=CC1=O,prepared,results/repurposing/ligands_p05/REP_01000.pdbqt
REP_06432,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,prepared,results/repurposing/ligands_p05/REP_06432.pdbqt
REP_06435,O=C(CNC(=O)c1ccc(C2=NO[C@@](c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,prepared,results/repurposing/ligands_p05/REP_06435.pdbqt
REP_06421,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,prepared,results/repurposing/ligands_p05/REP_06421.pdbqt
REP_02548,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,prepared,results/repurposing/ligands_p05/REP_02548.pdbqt
REP_00274,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,prepared,results/repurposing/ligands_p05/REP_00274.pdbqt
REP_07951,O=C(Nc1nc(-c2ccc(O)c(O)c2)c(-c2ccccc2)s1)c1ccc(O)c(O)c1,prepared,results/repurposing/ligands_p05/REP_07951.pdbqt
REP_08019,O=C(CNC(=O)c1ccc(C2=NO[C@@](c3cc(Cl)c(F)c(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,prepared,results/repurposing/ligands_p05/REP_08019.pdbqt
REP_02547,Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F,prepared,results/repurposing/ligands_p05/REP_02547.pdbqt
REP_02396,Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,prepared,results/repurposing/ligands_p05/REP_02396.pdbqt
REP_02578,CC1=C[C@H]2C(=O)O[C@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@H]([C@@H]1O)[C@@]42O)O[C@]1(C3)C[C@H](O)[C@H](C)[C@@H](/C(C)=C/C(C)C)O1,prepared,results/repurposing/ligands_p05/REP_02578.pdbqt
REP_05088,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12,prepared,results/repurposing/ligands_p05/REP_05088.pdbqt
REP_07946,C/C1=C/C[C@@H](/C(C)=C/c2cc(C)on2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C\C1,prepared,results/repurposing/ligands_p05/REP_07946.pdbqt
REP_07093,CC(C)[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1cccc(-c2ccc(NC(=O)/C=C/CN3CCOCC3)nc2)c1,prepared,results/repurposing/ligands_p05/REP_07093.pdbqt
REP_07117,CC(C)OC(=O)Nc1ccc(-c2cnc([C@H]3CC[C@H](NC(=O)OC(C)C)CC3)s2)c(S(=O)(=O)NC(C)(C)C)c1,prepared,results/repurposing/ligands_p05/REP_07117.pdbqt
REP_07120,CC(C)NC(=O)c1ccc2c(c1)[C@]1(CCO2)C[C@H]1C(=O)Nc1cc(C#N)ccc1CCCC(=O)O,prepared,results/repurposing/ligands_p05/REP_07120.pdbqt
REP_01497,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,prepared,results/repurposing/ligands_p05/REP_01497.pdbqt
REP_01485,O=C(O)C1C/C(=C2/CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1,prepared,results/repurposing/ligands_p05/REP_01485.pdbqt
REP_07091,C=CC(=O)Nc1cc(Nc2nc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)ccc1N1CCN(C2CCOCC2)C[C@@H]1C,prepared,results/repurposing/ligands_p05/REP_07091.pdbqt
REP_00725,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,prepared,results/repurposing/ligands_p05/REP_00725.pdbqt
REP_00730,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,prepared,results/repurposing/ligands_p05/REP_00730.pdbqt
REP_01632,CC[C@H](Nc1cc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12)c1nc(C)no1,prepared,results/repurposing/ligands_p05/REP_01632.pdbqt
REP_07584,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(Cl)cc(C#N)c2)c(C)c1,prepared,results/repurposing/ligands_p05/REP_07584.pdbqt
REP_05769,COc1ccc(Cl)c(-c2ccc(NC(=O)c3ccnn3C)nc2N)c1,prepared,results/repurposing/ligands_p05/REP_05769.pdbqt
REP_05770,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,prepared,results/repurposing/ligands_p05/REP_05770.pdbqt
REP_07703,Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,prepared,results/repurposing/ligands_p05/REP_07703.pdbqt
REP_07642,CCN(C)C(=O)c1ccc(-c2ccc3c(n2)Oc2ccccc2[C@H]3C(C)(C)C(=O)Nc2nncs2)cc1F,prepared,results/repurposing/ligands_p05/REP_07642.pdbqt
REP_07592,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,prepared,results/repurposing/ligands_p05/REP_07592.pdbqt
REP_01278,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,prepared,results/repurposing/ligands_p05/REP_01278.pdbqt
REP_00956,C[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SC[C@H]12,prepared,results/repurposing/ligands_p05/REP_00956.pdbqt
REP_00959,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,prepared,results/repurposing/ligands_p05/REP_00959.pdbqt
REP_06823,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCNCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O,prepared,results/repurposing/ligands_p05/REP_06823.pdbqt
REP_06839,CC1=C(c2cc(F)cc(F)c2)[C@H](c2ccc(/C=C/CN3CC(CF)C3)cc2)Oc2cc(O)ccc21,prepared,results/repurposing/ligands_p05/REP_06839.pdbqt
REP_00913,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O.C[C@H](O)C(=O)O,prepared,results/repurposing/ligands_p05/REP_00913.pdbqt
REP_01252,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,prepared,results/repurposing/ligands_p05/REP_01252.pdbqt
REP_06374,COc1cc(F)ccc1-c1c(C)sc2cnc(Nc3cnn(C4CCNCC4)c3)nc12,prepared,results/repurposing/ligands_p05/REP_06374.pdbqt
REP_00994,[2H]C([2H])([2H])NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,prepared,results/repurposing/ligands_p05/REP_00994.pdbqt
REP_01027,C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1,prepared,results/repurposing/ligands_p05/REP_01027.pdbqt
REP_06820,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(C3=CCN(C4COC4)CC3)[nH]c2n1,prepared,results/repurposing/ligands_p05/REP_06820.pdbqt
REP_06853,O=C(/C=C1\CCOc2cc(C(F)(F)F)ccc21)Nc1cccc2c1C[C@H](O)CC2,prepared,results/repurposing/ligands_p05/REP_06853.pdbqt
REP_06855,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2n[nH]c3ncc(F)cc23)nc(C2CC2)c1F,prepared,results/repurposing/ligands_p05/REP_06855.pdbqt
REP_07885,CC(F)(F)c1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,prepared,results/repurposing/ligands_p05/REP_07885.pdbqt
