path,present,nbytes,sha256,role
figures/jcim_article/Fig1_four_state_and_supply.tif,1,230372,1155cfa672867c4e2dbc96cbc6d236a44711afd4db5a18c96ef57835e65defad,pre_fix_official
figures/jcim_article/Fig2_negative_class_formulation.pdf,1,42681,f95499cf6ea5cc775a034785caf96f5120a4aa3e7a5e19911b6f2b9d95763cbe,pre_fix_official
figures/jcim_article/Fig2_negative_class_formulation.png,1,229296,87478eeceab8f0c50c44d86d2f2ba8164b95d73df1af1213dba361645ff29671,pre_fix_official
figures/jcim_article/Fig2_negative_class_formulation.tif,1,311582,bef5d326203535d7024dc8937511b53973136f868137ba0969c39bd0444c2893,pre_fix_official
figures/jcim_article/Fig3_ligand_chemistry.pdf,1,39612,9d9a195989dfb8e63fec7554d629c6b83800ff17e902a91a2634cf3194285df5,pre_fix_official
figures/jcim_article/Fig3_ligand_chemistry.png,1,177358,19ff6f94c968160fcaf618e0c11ae872972ca5e0f666296636cc52ec44ad1c22,pre_fix_official
figures/jcim_article/Fig3_ligand_chemistry.tif,1,227984,93eaaa7ab3b0a816058b2a1b93fcdb7ac632f41ecb40ba2d2f6799feb77020db,pre_fix_official
figures/jcim_article/Fig4_mismatched_pocket.pdf,1,35159,dc692139618e9e139792be5227e6744b98e478da2096ced04e2f3047e2ef2313,pre_fix_official
figures/jcim_article/Fig4_mismatched_pocket.png,1,130071,6c5af4d6b59617b14bc93e0583a269ca3daee4f4137ce5a3308d3e8e97004ac7,pre_fix_official
figures/jcim_article/Fig4_mismatched_pocket.tif,1,201718,6046a3251b2275c5e619e0732ae5f76def8f58751d0ca20517f1f9b9b8c5eb0c,pre_fix_official
figures/jcim_article/Fig5_computational_realization.pdf,1,38994,0d594588ee87d07b0d360956f4ce3381f06841258b8ee609e391b53b787bd5ab,pre_fix_official
figures/jcim_article/Fig5_computational_realization.png,1,150007,bc885182d9d456a02fc6ecb950a2aaa2c10bb1ba60c1e7fa7d19f671d34698bc,pre_fix_official
figures/jcim_article/Fig5_computational_realization.tif,1,200220,52ca4810a1c3f1ab2358514d0b6855c56e54c53bdb8b5cc5bb75725b111b92eb,pre_fix_official
figures/jcim_article/Fig6_evidence_boundary.pdf,1,47978,11c583c3b5e7e90e17c419f2c3c13d86a8f8b6b0f8f94b2cab83b6fbb8f14f27,pre_fix_official
figures/jcim_article/Fig6_evidence_boundary.png,1,272786,4741cb58388072d52f39a9e7781870c3d0bb59724c06f54d9a21c5e54da58533,pre_fix_official
figures/jcim_article/Fig6_evidence_boundary.tif,1,479506,4a6eaeaa55f8067380001ed192349362b1b35b319967d4a1abcc63a45cfc2d8d,pre_fix_official
figures/jcim_article/FigS1_posthoc_diagnostics.pdf,1,18692,00536acefd18b084c893ab7b362f0054cafa00002b7758032fc02c40bd2bf896,pre_fix_official
figures/jcim_article/FigS1_posthoc_diagnostics.png,1,36075,45c48ebc11286bfa59a2b695fc623963ba9e3cec6458ffcb7786d0cb16373c85,pre_fix_official
figures/jcim_article/FigS1_posthoc_diagnostics.tif,1,68256,f7cfffedb76de90ebec3397a2fc43947bfd313fba9b52d28a3313053150e4c1f,pre_fix_official
figures/jcim_article/FigS2_pocket_matched_forest.pdf,1,24880,203168524e7132f85e227995ea8ae309d8826bbdcab44936df61ccea51cd74ff,pre_fix_official
figures/jcim_article/FigS2_pocket_matched_forest.png,1,88297,cae496cbaf54fb66aa9c6aa0f5f35e872e0d5f567130fbea99255d73dcf214cb,pre_fix_official
figures/jcim_article/FigS2_pocket_matched_forest.tif,1,173178,65d661d34669f074a77f5470ada3c830e8b670edae37636b94e4c049bcdc0cbb,pre_fix_official
figures/jcim_article/FigS3_protocol_sensitivity.pdf,1,24676,9741dfe23c4062aea325c1907329760fc3b08591e1526b9dbfd271748005f10a,pre_fix_official
figures/jcim_article/FigS3_protocol_sensitivity.png,1,58111,a548f91b962f0d5e19813c4b509b1e98731293884a0bc54f7f5d0ff5695cb836,pre_fix_official
figures/jcim_article/FigS3_protocol_sensitivity.tif,1,80620,3b305df6000c4ec5aade015ccc4f2ed3396fb84df82b226a46be569f3c0f4d65,pre_fix_official
figures/jcim_article/FigS4_cognate_rmsd.pdf,1,27114,45ac017676120fd517cb7aa5062119037a4333760171d3669f7c77af16b81c4e,pre_fix_official
figures/jcim_article/FigS4_cognate_rmsd.png,1,119254,1cd08f9c230435ff1de1f0a6d21c5b6758baf036d07f4f5c0d3c9b90daf92946,pre_fix_official
figures/jcim_article/FigS4_cognate_rmsd.tif,1,171626,2b8b4ed566c4ebf479d966d24baed1dcd3769acd61c184fd35f986f3ed5fa769,pre_fix_official
submission_pack/tables/table2_comparable_by_channel_v1.csv,1,13753,59329da56143bf591b39accf98dcc8077fb8f73e7e749205150b671e1d0d3506,pre_fix_official
submission_pack/tables/table2_comparable_theta6_v1.csv,1,1560,a936d05ffca492bf49cdf98421e93d4b9421b750e29b184cf0aa61bfd479ef9d,pre_fix_official
data/jcim_novelty_v0/tables/detectable_effect_simulation_v1.csv,1,5278,b0c14e6c076da008e40ffefb34b8a6bc3772a2c0cc8a9f05f43b4dc48ecaf505,pre_fix_official
data/jcim_novelty_v0/tables/detectable_effect_simulation_v1.meta.json,1,794,5f5c8315592735d55c5060c01f0c79e1b68446384226a86798fd471024840c89,pre_fix_official
