name,canonical_smiles,max_phase,s_u_percentile,s_n_percentile,pareto_front,nn_tanimoto_urat1_active,nn_tanimoto_nlrp3_active,novel_vs_urat1_tc_lt_0.4,novel_vs_nlrp3_tc_lt_0.4
CORMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2.0,42.108890420399725,75.63749138525155,False,0.126,0.158,True,True
PETESICATIB,Cn1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(C(F)(F)F)CC4)C3)c(C(F)(F)F)c2)cn1,2.0,42.03997243280496,50.137835975189525,False,0.23,0.204,True,True
ADMILPARANT,CCCN(C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)O)C3)c(C)n2)nnn1C,3.0,41.9710544452102,50.137835975189525,False,0.178,0.24,True,True
LODAZECAR,C[C@@H]1N=C(c2ccccc2Cl)c2c(ccc(NC(=O)NC(C)(CO)CO)c2Br)N(C)C1=O,2.0,41.90213645761544,70.36526533425224,False,0.25,0.213,True,True
BI-2536,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,2.0,41.83321847002068,50.137835975189525,False,0.245,0.224,True,True
ROVAFOVIR ETALAFENAMIDE CITRATE,CCOC(=O)[C@H](C)N[P@](=O)(CO[C@@H]1C=C(F)[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1.0,41.76430048242591,82.25361819434872,False,0.188,0.194,True,True
AZD-0424,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,1.0,41.69538249483114,50.137835975189525,False,0.172,0.215,True,True
BMS-223131,O=c1[nH]c2ccc(C(F)(F)F)cc2c(-c2cc(Cl)ccc2O)c1CCO,2.0,41.62646450723639,50.137835975189525,False,0.311,0.216,True,True
LY-3499446,C=CC(=O)N1CCN(c2ncnc3c(F)c(-c4ccc(F)c5sc(N)nc45)c(Cl)cc23)CC1,1.0,41.55754651964163,91.38525155065471,False,0.192,0.198,True,True
FORMOCORTAL,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(OCCCl)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,2.0,41.48862853204687,50.137835975189525,False,0.15,0.188,True,True
MUVADENANT,COc1ncc(C2=CCOCC2)c2sc(NC(=O)N3CC[C@@]4(CCCOC4)C3)nc12,2.0,41.4197105444521,80.15161957270848,False,0.196,0.176,True,True
CEFAZEDONE,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,2.0,41.35079255685734,55.4789800137836,False,0.192,0.238,True,True
BIMIRALISIB,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,2.0,41.28187456926258,60.37215713301172,False,0.234,0.215,True,True
ZIFTOMENIB,CNc1nc(NC2CCN(Cc3ccc4c(cc(C#N)n4C[C@H](C)N4CCN(S(C)(=O)=O)CC4)c3C)CC2)c2cc(CC(F)(F)F)sc2n1,1.0,41.21295658166781,30.737422467263958,False,0.176,0.207,True,True
GW590735,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,2.0,41.14403859407305,77.67057201929704,False,0.317,0.247,True,True
CLOFUTRIBEN,Cn1c(-c2ccc(C(N)=O)cc2F)nnc1C(C)(C)Oc1c(F)cc(Cl)cc1F,2.0,41.075120606478286,63.19779462439696,False,0.267,0.198,True,True
RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4.0,41.00620261888353,33.42522398345969,False,0.319,0.208,True,True
NEDISERTIB,COc1ccc([C@@H](O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1,1.0,40.93728463128876,88.55961405926946,False,0.185,0.173,True,True
S-3304,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,1.0,40.86836664369401,53.96278428669883,False,0.211,0.2,True,True
WNT-974,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,2.0,40.79944865609925,75.63749138525155,False,0.21,0.253,True,True
MAVATREP,CC(C)(O)c1ccccc1-c1ccc2[nH]c(/C=C/c3ccc(C(F)(F)F)cc3)nc2c1,2.0,40.730530668504485,66.85044796691938,False,0.262,0.209,True,True
ICOMETASONE ENBUTATE,CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,2.0,40.66161268090972,50.137835975189525,False,0.139,0.167,True,True
ACT-774312,CN(c1ncc(Cl)cn1)[C@H]1CCc2c(c3nc(F)ccc3n2CC(=O)O)C1,2.0,40.59269469331496,31.426602343211574,False,0.212,0.225,True,True
SEDECAMYCIN,CC(=O)O[C@@H]1/C=C/C(C)=C/C[C@H](O)/C=C/C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)[C@@H](C)C2=O,2.0,40.5237767057202,42.59131633356306,False,0.152,0.178,True,True
PYRONARIDINE,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,3.0,40.45485871812543,26.4645072363887,False,0.216,0.196,True,True
LORPIPRAZOLE,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3CC3CCCC43)CC2)c1,2.0,40.38594073053067,47.69124741557547,False,0.195,0.267,True,True
ZIDESAMTINIB,CCn1ncc2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1-c1nn(C)nc1C2,2.0,40.317022742935904,91.38525155065471,False,0.188,0.204,True,True
APTO-253,Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1,1.0,40.24810475534114,68.57339765678843,False,0.236,0.188,True,True
CEFCAPENE,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,2.0,40.17918676774638,67.26395589248794,False,0.16,0.184,True,True
DIFAMILAST,CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1,3.0,40.110268780151614,92.3501033769814,False,0.266,0.224,True,True
CIPROCINONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,2.0,40.04135079255686,19.848380427291524,False,0.132,0.176,True,True
LETRAZURIL,N#CC(c1ccc(F)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,2.0,39.9724328049621,38.52515506547208,False,0.221,0.178,True,True
ALESTRAMUSTINE,C[C@H](N)C(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(OC(=O)N(CCCl)CCCl)ccc4[C@H]3CC[C@]12C,2.0,39.90351481736734,50.137835975189525,False,0.193,0.177,True,True
OXYCLOZANIDE,O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,2.0,39.83459682977257,99.17298414886284,False,0.259,0.218,True,True
ALOGLIPTIN,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,4.0,39.765678842177806,91.38525155065471,False,0.247,0.265,True,True
SELODENOSON,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,2.0,39.69676085458305,92.6946933149552,False,0.168,0.213,True,True
SPEBRUTINIB,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,2.0,39.62784286698828,73.46657477601654,False,0.268,0.247,True,True
MK-8245,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,1.0,39.55892487939352,52.23983459682977,False,0.237,0.247,True,True
SUBASUMSTAT,Cc1sc(C(=O)c2cncnc2N[C@@H]2CC[C@H](COS(N)(=O)=O)[C@H]2O)cc1[C@@H]1NCCc2ccc(Cl)cc21,1.0,39.49000689179876,50.137835975189525,False,0.197,0.198,True,True
INZOMELID,CC(C)n1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,1.0,39.42108890420399,98.8973121984838,False,0.225,1.0,True,False
EMRACLIDINE,Cc1cc(C)c2c(n1)CN(C(=O)CC1CN(c3ccnc(C(F)(F)F)c3)C1)C2,2.0,39.35217091660923,75.63749138525155,False,0.223,0.213,True,True
FODIPIR,Cc1ncc(COP(=O)(O)O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)(O)O)cnc(C)c2O)CC(=O)O)c1O,2.0,39.28325292901448,16.126809097174363,False,0.233,0.179,True,True
LABUXTINIB,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ccccn12,2.0,39.21433494141972,83.11509303928325,False,0.228,0.237,True,True
VLX-600,C/C(=N\Nc1nnc2c(n1)[nH]c1c(C)cccc12)c1ccccn1,1.0,39.14541695382495,94.62439696760856,False,0.22,0.203,True,True
REGRELOR DISODIUM,CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,2.0,39.07649896623019,50.137835975189525,False,0.185,0.162,True,True
ILUNOCITINIB,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)C2CC2)C1,1.0,39.007580978635424,21.57133011716058,False,0.198,0.167,True,True
ACODAZOLE,CC(=O)N(C)c1ccc(Nc2cc(C)nc3ccc4nc[nH]c4c23)cc1,2.0,38.938662991040665,95.52033080634044,False,0.205,0.211,True,True
PEFCALCITOL,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)OCC(=O)NCC(F)(F)C(F)(F)F)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,3.0,38.8697450034459,66.91936595451413,False,0.156,0.189,True,True
CEP-32496,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,2.0,38.800827015851134,91.38525155065471,False,0.229,0.21,True,True
AZD-4017,CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,2.0,38.731909028256375,91.38525155065471,False,0.217,0.235,True,True
DEXTOFISOPAM,CC[C@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,2.0,38.66299104066161,33.14955203308063,False,0.266,0.202,True,True
LEPZACITINIB,CCOC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCCN(C(=O)CC#N)C1,2.0,38.59407305306684,94.07305306685043,False,0.212,0.292,True,True
BMS-582949,CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,2.0,38.52515506547208,62.2329427980703,False,0.22,0.233,True,True
FLURBIPROFEN,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.0,38.421778084079946,65.09303928325293,False,0.333,0.23,True,True
ESFLURBIPROFEN,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.0,38.421778084079946,65.09303928325293,False,0.333,0.23,True,True
POCIREDIR,Cc1ncccc1-c1cc2c(n3cnnc13)NCc1c(F)ccc3c1[C@H](CO3)CO2,2.0,38.3184011026878,50.137835975189525,False,0.185,0.185,True,True
RADEZOLID,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,2.0,38.24948311509304,97.51895244658856,False,0.213,0.212,True,True
ZONGERTINIB,C=CC(=O)NC1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1,3.0,38.18056512749828,50.137835975189525,False,0.191,0.225,True,True
WITHANOLIDE D,CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,3.0,38.11164713990352,59.682977257064096,False,0.139,0.156,True,True
TRIMEBUTINE 3-THIOCARBAMOYLBENZENESULFONATE,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C.NC(=S)c1cccc(S(=O)(=O)O)c1,2.0,38.04272915230875,75.63749138525155,False,0.216,0.218,True,True
LAZUVAPAGON,Cc1ccn(-c2ccc(C(=O)N3CC[C@@](C)(C(=O)N[C@@H](C)CO)Cc4ccccc43)c(C)c2)n1,2.0,37.97381116471399,76.6368022053756,False,0.266,0.212,True,True
TEGTOCICLIB,COCc1cc(C(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)n(C)n1,2.0,37.90489317711923,92.83252929014472,False,0.186,0.204,True,True
MERIMEPODIB,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,2.0,37.83597518952446,91.38525155065471,False,0.23,0.226,True,True
XIPAMIDE,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,2.0,37.7670572019297,96.3473466574776,False,0.283,0.321,True,True
MK0686,COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,2.0,37.698139214334944,88.697450034459,False,0.221,0.268,True,True
MTI-31,CNC(=O)c1cccc(-c2ccc3c(N4C5CCC4COC5)nc(N4CCOC[C@@H]4C)nc3n2)c1,1.0,37.629221226740185,81.52997932460372,False,0.186,0.223,True,True
RITOLUKAST,O=S(=O)(Nc1cccc(OCc2ccc3ccccc3n2)c1)C(F)(F)F,2.0,37.56030323914542,74.70709855272226,False,0.361,0.177,True,True
TEGAVIVINT,C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc3c(c2)C(=NO)c2cc(S(=O)(=O)N4C[C@H](C)C[C@H](C)C4)ccc2C3=NO)C1,2.0,37.49138525155066,91.38525155065471,False,0.215,0.19,True,True
DS-2248,CNC(=O)CC1=Cc2nn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(c23)SC1,1.0,37.422467263955895,75.63749138525155,False,0.189,0.187,True,True
TISOCALCITATE,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C(C)(C)C(=O)OC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,2.0,37.35354927636113,7.856650585802895,False,0.13,0.183,True,True
CAMIBIRSTAT,COC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2cccc(N3C[C@@H](C)O[C@@H](C)C3)n2)cs1,2.0,37.28463128876637,55.06547208821502,False,0.213,0.189,True,True
SIRPIGLENASTAT,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)OC(C)C,1.0,37.2157133011716,56.9262577532736,False,0.195,0.216,True,True
FEZOLINETANT,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,4.0,37.14679531357684,50.137835975189525,False,0.205,0.198,True,True
VISTUSERTIB,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,2.0,37.07787732598208,82.15024121295657,False,0.198,0.212,True,True
DAVELIZOMIB,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CCN1c1ccc(F)cc1F)B1OC(=O)[C@H](CC(=O)O)O1,2.0,37.008959338387314,91.38525155065471,False,0.262,0.192,True,True
DS-1001B,CC(C)(C)N.Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,2.0,36.94004135079256,91.38525155065471,False,0.256,0.19,True,True
SC-0191,CN1CCN(c2ccc(Nc3ncc4c(=O)n5n(c4n3)-c3cccc(n3)[C@](C)(O)CC/C=C\C5)cc2)CC1,2.0,36.8711233631978,10.062026188835286,False,0.173,0.179,True,True
PF-07054894,Cc1cn(C)nc1[C@H](Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O)C1(C)CCCC1,1.0,36.80220537560304,75.63749138525155,False,0.195,0.2,True,True
ZEMIRCICLIB,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,2.0,36.73328738800827,91.38525155065471,False,0.186,0.22,True,True
GW468816,O=C(O)C1C/C(=C2/CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1,2.0,36.66436940041351,91.38525155065471,False,0.213,0.2,True,True
AMINOPTERIN,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,2.0,36.59545141281875,52.13645761543764,False,0.202,0.17,True,True
BREQUINAR,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,2.0,36.52653342522398,67.12611991729842,False,0.4,0.232,False,True
DARIGABAT,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21,2.0,36.45761543762922,72.15713301171606,False,0.247,0.232,True,True
SNX 5422,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1,2.0,36.388697450034456,76.2922122674018,False,0.178,0.228,True,True
AFTOBETIN,COCCOCCOCCOC(=O)/C(C#N)=C/c1ccc2cc(N3CCCCC3)ccc2c1,2.0,36.3197794624397,75.94762232942797,False,0.263,0.209,True,True
SUNVOZERTINIB,C=CC(=O)Nc1cc(Nc2nccc(Nc3cc(Cl)c(F)cc3C(C)(C)O)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1,3.0,36.25086147484493,50.137835975189525,False,0.226,0.205,True,True
ZELASUDIL,Cn1nc(-c2ccc(C(=O)NCC(F)F)cc2)nc1Nc1ccc2[nH]ncc2c1C1CC1,2.0,36.181943487250166,58.5802894555479,False,0.212,0.24,True,True
TAURURSODIOL,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.0,36.11302549965541,34.114403859407304,False,0.131,0.147,True,True
ABITESARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)O)CCCC1,2.0,36.044107512060656,52.65334252239835,False,0.247,0.226,True,True
ILOMASTAT,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,2.0,35.97518952446589,97.4500344589938,False,0.218,0.185,True,True
LNP-1892,Cc1ccc([C@@H]2C[C@H](CN[C@H](C)c3cccc4ccccc34)Oc3ccccc32)cc1C(=O)O,1.0,35.906271536871124,69.3314955203308,False,0.247,0.212,True,True
TRIAMCINOLONE BENETONIDE,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,2.0,35.837353549276365,39.21433494141972,False,0.158,0.202,True,True
RITIVIXIBAT,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCCC(=O)O)cc2S(=O)(=O)N1,2.0,35.7684355616816,14.47277739490007,False,0.262,0.184,True,True
KETAZOCINE,C[C@H]1[C@H]2C(=O)c3ccc(O)cc3[C@]1(C)CCN2CC1CC1,2.0,35.69951757408683,75.63749138525155,False,0.213,0.218,True,True
BN-104,O=C([C@H]1NC[C@@H]2CCC[C@@H]21)N1CCC2(CC1)CN(c1ncnnc1Oc1ccc(F)cc1-c1cncnc1C1CC1)C2,1.0,35.630599586492075,75.63749138525155,False,0.211,0.193,True,True
FLUTAFURANOL,CNc1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,3.0,35.56168159889731,86.07856650585803,False,0.255,0.194,True,True
DANUGLIPRON,N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,2.0,35.49276361130255,41.62646450723639,False,0.247,0.233,True,True
FLUTAFURANOL F 18,CNc1ccc(-c2cc3cc(O)ccc3o2)c([18F])n1,3.0,35.423845623707784,90.9028256374914,False,0.255,0.194,True,True
TARENFLURBIL,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.0,35.35492763611302,66.16126809097173,False,0.333,0.23,True,True
AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,4.0,35.28600964851827,87.18125430737422,False,0.23,0.243,True,True
GW842166X,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F,2.0,35.21709166092351,93.10820124052378,False,0.253,0.242,True,True
PRAZOCILLIN,Cc1cnn(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,2.0,35.14817367332874,24.2591316333563,False,0.229,0.203,True,True
CLOXACEPRIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC,2.0,35.079255685733976,50.137835975189525,False,0.239,0.243,True,True
POSELTINIB,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,2.0,35.01033769813922,62.7842866988284,False,0.183,0.188,True,True
KRN-633,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,1.0,34.94141971054445,91.38525155065471,False,0.261,0.208,True,True
SX-682,O=C(Nc1ccc(F)cc1)c1cnc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,2.0,34.87250172294969,93.2460372157133,False,0.244,0.223,True,True
MILVEXIAN,C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C(F)F)NC1=O,3.0,34.80358373535493,75.63749138525155,False,0.167,0.224,True,True
GSK-1292263,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,2.0,34.73466574776016,50.137835975189525,False,0.196,0.183,True,True
PYROTINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,3.0,34.6657477601654,91.38525155065471,False,0.259,0.226,True,True
BMS-986202,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,1.0,34.59682977257064,91.38525155065471,False,0.256,0.222,True,True
CE-245677,COc1ccc(C(=O)c2cn(C(C)C)c3ncnc(N)c23)cc1NC(=O)Nc1ccc(Cl)cc1Cl,1.0,34.52791178497587,75.63749138525155,False,0.229,0.188,True,True
TALETRECTINIB ADIPATE,C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1.O=C(O)CCCCC(=O)O,1.0,34.45899379738112,24.01791867677464,False,0.312,0.221,True,True
BAFREKALANT,COc1ccc(Cl)c(C(=O)N2C3CCC2CN(Cc2c(-c4ccc(C(C)C)cc4)nc4ncccn24)C3)n1,2.0,34.39007580978636,59.06271536871124,False,0.216,0.202,True,True
RANOSIDENIB,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(C2=C(F)[C@H](O)C(F)(F)CC2)n1)C(F)(F)F,2.0,34.321157822191594,50.137835975189525,False,0.143,0.156,True,True
SP-420,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,2.0,34.25223983459683,78.15299793246038,False,0.371,0.256,True,True
NAVTEMADLIN,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,3.0,34.18332184700207,9.99310820124052,False,0.22,0.228,True,True
CLINAFLOXACIN,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,2.0,34.114403859407304,75.63749138525155,False,0.185,0.167,True,True
CEFOXAZOLE,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,2.0,34.045485871812545,92.97036526533424,False,0.242,0.205,True,True
NICLOFOLAN,O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O,2.0,33.97656788421778,77.7394900068918,False,0.241,0.182,True,True
ETIPREDNOL DICLOACETATE,CCOC(=O)[C@@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2.0,33.90764989662301,50.137835975189525,False,0.163,0.175,True,True
ROFLEPONIDE,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.0,33.838731909028255,50.51688490696071,False,0.131,0.168,True,True
ZORACOPAN,CC(=O)c1cn(CC(=O)N2[C@H](C(=O)Nc3nc(Br)ccc3C)C[C@@]3(C)C[C@@H]23)c2c(C)cc(-c3cnc(C)nc3)cc12,2.0,33.76981392143349,91.38525155065471,False,0.183,0.196,True,True
BAXDROSTAT,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,3.0,33.70089593383874,53.54927636113025,False,0.244,0.244,True,True
CP-461 FREE BASE,CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2/C1=C\c1ccncc1,2.0,33.63197794624397,83.25292901447277,False,0.257,0.21,True,True
TEMUTERKIB,Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,2.0,33.56305995864921,23.914541695382496,False,0.162,0.186,True,True
MK-0893,COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,2.0,33.49414197105445,40.5237767057202,False,0.266,0.212,True,True
AZD-8835,CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,1.0,33.42522398345969,56.78842177808407,False,0.192,0.183,True,True
AZD-3759,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,2.0,33.35630599586492,75.25844245348036,False,0.309,0.22,True,True
