set,pc1,pc2,name
urat1_active,-0.3793,-0.3531,
urat1_active,-0.3893,-0.1602,
urat1_active,-0.251,-0.2668,
urat1_active,-0.1101,-0.1687,
urat1_active,5.1551,0.4258,
urat1_active,5.2371,0.1566,
urat1_active,5.1678,0.3419,
urat1_active,5.3687,0.4359,
urat1_active,-0.5802,-0.044,
urat1_active,-0.3653,-0.4791,
urat1_active,-0.5108,-0.4558,
urat1_active,-0.8077,-1.0259,
urat1_active,-1.009,-0.5643,
urat1_active,-1.2448,-0.5924,
urat1_active,-1.1645,-0.1678,
urat1_active,-0.0417,-0.6084,
urat1_active,-1e-04,-0.6336,
urat1_active,-0.1754,-0.6192,
urat1_active,-1.13,-0.8006,
urat1_active,-1.1277,-0.9929,
urat1_active,-1.0031,-1.0143,
urat1_active,-0.9903,-1.1359,
urat1_active,-0.7929,-1.2558,
urat1_active,-1.0958,-1.2598,
urat1_active,-1.0064,-1.2133,
urat1_active,-0.9936,-1.3349,
urat1_active,-1.0235,-1.4081,
urat1_active,-0.8671,-1.2742,
urat1_active,4.8964,0.2363,
urat1_active,-0.8111,-1.5344,
urat1_active,-0.1338,-1.1241,
urat1_active,-0.1338,-1.0949,
urat1_active,-0.5259,-1.1694,
urat1_active,5.0923,0.0692,
urat1_active,-0.7028,-1.1521,
urat1_active,-0.4382,-0.6199,
urat1_active,-0.0988,-0.7523,
urat1_active,-0.7642,-0.7096,
urat1_active,4.9757,0.1734,
urat1_active,2.0379,0.0842,
urat1_active,1.8553,0.1455,
urat1_active,3.8716,0.0713,
urat1_active,5.0664,0.2765,
urat1_active,-0.8086,-1.3285,
urat1_active,-0.8385,-1.4017,
urat1_active,-0.5279,-1.3222,
urat1_active,-0.9736,-0.6721,
urat1_active,-0.7947,-1.3247,
urat1_active,-0.7838,-1.3889,
urat1_active,0.8765,0.2789,
urat1_active,5.3191,0.2167,
urat1_active,4.9767,0.0369,
urat1_active,0.2685,-1.9198,
urat1_active,0.2386,-1.993,
urat1_active,-0.5144,-1.126,
urat1_active,-1.2216,-1.6095,
urat1_active,-0.1258,-1.3091,
urat1_active,-0.8602,-1.7262,
urat1_active,-0.8158,-1.5978,
urat1_active,-0.5179,-1.3836,
urat1_active,-0.8087,-1.3099,
urat1_active,-0.916,-1.4968,
urat1_active,-0.7016,-1.3436,
urat1_active,-0.8469,-1.523,
urat1_active,-0.803,-1.7194,
urat1_active,-0.8329,-1.7926,
urat1_active,-0.7788,-1.459,
urat1_active,-0.8401,-1.8382,
urat1_active,-0.3872,-1.5503,
urat1_active,-0.2982,-1.0571,
urat1_active,-0.6833,-1.4623,
urat1_active,-0.6397,-1.4265,
urat1_active,-0.5625,-1.5359,
urat1_active,-0.451,-1.617,
urat1_active,-0.7936,-1.5652,
urat1_active,-0.6649,-1.4772,
urat1_active,-0.5224,-1.713,
urat1_active,-0.1088,-1.2903,
urat1_active,-0.7988,-1.579,
urat1_active,-0.786,-1.7006,
urat1_active,-1.0702,-1.8134,
urat1_active,-0.9546,-1.65,
urat1_active,-0.8031,-1.4026,
urat1_active,-0.833,-1.4758,
urat1_active,0.0245,-0.8414,
urat1_active,-0.0357,-1.342,
urat1_active,0.1807,-0.6443,
urat1_active,3.9458,0.1789,
urat1_active,-0.0264,-0.9975,
urat1_active,0.2369,-0.896,
urat1_active,2.0885,-0.1121,
urat1_active,1.5648,-0.3,
urat1_active,0.1366,-0.8787,
urat1_active,0.1672,-0.8102,
urat1_active,0.2276,-1.0152,
urat1_active,0.2649,-1.0867,
urat1_active,0.3842,-0.9066,
urat1_active,0.377,-0.9669,
urat1_active,0.0782,-1.421,
urat1_active,0.0702,-0.82,
urat1_active,0.1197,-0.9318,
urat1_active,0.1721,-0.9418,
urat1_active,0.2658,-0.7693,
urat1_active,0.3207,-0.8978,
urat1_active,0.1513,-0.7191,
urat1_active,0.2201,-0.9189,
urat1_active,0.3246,-0.8177,
urat1_active,0.1756,-0.7824,
urat1_active,0.0576,-0.753,
urat1_active,0.1056,-0.8349,
urat1_active,0.071,-0.7799,
urat1_active,0.2961,-0.2538,
urat1_active,0.2057,-0.1701,
urat1_active,-0.0583,-0.1371,
urat1_active,0.397,-0.3387,
urat1_active,0.1897,-0.1837,
urat1_active,0.1732,-0.1772,
urat1_active,0.1104,-0.5624,
urat1_active,0.368,-0.4858,
urat1_active,5.3958,0.1712,
urat1_active,2.0097,-0.0283,
urat1_active,5.2977,0.0954,
urat1_active,5.1622,0.2845,
urat1_active,5.103,0.2391,
urat1_active,1.9003,-0.1373,
urat1_active,1.8223,0.1232,
urat1_active,2.0371,-0.0106,
urat1_active,1.95,-0.1279,
urat1_active,2.435,-0.0173,
urat1_active,2.9636,-0.2273,
urat1_active,5.5022,0.1251,
urat1_active,5.3642,0.2482,
urat1_active,5.1982,-0.1689,
urat1_active,5.44,0.1102,
urat1_active,5.3644,0.0819,
urat1_active,5.3081,0.0997,
urat1_active,5.3839,0.0744,
urat1_active,5.4811,0.1141,
urat1_active,5.3724,0.0986,
urat1_active,5.1585,0.2788,
urat1_active,5.1461,0.4384,
urat1_active,5.3771,0.2018,
urat1_active,5.2155,0.2637,
urat1_active,5.2805,0.13,
urat1_active,5.3281,0.0999,
urat1_active,5.1778,0.2311,
urat1_active,5.2708,0.3418,
urat1_active,4.8945,0.5191,
urat1_active,5.212,-0.1762,
urat1_active,5.1991,-0.1489,
urat1_active,5.5346,0.1268,
urat1_active,5.5408,0.1276,
urat1_active,5.4161,0.1126,
urat1_active,5.3738,0.0486,
urat1_active,5.338,0.0977,
urat1_active,5.296,0.0966,
urat1_active,5.3337,0.3316,
urat1_active,5.5926,0.0975,
urat1_active,5.3115,0.1041,
urat1_active,5.3722,0.2478,
urat1_active,5.3101,0.1163,
urat1_active,5.1745,0.2451,
urat1_active,5.2567,0.2665,
urat1_active,5.3225,0.0724,
urat1_active,5.1586,0.2497,
urat1_active,5.0692,-0.0084,
urat1_active,5.3512,-0.0559,
urat1_active,5.2501,-0.1832,
urat1_active,5.252,-0.177,
urat1_active,5.1807,-0.0168,
urat1_active,5.084,-0.0071,
urat1_active,5.0237,-0.149,
urat1_active,5.0482,0.0104,
urat1_active,5.2617,-0.2469,
urat1_active,5.1047,-0.0606,
urat1_active,5.0314,-0.0008,
urat1_active,5.4173,0.204,
urat1_active,5.039,0.4331,
urat1_active,5.3694,0.1731,
urat1_active,4.9964,0.6145,
urat1_active,5.3682,0.119,
urat1_active,5.3734,0.2178,
urat1_active,4.1287,-0.3015,
urat1_active,0.8327,-0.9866,
urat1_active,0.104,0.7904,
urat1_active,-0.0973,-0.0873,
urat1_active,-0.0367,-0.5306,
urat1_active,0.2518,-0.7912,
urat1_active,0.2524,-0.7799,
urat1_active,0.2475,-0.7759,
urat1_active,0.8139,-1.4628,
urat1_active,0.6332,-1.676,
urat1_active,0.2269,-1.2216,
urat1_active,0.5981,-1.7545,
urat1_active,0.8473,-1.6039,
urat1_active,0.3971,-1.2813,
urat1_active,0.7286,-1.866,
urat1_active,0.2637,-1.6029,
urat1_active,0.7738,-1.3906,
urat1_active,0.6411,-1.7159,
urat1_active,1.9081,-0.9653,
urat1_active,1.515,-0.395,
urat1_active,2.9711,-0.901,
urat1_active,2.5781,-0.3307,
urat1_active,2.2343,-1.0623,
urat1_active,1.792,-0.8198,
urat1_active,0.4302,-1.1031,
urat1_active,0.6681,-0.958,
urat1_active,0.1827,-1.241,
urat1_active,0.8467,-1.1084,
urat1_active,0.9477,-1.0085,
urat1_active,0.77,-1.0333,
urat1_active,0.8556,-0.7774,
urat1_active,0.941,-1.0729,
urat1_active,1.0233,-0.9614,
urat1_active,0.6785,-1.1521,
urat1_active,0.5771,-1.7386,
urat1_active,0.4388,-1.8935,
urat1_active,0.7246,-2.2375,
urat1_active,0.8293,-2.1102,
urat1_active,0.8051,-2.0677,
urat1_active,0.8567,-2.0645,
urat1_active,0.8649,-1.9932,
urat1_active,1.7284,-0.1291,
urat1_active,5.3754,0.0621,
urat1_active,2.1751,-0.0777,
urat1_active,5.2251,0.1933,
urat1_active,5.1116,0.0432,
urat1_active,2.0829,-0.1986,
urat1_active,1.728,-0.0314,
urat1_active,1.4695,-0.0737,
urat1_active,1.9985,0.0851,
urat1_active,2.2196,-0.0719,
urat1_active,2.1326,-0.1892,
urat1_active,2.6176,-0.0786,
urat1_active,1.0043,-1.7076,
urat1_active,1.0288,-1.8934,
urat1_active,1.0216,-1.9005,
urat1_active,1.0216,-1.9005,
urat1_active,0.943,-2.0501,
urat1_active,1.0001,-1.9678,
urat1_active,1.0716,-1.9287,
urat1_active,1.0478,-1.9087,
urat1_active,1.0771,-1.8041,
urat1_active,0.989,-1.8275,
urat1_active,4.772,0.1035,
urat1_active,3.5887,-0.0516,
urat1_active,4.662,0.0306,
urat1_active,4.8329,0.0771,
urat1_active,4.1127,0.3393,
urat1_active,4.5585,0.2876,
urat1_active,5.3666,0.0408,
urat1_active,5.2024,0.2148,
urat1_active,5.106,0.1936,
urat1_active,5.2939,0.211,
urat1_active,5.5503,0.1167,
urat1_active,5.3473,0.2779,
urat1_active,5.2301,0.2901,
urat1_active,5.2748,0.0983,
urat1_active,5.0729,0.276,
urat1_active,4.3829,-0.2814,
urat1_active,4.0631,-0.3173,
urat1_active,4.1261,-0.1785,
urat1_active,4.1672,-0.0212,
urat1_active,4.4489,-0.0322,
urat1_active,4.486,-0.0734,
urat1_active,4.2362,0.2302,
urat1_active,4.5382,-0.077,
urat1_active,4.2544,-0.1696,
urat1_active,3.8655,-0.2788,
urat1_active,3.9601,0.1965,
urat1_active,3.9783,0.0793,
urat1_active,3.852,0.1005,
urat1_active,1.6137,-2.0254,
urat1_active,1.5511,-1.9356,
urat1_active,1.5756,-2.1214,
urat1_active,1.5684,-2.1285,
urat1_active,1.5684,-2.1285,
urat1_active,1.4908,-2.2863,
urat1_active,1.5469,-2.1958,
urat1_active,1.6184,-2.1567,
urat1_active,1.5956,-2.1448,
urat1_active,1.6401,-1.9749,
urat1_active,1.5519,-1.9983,
urat1_active,2.4976,-0.9468,
urat1_active,0.5621,-1.1929,
urat1_active,0.3544,-0.868,
urat1_active,0.1761,-1.0845,
urat1_active,1.5064,-0.0653,
urat1_active,5.2115,-0.0259,
urat1_active,1.7445,0.0516,
urat1_active,5.0732,-0.0716,
urat1_active,4.6065,-0.003,
urat1_active,5.2621,0.2422,
urat1_active,2.2665,0.3306,
urat1_active,-0.4698,-0.5276,
urat1_active,-0.5341,-0.3062,
urat1_active,-1.0187,-0.3156,
urat1_active,-0.222,-0.1054,
urat1_active,-0.5436,-0.2165,
urat1_active,-0.4698,0.0363,
urat1_active,-0.3378,-0.298,
urat1_active,-0.7181,-0.2762,
urat1_active,0.0136,-0.1539,
urat1_active,-0.1875,-0.0473,
urat1_active,-0.5301,-0.1643,
urat1_active,-0.5487,-0.0537,
urat1_active,-0.3428,-0.004,
urat1_active,-0.7232,-0.3152,
urat1_active,-0.6381,-0.0907,
urat1_active,-0.3441,-0.2634,
urat1_active,-0.0234,-0.1585,
urat1_active,-0.8555,-1.3412,
urat1_active,-0.3457,0.2685,
urat1_active,-0.8265,-0.6206,
urat1_active,-0.4195,0.1211,
urat1_active,-0.4247,0.0791,
urat1_active,-0.5969,-0.1582,
urat1_active,-0.3643,-0.1701,
urat1_active,-0.576,-0.1675,
urat1_active,-0.5444,-0.126,
urat1_active,-0.3941,-0.1335,
urat1_active,-0.7174,0.019,
urat1_active,-0.7181,-0.1453,
urat1_active,-0.6524,0.0446,
urat1_active,-0.5021,0.0371,
urat1_active,-0.3044,0.2922,
urat1_active,-0.154,0.2846,
urat1_active,-0.5383,0.0398,
urat1_active,-0.7377,-0.4316,
urat1_active,-0.747,-1.0737,
urat1_active,-0.6732,-0.821,
urat1_active,-0.6064,-1.0963,
urat1_active,-0.7592,-1.1656,
urat1_active,-0.685,-0.9263,
urat1_active,-0.3477,-1.1271,
urat1_active,-0.7154,-1.022,
urat1_active,-0.5865,-0.8579,
urat1_active,-0.5599,-1.0775,
urat1_active,-0.55,-0.1499,
urat1_active,-1.2617,-0.5009,
urat1_active,-1.317,-0.638,
urat1_active,-1.1547,-0.94,
urat1_active,-1.3463,-1.3174,
urat1_active,-1.2962,-0.8291,
urat1_active,-1.2846,-0.769,
urat1_active,-1.2843,-0.7297,
urat1_active,-1.0635,-1.3724,
urat1_active,-1.0378,0.1017,
urat1_active,-1.3793,-1.1675,
urat1_active,-0.9194,-0.7393,
urat1_active,-0.9463,-0.3879,
urat1_active,-0.4725,-0.6259,
urat1_active,-0.4341,-0.4132,
urat1_active,0.0493,-0.6035,
urat1_active,-0.5023,-0.7191,
urat1_active,-0.1671,-0.9381,
urat1_active,-0.445,-0.8701,
urat1_active,-0.2626,-0.9635,
urat1_active,-0.4399,-0.7847,
urat1_active,-0.4662,-0.6012,
urat1_active,-0.4655,-0.59,
urat1_active,-0.4032,-0.3477,
urat1_active,-0.6836,-0.4527,
urat1_active,-0.5706,-0.7425,
urat1_active,0.0897,-0.5525,
urat1_active,-0.3577,-0.7148,
urat1_active,-0.5514,-1.0168,
urat1_active,-0.3129,-0.7689,
urat1_active,-0.7177,-0.2599,
urat1_active,-0.3561,-0.9484,
urat1_active,-0.1667,-0.9123,
urat1_active,-0.3329,-1.2678,
urat1_active,-0.3258,-1.2607,
urat1_active,-0.3812,-1.0987,
urat1_active,-0.143,-0.959,
urat1_active,-0.6526,-1.2932,
urat1_active,-0.1629,-1.5201,
urat1_active,-0.315,-1.7321,
urat1_active,-0.3185,-1.6606,
urat1_active,-0.3077,-1.5395,
urat1_active,-0.3524,-1.2791,
urat1_active,-0.1215,-1.4522,
urat1_active,-0.2799,-1.6721,
urat1_active,-0.5909,-1.2769,
urat1_active,-0.429,-1.2742,
urat1_active,-1.0165,-1.141,
urat1_active,-0.9187,-0.8776,
urat1_active,-1.2994,-1.0496,
urat1_active,-0.9453,-1.1025,
urat1_active,-1.3578,-0.8119,
urat1_active,-1.064,-1.4239,
urat1_active,-0.9809,-1.2723,
urat1_active,-0.8832,-1.0089,
urat1_active,-1.2639,-1.1809,
urat1_active,-1.114,-0.2698,
urat1_active,-1.3332,-1.7755,
urat1_active,-0.6456,-1.3355,
urat1_active,-0.6654,-1.2354,
urat1_active,-1.2467,-1.3608,
urat1_active,-0.9692,-1.7783,
urat1_active,-1.3982,-1.5942,
urat1_active,-0.9668,-1.1836,
urat1_active,-0.869,-0.9202,
urat1_active,-1.2547,-1.8142,
urat1_active,-1.425,-1.2529,
urat1_active,-0.6034,-0.1819,
urat1_active,-0.493,-0.0549,
urat1_active,-0.362,-0.1014,
urat1_active,-0.4977,-0.3355,
urat1_active,-0.9293,-0.4186,
urat1_active,-0.9898,-1.7993,
urat1_active,-1.4187,-1.6152,
urat1_active,-1.2259,-1.6494,
urat1_active,-1.3735,-1.5173,
urat1_active,-1.0749,-1.478,
urat1_active,-0.6696,-0.2359,
urat1_active,-0.0852,-0.5759,
urat1_active,-0.131,-0.5823,
urat1_active,0.2169,-0.6092,
urat1_active,0.2204,-0.4382,
urat1_active,-0.1807,-0.8457,
urat1_active,-0.3433,-0.752,
urat1_active,0.2354,-0.7037,
urat1_active,0.1705,-0.8723,
urat1_active,-0.0339,-0.8681,
urat1_active,-0.4217,-1.1008,
urat1_active,-0.3705,-1.2763,
urat1_active,-1.0622,0.1295,
urat1_active,-0.8167,-1.1288,
urat1_active,-0.4278,-1.4165,
urat1_active,-0.7339,-1.5483,
urat1_active,-0.7367,-1.5928,
urat1_active,-0.7764,-0.947,
urat1_active,-0.5914,-0.7087,
urat1_active,-0.4199,-0.4646,
urat1_active,-0.471,0.0738,
urat1_active,-0.343,-1.0656,
urat1_active,-0.2811,-0.6744,
urat1_active,-0.3328,-0.8049,
urat1_active,-0.2642,-0.8266,
urat1_active,-0.2058,-0.8468,
urat1_active,-0.2891,-0.8558,
urat1_active,-0.3256,-0.9098,
urat1_active,-0.243,-0.5628,
urat1_active,-0.6135,-0.7349,
