pair,bindingdb_monomerid,inchikey,frozen_class_theta6_mixed,pA_mixed,pB_mixed,in_scored_panel_structure,in_chembl_map_structure,panel_pmid_overlap,unichem_status,n_pmids,independent_structure_and_literature,affinity_types
EGFR/HER2,50499001,BROYMMFRLLTITA-UHFFFAOYSA-N,dual,7.7212,7.7212,0,0,0,unichem_skipped_bulk,1,0,IC50;KI
EGFR/HER2,50499002,ZNCRTOWCSZYNSA-CJNGLKHVSA-N,dual,7.8861,7.8861,0,0,0,unichem_skipped_bulk,2,0,IC50;KI
EGFR/HER2,50499003,CETLUXCQLCEHTG-UHFFFAOYSA-N,dual,7.4685,7.4685,0,0,0,unichem_skipped_bulk,1,0,KI
EGFR/HER2,50499004,SHYWETJFHVMCJS-UHFFFAOYSA-N,dual,7.284,7.284,0,0,0,unichem_skipped_bulk,1,0,KI
EGFR/HER2,50499005,SPPAJTSZHAHTMB-UHFFFAOYSA-N,dual,7.5686,7.5686,0,0,0,unichem_skipped_bulk,1,0,KI
EGFR/HER2,50499006,ISEOHVYXZDFSGA-UHFFFAOYSA-N,dual,6.7077,6.7077,0,0,0,unichem_skipped_bulk,1,0,KI
EGFR/HER2,50499007,LXWYQYPWFLGFEO-UHFFFAOYSA-N,dual,7.0605,7.0605,0,0,0,unichem_skipped_bulk,1,0,KI
EGFR/HER2,50499008,PBSKYLGNVPSCSA-UHFFFAOYSA-N,dual,6.821,6.821,0,0,0,unichem_skipped_bulk,1,0,KI
EGFR/HER2,50499009,YFJUAMUPMFOZBJ-UHFFFAOYSA-N,dual,7.1487,7.1487,0,0,0,unichem_skipped_bulk,1,0,KI
EGFR/HER2,50499010,FYQBREXHKBTBID-UHFFFAOYSA-N,dual,7.4202,7.4202,0,0,0,unichem_skipped_bulk,1,0,KI
EGFR/HER2,50499473,RDSWLPZCLDNNGF-GDOKVMMWSA-N,dual,6.1427,6.1427,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499475,YDLFWSMRIADRFF-XODNFHPESA-N,neither,5.8894,5.8894,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499476,GUNGLHVTYBPXSV-KIBLKLHPSA-N,neither,4.9367,4.9367,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499477,AWHHCFVTKDJWJG-APXRIWSKSA-N,neither,5.3645,5.3645,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499478,ACZNHAVSSIJYSL-BHGWPJFGSA-N,dual,6.2441,6.2441,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499479,ZOONTTAYNCWDMZ-RWPZCVJISA-N,neither,5.2464,5.2464,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499480,WAKJUVVCBMKQMA-OIYVWTTASA-N,dual,6.1024,6.1024,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499481,KZHQKWMOZSKZCE-DXXCQSNFSA-N,neither,5.6003,5.6003,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499482,DJNKMGAGSHHRKZ-LTXFQSEHSA-N,neither,5.6234,5.6234,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499483,ONZJVLAOVOQGTB-XKJRVUDJSA-N,neither,5.644,5.644,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499484,JMURYEMKBCTGOW-RFIBRHTFSA-N,dual,6.1192,6.1192,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499485,VNXHLXXQPIDCEK-MAQKOMCASA-N,neither,5.6289,5.6289,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499486,ADCPOYAOTABVFQ-TVHRLVRESA-N,dual,6.1675,6.1675,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50499487,HANZLWXIEJCPRN-BHGWPJFGSA-N,neither,5.821,5.821,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50500089,NLSNSCBPWXRRPL-UHFFFAOYSA-N,dual,8.3872,7.9208,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50500090,RSNNOUWADQQHGE-UHFFFAOYSA-N,dual,8.301,7.9586,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50507316,PXGDIYNZVLBJPI-UHFFFAOYSA-N,dual,8.8539,8.6778,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50507319,JBSDBYXRHGAOIT-UHFFFAOYSA-N,dual,9.5229,8.0177,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50508279,AHSHLCHRUOLDSB-VQHVLOKHSA-N,dual,7.0362,7.2291,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50508283,CYQSRZQWLBOOCC-BQYQJAHWSA-N,dual,8.8239,7.9586,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50509084,ZITKTAJHKVYGTC-ZZXKWVIFSA-N,neither,4.6778,4.678,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50509085,HXXOFJVFKMAZGM-BAQGIRSFSA-N,neither,4.4225,4.421,1,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50509086,BGQVVTJSMBYUHC-QPJJXVBHSA-N,neither,4.7328,4.7338,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50509088,NRBHFTJDRVHSST-WTKPLQERSA-N,neither,4.3516,4.421,1,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50510133,XYNOVGMRAYSMEO-UHFFFAOYSA-N,neither,5.0,4.6198,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518523,SUMLGNXNNUFULV-UHFFFAOYSA-N,dual,8.0969,7.0458,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518524,AFWYYXKXLMISDO-UHFFFAOYSA-N,dual,7.8239,6.8013,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518525,IWDPHKMXZATXEI-UHFFFAOYSA-N,dual,8.3979,6.6799,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518526,IJHIBLXDVDXQDY-UHFFFAOYSA-N,dual,8.301,6.6737,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518527,FXZXGCSIPRGRIG-UHFFFAOYSA-N,dual,7.9208,6.3487,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518528,RFSXIPRAZZPVFM-UHFFFAOYSA-N,dual,8.3979,7.1739,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518529,QKTKDJIEUPRNOB-UHFFFAOYSA-N,dual,7.9208,7.1079,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518530,RPRAZNCIOCLZNW-UHFFFAOYSA-N,dual,8.2218,6.6737,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518531,GPRREFHLBPUWFY-UHFFFAOYSA-N,dual,7.585,6.327,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518532,HPDMZZRKXWZKHV-UHFFFAOYSA-N,dual,7.9208,6.6478,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50518533,DFDUYVRHGNUQHL-UHFFFAOYSA-N,dual,8.3979,7.2676,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50520589,GDRLJBDXWDATLA-UHFFFAOYSA-N,dual,8.699,7.4318,0,0,0,unichem_skipped_bulk,1,0,EC50;IC50
EGFR/HER2,50528843,MFRSLBCAYUHKEI-UHFFFAOYSA-N,neither,5.3625,5.6421,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50528844,LLEGONWDLMTBGZ-UHFFFAOYSA-N,neither,4.6319,5.1574,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50534722,JKIVVKXQGRWKDP-NSCUHMNNSA-N,dual,8.0458,6.1713,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50534724,JMIAHUUVJVWQPL-ONEGZZNKSA-N,dual,8.5229,6.6021,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50534725,OJZOATKRUUBXBM-SNAWJCMRSA-N,dual,8.3979,6.4634,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50534726,HHTCQPURTHSGTL-NSCUHMNNSA-N,dual,8.301,6.4724,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50534733,RJZUVQHBSXINFT-GQCTYLIASA-N,dual,8.5229,6.4157,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50534734,JWMBDFBXVNJSMO-OWOJBTEDSA-N,dual,8.1549,6.0017,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50535309,QRYCUSXBKIUASA-UHFFFAOYSA-N,dual,7.0757,6.983,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50535314,KOFUQOSYLNBEDS-UHFFFAOYSA-N,dual,6.8327,7.1938,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50535325,ZORWAVAQHOXTHK-UHFFFAOYSA-N,dual,7.1549,7.2676,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50536675,QNABDSWBQJKBHK-UHFFFAOYSA-N,neither,5.9586,4.4559,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50536679,LYADGAGFYYXXIO-ZWKOTPCHSA-N,dual,6.4685,6.0,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50539773,FUCZYDBKFNOERW-UHFFFAOYSA-N,dual,8.6198,7.7959,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50545277,HAZSHDZWYBFNQU-ZZXKWVIFSA-N,dual,8.2218,7.9208,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50545278,LSCYWBZWOOITKQ-GORDUTHDSA-N,dual,8.1549,7.9208,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50545281,ZZCPVBCYUULJEG-QPJJXVBHSA-N,dual,8.1549,8.3979,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50545284,BTVYACKHYXUQPH-RMKNXTFCSA-N,dual,8.0969,8.3979,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50547247,GOAJIFLFYKGQGD-UHFFFAOYSA-N,dual,10.0969,7.9586,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50547248,CBHNKMDPARMMCD-UHFFFAOYSA-N,dual,9.699,7.9586,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50547249,FFMBLUIQUJAMEE-UHFFFAOYSA-N,dual,10.0458,7.8239,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50547250,ZVCRDGKVDBJYMB-UHFFFAOYSA-N,dual,10.1549,7.8539,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50547257,SNPHORMIAYSVQZ-UHFFFAOYSA-N,dual,8.0655,7.6778,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50547258,QRJKAQZHNICDSB-UHFFFAOYSA-N,dual,8.0706,7.585,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50548085,RSNDESFUJYJZCD-UHFFFAOYSA-N,dual,6.7305,6.5952,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50555575,RRMJMHOQSALEJJ-UHFFFAOYSA-N,dual,8.5686,6.3595,0,0,0,unichem_skipped_bulk,3,0,IC50;KI
EGFR/HER2,50559908,VYZQSAKXLMEDCB-UHFFFAOYSA-N,dual,6.699,6.5719,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50559921,KPZGJWPPVXZLDN-UHFFFAOYSA-N,dual,7.4815,7.3872,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562883,HWBDLOPOEYLRKK-UHFFFAOYSA-N,dual,9.4685,7.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562884,QYNJVRUBTKSLBX-UHFFFAOYSA-N,dual,9.4437,8.0969,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562885,ATEKSUDRIVWTTK-UHFFFAOYSA-N,dual,9.3565,7.7959,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562886,DUPJQTWIYRCOHX-UHFFFAOYSA-N,dual,9.4815,8.2676,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562887,NYYMSVYTUYTODA-UHFFFAOYSA-N,dual,9.4559,8.2441,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562888,SFSNVFCNLQLQLX-UHFFFAOYSA-N,dual,9.4559,8.1367,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562889,WUOFCZPJKYPFBV-UHFFFAOYSA-N,dual,8.9586,8.4318,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562890,RXCJZPBISMXQDN-UHFFFAOYSA-N,dual,8.7447,8.4318,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562891,SSAKQDBVDKDWIF-UHFFFAOYSA-N,dual,8.8239,8.4202,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50562892,WRUDTZAASVCWAT-QDLOVBKTSA-N,dual,9.4949,8.2076,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50563091,KJUSPADQYSCMML-KQWNVCNZSA-N,neither,5.7242,4.9504,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50563092,WQBUHXFDAFUDSU-HAVVHWLPSA-N,dual,6.1831,6.0595,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50563093,MNWJWKDCHCZKMV-LFVJCYFKSA-N,dual,6.3747,6.1979,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50563094,GGKMDRBWPANQRX-LFVJCYFKSA-N,dual,6.644,6.0625,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50573222,FWTKVRZMQJINSD-UHFFFAOYSA-N,neither,5.7055,5.1255,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50587894,LBSCIFOFCMWXSU-UHFFFAOYSA-N,dual,6.7447,6.6021,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50588981,ARNUOBFNWJKPHJ-UHFFFAOYSA-N,dual,6.699,6.7696,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50589186,NNGVMERLTTVLQP-UKPAFZAXSA-N,A_only,6.0088,5.3619,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50589191,KZMQPYCXSAGLTB-ZWUNQBBJSA-N,A_only,6.4342,5.9662,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50590833,PGZHYLDDJOVDMW-UHFFFAOYSA-N,dual,6.7447,6.8356,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50590834,VNEUERRAUAGHGO-UHFFFAOYSA-N,dual,6.3468,6.6126,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50590835,OJCVSCAUEKBQAE-UHFFFAOYSA-N,dual,6.8153,6.9666,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50590836,MSIRVCGEZTUEOG-UHFFFAOYSA-N,dual,6.6091,6.4473,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50590837,ADWBIWIWVFJDMV-UHFFFAOYSA-N,dual,6.9136,7.1079,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50590838,TXZRYLZHQIMGPZ-UHFFFAOYSA-N,dual,6.3778,6.9172,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50594746,PZWSKESWDIFAFK-MUKMJDFVSA-N,dual,7.6778,7.0555,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50595925,JUGSLZCFNSTKBN-UHFFFAOYSA-N,dual,8.5229,6.5376,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50596438,HGYLDYXQKAISMX-UHFFFAOYSA-N,neither,4.5229,4.699,0,0,0,unichem_skipped_bulk,1,0,KD
EGFR/HER2,50600224,CGEKRZYOLHWYJC-STQMWFEESA-N,dual,9.5229,8.2147,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50600228,STTAPQNGVRKNPQ-CQSZACIVSA-N,dual,9.4685,6.8182,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50604104,ATUXFPJRTSKHFB-UHFFFAOYSA-N,dual,9.4202,8.4559,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50604105,WTWFBKFNVCFROY-UHFFFAOYSA-N,dual,9.1427,7.1249,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50604482,ZJLGUUXMOOWUTC-HSTAZWAASA-N,dual,8.6383,8.7696,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604483,XKPNZYKHLRMXRP-CPSHHHPTSA-N,dual,8.5528,8.8539,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604484,YSTSGFGNZVLCQE-VMLCMGRWSA-N,dual,8.6383,8.1938,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604485,HGURWXVQNCHCIP-CPSHHHPTSA-N,dual,9.0,8.6198,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604486,RKUXMYUMMSWVGH-CPSHHHPTSA-N,dual,8.9586,8.9586,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604487,UYWHKGJSHFOELO-CPSHHHPTSA-N,dual,7.6383,8.2007,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604488,BQKAPRHCWWQTIM-PDEZOQIOSA-N,dual,7.0655,8.1367,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604489,LLRHFPTXSRUXGC-ZLQZBKBYSA-N,dual,7.9208,7.7959,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604490,BQKAPRHCWWQTIM-PHZXFRFISA-N,dual,7.4949,8.4685,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604491,BQKAPRHCWWQTIM-OKFCBPFISA-N,dual,7.585,8.4318,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604492,ZYLWPLCMORTKOJ-UHFFFAOYSA-N,dual,8.0177,8.3872,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604493,BQKAPRHCWWQTIM-OERAWDQMSA-N,dual,8.0915,9.7959,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604494,RCXKACUHTAVIBD-ZQAUEJBPSA-N,dual,8.8539,8.7696,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604495,ZNRSOAIMVVRTJR-UHFFFAOYSA-N,dual,8.8239,8.7212,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604496,ZOLXNVOLRGVYNI-BWAMLYQTSA-N,dual,8.5086,7.9586,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604497,LYIUENVBACZSCL-TYOLEZHBSA-N,dual,8.9208,8.8539,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604498,HQXNBLABUXMVOL-SNAWJCMRSA-N,dual,7.6778,7.2076,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604499,FHOMWNVSSMYQJF-SNAWJCMRSA-N,dual,8.6778,8.5376,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50604500,LRPCGYUQHZRYLM-ONEGZZNKSA-N,dual,6.9586,8.585,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50606474,UGEGMLHKJYPRKJ-JLHYYAGUSA-N,dual,7.1079,7.1805,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50606475,XGSCWZVQRNHENL-RMKNXTFCSA-N,neither,5.9208,5.4685,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50606784,IBVURLSKTNUMDI-UHFFFAOYSA-N,dual,9.3279,9.8539,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50611357,SCSKESFIGNPXKD-SFHVURJKSA-N,dual,7.1871,7.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50613683,SQUSZMTZUQQFKO-UHFFFAOYSA-N,A_only,7.3565,5.059,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50613848,NAUMQOWVCNOPGB-INIZCTEOSA-N,dual,10.2757,9.0177,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50613861,WAYSVGLDKMEZLH-KRWDZBQOSA-N,dual,10.5686,8.8539,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50625067,CMFVTAHMZDUCJB-GOSISDBHSA-N,dual,6.1475,6.6596,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50636262,MOOWKXDYPKYTBJ-UHFFFAOYSA-N,neither,4.7142,4.0079,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50636824,SVLLKLFGGWAXTK-OKHPUOTASA-N,dual,8.2218,7.5086,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637130,BCCINWGAZNJYCR-QGZVFWFLSA-N,B_only,5.5776,6.7375,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637131,UYXYRAKKUCLNAF-GOSISDBHSA-N,B_only,5.8551,7.2291,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637132,YWLLSMLBQPKZPY-LJQANCHMSA-N,dual,6.1319,7.3872,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637133,XSSFJJGTQLRBOH-HXUWFJFHSA-N,B_only,5.9136,7.0,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637148,MPYNTRISUCALTC-HXUWFJFHSA-N,B_only,5.333,6.7959,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637149,UOLDQEKGGZFSIN-UHFFFAOYSA-N,B_only,5.6684,7.2757,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637155,HIWJANFZFXOFCC-BTZRARBUSA-N,B_only,5.3802,6.6696,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637158,JHULSUDSBNZWAW-AERCQKQUSA-N,B_only,5.3384,7.0757,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637161,SPDLQTAUFKKTCR-PMOLBWCYSA-N,B_only,5.3388,7.3098,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637527,ULFOIIHWEYKPTD-QPOHXWRMSA-N,dual,6.8239,6.8239,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637528,LVVDGEBSLLMNFJ-HNVKGOKNSA-N,dual,6.8239,6.8239,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637529,ROCVMGQMCFWESV-UYBIQSCLSA-N,dual,6.8239,6.8239,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637530,NCSULLSYUMTAPU-BCYQGVSMSA-N,dual,6.6576,6.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637531,BSCKTSVCAUOGJB-FAXVRMPLSA-N,dual,6.6576,6.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637532,KBUPLFGNIRSTAA-SBGCJBKISA-N,dual,6.6576,6.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637533,BCZQZBBZZFKYMZ-SBGCJBKISA-N,dual,6.6576,6.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637534,SEVNHZWJNJZYCE-BCYQGVSMSA-N,dual,6.6576,6.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637535,CMTQODNCOCBAEG-FAXVRMPLSA-N,dual,6.6576,6.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50637536,JPSJPPZPXIVVJV-SBGCJBKISA-N,dual,6.6576,6.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50640776,OPHDFABOUWVUBL-UHFFFAOYSA-N,A_only,6.6162,5.2725,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643837,RPEVJAKUNSLTDG-SOFGYWHQSA-N,dual,9.2676,7.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643838,DILPWWRXPRYDEA-XYOKQWHBSA-N,dual,8.5376,8.5686,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50643839,NLSULBLCONKOIY-YRNVUSSQSA-N,dual,8.5376,8.4815,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643840,RZKSNYDZEBHGRR-VQHVLOKHSA-N,dual,7.3979,7.9586,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643841,CRLFCKNBDNTEBA-YRNVUSSQSA-N,dual,8.5376,8.7959,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643842,JFAWJVBCLVAICC-HHTJIARGSA-N,dual,7.8539,8.2218,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643843,VJPOWWGOZASADR-BZQTUJPJSA-N,dual,8.0,8.3098,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643844,FAYNMSGELVYJGD-WVKUQPHVSA-N,dual,7.2366,8.041,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643845,LHMPUXRYZHNWOO-SCUOOLIXSA-N,dual,8.2366,8.3279,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643846,GFQMYECKUFYUSH-KPKJPENVSA-N,dual,8.9586,8.1024,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643847,YBNQRDJFYLHMJK-IZZDOVSWSA-N,dual,8.8861,8.7959,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643849,JXWQISPUKBAERI-IZZDOVSWSA-N,dual,8.2757,7.8239,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643850,MPDCIBAUKILEGO-XCAQINLVSA-N,dual,7.9586,7.9586,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643851,HJPASCBASAXJFI-SCUOOLIXSA-N,dual,8.0757,7.8239,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643854,DUQNNMZVFABECU-QPJJXVBHSA-N,dual,8.8239,6.5214,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643855,XHZSUEXQZOQCLO-ONEGZZNKSA-N,dual,9.7959,7.284,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,50643856,MIHHASRXEFINIJ-FNORWQNLSA-N,dual,8.8539,8.7959,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,50643857,YBZNHFHVVZMUSP-QPJJXVBHSA-N,dual,7.4949,8.3565,0,0,0,unichem_skipped_bulk,1,0,IC50
