panel_id,molecule_chembl_id,class,pchembl_MCL1,pchembl_BCL2L1,smiles,inchi_key,murcko_scaffold,seed,docked,note
MXD001,CHEMBL2312483,dual,7.82,7.37,O=C1N=C2C(=C1NCCCc1ccccc1)c1ccc(N3CCSCC3)c3cccc2c13,UIMDYSCARYVYQT-UHFFFAOYSA-N,O=C1N=C2C(=C1NCCCc1ccccc1)c1ccc(N3CCSCC3)c3cccc2c13,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD012,CHEMBL1272170,dual,7.6,6.38,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3C(C)C)C2=O)C(=O)c2cc(O)c(O)c(C(C)C)c2C1=O,GYYXKPBLWDDQQK-UHFFFAOYSA-N,O=C1C=C(C2=CC(=O)c3ccccc3C2=O)C(=O)c2ccccc21,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD013,CHEMBL2312484,dual,7.3,6.78,CCCCNC1=C2C(=NC1=O)c1cccc3c(Sc4ccc(N)cc4)ccc2c13,SGWMAESMAPTEEP-UHFFFAOYSA-N,O=C1C=C2C(=N1)c1cccc3c(Sc4ccccc4)ccc2c13,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD014,CHEMBL1824813,dual,6.66,6.75,O=C(NS(=O)(=O)c1ccc(OCc2ccccc2)cc1)c1cccc(-c2cc(Cl)cc(Cl)c2)c1,JLDFZMSMBZVCGO-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(OCc2ccccc2)cc1)c1cccc(-c2ccccc2)c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD015,CHEMBL541004,dual,6.11,6.07,Cc1cc2c(C(=O)NCC3CCCCC3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NCC3CCCCC3)c(O)c(O)cc2c1O,OQQWENIODLCZHS-UHFFFAOYSA-N,O=C(NCC1CCCCC1)c1cccc2cc(-c3ccc4c(C(=O)NCC5CCCCC5)cccc4c3)ccc12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD016,CHEMBL2312481,dual,7.1,6.77,CCCCNC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13,VWXKRYCZXIHSPX-UHFFFAOYSA-N,O=C1C=C2C(=N1)c1cccc3c(N4CCSCC4)ccc2c13,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD017,CHEMBL3780803,dual,7.1,6.77,Cc1cc(Oc2ccc(N(CC(C)C)S(=O)(=O)c3cc(C(=O)O)c(O)c4ccccc34)cc2)cc(C)c1Cl,MVJAELKNEUGDEQ-UHFFFAOYSA-N,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1cccc2ccccc12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD018,CHEMBL1269012,dual,6.68,6.8,CCc1ccc(CCNC(=O)c2c(O)c(O)cc3c2C(=O)C(C)=C(C2=C(C)C(=O)c4c(cc(O)c(O)c4C(=O)NCCc4ccc(CC)cc4)C2=O)C3=O)cc1,UVTWLAHKJHMFIG-UHFFFAOYSA-N,O=C(NCCc1ccccc1)c1cccc2c1C(=O)C=C(C1=CC(=O)c3c(C(=O)NCCc4ccccc4)cccc3C1=O)C2=O,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD019,CHEMBL2312475,dual,7.12,6.79,CCCCCCNC1=C2C(=NC1=O)c1cccc3c(Oc4ccc(C(C)C)cc4)ccc2c13,XWZAPHLZFDMUHL-UHFFFAOYSA-N,O=C1C=C2C(=N1)c1cccc3c(Oc4ccccc4)ccc2c13,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD020,CHEMBL541496,dual,6.23,6.92,CCc1ccc(CCNC(=O)c2c(O)c(O)cc3c(O)c(-c4c(C)cc5c(C(=O)NCCc6ccc(CC)cc6)c(O)c(O)cc5c4O)c(C)cc23)cc1,YZSWLOZYXMVNST-UHFFFAOYSA-N,O=C(NCCc1ccccc1)c1cccc2cc(-c3ccc4c(C(=O)NCCc5ccccc5)cccc4c3)ccc12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD021,CHEMBL1269077,dual,6.35,6.02,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3CCCc3ccccc3)C2=O)C(=O)c2cc(O)c(O)c(CCCc3ccccc3)c2C1=O,UHLVJEYCYRBSHE-UHFFFAOYSA-N,O=C1C(C2=CC(=O)c3c(CCCc4ccccc4)cccc3C2=O)=CC(=O)c2c(CCCc3ccccc3)cccc21,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD022,CHEMBL4465826,dual,7.26,10.1,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)CC)[C@@H](C)CC,DGGAFLMUGXDMNX-NHRYRXKOSA-N,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCCc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD023,CHEMBL3818394,dual,6.7,7.77,CCOC(=O)C1=C(C)N=c2s/c(=C\c3cn(Cc4ccc(-c5ccccc5)cc4)c4ccccc34)c(=O)n2C1c1ccccc1,UXLHUPGETZEDBZ-NVMPUMLXSA-N,O=c1c(=Cc2cn(Cc3ccc(-c4ccccc4)cc3)c3ccccc23)sc2n1C(c1ccccc1)C=CN=2,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXD024,CHEMBL3126120,dual,7.06,8.43,Cc1cc(C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN(C)C)CSc3ccccc3)c([N+](=O)[O-])c2)cc(C)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)nn12,NMAGOTOFXZWHKE-PGUFJCEWSA-N,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)cc1)c1ccc(-c2cccc3c(CCCOc4cccc5ccccc45)cnn23)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA001,CHEMBL3426322,A_only,6.77,5.13,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCCS3,WLXWGKQBHKCGOD-UHFFFAOYSA-N,c1ccc2c(OCCCc3cn4c5c(cccc35)SCCC4)cccc2c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA002,CHEMBL4878113,A_only,6.55,5.51,O=C(O)c1ccccc1-c1cccc2c1c(-c1cccc(C(F)(F)F)c1)cn2CCCOc1cccc2ccccc12,JVXSOXGWGXURMC-UHFFFAOYSA-N,c1ccc(-c2cccc3c2c(-c2ccccc2)cn3CCCOc2cccc3ccccc23)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA003,CHEMBL2314173,A_only,6.5,4.39,Cc1cc(OCCCc2c(C(=O)O)sc3ccccc23)cc(C)c1Cl,GFWMYYSJLSUPMD-UHFFFAOYSA-N,c1ccc(OCCCc2csc3ccccc23)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA004,CHEMBL3785689,A_only,8.25,5.35,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccnc(NCCC(C)C)c3)[nH]c3c(-c4c(C)nn(C)c4C)c(Cl)ccc23)cc(C)c1Cl,VNLUUSGOJIHLES-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccncc1)c1[nH]c2c(-c3cn[nH]c3)cccc2c1CCCOc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA005,CHEMBL4785269,A_only,6.25,5.96,N#CC1=C(NCCC(=O)NCc2ccccc2)c2ccc(Sc3ccc(Br)cc3)c3cccc(c23)C1=O,KELPOPKCIJFUJK-UHFFFAOYSA-N,O=C(CCNC1=CC(=O)c2cccc3c(Sc4ccccc4)ccc1c23)NCc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA006,CHEMBL5079843,A_only,6.03,5.77,O=C(NCCNS(=O)(=O)c1ccc(-c2ccccc2Oc2ccc(O)c(O)c2)s1)Nc1cc(Cl)cc(Cl)c1,ZINMDGXIPJQARJ-UHFFFAOYSA-N,O=C(NCCNS(=O)(=O)c1ccc(-c2ccccc2Oc2ccccc2)s1)Nc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA007,CHEMBL3736193,A_only,6.2,5.92,Cc1ccc(-c2ccc(O[C@H]3C[C@@H](C(=O)N[C@@H](Cc4ccc(Br)cc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)N(C(=O)OC(C)(C)C)C3)cc2)cc1,YGOVDIIZWUZYKF-NMUBOZGASA-N,O=C(NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccccc1)C1CC(Oc2ccc(-c3ccccc3)cc2)CN1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA008,CHEMBL3786327,A_only,8.92,5.96,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccnc(NCCc4ccccc4)c3)[nH]c3c(-c4c(C)nn(C)c4C)c(Cl)ccc23)cc(C)c1Cl,PLUDXXQQJHWPGO-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccnc(NCCc2ccccc2)c1)c1[nH]c2c(-c3cn[nH]c3)cccc2c1CCCOc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA009,CHEMBL3769721,A_only,8.68,5.05,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(c2cccc(C(=O)O)c2)C3=O)cc(C)c1Cl,YYPNZNHOMXJSFW-UHFFFAOYSA-N,O=C1c2c(CCCOc3ccccc3)c3cccc(-c4cn[nH]c4)c3n2CCCN1c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA010,CHEMBL4082941,A_only,9.51,4.96,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(c2cccc4c(C(=O)O)cccc24)C3=O)cc(C)c1Cl,HHCOJLNHWQAODR-UHFFFAOYSA-N,O=C1c2c(CCCOc3ccccc3)c3cccc(-c4cn[nH]c4)c3n2CCCN1c1cccc2ccccc12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA011,CHEMBL5078562,A_only,6.11,5.77,O=C(NCCNS(=O)(=O)c1cc(-c2ccccc2Oc2ccc(O)c(O)c2)cs1)Nc1cc(Cl)cc(Cl)c1,RMQMBSLIFCQDIG-UHFFFAOYSA-N,O=C(NCCNS(=O)(=O)c1cc(-c2ccccc2Oc2ccccc2)cs1)Nc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA012,CHEMBL1331211,A_only,6.75,5.11,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,WUGANDSUVKXMEC-UHFFFAOYSA-N,O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA013,CHEMBL5799891,A_only,6.77,5.1,Cc1cc(OCCCc2c(C)n(CCC(=O)O)c3cc(Cl)ccc23)cc(C)c1Cl,UUYVAOYUYASXRE-UHFFFAOYSA-N,c1ccc(OCCCc2c[nH]c3ccccc23)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA014,CHEMBL4067929,A_only,10.05,4.58,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(c2cn(C)c4ccc(C(=O)O)cc24)C3=O)cc(C)c1Cl,SNXZLJPTQJSGBF-UHFFFAOYSA-N,O=C1c2c(CCCOc3ccccc3)c3cccc(-c4cn[nH]c4)c3n2CCCN1c1c[nH]c2ccccc12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA015,CHEMBL5809497,A_only,7.96,5.03,Cc1cc(OCCCc2c(C)n(Cc3ccc(C(=O)O)o3)c3c(-c4c(C)n[nH]c4C)cccc23)cc(C)c1Cl,ICEXLHDKGSOHPY-UHFFFAOYSA-N,c1ccc(OCCCc2cn(Cc3ccco3)c3c(-c4cn[nH]c4)cccc23)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA016,CHEMBL3780576,A_only,6.31,5.22,CC(C)CN(c1ccc(OC(C)C)cc1)S(=O)(=O)c1cc(C(=O)O)c(O)c2ccccc12,SFFXOUFDPVQSKE-UHFFFAOYSA-N,O=S(=O)(Nc1ccccc1)c1cccc2ccccc12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA017,CHEMBL5975167,A_only,8.0,4.86,Cc1cc(OCCCc2c(C(=O)NCc3c[nH]c(C(=O)O)c3)[nH]c3c(-c4c(C)nn(C)c4C)cccc23)cc(C)c1Cl,IBUJCEDBLRPXMH-UHFFFAOYSA-N,O=C(NCc1cc[nH]c1)c1[nH]c2c(-c3cn[nH]c3)cccc2c1CCCOc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA018,CHEMBL4475729,A_only,6.24,5.18,O=C(O)c1cc(SCCc2ccccc2)ccc1NS(=O)(=O)N1CCN(c2ccccc2)CC1,DTSFWGSGVLNQNG-UHFFFAOYSA-N,O=S(=O)(Nc1ccc(SCCc2ccccc2)cc1)N1CCN(c2ccccc2)CC1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA019,CHEMBL3735206,A_only,6.28,5.66,CC(C)(C)OC(=O)N1C[C@@H](Oc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,DVYWYLGUYGYLRO-APGVRMINSA-N,O=C(NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccccc1)C1CC(Oc2ccc(-c3ccccc3)cc2)CN1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA020,CHEMBL5086378,A_only,6.31,4.48,O=C(O)CCc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,ALLMKXCUURSYGS-UHFFFAOYSA-N,O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA021,CHEMBL2314516,A_only,6.43,5.0,O=C(O)c1sc2ccccc2c1CCCOc1cccc2ccccc12,WEKMYYBVUYSISQ-UHFFFAOYSA-N,c1ccc2c(OCCCc3csc4ccccc34)cccc2c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA022,CHEMBL3771322,A_only,7.39,4.57,Cc1cc(OCCCc2c(C(=O)NCc3cc(C(=O)O)ccn3)[nH]c3c(-c4c(C)nn(C)c4C)cccc23)cc(C)c1Cl,PPKTYCPNQLWJFI-UHFFFAOYSA-N,O=C(NCc1ccccn1)c1[nH]c2c(-c3cn[nH]c3)cccc2c1CCCOc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA023,CHEMBL4860820,A_only,6.66,5.64,O=C(O)c1ccc(Cl)cc1-c1cccc2c1ccn2CCCOc1cccc2ccccc12,KGDQVKRMGYAUAI-UHFFFAOYSA-N,c1ccc(-c2cccc3c2ccn3CCCOc2cccc3ccccc23)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXA024,CHEMBL4868913,A_only,6.44,5.64,O=C(O)c1ccccc1-c1cccc2c1c(-c1cccc(Cl)c1)cn2CCOc1cccc2ccccc12,GDXJYLGTEXEMFT-UHFFFAOYSA-N,c1ccc(-c2cccc3c2c(-c2ccccc2)cn3CCOc2cccc3ccccc23)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB001,CHEMBL3900077,B_only,5.8,6.85,O=C(/C=C/c1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,BDOWOEXBFLRGBF-WOJGMQOQSA-N,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB002,CHEMBL376408,B_only,4.68,9.89,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],HPLNQCPCUACXLM-PGUFJCEWSA-N,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)cc1)c1ccc(N2CCN(Cc3ccccc3-c3ccccc3)CC2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB003,CHEMBL3342191,B_only,5.7,7.91,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCOc3ccc(-n4ncc5cncnc54)cc3)s1)CC2,AUSCDMYCFSINPV-UHFFFAOYSA-N,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1ncc(CCOc3ccc(-n4ncc5cncnc54)cc3)s1)CC2,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB004,CHEMBL4228713,B_only,5.69,7.85,CO[C@H]1CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,CSBKUBOVPUXFLO-MAVVKCOWSA-N,O=C(NS(=O)(=O)c1ccc(NCC2CCCCC2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1Oc1cnc2[nH]ccc2c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB005,CHEMBL3971226,B_only,5.16,6.5,O=C(CCc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,NNNSNOXNCDVQGR-UHFFFAOYSA-N,O=C(CCc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB006,CHEMBL3947409,B_only,5.4,6.48,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(C(=O)c2ccccc2)cc1,ZWNZDXMRVIGCFE-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)cc1)c1ccc(C(=O)c2ccccc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB007,CHEMBL3902269,B_only,5.27,6.54,O=C(/C=C/c1cccc(C(F)(F)F)c1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,SNSDYKQFGBFTKR-CXUHLZMHSA-N,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB008,CHEMBL3960600,B_only,5.77,6.29,O=C(/C=C/c1ccc(C(F)(F)F)cc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,UFAJKVWLOKHZLD-CAOOACKPSA-N,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB009,CHEMBL3342332,B_only,4.85,10.0,CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1,SOYCFODXNRVBTI-UHFFFAOYSA-N,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1ncc(CCCOc3ccccc3)s1)CC2,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB010,CHEMBL3960206,B_only,5.57,6.68,O=C(/C=C/c1ccc(Cl)cc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,HVFCPAJZPFPRJF-CAOOACKPSA-N,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
