pair,ligand,molecule_chembl_id,frozen_class,api_max_class,adjudicated_primary_only_class,api_max_A,api_max_B,primary_only_max_A,primary_only_max_B,arm_A_status,arm_B_status,flip_vs_api_max,flip_vs_frozen,model_eligible_primary_only
PIK3CA/mTOR,PM48_23,CHEMBL2058166,A_only,A_only,A_only,8.57,5.64,8.57,5.64,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_24,CHEMBL2017653,A_only,A_only,A_only,9.46,5.61,9.46,5.61,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_25,CHEMBL411907,A_only,A_only,A_only,10.0,5.51,10.0,5.51,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_26,CHEMBL3646543,A_only,A_only,A_only,8.4,5.32,8.4,5.32,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_27,CHEMBL3646517,A_only,A_only,A_only,8.7,5.27,8.7,5.27,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_28,CHEMBL2087493,A_only,A_only,A_only,8.76,5.24,8.76,5.24,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_29,CHEMBL3357868,A_only,A_only,A_only,8.4,5.11,8.4,5.11,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_30,CHEMBL2165191,A_only,A_only,A_only,7.1,5.1,7.1,5.1,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_31,CHEMBL1086377,A_only,A_only,A_only,8.4,5.0,8.4,5.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_32,CHEMBL4072637,A_only,A_only,A_only,8.22,4.54,8.22,4.54,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_33,CHEMBL600447,B_only,B_only,B_only,5.98,8.48,5.98,8.48,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_34,CHEMBL601661,B_only,B_only,B_only,5.93,9.72,5.93,9.72,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_35,CHEMBL3120215,B_only,B_only,B_only,5.89,8.4,5.89,8.4,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_36,CHEMBL594793,B_only,B_only,B_only,5.87,9.17,5.87,9.17,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_37,CHEMBL573202,B_only,B_only,B_only,5.74,9.8,5.74,9.8,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_38,CHEMBL590104,B_only,B_only,B_only,5.64,9.0,5.64,9.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_39,CHEMBL1945953,B_only,B_only,B_only,5.58,8.7,5.58,8.7,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_40,CHEMBL4279703,B_only,B_only,B_only,5.57,9.07,5.57,9.07,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_41,CHEMBL2418349,B_only,B_only,B_only,5.47,9.0,5.47,9.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_42,CHEMBL1801204,B_only,B_only,B_only,5.44,9.89,5.44,9.89,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_43,CHEMBL575539,B_only,B_only,B_only,5.39,8.72,5.39,8.72,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_44,CHEMBL1078983,B_only,B_only,B_only,5.05,8.6,5.05,8.6,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_45,CHEMBL1234815,neither,neither,neither,5.96,4.0,5.96,4.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_46,CHEMBL1241482,neither,neither,neither,4.0,4.0,4.0,4.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_47,CHEMBL1241485,neither,neither,neither,5.82,4.0,5.82,4.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_48,CHEMBL1241858,neither,neither,neither,4.0,5.5,4.0,5.5,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
