pair,ligand,molecule_chembl_id,frozen_class,group_id,n_documents,documents
AChE/BChE,AB_010,CHEMBL4749805,dual,G009,1,CHEMBL4732210
AChE/BChE,AB_011,CHEMBL4781117,dual,G010,1,CHEMBL4706588
AChE/BChE,AB_012,CHEMBL4212275,dual,G011,1,CHEMBL4190343
AChE/BChE,AB_013,CHEMBL80221,dual,G012,1,CHEMBL1130392
AChE/BChE,AB_014,CHEMBL4866930,dual,G013,1,CHEMBL4842362
AChE/BChE,AB_015,CHEMBL2064464,dual,G014,1,CHEMBL2062461
AChE/BChE,AB_016,CHEMBL273051,dual,G015,1,CHEMBL1141589
AChE/BChE,AB_017,CHEMBL3753850,dual,G016,1,CHEMBL3751805
AChE/BChE,AB_018,CHEMBL659,dual,G017,54,CHEMBL1135324;CHEMBL1135547;CHEMBL1139709;CHEMBL1141279;CHEMBL1142630;CHEMBL1146616;CHEMBL1148814;CHEMBL1149251;CHEMBL1150386;CHEMBL1150531;CHEMBL1152325;CHEMBL1155941;CHEMBL1156800;CHEMBL1158060;CHEMBL1221246;CHEMBL1649337;CHEMBL1667723;CHEMBL1781988;CHEMBL1909046;CHEMBL2016507;CHEMBL2157925;CHEMBL2311409;CHEMBL2380294;CHEMBL3045895;CHEMBL3124749;CHEMBL3351711;CHEMBL3351862;CHEMBL3585326;CHEMBL3596196;CHEMBL3769338;CHEMBL3826956;CHEMBL3871299;CHEMBL4007475;CHEMBL4138158;CHEMBL4138291;CHEMBL4145670;CHEMBL4316628;CHEMBL4330159;CHEMBL4342404;CHEMBL4351013;CHEMBL4673177;CHEMBL4673260;CHEMBL4765271;CHEMBL4837234;CHEMBL5029165;CHEMBL5113531;CHEMBL5233206;CHEMBL5360557;CHEMBL5584230;CHEMBL5729693;CHEMBL6092139;CHEMBL6103578;CHEMBL6121005;CHEMBL6153146
AChE/BChE,AB_019,CHEMBL3642049,dual,G018,1,CHEMBL3639238
AChE/BChE,AB_020,CHEMBL334395,dual,G019,1,CHEMBL1148382
AChE/BChE,AB_021,CHEMBL4535585,dual,G020,1,CHEMBL4359860
AChE/BChE,AB_022,CHEMBL2019044,dual,G021,1,CHEMBL2016543
AChE/BChE,AB_023,CHEMBL4207101,dual,G011,1,CHEMBL4190343
AChE/BChE,AB_024,CHEMBL5276955,dual,G022,1,CHEMBL5252548
AChE/BChE,AB_025,CHEMBL6150640,dual,G008,1,CHEMBL6092125
AChE/BChE,AB_026,CHEMBL1080386,dual,G017,2,CHEMBL1781988;CHEMBL5214927
AChE/BChE,AB_027,CHEMBL3326708,dual,G004,1,CHEMBL3352817
AChE/BChE,AB_028,CHEMBL1783515,dual,G023,1,CHEMBL1781893
AChE/BChE,AB_029,CHEMBL3985059,A_only,G024,1,CHEMBL3870312
AChE/BChE,AB_030,CHEMBL3425895,A_only,G025,1,CHEMBL4049393
AChE/BChE,AB_031,CHEMBL2419687,A_only,G026,1,CHEMBL2417380
AChE/BChE,AB_032,CHEMBL5281758,A_only,G027,1,CHEMBL5233266
AChE/BChE,AB_033,CHEMBL4283450,A_only,G028,1,CHEMBL4270563
AChE/BChE,AB_034,CHEMBL1773487,A_only,G029,1,CHEMBL1773070
AChE/BChE,AB_035,CHEMBL3952144,A_only,G030,1,CHEMBL3886513
AChE/BChE,AB_036,CHEMBL1773489,A_only,G029,1,CHEMBL1773070
AChE/BChE,AB_037,CHEMBL597794,A_only,G031,1,CHEMBL1157624
AChE/BChE,AB_038,CHEMBL599644,A_only,G031,1,CHEMBL1157624
AChE/BChE,AB_039,CHEMBL597188,A_only,G031,1,CHEMBL1157624
AChE/BChE,AB_040,CHEMBL222904,A_only,G032,1,CHEMBL1149275
AChE/BChE,AB_041,CHEMBL164,A_only,G033,2,CHEMBL1154681;CHEMBL3045386
AChE/BChE,AB_042,CHEMBL3910513,A_only,G024,1,CHEMBL3870312
AChE/BChE,AB_043,CHEMBL1678,A_only,G034,4,CHEMBL1150773;CHEMBL1833829;CHEMBL3351633;CHEMBL4020795
AChE/BChE,AB_044,CHEMBL3900968,A_only,G030,1,CHEMBL3886513
AChE/BChE,AB_045,CHEMBL206093,A_only,G035,1,CHEMBL1146079
AChE/BChE,AB_046,CHEMBL254016,A_only,G036,1,CHEMBL1152287
AChE/BChE,AB_047,CHEMBL4292477,A_only,G028,1,CHEMBL4270563
AChE/BChE,AB_048,CHEMBL3933395,A_only,G024,1,CHEMBL3870312
AChE/BChE,AB_049,CHEMBL378404,A_only,G035,1,CHEMBL1146079
AChE/BChE,AB_050,CHEMBL3093795,A_only,G037,1,CHEMBL3091342
AChE/BChE,AB_051,CHEMBL5280980,A_only,G027,1,CHEMBL5233266
AChE/BChE,AB_052,CHEMBL5566300,A_only,G038,1,CHEMBL5532757
AChE/BChE,AB_055,CHEMBL572532,A_only,G039,1,CHEMBL1154602
AChE/BChE,AB_057,CHEMBL3754694,B_only,G016,1,CHEMBL3751805
AChE/BChE,AB_058,CHEMBL3892118,B_only,G040,1,CHEMBL3861952
AChE/BChE,AB_059,CHEMBL5435599,B_only,G041,1,CHEMBL5331096
AChE/BChE,AB_060,CHEMBL224469,B_only,G042,1,CHEMBL1144481
AChE/BChE,AB_061,CHEMBL382207,B_only,G035,1,CHEMBL1146079
AChE/BChE,AB_062,CHEMBL543711,B_only,G043,1,CHEMBL1132590
AChE/BChE,AB_063,CHEMBL5590844,B_only,G044,1,CHEMBL5579820
AChE/BChE,AB_064,CHEMBL5283238,B_only,G045,1,CHEMBL5236653
AChE/BChE,AB_065,CHEMBL3818250,B_only,G046,1,CHEMBL3817754
AChE/BChE,AB_066,CHEMBL4640945,B_only,G047,1,CHEMBL4616657
AChE/BChE,AB_067,CHEMBL5428978,B_only,G041,1,CHEMBL5331096
AChE/BChE,AB_068,CHEMBL4085222,B_only,G048,1,CHEMBL4011587
AChE/BChE,AB_069,CHEMBL5411758,B_only,G049,1,CHEMBL5338756
AChE/BChE,AB_070,CHEMBL5178828,B_only,G050,1,CHEMBL5154805
AChE/BChE,AB_071,CHEMBL5170719,B_only,G051,1,CHEMBL5108043
AChE/BChE,AB_072,CHEMBL3822670,B_only,G052,1,CHEMBL3822387
AChE/BChE,AB_073,CHEMBL5201804,B_only,G051,1,CHEMBL5108043
AChE/BChE,AB_074,CHEMBL5184276,B_only,G050,1,CHEMBL5154805
AChE/BChE,AB_075,CHEMBL497755,B_only,G053,1,CHEMBL1150277
AChE/BChE,AB_076,CHEMBL4101886,B_only,G054,1,CHEMBL4024719
AChE/BChE,AB_077,CHEMBL5220560,B_only,G017,1,CHEMBL5214927
AChE/BChE,AB_078,CHEMBL5421921,B_only,G041,1,CHEMBL5331096
AChE/BChE,AB_079,CHEMBL4277879,B_only,G055,1,CHEMBL4251652
AChE/BChE,AB_080,CHEMBL4792208,B_only,G056,1,CHEMBL4765308
AChE/BChE,AB_081,CHEMBL3823197,B_only,G052,1,CHEMBL3822387
AChE/BChE,AB_082,CHEMBL5189830,B_only,G050,1,CHEMBL5154805
AChE/BChE,AB_083,CHEMBL4072478,B_only,G054,1,CHEMBL4024719
AChE/BChE,AB_084,CHEMBL3972214,B_only,G040,1,CHEMBL3861952
AChE/BChE,AB_085,CHEMBL3337471,neither,G057,1,CHEMBL3352241
AChE/BChE,AB_086,CHEMBL1801815,neither,G017,1,CHEMBL3769338
AChE/BChE,AB_087,CHEMBL344593,neither,G058,2,CHEMBL1136484;CHEMBL1145898
AChE/BChE,AB_088,CHEMBL4079345,neither,G059,1,CHEMBL4002588
AChE/BChE,AB_089,CHEMBL4792013,neither,G060,1,CHEMBL4680246
AChE/BChE,AB_090,CHEMBL5205468,neither,G061,1,CHEMBL5113467
AChE/BChE,AB_091,CHEMBL4787165,neither,G060,1,CHEMBL4680246
AChE/BChE,AB_092,CHEMBL4084714,neither,G062,1,CHEMBL3994591
AChE/BChE,AB_093,CHEMBL4874487,neither,G063,1,CHEMBL4825688
AChE/BChE,AB_094,CHEMBL4761179,neither,G060,1,CHEMBL4680246
AChE/BChE,AB_095,CHEMBL3407583,neither,G064,1,CHEMBL3407435
AChE/BChE,AB_096,CHEMBL4101703,neither,G062,1,CHEMBL3994591
AChE/BChE,AB_098,CHEMBL3335049,neither,G017,1,CHEMBL3351711
AChE/BChE,AB_099,CHEMBL3407584,neither,G064,1,CHEMBL3407435
AChE/BChE,AB_100,CHEMBL4788885,neither,G065,1,CHEMBL4765338
PIK3CA/PIK3CB,PAB_001,CHEMBL2322225,dual,G001,1,CHEMBL2321770
PIK3CA/PIK3CB,PAB_002,CHEMBL1950037,dual,G002,1,CHEMBL1949622
PIK3CA/PIK3CB,PAB_003,CHEMBL6030119,dual,G003,1,CHEMBL5728361
PIK3CA/PIK3CB,PAB_004,CHEMBL6018217,dual,G004,1,CHEMBL5726472
PIK3CA/PIK3CB,PAB_005,CHEMBL2165031,dual,G005,1,CHEMBL2163268
PIK3CA/PIK3CB,PAB_006,CHEMBL5781318,dual,G006,1,CHEMBL5725788
PIK3CA/PIK3CB,PAB_007,CHEMBL3799187,dual,G007,1,CHEMBL3797054
PIK3CA/PIK3CB,PAB_008,CHEMBL2165269,dual,G005,1,CHEMBL2163268
PIK3CA/PIK3CB,PAB_009,CHEMBL2165052,dual,G005,2,CHEMBL2163268;CHEMBL3638541
PIK3CA/PIK3CB,PAB_010,CHEMBL4167465,dual,G008,1,CHEMBL4152344
PIK3CA/PIK3CB,PAB_011,CHEMBL5929092,dual,G003,1,CHEMBL5728361
PIK3CA/PIK3CB,PAB_012,CHEMBL4864419,dual,G009,1,CHEMBL4823294
PIK3CA/PIK3CB,PAB_013,CHEMBL4165122,dual,G008,1,CHEMBL4152344
PIK3CA/PIK3CB,PAB_014,CHEMBL3318708,dual,G010,1,CHEMBL3352617
PIK3CA/PIK3CB,PAB_015,CHEMBL4176771,dual,G011,1,CHEMBL4145625
PIK3CA/PIK3CB,PAB_016,CHEMBL2165191,dual,G012,5,CHEMBL4831512;CHEMBL5444388;CHEMBL5446079;CHEMBL5465560;CHEMBL5678808
PIK3CA/PIK3CB,PAB_017,CHEMBL4297629,dual,G013,1,CHEMBL5500428
PIK3CA/PIK3CB,PAB_018,CHEMBL4853440,dual,G009,1,CHEMBL4823294
PIK3CA/PIK3CB,PAB_019,CHEMBL3408247,dual,G014,2,CHEMBL3407416;CHEMBL5725549
PIK3CA/PIK3CB,PAB_020,CHEMBL2322230,dual,G001,1,CHEMBL2321770
PIK3CA/PIK3CB,PAB_021,CHEMBL4166220,dual,G008,1,CHEMBL4152344
PIK3CA/PIK3CB,PAB_022,CHEMBL3799511,dual,G007,1,CHEMBL3797054
PIK3CA/PIK3CB,PAB_023,CHEMBL1796763,dual,G002,1,CHEMBL1949622
PIK3CA/PIK3CB,PAB_024,CHEMBL1082621,dual,G015,1,CHEMBL1158598
PIK3CA/PIK3CB,PAB_025,CHEMBL5723005,dual,G016,1,CHEMBL5715955
PIK3CA/PIK3CB,PAB_026,CHEMBL4228563,dual,G017,1,CHEMBL4219144
PIK3CA/PIK3CB,PAB_027,CHEMBL3112855,dual,G018,1,CHEMBL3112424
PIK3CA/PIK3CB,PAB_028,CHEMBL5094393,dual,G019,1,CHEMBL5046229
PIK3CA/PIK3CB,PAB_029,CHEMBL5661831,A_only,G020,1,CHEMBL5653605
PIK3CA/PIK3CB,PAB_030,CHEMBL3608928,A_only,G021,1,CHEMBL3608239
PIK3CA/PIK3CB,PAB_031,CHEMBL5088457,A_only,G003,2,CHEMBL5029145;CHEMBL5728361
PIK3CA/PIK3CB,PAB_032,CHEMBL4206585,A_only,G022,1,CHEMBL4196007
PIK3CA/PIK3CB,PAB_033,CHEMBL4593348,A_only,G023,1,CHEMBL4477207
PIK3CA/PIK3CB,PAB_035,CHEMBL4569614,A_only,G024,1,CHEMBL4414631
PIK3CA/PIK3CB,PAB_036,CHEMBL3800138,A_only,G025,1,CHEMBL3797068
PIK3CA/PIK3CB,PAB_037,CHEMBL3218581,A_only,G021,3,CHEMBL3217752;CHEMBL3608239;CHEMBL3608263
PIK3CA/PIK3CB,PAB_038,CHEMBL4521863,A_only,G026,1,CHEMBL4428080
PIK3CA/PIK3CB,PAB_039,CHEMBL477999,A_only,G027,1,CHEMBL1155863
PIK3CA/PIK3CB,PAB_040,CHEMBL3609517,A_only,G021,1,CHEMBL3608263
PIK3CA/PIK3CB,PAB_041,CHEMBL4593752,A_only,G024,1,CHEMBL4414631
PIK3CA/PIK3CB,PAB_042,CHEMBL3609537,A_only,G021,1,CHEMBL3608239
PIK3CA/PIK3CB,PAB_043,CHEMBL3609538,A_only,G021,1,CHEMBL3608239
PIK3CA/PIK3CB,PAB_044,CHEMBL2397192,A_only,G028,1,CHEMBL2396607
PIK3CA/PIK3CB,PAB_045,CHEMBL2397197,A_only,G028,1,CHEMBL2396607
PIK3CA/PIK3CB,PAB_046,CHEMBL3608924,A_only,G021,1,CHEMBL3608239
PIK3CA/PIK3CB,PAB_047,CHEMBL4754889,A_only,G029,1,CHEMBL4706640
PIK3CA/PIK3CB,PAB_048,CHEMBL4465563,A_only,G024,1,CHEMBL4414631
PIK3CA/PIK3CB,PAB_049,CHEMBL5992500,A_only,G003,1,CHEMBL5728361
PIK3CA/PIK3CB,PAB_050,CHEMBL2322236,A_only,G001,1,CHEMBL2321770
PIK3CA/PIK3CB,PAB_051,CHEMBL4445065,A_only,G024,1,CHEMBL4414631
PIK3CA/PIK3CB,PAB_052,CHEMBL2336325,A_only,G030,1,CHEMBL4270669
PIK3CA/PIK3CB,PAB_053,CHEMBL603469,A_only,G031,2,CHEMBL1240346;CHEMBL1908390
PIK3CA/PIK3CB,PAB_054,CHEMBL4107650,A_only,G032,1,CHEMBL3886284
PIK3CA/PIK3CB,PAB_055,CHEMBL5972345,A_only,G033,1,CHEMBL5726701
PIK3CA/PIK3CB,PAB_056,CHEMBL4780701,A_only,G029,1,CHEMBL4706640
PIK3CA/PIK3CB,PAB_057,CHEMBL2165182,B_only,G034,1,CHEMBL2163325
PIK3CA/PIK3CB,PAB_058,CHEMBL2165180,B_only,G034,1,CHEMBL2163325
PIK3CA/PIK3CB,PAB_059,CHEMBL3125389,B_only,G035,1,CHEMBL3124816
PIK3CA/PIK3CB,PAB_060,CHEMBL2322667,B_only,G036,1,CHEMBL2321664
PIK3CA/PIK3CB,PAB_061,CHEMBL3218573,B_only,G021,2,CHEMBL3217752;CHEMBL3392967
PIK3CA/PIK3CB,PAB_062,CHEMBL4129223,B_only,G037,1,CHEMBL4118086
PIK3CA/PIK3CB,PAB_063,CHEMBL3318721,B_only,G010,1,CHEMBL3352617
