molecule_chembl_id,target_chembl_id,assay_chembl_id,document_chembl_id,pchembl_value,standard_type,standard_relation,assay_type,assay_organism,confidence_score,keep,exclusion_reasons
CHEMBL1765602,CHEMBL4005,CHEMBL1768563,CHEMBL1765054,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL1768739,CHEMBL1765054,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL1768572,CHEMBL1765054,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL1768565,CHEMBL1765054,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL1768562,CHEMBL1765054,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL1768566,CHEMBL1765054,,Activity,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL1768570,CHEMBL1765054,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL1768571,CHEMBL1765054,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL1768753,CHEMBL1765054,6.7,EC50,=,B,Homo sapiens,9,1,
CHEMBL1256459,CHEMBL4005,CHEMBL1768753,CHEMBL1765054,5.75,EC50,=,B,Homo sapiens,9,1,
CHEMBL1922094,CHEMBL4005,CHEMBL1925467,CHEMBL1921798,8.32,IC50,=,B,,8,0,potential_duplicate
CHEMBL1945953,CHEMBL4005,CHEMBL1948805,CHEMBL1944561,5.58,IC50,=,B,,8,1,
CHEMBL1796763,CHEMBL4005,CHEMBL1954955,CHEMBL1949622,8.52,IC50,=,B,,8,1,
CHEMBL1796763,CHEMBL4005,CHEMBL1954960,CHEMBL1949622,8.52,Ki,=,B,,8,1,
CHEMBL1950037,CHEMBL4005,CHEMBL1954960,CHEMBL1949622,8.3,Ki,=,B,,8,1,
CHEMBL1957851,CHEMBL4005,CHEMBL1958671,CHEMBL1955857,5.4,IC50,=,B,,8,1,
CHEMBL1957852,CHEMBL4005,CHEMBL1958671,CHEMBL1955857,5.2,IC50,=,B,,8,1,
CHEMBL1234354,CHEMBL4005,CHEMBL2020200,CHEMBL2016534,9.24,Ki,=,B,,8,1,
CHEMBL2017653,CHEMBL4005,CHEMBL2020200,CHEMBL2016534,9.46,Ki,=,B,,8,1,
CHEMBL2017653,CHEMBL4005,CHEMBL2020202,CHEMBL2016534,7.46,IC50,=,B,,8,1,
CHEMBL2017974,CHEMBL4005,CHEMBL2020154,CHEMBL2016472,7.52,IC50,=,B,,8,1,
CHEMBL2017974,CHEMBL4005,CHEMBL2020169,CHEMBL2016472,7.28,IC50,=,B,,8,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL2020170,CHEMBL2016472,7.24,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL2020171,CHEMBL2016472,7.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL2020181,CHEMBL2016472,,EC50,<,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL2058166,CHEMBL4005,CHEMBL2060319,CHEMBL2057167,7.85,IC50,=,B,Homo sapiens,9,1,
CHEMBL2058166,CHEMBL4005,CHEMBL2060321,CHEMBL2057167,8.57,IC50,=,B,Homo sapiens,9,1,
CHEMBL2064414,CHEMBL4005,CHEMBL2067455,CHEMBL2062364,5.48,IC50,=,B,Homo sapiens,9,1,
CHEMBL2064345,CHEMBL4005,CHEMBL2067455,CHEMBL2062364,5.24,IC50,=,B,Homo sapiens,9,1,
CHEMBL2064344,CHEMBL4005,CHEMBL2067455,CHEMBL2062364,5.17,IC50,=,B,Homo sapiens,9,1,
CHEMBL2064343,CHEMBL4005,CHEMBL2067455,CHEMBL2062364,5.08,IC50,=,B,Homo sapiens,9,1,
CHEMBL2089104,CHEMBL4005,CHEMBL2090266,CHEMBL2086270,5.4,IC50,=,B,,8,1,
CHEMBL2087493,CHEMBL4005,CHEMBL2092081,CHEMBL2086238,8.28,IC50,=,B,Homo sapiens,9,1,
CHEMBL2087493,CHEMBL4005,CHEMBL2092094,CHEMBL2086238,8.56,Ki,=,B,Homo sapiens,9,1,
CHEMBL2087493,CHEMBL4005,CHEMBL2092095,CHEMBL2086238,8.76,Ki,=,B,Homo sapiens,9,1,
CHEMBL2087493,CHEMBL4005,CHEMBL2092096,CHEMBL2086238,8.51,Ki,=,B,Homo sapiens,9,1,
CHEMBL2152254,CHEMBL4005,CHEMBL2157133,CHEMBL2150966,5.33,IC50,=,B,Homo sapiens,9,1,
CHEMBL2151924,CHEMBL4005,CHEMBL2156788,CHEMBL2150988,5.42,IC50,=,B,,8,1,
CHEMBL2151927,CHEMBL4005,CHEMBL2156788,CHEMBL2150988,5.46,IC50,=,B,,8,1,
CHEMBL2151929,CHEMBL4005,CHEMBL2156788,CHEMBL2150988,5.36,IC50,=,B,,8,1,
CHEMBL2165031,CHEMBL4005,CHEMBL2166657,CHEMBL2163268,7.41,Ki,=,B,Homo sapiens,9,1,
CHEMBL2165052,CHEMBL4005,CHEMBL2166657,CHEMBL2163268,7.92,Ki,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL2173152,CHEMBL2169756,,IC50,<,B,,8,0,missing_pchembl;relation_not_equal
CHEMBL1078983,CHEMBL4005,CHEMBL2338831,CHEMBL2331448,5.05,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1086377,CHEMBL4005,CHEMBL2423427,CHEMBL2417539,8.4,IC50,=,B,Homo sapiens,9,1,
CHEMBL1234354,CHEMBL4005,CHEMBL3116932,CHEMBL3112582,8.08,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1236962,CHEMBL4005,CHEMBL3223603,CHEMBL3217752,10.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1922094,CHEMBL4005,CHEMBL3223603,CHEMBL3217752,8.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL3223603,CHEMBL3217752,7.52,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1234815,CHEMBL4005,CHEMBL3223603,CHEMBL3217752,5.96,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL3223603,CHEMBL3217752,8.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL3293768,CHEMBL3286093,7.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL1234354,CHEMBL4005,CHEMBL3380577,CHEMBL3351642,8.08,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL3404854,CHEMBL3399917,7.52,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL3421308,CHEMBL3414491,7.52,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL3579761,CHEMBL3576869,8.21,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL3602201,CHEMBL3600364,7.27,IC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL3768547,CHEMBL3763019,8.96,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL3784495,CHEMBL3779897,7.46,IC50,=,B,Homo sapiens,9,1,
CHEMBL1922094,CHEMBL4005,CHEMBL3816166,CHEMBL3813614,8.3,Ki,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL3861269,CHEMBL3860068,8.15,IC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL3867033,CHEMBL3865829,9.2,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL3868777,CHEMBL3868583,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1234354,CHEMBL4005,CHEMBL3706092,CHEMBL3639030,8.31,IC50,=,B,Homo sapiens,9,1,
CHEMBL2165052,CHEMBL4005,CHEMBL3706341,CHEMBL3638541,7.89,Ki,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL3888152,CHEMBL3886601,7.49,IC50,=,B,Homo sapiens,8,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4019305,CHEMBL4017506,7.06,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4019304,CHEMBL4017506,6.67,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4019303,CHEMBL4017506,6.96,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4019289,CHEMBL4017506,7.35,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4019279,CHEMBL4017506,8.46,Kd,=,B,Homo sapiens,9,1,
CHEMBL1922094,CHEMBL4005,CHEMBL4019279,CHEMBL4017506,9.21,Kd,=,B,Homo sapiens,9,1,
CHEMBL1234354,CHEMBL4005,CHEMBL4150386,CHEMBL4145625,8.48,IC50,=,B,Homo sapiens,9,1,
CHEMBL1234354,CHEMBL4005,CHEMBL4150502,CHEMBL4145625,,Ratio IC50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1879463,CHEMBL4005,CHEMBL4196435,CHEMBL4196007,7.79,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL4199849,CHEMBL4196123,7.6,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL4233123,CHEMBL4229415,7.79,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1801204,CHEMBL4005,CHEMBL4233143,CHEMBL4229417,5.44,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL4233143,CHEMBL4229417,7.52,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL4235174,CHEMBL4229497,8.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1236962,CHEMBL4005,CHEMBL4255945,CHEMBL4251704,9.26,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL4268350,CHEMBL4265945,7.4,EC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4276427,CHEMBL4270669,7.7,Ki,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4312246,CHEMBL4311940,7.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL4363188,CHEMBL4359902,7.96,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4376357,CHEMBL4373732,7.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL4380269,CHEMBL4376860,7.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL4430040,CHEMBL4428080,7.77,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL4480258,CHEMBL4477271,7.05,IC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL4667358,CHEMBL4665651,9.47,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL4711319,CHEMBL4706599,7.31,IC50,=,A,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL4735458,CHEMBL4732120,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1236962,CHEMBL4005,CHEMBL4737600,CHEMBL4732196,9.52,IC50,=,B,Homo sapiens,9,1,
CHEMBL1922094,CHEMBL4005,CHEMBL4817099,CHEMBL4813994,8.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1236962,CHEMBL4005,CHEMBL4820257,CHEMBL4819017,9.0,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1236962,CHEMBL4005,CHEMBL4845570,CHEMBL4842397,8.99,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL5099288,CHEMBL5096219,7.89,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL5099289,CHEMBL5096219,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1879463,CHEMBL4005,CHEMBL5112158,CHEMBL5108059,7.54,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL5127274,CHEMBL5126514,8.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1234354,CHEMBL4005,CHEMBL5127274,CHEMBL5126514,8.74,Ki,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL5131843,CHEMBL5131375,8.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL5139004,CHEMBL5137017,7.36,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1236962,CHEMBL4005,CHEMBL5209975,CHEMBL5209897,9.39,IC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL5210394,CHEMBL5210307,10.72,Ki,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL5225365,CHEMBL5223150,7.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL5225434,CHEMBL5223150,8.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1234354,CHEMBL4005,CHEMBL5225439,CHEMBL5223150,8.74,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL5227195,CHEMBL5226297,7.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL5231739,CHEMBL5230127,8.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL5347349,CHEMBL5346869,7.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1922094,CHEMBL4005,CHEMBL5347349,CHEMBL5346869,8.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1236962,CHEMBL4005,CHEMBL5347393,CHEMBL5346869,10.7,Ki,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL5347398,CHEMBL5346869,8.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1801204,CHEMBL4005,CHEMBL5352939,CHEMBL5352392,5.35,IC50,=,B,Homo sapiens,9,1,
CHEMBL1256459,CHEMBL4005,CHEMBL5477242,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477243,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477244,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477245,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477246,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477247,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477248,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477249,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477250,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477251,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477252,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477253,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477254,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477255,CHEMBL5465560,,% of control,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1256459,CHEMBL4005,CHEMBL5477256,CHEMBL5465560,7.64,Kd,=,B,Homo sapiens,9,1,
CHEMBL1256459,CHEMBL4005,CHEMBL5477257,CHEMBL5465560,7.85,Kd,=,B,Homo sapiens,9,1,
CHEMBL1256459,CHEMBL4005,CHEMBL5477258,CHEMBL5465560,6.6,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL5505638,CHEMBL5500428,8.85,IC50,=,B,Homo sapiens,9,1,
CHEMBL1234354,CHEMBL4005,CHEMBL5513473,CHEMBL5512615,8.74,Ki,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2017974,CHEMBL4005,CHEMBL5519922,CHEMBL5518190,7.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1922094,CHEMBL4005,CHEMBL5519924,CHEMBL5518190,8.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL5519924,CHEMBL5518190,8.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1234354,CHEMBL4005,CHEMBL5519926,CHEMBL5518190,8.74,Ki,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1236962,CHEMBL4005,CHEMBL5533396,CHEMBL5532641,10.72,IC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL5537423,CHEMBL5537112,10.4,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL5622308,CHEMBL5620391,7.71,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1879463,CHEMBL4005,CHEMBL5654100,CHEMBL5653604,8.4,IC50,=,B,Homo sapiens,9,1,
CHEMBL1922094,CHEMBL4005,CHEMBL5654100,CHEMBL5653604,8.3,IC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL5654100,CHEMBL5653604,9.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL2017974,CHEMBL4005,CHEMBL5654100,CHEMBL5653604,7.28,IC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL5657142,CHEMBL5653618,10.4,IC50,=,B,Homo sapiens,9,1,
CHEMBL1879463,CHEMBL4005,CHEMBL5657142,CHEMBL5653618,8.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL5657145,CHEMBL5653618,10.72,Ki,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL5657149,CHEMBL5653618,,Ki,=,B,Homo sapiens,9,0,missing_pchembl;data_validity_flag
CHEMBL1236962,CHEMBL4005,CHEMBL5657150,CHEMBL5653618,,Ki,=,B,Homo sapiens,9,0,missing_pchembl;data_validity_flag
CHEMBL1236962,CHEMBL4005,CHEMBL5657151,CHEMBL5653618,,Ki,=,B,Homo sapiens,9,0,missing_pchembl;data_validity_flag
CHEMBL1236962,CHEMBL4005,CHEMBL5657157,CHEMBL5653618,,Ratio IC50,~,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1236962,CHEMBL4005,CHEMBL5657158,CHEMBL5653618,,Ratio IC50,~,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1236962,CHEMBL4005,CHEMBL5657159,CHEMBL5653618,,Ratio IC50,~,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1078983,CHEMBL4005,CHEMBL5680016,CHEMBL5678799,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1078983,CHEMBL4005,CHEMBL5680023,CHEMBL5678799,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1765602,CHEMBL4005,CHEMBL5720948,CHEMBL5715955,8.33,EC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL5720951,CHEMBL5715955,10.4,EC50,=,B,Homo sapiens,9,1,
CHEMBL1236962,CHEMBL4005,CHEMBL5720951,CHEMBL5715955,10.72,Ki,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2165269,CHEMBL4005,CHEMBL2166657,CHEMBL2163268,6.96,Ki,=,B,Homo sapiens,9,1,
CHEMBL2165191,CHEMBL4005,CHEMBL2167592,CHEMBL2163325,6.06,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2165182,CHEMBL4005,CHEMBL2167592,CHEMBL2163325,4.13,IC50,=,B,Homo sapiens,9,1,
CHEMBL2165180,CHEMBL4005,CHEMBL2167592,CHEMBL2163325,4.51,IC50,=,B,Homo sapiens,9,1,
CHEMBL2322236,CHEMBL4005,CHEMBL2330621,CHEMBL2321770,7.07,IC50,=,B,Homo sapiens,9,1,
CHEMBL2322230,CHEMBL4005,CHEMBL2330621,CHEMBL2321770,6.75,IC50,=,B,Homo sapiens,9,1,
CHEMBL2322225,CHEMBL4005,CHEMBL2330621,CHEMBL2321770,6.66,IC50,=,B,Homo sapiens,9,1,
CHEMBL2322664,CHEMBL4005,CHEMBL2328962,CHEMBL2321664,5.09,IC50,=,B,Homo sapiens,9,1,
CHEMBL2322664,CHEMBL4005,CHEMBL2328966,CHEMBL2321664,4.92,IC50,=,B,Homo sapiens,9,1,
CHEMBL2322667,CHEMBL4005,CHEMBL2328971,CHEMBL2321664,5.48,IC50,=,B,Homo sapiens,9,1,
CHEMBL2322664,CHEMBL4005,CHEMBL2328971,CHEMBL2321664,5.33,IC50,=,B,Homo sapiens,9,1,
CHEMBL2387080,CHEMBL4005,CHEMBL2388232,CHEMBL2384988,7.51,IC50,=,B,Homo sapiens,9,1,
CHEMBL2387080,CHEMBL4005,CHEMBL2388244,CHEMBL2384988,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL2387080,CHEMBL4005,CHEMBL2388266,CHEMBL2384988,8.4,IC50,=,B,Homo sapiens,9,1,
CHEMBL2387080,CHEMBL4005,CHEMBL2388269,CHEMBL2384988,9.54,Ki,=,B,Homo sapiens,9,1,
CHEMBL2397197,CHEMBL4005,CHEMBL2400726,CHEMBL2396607,6.47,IC50,=,B,Homo sapiens,9,1,
CHEMBL2397192,CHEMBL4005,CHEMBL2400726,CHEMBL2396607,6.19,IC50,=,B,Homo sapiens,9,1,
CHEMBL2396661,CHEMBL4005,CHEMBL2400726,CHEMBL2396607,7.13,IC50,=,B,Homo sapiens,9,1,
CHEMBL2397197,CHEMBL4005,CHEMBL2400732,CHEMBL2396607,7.41,IC50,=,B,Homo sapiens,9,1,
CHEMBL2397192,CHEMBL4005,CHEMBL2400732,CHEMBL2396607,7.72,IC50,=,B,Homo sapiens,9,1,
CHEMBL2396661,CHEMBL4005,CHEMBL2400732,CHEMBL2396607,8.3,IC50,=,B,Homo sapiens,9,1,
CHEMBL2418349,CHEMBL4005,CHEMBL2421129,CHEMBL2417437,5.47,Ki,=,B,Homo sapiens,9,1,
CHEMBL3112863,CHEMBL4005,CHEMBL3119747,CHEMBL3112424,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL3112861,CHEMBL4005,CHEMBL3119747,CHEMBL3112424,5.37,IC50,=,B,Homo sapiens,9,1,
CHEMBL3112855,CHEMBL4005,CHEMBL3119747,CHEMBL3112424,6.66,IC50,=,B,Homo sapiens,9,1,
CHEMBL3125541,CHEMBL4005,CHEMBL3129535,CHEMBL3124816,5.08,IC50,=,B,Homo sapiens,9,1,
CHEMBL3125389,CHEMBL4005,CHEMBL3129535,CHEMBL3124816,5.2,IC50,=,B,Homo sapiens,9,1,
CHEMBL3125385,CHEMBL4005,CHEMBL3129535,CHEMBL3124816,5.39,IC50,=,B,Homo sapiens,9,1,
CHEMBL3134280,CHEMBL4005,CHEMBL3134982,CHEMBL3132856,5.39,IC50,=,B,Homo sapiens,9,1,
CHEMBL3218573,CHEMBL4005,CHEMBL3223603,CHEMBL3217752,5.35,IC50,=,B,Homo sapiens,9,1,
CHEMBL3218572,CHEMBL4005,CHEMBL3223603,CHEMBL3217752,4.21,IC50,=,B,Homo sapiens,9,1,
CHEMBL3218581,CHEMBL4005,CHEMBL3223603,CHEMBL3217752,7.5,IC50,=,B,Homo sapiens,9,1,
CHEMBL3218581,CHEMBL4005,CHEMBL3377240,CHEMBL3352433,7.5,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL3318708,CHEMBL4005,CHEMBL3368175,CHEMBL3352617,6.8,IC50,=,B,Homo sapiens,9,1,
CHEMBL2165191,CHEMBL4005,CHEMBL3368175,CHEMBL3352617,6.06,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL3318716,CHEMBL4005,CHEMBL3368175,CHEMBL3352617,5.32,IC50,=,B,Homo sapiens,9,1,
CHEMBL3318717,CHEMBL4005,CHEMBL3368175,CHEMBL3352617,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL3318721,CHEMBL4005,CHEMBL3368175,CHEMBL3352617,5.03,IC50,=,B,Homo sapiens,9,1,
CHEMBL3393066,CHEMBL4005,CHEMBL3395875,CHEMBL3392967,7.8,IC50,=,B,Homo sapiens,9,1,
CHEMBL3403677,CHEMBL4005,CHEMBL3404164,CHEMBL3400094,5.36,IC50,=,B,Homo sapiens,9,1,
CHEMBL3408247,CHEMBL4005,CHEMBL3411215,CHEMBL3407416,6.77,IC50,=,B,Homo sapiens,9,1,
CHEMBL3408247,CHEMBL4005,CHEMBL3411219,CHEMBL3407416,5.6,IC50,=,B,Homo sapiens,9,1,
CHEMBL3600769,CHEMBL4005,CHEMBL3603391,CHEMBL3600363,4.9,IC50,=,B,Homo sapiens,9,1,
CHEMBL2396661,CHEMBL4005,CHEMBL3606204,CHEMBL3603757,7.13,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL2396661,CHEMBL4005,CHEMBL3606198,CHEMBL3603757,8.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL3609517,CHEMBL4005,CHEMBL3610609,CHEMBL3608263,8.05,IC50,=,B,Homo sapiens,9,1,
