molecule_chembl_id,molecule_name,canonical_smiles,pActivity,n_measurements,scaffold
CHEMBL5396907,,O=C(c1ccc(O)c(Br)c1)n1ccc2cccnc21,5.42,1,O=C(c1ccccc1)n1ccc2cccnc21
CHEMBL5396194,,O=C(c1ccc(O)c(Cl)c1)n1ccc2cccnc21,5.8,1,O=C(c1ccccc1)n1ccc2cccnc21
CHEMBL5412709,,O=C(c1ccc(O)c(F)c1)n1ccc2cccnc21,5.68,1,O=C(c1ccccc1)n1ccc2cccnc21
CHEMBL5421730,,O=C(c1ccc(O)c([N+](=O)[O-])c1)n1ccc2cccnc21,5.53,1,O=C(c1ccccc1)n1ccc2cccnc21
CHEMBL5395589,,O=C(c1ccc(O)cc1)n1ccc2cccnc21,5.76,1,O=C(c1ccccc1)n1ccc2cccnc21
CHEMBL5567952,,O=C(c1ccnc2ccc(-c3ccc(F)cc3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,6.35,1,O=C(c1ccnc2ccc(-c3ccccc3)cc12)N1CCCC1
CHEMBL5555146,,O=C(c1ccnc2ccc(-c3ccnc(F)c3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,6.43,1,O=C(c1ccnc2ccc(-c3ccncc3)cc12)N1CCCC1
CHEMBL5566690,,O=C(c1ccnc2ccc(-c3cnoc3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,6.96,1,O=C(c1ccnc2ccc(-c3cnoc3)cc12)N1CCCC1
CHEMBL5563243,,O=C(c1ccnc2ccc(Br)cc12)N1CCCC[C@H]1CNS(=O)(=O)C(F)(F)F,5.13,1,O=C(c1ccnc2ccccc12)N1CCCCC1
CHEMBL5557550,,O=C(c1ccnc2ccc(Br)cc12)N1CCC[C@@H]1CNS(=O)(=O)C(F)(F)F,5.02,1,O=C(c1ccnc2ccccc12)N1CCCC1
CHEMBL5542977,,O=C(c1ccnc2ccc(Br)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,6.36,1,O=C(c1ccnc2ccccc12)N1CCCC1
CHEMBL5566509,,O=C(c1ccnc2ccc(Br)cc12)N1CC[C@@H]1CNS(=O)(=O)C(F)(F)F,5.51,1,O=C(c1ccnc2ccccc12)N1CCC1
CHEMBL5559011,,O=C(c1ccnc2ccc(Br)cc12)N1CC[C@H]1CNS(=O)(=O)C(F)(F)F,6.25,1,O=C(c1ccnc2ccccc12)N1CCC1
CHEMBL5568246,,O=C(c1ccnc2ccc(C3CC3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,7.28,1,O=C(c1ccnc2ccc(C3CC3)cc12)N1CCCC1
CHEMBL5558831,,O=C(c1ccnc2ccc(C3CCCC3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,6.47,1,O=C(c1ccnc2ccc(C3CCCC3)cc12)N1CCCC1
CHEMBL5537057,,O=C(c1ccnc2ccc(C3CCCCC3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,6.5,1,O=C(c1ccnc2ccc(C3CCCCC3)cc12)N1CCCC1
CHEMBL5564066,,O=C(c1ccnc2ccc(Nc3ccc(Cl)cc3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,6.12,1,O=C(c1ccnc2ccc(Nc3ccccc3)cc12)N1CCCC1
CHEMBL5266247,,O=C(c1cnccc1SC1(C(=O)O)CCC1)N1CCOc2ccccc21,4.91,1,O=C(c1cnccc1SC1CCC1)N1CCOc2ccccc21
CHEMBL5290341,,O=C(c1cnccc1SC1(C(=O)O)CCC1)N1CCc2ccccc2C1,4.92,1,O=C(c1cnccc1SC1CCC1)N1CCc2ccccc2C1
CHEMBL832,SULFINPYRAZONE,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,4.0,1,O=C1C(CC[SH+]c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
CHEMBL1765797,MERBARONE,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,5.27,2,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1
CHEMBL4556590,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1cc(Cl)cnc1Cl,5.55,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4554148,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccc(Br)nc1,5.66,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4473863,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccc(Br)nc1Br,5.27,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4436938,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccc(C(F)(F)F)nc1,4.99,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4585746,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccc(Cl)nc1,5.71,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4445587,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccc(Cl)nc1Cl,5.78,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4448964,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccc(F)nc1,5.81,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4517057,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1ccccc1,4.8,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1ccccc1
CHEMBL4546569,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1cccnc1,7.5,2,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4458898,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1cccnc1Br,6.55,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4467680,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1cccnc1Cl,5.29,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4516802,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1cncc(C(F)(F)F)c1,5.2,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL4551589,,O=S(=O)(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)Nc1cnccc1I,4.98,1,O=S(=O)(CSc1nncn1Cc1cccc2ccccc12)Nc1cccnc1
CHEMBL3924161,,O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,7.38,1,O=S(=O)(Nc1cccnc1)c1ccccc1
CHEMBL3893319,,O=S(=O)(Nc1ccc(F)c(C(F)(F)F)c1)c1ccccc1C(F)(F)F,6.32,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3953588,,O=S(=O)(Nc1ccc(F)c(F)c1)c1ccccc1C(F)(F)F,5.71,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3688190,,O=S(=O)(Nc1ccc(F)cn1)c1ccc(Oc2cnc(CO)c(Cl)c2)cc1F,8.7,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2cccnc2)cc1
CHEMBL3962348,,O=S(=O)(Nc1cccc(OC(F)(F)F)c1)c1ccccc1C(F)(F)F,5.83,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3902419,,O=S(=O)(Nc1ccccc1F)c1ccccc1C(F)(F)F,5.44,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3955827,,O=S(=O)(Nc1ccccc1OC(F)F)c1ccccc1C(F)(F)F,5.71,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL4100597,,O=S(=O)(Nc1ccnc2ccc(Br)cc12)C(F)(F)F,7.08,1,c1ccc2ncccc2c1
CHEMBL3971610,,O=S(=O)(Nc1cnc2ccccc2c1)c1ccccc1C(F)(F)F,8.15,1,O=S(=O)(Nc1cnc2ccccc2c1)c1ccccc1
CHEMBL3984949,,O=S(=O)(Nc1cncc(Br)c1)c1ccccc1C(F)(F)F,7.46,1,O=S(=O)(Nc1cccnc1)c1ccccc1
CHEMBL3929544,,O=S(=O)(Nc1cncc(C(F)(F)F)c1)c1ccccc1C(F)(F)F,7.44,1,O=S(=O)(Nc1cccnc1)c1ccccc1
CHEMBL4568207,,O=S(=O)([O-])CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12.[Na+],4.84,1,c1ccc2c(Cn3cnnc3)cccc2c1
CHEMBL28626,MORIN,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,5.7,1,O=c1cc(-c2ccccc2)oc2ccccc12
CHEMBL5798262,,[C-]#[N+]c1ccc(-c2c(SC(C)(C)C(=O)O)ccc3ncccc23)cc1,5.46,1,c1ccc(-c2cccc3ncccc23)cc1
CHEMBL3692040,,[C-]#[N+]c1nn(Cc2c(Cl)cccc2Cl)c2cc(C(=O)O)ccc12,6.53,1,c1ccc(Cn2ncc3ccccc32)cc1
