pair,ligand,cls,gnina_min_mode01,gnina_min_best9,best_cnn_3POZ,best_cnn_3RCD,best_cnn_4JT6,best_cnn_4L23,best_cnn_ACHE,best_cnn_BCHE,best_cnn_PIK3CA,best_cnn_PIK3CB,best_mode_3POZ,best_mode_3RCD,best_mode_4JT6,best_mode_4L23,best_mode_ACHE,best_mode_BCHE,best_mode_PIK3CA,best_mode_PIK3CB,mode01_is_best_3POZ,mode01_is_best_3RCD,mode01_is_best_4JT6,mode01_is_best_4L23,mode01_is_best_ACHE,mode01_is_best_BCHE,mode01_is_best_PIK3CA,mode01_is_best_PIK3CB
EGFR/HER2,EH120_088,B_only,0.8911052346,0.8911052346,0.8911052346,0.9287934899,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_089,B_only,0.1202241853,0.530220747,0.530220747,0.8555876613,,,,,,,mode_08,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_090,B_only,0.3732002676,0.9343235493,0.9343235493,0.9597120881,,,,,,,mode_04,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_091,B_only,0.1875737011,0.8966380954,0.8966380954,0.935392499,,,,,,,mode_02,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_092,B_only,0.8419608474,0.8419608474,0.8698918819,0.8419608474,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
EGFR/HER2,EH120_093,B_only,0.4141173065,0.4141173065,0.6582612395,0.4141173065,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
EGFR/HER2,EH120_094,B_only,0.2858110666,0.8291600347,0.8991908431,0.8291600347,,,,,,,mode_03,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_095,B_only,0.2743884325,0.8780226111,0.8780226111,0.9236642122,,,,,,,mode_03,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_096,B_only,0.9114072323,0.9216230512,0.9216230512,0.9329795837,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_097,B_only,0.3726523817,0.9243853688,0.9243853688,0.9557675123,,,,,,,mode_03,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_098,B_only,0.8975047469,0.8975047469,0.8975047469,0.9450237751,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
EGFR/HER2,EH120_099,B_only,0.1515661031,0.1914599985,0.1914599985,0.856760025,,,,,,,mode_02,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_100,B_only,0.9403778315,0.9403778315,0.9458272457,0.9403778315,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
EGFR/HER2,EH120_101,B_only,0.2194239795,0.8755021095,0.8755021095,0.9340847731,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_102,neither,0.1528326273,0.2934494615,0.3432289362,0.2934494615,,,,,,,mode_08,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_103,neither,0.3205364645,0.4496067166,0.7808253169,0.4496067166,,,,,,,mode_04,mode_07,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_104,neither,0.2035960704,0.2065189481,0.2065189481,0.6056252122,,,,,,,mode_08,mode_08,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_105,neither,0.1514668316,0.2495893687,0.3868291676,0.2495893687,,,,,,,mode_04,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_106,neither,0.2217948735,0.2561991513,0.4138964713,0.2561991513,,,,,,,mode_06,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_107,neither,0.0800567493,0.1287598908,0.3679912686,0.1287598908,,,,,,,mode_02,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_108,neither,0.067036435,0.1617308855,0.6471524239,0.1617308855,,,,,,,mode_04,mode_06,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_109,neither,0.5695940256,0.7162793279,0.9134717584,0.7162793279,,,,,,,mode_06,mode_09,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_110,neither,0.1485329419,0.2644984126,0.5064893365,0.2644984126,,,,,,,mode_09,mode_02,,,,,,,0,0,,,,,,
