pair,arm,ligand_id,scaffold,fold_id,class,n_splits
EGFR/HER2,D_vs_A,EH120_056,c1ccc(Nc2ncnc3ccccc23)cc1,0,A_only,5
EGFR/HER2,D_vs_A,EH120_057,c1ccc(Nc2ncnc3cnccc23)cc1,1,A_only,5
EGFR/HER2,D_vs_A,EH120_058,O=C(C=CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_060,c1ccc(N=c2nc[nH]c3cc(OCC4CCNCC4)ccc23)cc1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_061,c1ccc(Oc2ccc(Nc3ncnc4sc(-c5ccccc5)cc34)cc2)cc1,4,A_only,5
EGFR/HER2,D_vs_A,EH120_062,O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5ccccc5)cc4)ncnc3s2)cc1)NC1CC1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_063,c1ccc(Nc2ncnc3cc(OCc4csc5ccccc45)ccc23)cc1,1,A_only,5
EGFR/HER2,D_vs_A,EH120_064,c1ccc(OCCNc2ncnc3ccccc23)cc1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_065,c1ccc(Nc2ccnc3ccccc23)cc1,3,A_only,5
EGFR/HER2,D_vs_A,EH120_066,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,3,A_only,5
EGFR/HER2,D_vs_A,EH120_067,O=C(C=Cc1ccccc1)NCc1ccccc1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_068,c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_069,c1ccc(Nc2ccnc3ccccc23)cc1,3,A_only,5
EGFR/HER2,D_vs_A,EH120_070,O=C(C=Cc1ccccc1)NCc1ccccc1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_071,c1ccc(Oc2ccc(-c3nn(C4CCCCC4)c4ncncc34)cc2)cc1,1,A_only,5
EGFR/HER2,D_vs_A,EH120_072,c1ccc(Oc2ccc(Nc3ncnc4sc(-c5ccccc5)cc34)cc2)cc1,4,A_only,5
EGFR/HER2,D_vs_A,EH120_073,O=C(C=CCN1CCNCC1)N1CCOc2cc3ncnc(Nc4ccccc4)c3cc21,4,A_only,5
EGFR/HER2,D_vs_A,EH120_074,c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1,1,A_only,5
EGFR/HER2,D_vs_A,EH120_075,c1cc2c(Nc3ccc4[nH]ncc4c3)ncnn2c1,1,A_only,5
EGFR/HER2,D_vs_A,EH120_076,O=C(C=Cc1ccccc1)Nc1ccccc1,0,A_only,5
EGFR/HER2,D_vs_A,EH120_077,c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_078,c1cncc(CNc2ccc(Nc3ccnc4ccccc34)cc2)c1,2,A_only,5
EGFR/HER2,D_vs_A,EH120_079,c1ccc(Nc2ncnn3cccc23)cc1,1,A_only,5
EGFR/HER2,D_vs_A,EH40_01,c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)cc1,1,dual,5
EGFR/HER2,D_vs_A,EH40_02,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,3,dual,5
EGFR/HER2,D_vs_A,EH40_03,O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C(C(=O)c1ccccc1)=CN2,1,dual,5
EGFR/HER2,D_vs_A,EH40_04,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1ccccc1,4,dual,5
EGFR/HER2,D_vs_A,EH40_05,c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,3,dual,5
EGFR/HER2,D_vs_A,EH40_06,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5c[nH]nn5)cc34)cc2)cc1,0,dual,5
EGFR/HER2,D_vs_A,EH40_07,c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1,4,dual,5
EGFR/HER2,D_vs_A,EH40_08,O=C(NCCCn1ccnc1)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1,1,dual,5
EGFR/HER2,D_vs_A,EH40_09,O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccc4)cc3)c2c1,3,dual,5
EGFR/HER2,D_vs_A,EH40_10,c1ccc(Nc2ncnc3ccccc23)cc1,0,dual,5
EGFR/HER2,D_vs_A,EH40_11,c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1,0,dual,5
EGFR/HER2,D_vs_A,EH40_12,c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1,4,dual,5
EGFR/HER2,D_vs_A,EH40_13,O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,1,dual,5
EGFR/HER2,D_vs_A,EH40_14,c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1,3,dual,5
EGFR/HER2,D_vs_A,EH40_15,c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1,4,dual,5
EGFR/HER2,D_vs_A,EH40_16,c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,3,A_only,5
EGFR/HER2,D_vs_A,EH40_17,c1ccc(Nc2ncnc3ccccc23)cc1,0,A_only,5
EGFR/HER2,D_vs_A,EH40_18,O=C(NCc1ccccc1)c1ccc2c(c1)NC(=O)c1ccc(-c3ccccc3)cc1N2,1,A_only,5
EGFR/HER2,D_vs_A,EH40_19,S=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,2,A_only,5
EGFR/HER2,D_vs_A,EH40_20,O=C(C=CCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cc1OC1CCOC1,0,A_only,5
EGFR/HER2,D_vs_A,EH40_21,O=C(C=CCN1CCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,2,A_only,5
EGFR/HER2,D_vs_A,EH40_22,O=C(NCCCN1CCNCC1)c1cc2c(Nc3ccc(OCc4ccccc4)cc3)nncc2[nH]1,3,A_only,5
EGFR/HER2,D_vs_A,EH40_23,c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1,2,A_only,5
EGFR/HER2,D_vs_A,EH40_24,O=C1CSC(NN=Cc2ccccc2)=N1,4,A_only,5
EGFR/HER2,D_vs_A,EH40_25,c1ccc(Nc2ncnc3ccccc23)cc1,0,A_only,5
EGFR/HER2,D_vs_A,EH40_26,c1ccc(CNc2ncnn3cccc23)cc1,0,A_only,5
EGFR/HER2,D_vs_A,EH40_27,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,3,A_only,5
EGFR/HER2,D_vs_B,EH120_041,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,3,dual,5
EGFR/HER2,D_vs_B,EH120_042,O=C(CNc1n[nH]c2ncccc12)Nc1cc2c(s1)CCCC2,4,dual,5
EGFR/HER2,D_vs_B,EH120_043,O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C=CN2,2,dual,5
EGFR/HER2,D_vs_B,EH120_044,O=C(C#CCCN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1,2,dual,5
EGFR/HER2,D_vs_B,EH120_045,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,1,dual,5
EGFR/HER2,D_vs_B,EH120_046,c1ccc(Nc2ncnc3cc(OC4CCOC4)c(OC4CCNCC4)cc23)cc1,4,dual,5
EGFR/HER2,D_vs_B,EH120_047,c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1,2,dual,5
EGFR/HER2,D_vs_B,EH120_048,c1ccc(Nc2ncnc3cnccc23)cc1,3,dual,5
EGFR/HER2,D_vs_B,EH120_049,O=C(C#CCCN1CCNCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1,2,dual,5
EGFR/HER2,D_vs_B,EH120_050,O=C(C=CC1CCCN1)Nc1ccc2ncnc(Nc3ccc(Oc4cc5nccn5cn4)cc3)c2c1,3,dual,5
EGFR/HER2,D_vs_B,EH120_051,c1ccc(Nc2ncnc3cnccc23)cc1,3,dual,5
EGFR/HER2,D_vs_B,EH120_052,O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccccc3)ncnc2cn1,4,dual,5
EGFR/HER2,D_vs_B,EH120_053,c1ccc(CNc2cnc(-c3ccccc3)c(-c3ccc4[nH]ncc4c3)c2)cc1,3,dual,5
EGFR/HER2,D_vs_B,EH120_080,O=C(NCCN1CCOCC1)c1cc2c(Nc3ccc(OCc4ccccc4)cc3)nncc2[nH]1,0,B_only,5
EGFR/HER2,D_vs_B,EH120_081,c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4cc5ncnn5cn4)cc3)ncnc2c1,2,B_only,5
EGFR/HER2,D_vs_B,EH120_082,c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,1,B_only,5
EGFR/HER2,D_vs_B,EH120_083,c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccn5ncnc5c4)cc3)ncnc2c1,0,B_only,5
EGFR/HER2,D_vs_B,EH120_084,c1nc(Nc2ccc(Oc3ccn4ncnc4c3)cc2)c2nc(N3CCNCC3)ncc2n1,4,B_only,5
EGFR/HER2,D_vs_B,EH120_085,c1ccc2oc(Nc3ccc(-c4nn(C5CCC(N6CCNCC6)CC5)c5ncncc45)cc3)nc2c1,4,B_only,5
EGFR/HER2,D_vs_B,EH120_086,c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccn5ccnc5c4)cc3)ncnc2c1,0,B_only,5
EGFR/HER2,D_vs_B,EH120_087,c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccn5ncnc5c4)cc3)ncnc2c1,0,B_only,5
EGFR/HER2,D_vs_B,EH120_088,c1ccc2oc(Nc3ccc(-c4nn(C5CCC(N6CCNCC6)CC5)c5ncncc45)cc3)nc2c1,4,B_only,5
EGFR/HER2,D_vs_B,EH120_089,c1ccc(COc2ccc(Nc3nncc4[nH]ccc34)cc2)cc1,0,B_only,5
EGFR/HER2,D_vs_B,EH120_090,c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)nc1,3,B_only,5
EGFR/HER2,D_vs_B,EH120_091,c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCOCC5)c34)cc2)nc1,2,B_only,5
EGFR/HER2,D_vs_B,EH120_092,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C3CC4CCC(C3)N4)c2n1,2,B_only,5
EGFR/HER2,D_vs_B,EH120_093,c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccn5ncnc5c4)cc3)ncnc2c1,0,B_only,5
EGFR/HER2,D_vs_B,EH120_094,c1ccc(CSc2nc3ccccc3s2)cc1,1,B_only,5
EGFR/HER2,D_vs_B,EH120_095,c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,1,B_only,5
EGFR/HER2,D_vs_B,EH120_096,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C34CNC(C3)C4)c2n1,2,B_only,5
EGFR/HER2,D_vs_B,EH120_097,c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCNCC5)c34)cc2)nc1,3,B_only,5
EGFR/HER2,D_vs_B,EH120_098,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C3CCNC3)c2n1,4,B_only,5
EGFR/HER2,D_vs_B,EH120_099,O=C(NCCN1CCCC1)c1cc2cnnc(Nc3ccc(OCc4ccccc4)cc3)c2[nH]1,3,B_only,5
EGFR/HER2,D_vs_B,EH120_100,c1ncc2c(-c3ccc(Oc4ccn5ncnc5c4)cc3)nn(C3CCCNC3)c2n1,3,B_only,5
EGFR/HER2,D_vs_B,EH120_101,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C3CC4CNC3C4)c2n1,3,B_only,5
EGFR/HER2,D_vs_B,EH40_01,c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)cc1,0,dual,5
EGFR/HER2,D_vs_B,EH40_02,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,4,dual,5
EGFR/HER2,D_vs_B,EH40_03,O=C1CCCC2=C1C(c1ccc(S(=O)(=O)c3ccccc3)cc1)C(C(=O)c1ccccc1)=CN2,1,dual,5
EGFR/HER2,D_vs_B,EH40_04,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1ccccc1,4,dual,5
EGFR/HER2,D_vs_B,EH40_05,c1cncc(Oc2ccc(Nc3ncnc4ccccc34)cc2)c1,1,dual,5
EGFR/HER2,D_vs_B,EH40_06,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5c[nH]nn5)cc34)cc2)cc1,1,dual,5
EGFR/HER2,D_vs_B,EH40_07,c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1,3,dual,5
EGFR/HER2,D_vs_B,EH40_08,O=C(NCCCn1ccnc1)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1,0,dual,5
EGFR/HER2,D_vs_B,EH40_09,O=C(C=CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1,dual,5
EGFR/HER2,D_vs_B,EH40_10,c1ccc(Nc2ncnc3ccccc23)cc1,3,dual,5
EGFR/HER2,D_vs_B,EH40_11,c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1,4,dual,5
EGFR/HER2,D_vs_B,EH40_12,c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)nc1,0,dual,5
EGFR/HER2,D_vs_B,EH40_13,O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,2,dual,5
EGFR/HER2,D_vs_B,EH40_14,c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1,4,dual,5
EGFR/HER2,D_vs_B,EH40_15,c1ccc(Nc2ncnn3ccc(CN4CCCCC4)c23)cc1,2,dual,5
EGFR/HER2,D_vs_B,EH40_28,c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccc5ccnn5c4)cc3)ncnc2c1,1,B_only,5
EGFR/HER2,D_vs_B,EH40_29,c1ccc(COc2ccc(Nc3nncc4c[nH]cc34)cc2)cc1,0,B_only,5
EGFR/HER2,D_vs_B,EH40_30,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12,4,B_only,5
EGFR/HER2,D_vs_B,EH40_31,c1cncc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCCCC5)c34)cc2)c1,1,B_only,5
EGFR/HER2,D_vs_B,EH40_32,c1cncc(Cn2ncc3cc(Nc4ncnn5cccc45)ccc32)c1,1,B_only,5
EGFR/HER2,D_vs_B,EH40_33,O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,2,B_only,5
EGFR/HER2,D_vs_B,EH40_34,O=C1Cc2ccc(Oc3ccc(Nc4ncnc5cc[nH]c45)cc3)cc2N1,0,B_only,5
EGFR/HER2,D_vs_B,EH40_35,O=C(OC1CNC(C#Cc2cc3ncnc(Nc4ccc(OCc5ccccc5)nc4)c3s2)C1)N1CCOCC1,1,B_only,5
EGFR/HER2,D_vs_B,EH40_36,c1cc(OC2CCNCC2)c2c(Nc3ccc(Oc4ccn5ncnc5c4)cc3)ncnc2c1,0,B_only,5
EGFR/HER2,D_vs_B,EH40_37,c1ncc2c(-c3ccc(Oc4ccc5[nH]cnc5c4)cc3)nn(C3CC4CCC(C3)N4)c2n1,2,B_only,5
JAK1/JAK2,D_vs_A,J1J2_001,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,3,A_only,5
JAK1/JAK2,D_vs_A,J1J2_002,O=S(=O)(NC1CC(Nc2ncnc3[nH]ccc23)C1)c1ccccc1,1,A_only,5
JAK1/JAK2,D_vs_A,J1J2_003,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)C1CCNC1,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_004,c1ccc2[nH]c(C3CCCCC3)nc2c1,2,A_only,5
JAK1/JAK2,D_vs_A,J1J2_005,c1nc(NC2CCNC2)c2cc[nH]c2n1,2,A_only,5
JAK1/JAK2,D_vs_A,J1J2_006,c1nc(NC2CCNC2)c2cc[nH]c2n1,2,A_only,5
JAK1/JAK2,D_vs_A,J1J2_007,O=S(=O)(N1CCCCC1)N1CCC(Nc2ncnc3[nH]ccc23)C1,3,A_only,5
JAK1/JAK2,D_vs_A,J1J2_008,c1nc(NC2CCNC2)c2cc[nH]c2n1,2,A_only,5
JAK1/JAK2,D_vs_A,J1J2_009,O=C(c1ccncc1)N1CC(Nc2ncnc3[nH]ccc23)C2(CC2)C1,4,A_only,5
JAK1/JAK2,D_vs_A,J1J2_010,O=C(Nc1ccccc1)N1CC(Nc2ncnc3[nH]ccc23)C2(CC2)C1,1,A_only,5
JAK1/JAK2,D_vs_A,J1J2_011,O=C(c1ccccc1)N1CC(Nc2ncnc3[nH]ccc23)C2(CC2)C1,3,A_only,5
JAK1/JAK2,D_vs_A,J1J2_012,O=C(Nc1nc2cccc(C3CCC(NC(=O)C4CC4)CC3)n2n1)C1CC1,4,A_only,5
JAK1/JAK2,D_vs_A,J1J2_013,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_014,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_015,O=c1[nH]ccc2c1c(Nc1ccc(-c3cc[nH]n3)cc1)nn2CC1CC1,4,A_only,5
JAK1/JAK2,D_vs_A,J1J2_016,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4cn[nH]c4)n3)c[nH]c12,1,A_only,5
JAK1/JAK2,D_vs_A,J1J2_017,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4cn[nH]c4)n3)c[nH]c12,1,A_only,5
JAK1/JAK2,D_vs_A,J1J2_018,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1,2,A_only,5
JAK1/JAK2,D_vs_A,J1J2_019,O=C(CN1CCCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,3,A_only,5
JAK1/JAK2,D_vs_A,J1J2_020,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4cn[nH]c4)n3)c[nH]c12,1,A_only,5
JAK1/JAK2,D_vs_A,J1J2_021,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_022,c1nc(NC2CCC2)c2cc[nH]c2n1,2,A_only,5
JAK1/JAK2,D_vs_A,J1J2_023,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4cn[nH]c4)n3)c[nH]c12,1,A_only,5
JAK1/JAK2,D_vs_A,J1J2_024,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4cn[nH]c4)n3)c[nH]c12,1,A_only,5
JAK1/JAK2,D_vs_A,J1J2_025,O=c1[nH]ccc2c1c(Nc1ccc(-c3ccno3)cc1)nn2C1CCCCC1,2,A_only,5
JAK1/JAK2,D_vs_A,J1J2_026,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_027,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_028,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_029,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_030,c1cc(OC2CCCCC2)c2cc[nH]c2n1,2,A_only,5
JAK1/JAK2,D_vs_A,J1J2_031,O=C(CN1CCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,0,A_only,5
JAK1/JAK2,D_vs_A,J1J2_032,O=C(CN1CCCNCC1)Nc1cccc2c(-c3ccnc(Nc4ccccc4)n3)c[nH]c12,3,A_only,5
JAK1/JAK2,D_vs_A,J1J2_065,c1cc(C2CC2)ccc1Nc1ccn(C2CCCCC2)n1,1,dual,5
JAK1/JAK2,D_vs_A,J1J2_066,c1ccc(Nc2ccn(C3CCCCC3)n2)cc1,4,dual,5
JAK1/JAK2,D_vs_A,J1J2_067,O=S(=O)(CC1CCC(Nc2ncnc3[nH]ccc23)CC1)N1CCCC1,1,dual,5
JAK1/JAK2,D_vs_A,J1J2_068,O=S(=O)(CC1CCC(Nc2ncnc3[nH]ccc23)CC1)N1CCCCC1,2,dual,5
JAK1/JAK2,D_vs_A,J1J2_069,O=S1(=O)C=Cc2cc(Nc3ccn(C4CCCCC4)n3)ccc21,1,dual,5
JAK1/JAK2,D_vs_A,J1J2_070,c1ccc(Nc2ccn(C3CCC(N4CCC4)CC3)n2)cc1,2,dual,5
JAK1/JAK2,D_vs_A,J1J2_071,O=c1[nH]cc(-c2cc(C3CCOCC3)[nH]n2)c2[nH]ncc12,0,dual,5
JAK1/JAK2,D_vs_A,J1J2_072,c1ccc2ncc(CN3CCC(N4CC(n5cc(-c6ncnc7[nH]ccc67)cn5)C4)CC3)cc2c1,1,dual,5
JAK1/JAK2,D_vs_A,J1J2_073,O=C(Nc1cn(CC(=O)N2CC3CNCC3C2)nc1-c1ccccc1)c1cnn2cccnc12,3,dual,5
JAK1/JAK2,D_vs_A,J1J2_074,O=C(Nc1ccccn1)N1CCC(N2CC(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,2,dual,5
JAK1/JAK2,D_vs_A,J1J2_075,O=C(c1ccccc1)N1CCC(N2CC(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,3,dual,5
JAK1/JAK2,D_vs_A,J1J2_076,O=C(Nc1nc2cccc(C3CCC(NC(=O)C4CC4)CC3)n2n1)C1CC1,4,dual,5
JAK1/JAK2,D_vs_A,J1J2_077,c1ccc(Nc2ccnc(Nc3ccccn3)c2)cc1,4,dual,5
JAK1/JAK2,D_vs_A,J1J2_078,c1ccc(CN2CCC(Nc3ccnc4[nH]ccc34)CC2)cc1,3,dual,5
JAK1/JAK2,D_vs_A,J1J2_079,O=C(NC1CCNCC1)c1ccc(Nc2nc3c(C4=CCN(C(=O)C5CCCC5)CC4)cccn3n2)cc1,0,dual,5
JAK1/JAK2,D_vs_A,J1J2_080,O=C(NCCc1ccccn1)C1CCN(c2ncnc3[nH]ccc23)CC12CC2,2,dual,5
JAK1/JAK2,D_vs_A,J1J2_081,O=C(c1ccccc1)N1CCC(N2CC(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,3,dual,5
JAK1/JAK2,D_vs_A,J1J2_082,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,3,dual,5
JAK1/JAK2,D_vs_A,J1J2_083,c1ccn2ncc(-c3nccc(NC4CCCNC4)n3)c2c1,4,dual,5
JAK1/JAK2,D_vs_A,J1J2_084,c1ccc(-c2nc(NCc3cnccn3)c3cn[nH]c3n2)cc1,1,dual,5
JAK1/JAK2,D_vs_A,J1J2_085,O=S(=O)(Nc1ccccc1CNc1nc(-c2ccccc2)cc2[nH]ncc12)c1ccccc1,0,dual,5
JAK1/JAK2,D_vs_A,J1J2_086,O=C(NCC1CCCC1)C1CCN(c2ncnc3[nH]ccc23)CC12CC2,1,dual,5
JAK1/JAK2,D_vs_A,J1J2_087,O=C(c1ccc(Nc2nc3c(C4=CCNCC4)cccn3n2)cc1)N1CCCCC1c1cccnc1,0,dual,5
JAK1/JAK2,D_vs_A,J1J2_088,O=C(Cn1cc(Nc2nc3c(N4CC5CCC(C4)N5C(=O)C4CCCC4)cccn3n2)cn1)N1CCNCC1,3,dual,5
JAK1/JAK2,D_vs_A,J1J2_089,c1ccc(Nc2cnc(-c3ccccc3)o2)cc1,3,dual,5
JAK1/JAK2,D_vs_A,J1J2_090,c1nc(NC2CC3CNCC3C2)c2cc[nH]c2n1,4,dual,5
JAK1/JAK2,D_vs_A,J1J2_091,O=C(Nc1c[nH]nc1-c1ccccc1)c1cncc2[nH]cnc12,4,dual,5
JAK1/JAK2,D_vs_A,J1J2_092,c1ccc(-c2ccc(-c3ccncn3)[nH]2)cc1,4,dual,5
JAK1/JAK2,D_vs_A,J1J2_093,O=c1[nH]ccc2c1c(Nc1ccc(CN3CCC3)cc1)nn2C1CCCOC1,3,dual,5
JAK1/JAK2,D_vs_A,J1J2_094,O=C(c1ccc(Nc2nc3c(C4=CCNCC4)cccn3n2)cc1)N1CCN(Cc2cccnc2)CC1,4,dual,5
