pair,ligand_id,molecule_chembl_id,analysis_set,pA,pB,class,class_from_pchembl,score_A,score_B,score_mean,score_worst,complete_case,score_source
F2/F10,F2F10_097,,main,4.92,4.62,neither,neither,8.688,10.054,9.371,8.688,1,review_scored_membership_v1
F2/F10,F2F10_098,,main,4.7,5.3,neither,neither,8.518,8.924,8.721,8.518,1,review_scored_membership_v1
F2/F10,F2F10_099,,main,4.0,4.52,neither,neither,9.438,9.863,9.650500000000001,9.438,1,review_scored_membership_v1
F2/F10,F2F10_100,,main,5.16,4.06,neither,neither,9.743,9.946,9.8445,9.743,1,review_scored_membership_v1
F2/F10,F2F10_101,,main,4.22,4.72,neither,neither,8.253,7.835,8.044,7.835,1,review_scored_membership_v1
F2/F10,F2F10_102,,main,4.36,5.46,neither,neither,9.392,8.719,9.055499999999999,8.719,1,review_scored_membership_v1
F2/F10,F2F10_103,,main,4.7,4.47,neither,neither,8.737,8.089,8.413,8.089,1,review_scored_membership_v1
F2/F10,F2F10_104,,main,4.64,5.37,neither,neither,8.811,8.023,8.417,8.023,1,review_scored_membership_v1
F2/F10,F2F10_107,,main,4.38,4.32,neither,neither,9.472,9.313,9.3925,9.313,1,review_scored_membership_v1
F2/F10,F2F10_108,,main,4.3,4.03,neither,neither,8.342,8.597,8.4695,8.342,1,review_scored_membership_v1
F2/F10,F2F10_109,,main,4.64,4.51,neither,neither,8.236,8.065,8.150500000000001,8.065,1,review_scored_membership_v1
F2/F10,F2F10_110,,main,4.51,5.35,neither,neither,9.524,9.534,9.529,9.524,1,review_scored_membership_v1
PPARG/PPARA,PGPA_001,,main,7.05,5.48,A_only,A_only,9.742,9.737,9.7395,9.737,1,review_scored_membership_v1
PPARG/PPARA,PGPA_002,,main,6.8,4.68,A_only,A_only,7.901,8.816,8.3585,7.901,1,review_scored_membership_v1
PPARG/PPARA,PGPA_003,,main,6.52,5.3,A_only,A_only,7.933,8.194,8.063500000000001,7.933,1,review_scored_membership_v1
PPARG/PPARA,PGPA_004,,main,6.97,5.5,A_only,A_only,9.088,8.981,9.0345,8.981,1,review_scored_membership_v1
PPARG/PPARA,PGPA_005,,main,7.31,5.45,A_only,A_only,8.33,7.485,7.907500000000001,7.485,1,review_scored_membership_v1
PPARG/PPARA,PGPA_006,,main,7.75,5.38,A_only,A_only,8.02,7.277,7.6485,7.277,1,review_scored_membership_v1
PPARG/PPARA,PGPA_007,,main,7.23,4.96,A_only,A_only,9.005,9.472,9.2385,9.005,1,review_scored_membership_v1
PPARG/PPARA,PGPA_008,,main,8.33,5.44,A_only,A_only,8.621,10.293,9.457,8.621,1,review_scored_membership_v1
PPARG/PPARA,PGPA_009,,main,6.69,4.99,A_only,A_only,9.357,9.903,9.629999999999999,9.357,1,review_scored_membership_v1
PPARG/PPARA,PGPA_010,,main,6.59,5.0,A_only,A_only,8.961,9.32,9.1405,8.961,1,review_scored_membership_v1
PPARG/PPARA,PGPA_011,,main,8.7,5.1,A_only,A_only,9.214,10.153,9.6835,9.214,1,review_scored_membership_v1
PPARG/PPARA,PGPA_012,,main,8.4,5.48,A_only,A_only,8.539,9.024,8.7815,8.539,1,review_scored_membership_v1
PPARG/PPARA,PGPA_013,,main,8.89,5.19,A_only,A_only,8.766,9.443,9.1045,8.766,1,review_scored_membership_v1
PPARG/PPARA,PGPA_014,,main,8.3,4.94,A_only,A_only,8.429,7.617,8.023,7.617,1,review_scored_membership_v1
PPARG/PPARA,PGPA_015,,main,7.05,5.26,A_only,A_only,8.385,9.469,8.927,8.385,1,review_scored_membership_v1
PPARG/PPARA,PGPA_016,,main,7.52,5.0,A_only,A_only,8.454,8.894,8.674,8.454,1,review_scored_membership_v1
PPARG/PPARA,PGPA_017,,main,8.0,5.0,A_only,A_only,8.304,9.618,8.961,8.304,1,review_scored_membership_v1
PPARG/PPARA,PGPA_018,,main,6.8,5.49,A_only,A_only,8.962,9.005,8.9835,8.962,1,review_scored_membership_v1
PPARG/PPARA,PGPA_019,,main,7.3,5.03,A_only,A_only,9.138,9.426,9.282,9.138,1,review_scored_membership_v1
PPARG/PPARA,PGPA_020,,main,7.52,5.0,A_only,A_only,7.686,8.093,7.8895,7.686,1,review_scored_membership_v1
PPARG/PPARA,PGPA_021,,main,7.3,5.0,A_only,A_only,7.039,7.084,7.0615,7.039,1,review_scored_membership_v1
PPARG/PPARA,PGPA_022,,main,6.7,5.0,A_only,A_only,8.016,8.52,8.268,8.016,1,review_scored_membership_v1
PPARG/PPARA,PGPA_023,,main,8.83,5.19,A_only,A_only,8.348,9.961,9.1545,8.348,1,review_scored_membership_v1
PPARG/PPARA,PGPA_024,,main,6.51,5.0,A_only,A_only,9.843,9.157,9.5,9.157,1,review_scored_membership_v1
PPARG/PPARA,PGPA_025,,main,6.52,5.39,A_only,A_only,9.91,7.633,8.7715,7.633,1,review_scored_membership_v1
PPARG/PPARA,PGPA_026,,main,7.55,5.14,A_only,A_only,8.429,8.452,8.4405,8.429,1,review_scored_membership_v1
PPARG/PPARA,PGPA_027,,main,6.96,5.39,A_only,A_only,8.73,7.571,8.150500000000001,7.571,1,review_scored_membership_v1
PPARG/PPARA,PGPA_028,,main,6.7,5.26,A_only,A_only,8.996,8.014,8.504999999999999,8.014,1,review_scored_membership_v1
PPARG/PPARA,PGPA_029,,main,7.35,5.02,A_only,A_only,6.489,6.639,6.564,6.489,1,review_scored_membership_v1
PPARG/PPARA,PGPA_031,,main,7.21,5.17,A_only,A_only,8.521,8.7,8.6105,8.521,1,review_scored_membership_v1
PPARG/PPARA,PGPA_032,,main,8.7,5.3,A_only,A_only,9.091,8.349,8.719999999999999,8.349,1,review_scored_membership_v1
PPARG/PPARA,PGPA_033,,main,5.46,7.33,B_only,B_only,8.444,9.586,9.015,8.444,1,review_scored_membership_v1
PPARG/PPARA,PGPA_034,,main,5.32,7.17,B_only,B_only,8.499,9.202,8.8505,8.499,1,review_scored_membership_v1
PPARG/PPARA,PGPA_035,,main,5.4,6.96,B_only,B_only,8.814,9.102,8.958,8.814,1,review_scored_membership_v1
PPARG/PPARA,PGPA_036,,main,5.36,7.92,B_only,B_only,8.298,8.305,8.3015,8.298,1,review_scored_membership_v1
PPARG/PPARA,PGPA_037,,main,5.34,7.39,B_only,B_only,9.099,9.52,9.3095,9.099,1,review_scored_membership_v1
PPARG/PPARA,PGPA_038,,main,5.25,7.82,B_only,B_only,8.876,8.919,8.8975,8.876,1,review_scored_membership_v1
PPARG/PPARA,PGPA_039,,main,5.31,8.0,B_only,B_only,8.393,9.314,8.8535,8.393,1,review_scored_membership_v1
PPARG/PPARA,PGPA_040,,main,5.43,6.64,B_only,B_only,9.152,9.439,9.2955,9.152,1,review_scored_membership_v1
PPARG/PPARA,PGPA_041,,main,4.63,8.33,B_only,B_only,8.539,9.437,8.988,8.539,1,review_scored_membership_v1
PPARG/PPARA,PGPA_042,,main,5.39,6.52,B_only,B_only,8.3,7.951,8.1255,7.951,1,review_scored_membership_v1
PPARG/PPARA,PGPA_043,,main,5.26,7.0,B_only,B_only,8.049,8.448,8.2485,8.049,1,review_scored_membership_v1
PPARG/PPARA,PGPA_044,,main,5.0,6.82,B_only,B_only,9.047,9.162,9.104500000000002,9.047,1,review_scored_membership_v1
PPARG/PPARA,PGPA_045,,main,5.0,6.71,B_only,B_only,9.321,9.305,9.312999999999999,9.305,1,review_scored_membership_v1
PPARG/PPARA,PGPA_046,,main,5.16,8.0,B_only,B_only,8.241,9.525,8.883,8.241,1,review_scored_membership_v1
PPARG/PPARA,PGPA_047,,main,5.0,7.52,B_only,B_only,7.931,8.888,8.4095,7.931,1,review_scored_membership_v1
PPARG/PPARA,PGPA_048,,main,5.3,6.68,B_only,B_only,8.645,8.431,8.538,8.431,1,review_scored_membership_v1
PPARG/PPARA,PGPA_049,,main,5.09,8.22,B_only,B_only,9.259,9.655,9.457,9.259,1,review_scored_membership_v1
PPARG/PPARA,PGPA_050,,main,5.21,7.72,B_only,B_only,8.504,8.603,8.5535,8.504,1,review_scored_membership_v1
PPARG/PPARA,PGPA_051,,main,4.82,8.4,B_only,B_only,8.768,9.763,9.2655,8.768,1,review_scored_membership_v1
PPARG/PPARA,PGPA_052,,main,5.0,7.84,B_only,B_only,7.79,8.657,8.2235,7.79,1,review_scored_membership_v1
PPARG/PPARA,PGPA_053,,main,5.04,7.03,B_only,B_only,7.719,8.848,8.2835,7.719,1,review_scored_membership_v1
PPARG/PPARA,PGPA_054,,main,5.38,6.69,B_only,B_only,9.476,8.427,8.9515,8.427,1,review_scored_membership_v1
PPARG/PPARA,PGPA_055,,main,5.04,6.89,B_only,B_only,8.87,9.818,9.344,8.87,1,review_scored_membership_v1
PPARG/PPARA,PGPA_056,,main,5.0,7.72,B_only,B_only,7.053,9.031,8.042,7.053,1,review_scored_membership_v1
PPARG/PPARA,PGPA_057,,main,5.19,7.62,B_only,B_only,8.731,8.972,8.8515,8.731,1,review_scored_membership_v1
PPARG/PPARA,PGPA_058,,main,5.0,7.52,B_only,B_only,8.402,8.7,8.550999999999998,8.402,1,review_scored_membership_v1
PPARG/PPARA,PGPA_059,,main,5.46,6.7,B_only,B_only,9.36,8.837,9.0985,8.837,1,review_scored_membership_v1
PPARG/PPARA,PGPA_060,,main,5.31,8.12,B_only,B_only,7.139,7.12,7.1295,7.12,1,review_scored_membership_v1
PPARG/PPARA,PGPA_061,,main,5.41,7.96,B_only,B_only,8.23,8.412,8.321000000000002,8.23,1,review_scored_membership_v1
PPARG/PPARA,PGPA_062,,main,5.09,6.72,B_only,B_only,8.591,9.104,8.8475,8.591,1,review_scored_membership_v1
PPARG/PPARA,PGPA_063,,main,5.26,6.65,B_only,B_only,9.278,9.549,9.413499999999999,9.278,1,review_scored_membership_v1
PPARG/PPARA,PGPA_064,,main,5.28,6.82,B_only,B_only,8.047,8.448,8.2475,8.047,1,review_scored_membership_v1
PPARG/PPARA,PGPA_065,,main,7.43,7.28,dual,dual,8.614,9.044,8.829,8.614,1,review_scored_membership_v1
PPARG/PPARA,PGPA_066,,main,8.35,7.66,dual,dual,9.43,8.694,9.062000000000001,8.694,1,review_scored_membership_v1
PPARG/PPARA,PGPA_067,,main,7.03,7.54,dual,dual,9.032,10.137,9.5845,9.032,1,review_scored_membership_v1
PPARG/PPARA,PGPA_068,,main,7.35,7.19,dual,dual,9.507,9.836,9.6715,9.507,1,review_scored_membership_v1
PPARG/PPARA,PGPA_069,,main,7.68,6.77,dual,dual,9.363,10.313,9.838000000000001,9.363,1,review_scored_membership_v1
PPARG/PPARA,PGPA_070,,main,7.3,8.1,dual,dual,9.352,8.274,8.812999999999999,8.274,1,review_scored_membership_v1
PPARG/PPARA,PGPA_071,,main,8.1,7.16,dual,dual,8.77,9.153,8.961500000000001,8.77,1,review_scored_membership_v1
PPARG/PPARA,PGPA_072,,main,7.7,6.86,dual,dual,7.843,7.719,7.781000000000001,7.719,1,review_scored_membership_v1
PPARG/PPARA,PGPA_073,,main,7.08,6.64,dual,dual,8.892,8.885,8.8885,8.885,1,review_scored_membership_v1
PPARG/PPARA,PGPA_074,,main,7.4,7.4,dual,dual,9.535,10.384,9.9595,9.535,1,review_scored_membership_v1
PPARG/PPARA,PGPA_075,,main,8.05,8.0,dual,dual,9.413,9.183,9.298,9.183,1,review_scored_membership_v1
PPARG/PPARA,PGPA_076,,main,8.4,8.0,dual,dual,8.846,9.168,9.007,8.846,1,review_scored_membership_v1
PPARG/PPARA,PGPA_077,,main,6.92,6.85,dual,dual,9.21,8.118,8.664000000000001,8.118,1,review_scored_membership_v1
PPARG/PPARA,PGPA_078,,main,8.28,8.39,dual,dual,8.301,9.14,8.720500000000001,8.301,1,review_scored_membership_v1
PPARG/PPARA,PGPA_079,,main,8.15,7.16,dual,dual,8.933,9.269,9.100999999999999,8.933,1,review_scored_membership_v1
PPARG/PPARA,PGPA_080,,main,7.0,7.13,dual,dual,7.911,7.796,7.8535,7.796,1,review_scored_membership_v1
PPARG/PPARA,PGPA_081,,main,8.7,7.11,dual,dual,9.441,9.56,9.5005,9.441,1,review_scored_membership_v1
PPARG/PPARA,PGPA_082,,main,9.27,7.97,dual,dual,9.311,9.223,9.267,9.223,1,review_scored_membership_v1
PPARG/PPARA,PGPA_083,,main,6.89,9.0,dual,dual,9.651,9.437,9.544,9.437,1,review_scored_membership_v1
PPARG/PPARA,PGPA_084,,main,8.51,8.3,dual,dual,8.844,9.31,9.077,8.844,1,review_scored_membership_v1
PPARG/PPARA,PGPA_085,,main,7.58,7.34,dual,dual,9.08,9.665,9.372499999999999,9.08,1,review_scored_membership_v1
PPARG/PPARA,PGPA_086,,main,6.85,7.22,dual,dual,9.353,8.256,8.8045,8.256,1,review_scored_membership_v1
PPARG/PPARA,PGPA_087,,main,9.0,9.0,dual,dual,9.255,9.998,9.6265,9.255,1,review_scored_membership_v1
PPARG/PPARA,PGPA_088,,main,6.62,10.52,dual,dual,8.888,9.998,9.443,8.888,1,review_scored_membership_v1
PPARG/PPARA,PGPA_089,,main,7.52,7.05,dual,dual,8.359,9.589,8.974,8.359,1,review_scored_membership_v1
PPARG/PPARA,PGPA_090,,main,7.52,8.4,dual,dual,9.498,8.878,9.187999999999999,8.878,1,review_scored_membership_v1
PPARG/PPARA,PGPA_091,,main,6.68,7.25,dual,dual,8.141,8.448,8.2945,8.141,1,review_scored_membership_v1
PPARG/PPARA,PGPA_092,,main,6.6,7.0,dual,dual,8.953,8.916,8.9345,8.916,1,review_scored_membership_v1
PPARG/PPARA,PGPA_093,,main,7.51,8.7,dual,dual,8.042,9.495,8.7685,8.042,1,review_scored_membership_v1
PPARG/PPARA,PGPA_094,,main,8.52,7.47,dual,dual,8.989,9.559,9.274000000000001,8.989,1,review_scored_membership_v1
PPARG/PPARA,PGPA_095,,main,7.3,7.1,dual,dual,8.1,9.318,8.709,8.1,1,review_scored_membership_v1
PPARG/PPARA,PGPA_096,,main,7.11,7.07,dual,dual,9.229,10.18,9.7045,9.229,1,review_scored_membership_v1
PPARG/PPARA,PGPA_097,,main,4.52,4.52,neither,neither,5.79,6.679,6.234500000000001,5.79,1,review_scored_membership_v1
PPARG/PPARA,PGPA_098,,main,5.1,4.7,neither,neither,6.851,6.199,6.525,6.199,1,review_scored_membership_v1
PPARG/PPARA,PGPA_099,,main,5.44,5.4,neither,neither,7.038,6.428,6.7330000000000005,6.428,1,review_scored_membership_v1
PPARG/PPARA,PGPA_100,,main,4.92,5.03,neither,neither,8.452,9.871,9.1615,8.452,1,review_scored_membership_v1
PPARG/PPARA,PGPA_101,,main,5.14,5.21,neither,neither,8.756,8.813,8.784500000000001,8.756,1,review_scored_membership_v1
PPARG/PPARA,PGPA_102,,main,5.12,5.33,neither,neither,10.097,9.522,9.8095,9.522,1,review_scored_membership_v1
PPARG/PPARA,PGPA_103,,main,5.07,5.28,neither,neither,8.289,9.233,8.761,8.289,1,review_scored_membership_v1
PPARG/PPARA,PGPA_104,,main,5.35,5.44,neither,neither,9.273,9.377,9.325,9.273,1,review_scored_membership_v1
PPARG/PPARA,PGPA_105,,main,4.37,5.11,neither,neither,7.289,7.512,7.400499999999999,7.289,1,review_scored_membership_v1
PPARG/PPARA,PGPA_106,,main,4.75,5.36,neither,neither,8.843,9.589,9.216000000000001,8.843,1,review_scored_membership_v1
PPARG/PPARA,PGPA_107,,main,5.4,5.3,neither,neither,8.634,9.373,9.003499999999999,8.634,1,review_scored_membership_v1
PPARG/PPARA,PGPA_108,,main,5.3,5.1,neither,neither,9.172,9.686,9.429,9.172,1,review_scored_membership_v1
PPARG/PPARA,PGPA_109,,main,5.31,4.39,neither,neither,7.646,8.195,7.9205000000000005,7.646,1,review_scored_membership_v1
PPARG/PPARA,PGPA_110,,main,4.44,4.85,neither,neither,7.217,7.286,7.2515,7.217,1,review_scored_membership_v1
PPARA/PPARD,PAPD_001,,main,7.7,5.22,A_only,A_only,9.366,9.77,9.568,9.366,1,review_scored_membership_v1
PPARA/PPARD,PAPD_002,,main,8.4,5.44,A_only,A_only,8.344,8.429,8.3865,8.344,1,review_scored_membership_v1
PPARA/PPARD,PAPD_003,,main,8.22,5.12,A_only,A_only,9.217,10.283,9.75,9.217,1,review_scored_membership_v1
PPARA/PPARD,PAPD_004,,main,7.02,5.42,A_only,A_only,9.913,9.92,9.9165,9.913,1,review_scored_membership_v1
PPARA/PPARD,PAPD_005,,main,7.38,5.33,A_only,A_only,8.173,8.311,8.242,8.173,1,review_scored_membership_v1
PPARA/PPARD,PAPD_006,,main,7.14,5.34,A_only,A_only,8.784,10.074,9.429,8.784,1,review_scored_membership_v1
PPARA/PPARD,PAPD_007,,main,6.9,5.46,A_only,A_only,8.757,9.568,9.1625,8.757,1,review_scored_membership_v1
PPARA/PPARD,PAPD_008,,main,7.16,5.39,A_only,A_only,9.009,10.028,9.5185,9.009,1,review_scored_membership_v1
PPARA/PPARD,PAPD_009,,main,8.4,5.34,A_only,A_only,7.303,10.035,8.669,7.303,1,review_scored_membership_v1
PPARA/PPARD,PAPD_010,,main,6.64,5.04,A_only,A_only,8.885,10.475,9.68,8.885,1,review_scored_membership_v1
PPARA/PPARD,PAPD_011,,main,6.52,4.7,A_only,A_only,7.951,8.74,8.3455,7.951,1,review_scored_membership_v1
PPARA/PPARD,PAPD_012,,main,7.7,4.82,A_only,A_only,9.811,9.468,9.6395,9.468,1,review_scored_membership_v1
PPARA/PPARD,PAPD_013,,main,7.7,5.1,A_only,A_only,8.392,8.425,8.4085,8.392,1,review_scored_membership_v1
PPARA/PPARD,PAPD_014,,main,6.8,5.0,A_only,A_only,8.75,9.162,8.956,8.75,1,review_scored_membership_v1
PPARA/PPARD,PAPD_015,,main,7.11,5.22,A_only,A_only,8.403,10.738,9.5705,8.403,1,review_scored_membership_v1
PPARA/PPARD,PAPD_016,,main,8.4,4.6,A_only,A_only,9.893,10.383,10.138,9.893,1,review_scored_membership_v1
PPARA/PPARD,PAPD_017,,main,7.21,5.3,A_only,A_only,10.052,10.991,10.5215,10.052,1,review_scored_membership_v1
PPARA/PPARD,PAPD_018,,main,8.05,4.98,A_only,A_only,10.094,11.061,10.5775,10.094,1,review_scored_membership_v1
PPARA/PPARD,PAPD_019,,main,8.4,5.08,A_only,A_only,8.558,10.85,9.704,8.558,1,review_scored_membership_v1
PPARA/PPARD,PAPD_020,,main,6.77,5.22,A_only,A_only,8.565,10.721,9.643,8.565,1,review_scored_membership_v1
PPARA/PPARD,PAPD_021,,main,7.22,4.89,A_only,A_only,8.099,8.395,8.247,8.099,1,review_scored_membership_v1
PPARA/PPARD,PAPD_022,,main,7.62,5.42,A_only,A_only,8.972,9.101,9.0365,8.972,1,review_scored_membership_v1
PPARA/PPARD,PAPD_023,,main,7.3,5.35,A_only,A_only,8.747,9.602,9.1745,8.747,1,review_scored_membership_v1
PPARA/PPARD,PAPD_024,,main,6.51,5.17,A_only,A_only,8.229,9.444,8.836500000000001,8.229,1,review_scored_membership_v1
PPARA/PPARD,PAPD_025,,main,7.4,5.3,A_only,A_only,9.233,10.116,9.6745,9.233,1,review_scored_membership_v1
PPARA/PPARD,PAPD_026,,main,8.05,5.28,A_only,A_only,9.295,9.271,9.283000000000001,9.271,1,review_scored_membership_v1
PPARA/PPARD,PAPD_027,,main,6.8,5.1,A_only,A_only,9.178,9.366,9.272,9.178,1,review_scored_membership_v1
PPARA/PPARD,PAPD_028,,main,7.17,5.17,A_only,A_only,9.278,9.561,9.4195,9.278,1,review_scored_membership_v1
PPARA/PPARD,PAPD_029,,main,7.89,5.1,A_only,A_only,9.176,9.798,9.487,9.176,1,review_scored_membership_v1
PPARA/PPARD,PAPD_030,,main,7.1,5.1,A_only,A_only,8.891,9.543,9.216999999999999,8.891,1,review_scored_membership_v1
PPARA/PPARD,PAPD_031,,main,7.7,5.1,A_only,A_only,8.8,9.699,9.249500000000001,8.8,1,review_scored_membership_v1
PPARA/PPARD,PAPD_032,,main,7.92,5.15,A_only,A_only,9.597,10.122,9.8595,9.597,1,review_scored_membership_v1
PPARA/PPARD,PAPD_033,,main,5.28,7.28,B_only,B_only,10.138,10.995,10.5665,10.138,1,review_scored_membership_v1
PPARA/PPARD,PAPD_034,,main,5.38,7.12,B_only,B_only,8.026,10.381,9.2035,8.026,1,review_scored_membership_v1
PPARA/PPARD,PAPD_035,,main,4.8,7.2,B_only,B_only,5.718,8.65,7.184,5.718,1,review_scored_membership_v1
PPARA/PPARD,PAPD_036,,main,4.8,6.8,B_only,B_only,7.331,8.795,8.063,7.331,1,review_scored_membership_v1
PPARA/PPARD,PAPD_037,,main,4.7,7.1,B_only,B_only,6.382,9.927,8.154499999999999,6.382,1,review_scored_membership_v1
PPARA/PPARD,PAPD_038,,main,4.7,7.4,B_only,B_only,7.998,9.823,8.9105,7.998,1,review_scored_membership_v1
PPARA/PPARD,PAPD_039,,main,4.7,6.9,B_only,B_only,6.45,9.436,7.943,6.45,1,review_scored_membership_v1
PPARA/PPARD,PAPD_040,,main,4.8,7.5,B_only,B_only,6.36,9.893,8.1265,6.36,1,review_scored_membership_v1
PPARA/PPARD,PAPD_041,,main,5.07,7.0,B_only,B_only,9.682,10.745,10.2135,9.682,1,review_scored_membership_v1
PPARA/PPARD,PAPD_042,,main,4.96,8.1,B_only,B_only,9.472,10.243,9.8575,9.472,1,review_scored_membership_v1
PPARA/PPARD,PAPD_043,,main,5.4,7.6,B_only,B_only,9.224,9.34,9.282,9.224,1,review_scored_membership_v1
PPARA/PPARD,PAPD_044,,main,5.24,8.89,B_only,B_only,9.512,9.476,9.494,9.476,1,review_scored_membership_v1
PPARA/PPARD,PAPD_045,,main,5.28,8.66,B_only,B_only,9.642,10.265,9.9535,9.642,1,review_scored_membership_v1
PPARA/PPARD,PAPD_046,,main,5.14,7.96,B_only,B_only,8.931,9.894,9.4125,8.931,1,review_scored_membership_v1
PPARA/PPARD,PAPD_047,,main,5.03,8.34,B_only,B_only,9.246,8.904,9.075,8.904,1,review_scored_membership_v1
PPARA/PPARD,PAPD_048,,main,5.38,7.16,B_only,B_only,8.705,10.25,9.4775,8.705,1,review_scored_membership_v1
PPARA/PPARD,PAPD_049,,main,5.42,8.11,B_only,B_only,8.502,9.742,9.122,8.502,1,review_scored_membership_v1
PPARA/PPARD,PAPD_050,,main,5.33,7.37,B_only,B_only,9.522,10.408,9.965,9.522,1,review_scored_membership_v1
PPARA/PPARD,PAPD_051,,main,5.3,6.92,B_only,B_only,9.382,9.574,9.478,9.382,1,review_scored_membership_v1
PPARA/PPARD,PAPD_052,,main,5.28,8.22,B_only,B_only,9.017,9.285,9.151,9.017,1,review_scored_membership_v1
PPARA/PPARD,PAPD_053,,main,5.0,7.55,B_only,B_only,8.896,9.604,9.25,8.896,1,review_scored_membership_v1
PPARA/PPARD,PAPD_054,,main,5.4,8.1,B_only,B_only,9.677,10.811,10.244,9.677,1,review_scored_membership_v1
PPARA/PPARD,PAPD_055,,main,5.0,7.9,B_only,B_only,9.429,11.359,10.394,9.429,1,review_scored_membership_v1
PPARA/PPARD,PAPD_056,,main,5.3,8.1,B_only,B_only,9.373,11.17,10.2715,9.373,1,review_scored_membership_v1
PPARA/PPARD,PAPD_057,,main,5.4,7.5,B_only,B_only,8.653,11.421,10.036999999999999,8.653,1,review_scored_membership_v1
PPARA/PPARD,PAPD_058,,main,5.4,8.4,B_only,B_only,8.586,10.352,9.469000000000001,8.586,1,review_scored_membership_v1
PPARA/PPARD,PAPD_059,,main,5.5,7.9,B_only,B_only,9.249,10.825,10.036999999999999,9.249,1,review_scored_membership_v1
PPARA/PPARD,PAPD_060,,main,5.3,8.0,B_only,B_only,8.742,10.05,9.396,8.742,1,review_scored_membership_v1
PPARA/PPARD,PAPD_061,,main,5.44,6.92,B_only,B_only,8.641,10.338,9.4895,8.641,1,review_scored_membership_v1
PPARA/PPARD,PAPD_062,,main,5.2,7.6,B_only,B_only,9.531,10.426,9.9785,9.531,1,review_scored_membership_v1
PPARA/PPARD,PAPD_063,,main,5.5,7.8,B_only,B_only,8.754,10.897,9.8255,8.754,1,review_scored_membership_v1
PPARA/PPARD,PAPD_064,,main,5.37,8.44,B_only,B_only,9.534,11.5,10.517,9.534,1,review_scored_membership_v1
PPARA/PPARD,PAPD_065,,main,6.82,6.52,dual,dual,9.269,9.392,9.3305,9.269,1,review_scored_membership_v1
PPARA/PPARD,PAPD_066,,main,7.48,6.81,dual,dual,9.422,10.353,9.8875,9.422,1,review_scored_membership_v1
PPARA/PPARD,PAPD_067,,main,8.4,8.43,dual,dual,9.202,10.385,9.7935,9.202,1,review_scored_membership_v1
PPARA/PPARD,PAPD_068,,main,7.92,6.96,dual,dual,8.305,9.404,8.8545,8.305,1,review_scored_membership_v1
PPARA/PPARD,PAPD_069,,main,7.46,9.0,dual,dual,7.297,10.216,8.756499999999999,7.297,1,review_scored_membership_v1
PPARA/PPARD,PAPD_070,,main,7.43,6.85,dual,dual,9.992,10.717,10.354500000000002,9.992,1,review_scored_membership_v1
PPARA/PPARD,PAPD_071,,main,6.51,6.51,dual,dual,8.986,9.719,9.3525,8.986,1,review_scored_membership_v1
PPARA/PPARD,PAPD_072,,main,7.8,7.06,dual,dual,9.503,9.459,9.481,9.459,1,review_scored_membership_v1
PPARA/PPARD,PAPD_073,,main,8.3,8.72,dual,dual,8.677,10.276,9.4765,8.677,1,review_scored_membership_v1
PPARA/PPARD,PAPD_074,,main,6.85,8.36,dual,dual,8.752,9.952,9.352,8.752,1,review_scored_membership_v1
PPARA/PPARD,PAPD_075,,main,6.95,8.89,dual,dual,10.335,10.276,10.3055,10.276,1,review_scored_membership_v1
PPARA/PPARD,PAPD_076,,main,7.28,8.39,dual,dual,10.098,10.51,10.304,10.098,1,review_scored_membership_v1
PPARA/PPARD,PAPD_077,,main,7.72,6.68,dual,dual,8.791,9.569,9.18,8.791,1,review_scored_membership_v1
PPARA/PPARD,PAPD_078,,main,6.76,8.0,dual,dual,8.952,10.184,9.568,8.952,1,review_scored_membership_v1
PPARA/PPARD,PAPD_079,,main,6.58,8.0,dual,dual,8.245,8.952,8.5985,8.245,1,review_scored_membership_v1
PPARA/PPARD,PAPD_080,,main,6.73,7.4,dual,dual,6.301,8.109,7.205,6.301,1,review_scored_membership_v1
PPARA/PPARD,PAPD_081,,main,8.52,8.52,dual,dual,9.376,10.51,9.943,9.376,1,review_scored_membership_v1
PPARA/PPARD,PAPD_082,,main,6.87,8.66,dual,dual,10.643,10.351,10.497,10.351,1,review_scored_membership_v1
PPARA/PPARD,PAPD_083,,main,8.1,7.68,dual,dual,8.918,9.713,9.3155,8.918,1,review_scored_membership_v1
PPARA/PPARD,PAPD_084,,main,7.27,6.92,dual,dual,8.159,11.11,9.6345,8.159,1,review_scored_membership_v1
PPARA/PPARD,PAPD_085,,main,7.43,6.85,dual,dual,10.192,11.145,10.6685,10.192,1,review_scored_membership_v1
PPARA/PPARD,PAPD_086,,main,7.03,8.52,dual,dual,9.987,9.979,9.983,9.979,1,review_scored_membership_v1
PPARA/PPARD,PAPD_087,,main,7.89,6.55,dual,dual,8.331,11.29,9.8105,8.331,1,review_scored_membership_v1
PPARA/PPARD,PAPD_088,,main,8.15,7.03,dual,dual,8.406,11.172,9.789000000000001,8.406,1,review_scored_membership_v1
PPARA/PPARD,PAPD_089,,main,7.89,7.55,dual,dual,8.239,10.889,9.564,8.239,1,review_scored_membership_v1
PPARA/PPARD,PAPD_090,,main,7.92,7.6,dual,dual,8.353,11.259,9.806000000000001,8.353,1,review_scored_membership_v1
PPARA/PPARD,PAPD_091,,main,9.05,8.21,dual,dual,6.406,10.91,8.658,6.406,1,review_scored_membership_v1
PPARA/PPARD,PAPD_092,,main,6.57,8.12,dual,dual,8.613,10.531,9.572,8.613,1,review_scored_membership_v1
