ligand_id,keep_urat1_acid,acid_arg477_min_A,u_CNNscore,u_CNNaffinity,pose_selection_status,n_CNNscore,n_CNNaffinity,keep_dual_acid_geometry,repurposing_id,chembl_id,name,canonical_smiles,inchi_key,mw,max_phase,atc_code,source_phase,source_atc_l1,source_atc_l2,library_panel,benchmark_ref,mol_type,structure_type,p_active_nlrp3,nlrp3_percentile,nlrp3_pred_active,max_tanimoto_nlrp3_train,scaffold,rank_nlrp3,selection_reason,keep_seed42,arg_seed42,keep_seed43,arg_seed43,keep_seed44,arg_seed44,n_seed_pass,stable_ge_2of3,pains_any,brenk,nih,aggregation_risk_heuristic,qed,mw_admet,clogp,tpsa,hbd,hba,heavy_atoms,lipinski_pass,veber_pass,ghose_pass,oral_absorption_ok,keep_nlrp3_pose,keep_nlrp3_structural,pocket_overlap_frac,ifp_jaccard_vs_np3146,n_key_contacts,key_recovery_frac,n_CNNscore_structural,alert_clean,arg_classic_4A,soft_excluded
REP_01593,True,4.5868732269379375,0.709075928,6.99314117,a2_geometry_then_cnnscore,0.573161423,6.95367861,True,REP_01593,CHEMBL1256686,CALCIMYCIN,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,HIYAVKIYRIFSCZ-CYEMHPAKSA-N,523.63,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(CC1CCCC2(CCCC(Cc3nc4ccccc4o3)O2)O1)c1ccc[nH]1,12,nlrp3_p_active_ge_threshold,True,4.5868732269379375,True,2.788429486287931,True,3.360446398917845,3,True,False,False,False,False,0.3451489485558862,523.6300000000003,5.529800000000005,126.68000000000002,3,7,38,False,True,False,False,True,False,0.7368421052631579,0.5789473684210527,4,0.5714285714285714,0.573161423,True,False,False
REP_02143,True,5.639107553505252,0.460989684,7.16659164,a2_geometry_then_cnnscore,0.547978163,6.91540766,True,REP_02143,CHEMBL1742401,ABITESARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)O)CCCC1,ZUMPSVPHCDJCMD-UHFFFAOYSA-N,461.57,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2nnn[nH]2)c(-c2ccc(CNCC3CCCC3)cc2)c1,802,nlrp3_p_active_ge_threshold,True,5.639107553505252,True,6.358567999164593,True,3.214253879207428,3,True,False,False,False,False,0.4526520972220416,461.5660000000003,4.697500000000003,112.07,2,5,34,True,True,True,True,True,True,0.7352941176470589,0.7894736842105263,6,0.8571428571428571,0.547978163,True,False,False
REP_02650,True,5.467475560073405,0.756789565,7.18870783,a2_geometry_then_cnnscore,0.579818487,6.82052374,True,REP_02650,CHEMBL2104072,ASERIPIDE,C[C@H](C(=O)O)c1cccc(NC(=O)NCC(=O)N2[C@@H](c3ccccc3F)SC[C@H]2C(=O)OC(C)(C)C)c1,IPIGNHDAVWQEDN-GJULWVSJSA-N,531.61,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NCC(=O)N1CCSC1c1ccccc1)Nc1ccccc1,944,nlrp3_p_active_ge_threshold,True,5.467475560073405,True,5.226779601245878,True,5.719800783244115,3,True,False,False,False,False,0.4591676398587541,531.6060000000002,4.119800000000004,125.04,3,6,37,False,True,False,True,True,True,0.6756756756756757,0.75,6,0.8571428571428571,0.579818487,True,False,False
REP_02721,True,3.0744347447945515,0.79139924,6.04761267,a2_geometry_then_cnnscore,0.863415539,6.88486862,True,REP_02721,CHEMBL2104172,CEFETRIZOLE,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CS[C@H]12,UQWYUAURRDNBKR-BXUZGUMPSA-N,437.53,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C(Cc1cccs1)NC1C(=O)N2C=C(CSc3nc[nH]n3)CSC12,315,nlrp3_p_active_ge_threshold,True,3.0744347447945515,True,3.0910380133540905,True,3.045988345348671,3,True,False,False,True,False,0.4312611386699644,437.5280000000001,0.9395999999999998,128.28000000000003,3,8,28,True,True,True,True,True,True,0.7857142857142857,0.8,6,0.8571428571428571,0.863415539,True,True,False
REP_03974,True,7.501018730812499,0.586199343,5.43731689,a2_geometry_then_cnnscore,0.932242334,6.11595678,True,REP_03974,CHEMBL2106357,FLORANTYRONE,O=C(O)CCC(=O)c1ccc2c(c1)-c1cccc3cccc-2c13,QOBAOSCOLAGPKI-UHFFFAOYSA-N,302.33,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc2c(c1)-c1cccc3cccc-2c13,1232,nlrp3_p_active_ge_threshold,True,7.501018730812499,True,3.0226035135293507,True,2.941780073356936,3,True,False,False,False,False,0.563229709231592,302.32900000000006,4.534700000000003,54.37,1,2,23,True,True,True,True,True,True,1.0,0.9473684210526316,7,1.0,0.932242334,True,False,False
REP_04581,True,7.696186198371239,0.796239853,6.95602036,a2_geometry_then_cnnscore,0.574564576,6.40377808,True,REP_04581,CHEMBL2107636,CEFAZEDONE,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,VTLCNEGVSVJLDN-MLGOLLRUSA-N,548.46,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Cn1ccc(=O)cc1)NC1C(=O)N2C=C(CSc3nncs3)CSC12,915,nlrp3_p_active_ge_threshold,True,7.696186198371239,True,7.668889424160442,True,7.262611169545015,3,True,False,False,True,False,0.3927383647237274,548.4550000000002,1.84592,134.48999999999998,2,10,33,False,True,False,True,True,True,0.696969696969697,0.631578947368421,5,0.7142857142857143,0.574564576,True,False,False
REP_04623,True,3.093998383968551,0.794474542,7.14101076,a2_geometry_then_cnnscore,0.582873881,6.15694046,True,REP_04623,CHEMBL2107707,CEFOXAZOLE,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,OCLRGULJISNUQS-OXQOHEQNSA-N,491.91,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C(NC1C(=O)N2C=CCSC12)c1conc1-c1ccccc1,397,nlrp3_p_active_ge_threshold,True,3.093998383968551,False,3.112036310842149,True,3.165603575939353,2,True,False,False,True,False,0.4594494953141591,491.9090000000003,2.21872,139.04,2,8,33,True,True,False,True,True,True,0.5757575757575758,0.8421052631578947,6,0.8571428571428571,0.582873881,True,True,False
REP_04990,True,5.043853388035768,0.528282762,6.19471693,a2_geometry_then_cnnscore,0.573177993,6.20117617,True,REP_04990,CHEMBL219586,GW590735,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,ILUPZUOBHCUBKB-UHFFFAOYSA-N,478.49,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.61791027,81.93292463036423,True,,O=C(NCc1ccccc1)c1cnc(-c2ccccc2)s1,1504,nlrp3_p_active_ge_threshold,True,5.043853388035768,False,,True,6.1548922817544165,2,True,False,False,False,False,0.4805976151805703,478.4920000000002,5.309320000000004,88.52,2,5,33,False,True,True,True,True,True,0.5454545454545454,0.6842105263157895,5,0.7142857142857143,0.573177993,True,False,False
REP_05141,True,7.675933102887225,0.654662669,6.34944534,a2_geometry_then_cnnscore,0.650252998,6.68000269,True,REP_05141,CHEMBL249973,LINTITRIPT,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,ILNRQFBVVQUOLP-UHFFFAOYSA-N,411.87,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Nc1nc(-c2ccccc2)cs1)c1cc2ccccc2[nH]1,1164,nlrp3_p_active_ge_threshold,True,7.675933102887225,True,7.484515014347946,True,7.567410785731138,3,True,False,False,False,False,0.4957458681975341,411.8700000000001,4.755100000000002,84.22,2,5,28,True,True,True,True,True,True,0.8571428571428571,0.6842105263157895,5,0.7142857142857143,0.650252998,True,False,False
REP_05302,True,6.267380712865613,0.762060285,6.75742722,a2_geometry_then_cnnscore,0.664981306,6.91635466,True,REP_05302,CHEMBL283820,SPIROGLUMIDE,O=C(O)CC[C@@H](NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1,FJCZHMXAGBYXHJ-QGZVFWFLSA-N,441.36,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.78337806,83.31530231999038,True,,O=C(NCC(=O)N1CCC2(CCCC2)CC1)c1ccccc1,1389,nlrp3_p_active_ge_threshold,True,6.267380712865613,True,6.663186399914079,True,5.511331871698524,3,True,False,False,False,False,0.6949672331835018,441.3550000000004,4.139400000000004,86.71,2,3,29,True,True,True,True,True,True,0.9310344827586208,0.6842105263157895,5,0.7142857142857143,0.664981306,True,False,False
REP_05846,True,3.142289292856401,0.68086791,5.92929459,a2_geometry_then_cnnscore,0.953264773,7.03478479,True,REP_05846,CHEMBL3707347,VERINURAD,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,YYBOLPLTQDKXPM-UHFFFAOYSA-N,348.43,2.0,,True,False,False,benchmark_forced,URAT1_POS_03,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1cncc(-c2cccc3ccccc23)c1,595,nlrp3_p_active_ge_threshold,True,3.142289292856401,True,3.069882408171348,True,3.1274238599844373,3,True,False,False,False,False,0.690067484555994,348.4270000000001,4.728780000000004,73.98,1,4,25,True,True,True,True,True,True,1.0,0.9,7,1.0,0.953264773,True,True,False
REP_06119,True,2.9966464589604134,0.635743916,6.08600235,a2_geometry_then_cnnscore,0.672377706,5.8837142,True,REP_06119,CHEMBL3989910,CAVOSONSTAT,O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1,BXSZILNGNMDGSL-UHFFFAOYSA-N,299.71,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(-c2ccc3ccccc3n2)cc1,140,nlrp3_p_active_ge_threshold,True,2.9966464589604134,True,2.8065795908899487,True,7.002553962662476,3,True,False,False,False,False,0.7511717125374576,299.713,3.9590000000000014,70.42,2,3,21,True,True,True,True,True,True,0.9047619047619048,0.65,5,0.7142857142857143,0.672377706,True,True,False
REP_06470,True,3.109893567310622,0.543469846,4.95344782,a2_geometry_then_cnnscore,0.776813388,5.35395288,True,REP_06470,CHEMBL432481,DEFERITRIN,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,OEUUFNIKLCFNLN-LLVKDONJSA-N,253.28,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1ccc(C2=NCCS2)cc1,434,nlrp3_p_active_ge_threshold,True,3.109893567310622,True,3.0639392944378034,True,3.0731614015537825,3,True,False,False,False,False,0.7415115684565626,253.279,1.4345,90.12,3,5,17,True,True,False,True,True,True,0.8823529411764706,0.65,5,0.7142857142857143,0.776813388,True,True,False
REP_06583,True,3.0604955481098117,0.553466797,6.70228434,a2_geometry_then_cnnscore,0.574060917,6.70628881,True,REP_06583,CHEMBL4594274,POSENACAFTOR,Cc1c(-c2cc(C(=O)O)c3c(O[C@H](C)C4CCOCC4)ccc(C)c3n2)oc2ccccc12,QUDOHCFOJCNKPK-QGZVFWFLSA-N,445.52,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc2oc(-c3ccc4c(OCC5CCOCC5)cccc4n3)cc2c1,1048,nlrp3_p_active_ge_threshold,True,3.0604955481098117,True,3.2879140803859235,True,3.186326097561261,3,True,False,False,False,True,0.3963222166289621,445.5150000000002,6.156940000000006,81.79,1,5,33,False,True,False,False,True,True,0.8787878787878788,0.8421052631578947,6,0.8571428571428571,0.574060917,True,True,False
REP_06643,True,3.0861022342106565,0.85463959,7.48018408,a2_geometry_then_cnnscore,0.650032461,7.00301981,True,REP_06643,CHEMBL4650322,RUNCACIGUAT,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,NCRMKIWHFXSBGZ-CNBXIYLPSA-N,488.33,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Cc1ccccc1)Nc1cccc(CC2CC2)c1,541,nlrp3_p_active_ge_threshold,True,3.0861022342106565,True,3.0435980352208,True,3.02574850243703,3,True,False,False,False,False,0.4257605562503772,488.333,6.882400000000004,66.4,2,2,32,False,True,False,False,True,True,0.96875,0.8947368421052632,7,1.0,0.650032461,True,True,False
REP_06875,True,6.878127942979834,0.605334997,6.95511198,a2_geometry_then_cnnscore,0.534676671,7.11669588,True,REP_06875,CHEMBL5095100,FULIMETIBANT,O=C(O)c1cc(NC(=O)C2(c3ccc(C(F)(F)F)cc3F)CC2)ccc1-c1cnn(C2CCC2)c1,DFQFSWDEFZCQLH-UHFFFAOYSA-N,487.45,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1ccc(-c2cnn(C3CCC3)c2)cc1)C1(c2ccccc2)CC1,152,nlrp3_p_active_ge_threshold,True,6.878127942979834,True,6.898808157935688,True,6.790570005529726,3,True,False,False,False,False,0.4305861616256543,487.4530000000003,5.801500000000004,84.22,2,4,35,False,True,False,False,True,True,0.7142857142857143,0.7368421052631579,5,0.7142857142857143,0.534676671,True,False,False
REP_07015,True,2.921527340279389,0.733871698,6.89647293,a2_geometry_then_cnnscore,0.751993716,6.47951269,True,REP_07015,CHEMBL5314438,PULIGINURAD,CC(C)(Cc1cc2c(-c3ccc(C#N)cc3)cncc2s1)C(=O)O,QWCZAFGDQBUAFT-UHFFFAOYSA-N,336.42,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.5188651,81.05541531434066,True,,c1ccc(-c2cncc3sccc23)cc1,1577,nlrp3_p_active_ge_threshold,True,2.921527340279389,True,2.885065337215081,True,2.941737921705465,3,True,False,False,False,False,0.7616184758396128,336.4160000000001,4.488280000000003,73.98,1,4,24,True,True,True,True,True,True,1.0,0.8,6,0.8571428571428571,0.751993716,True,True,False
REP_07040,True,4.0617858141462735,0.609225214,7.12205124,a2_geometry_then_cnnscore,0.589639187,6.48992109,True,REP_07040,CHEMBL5314476,POCENBRODIB,COC(=O)N1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)O)C3)c2CC[C@@H]1C,NOUKMOKAEKAWKS-FSEQIFNCSA-N,525.58,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Cc2nc3c4c(ccc3n2C2CCCCC2)NCCC4)cc1,805,nlrp3_p_active_ge_threshold,True,4.0617858141462735,True,4.097727296929351,True,4.124020004801128,3,True,False,False,False,False,0.4824228194581857,525.5770000000005,4.989100000000004,114.12,2,7,38,False,True,False,True,True,True,0.6052631578947368,0.6842105263157895,5,0.7142857142857143,0.589639187,True,False,False
REP_07580,True,3.2377540054797214,0.642952561,7.19753408,a2_geometry_then_cnnscore,0.623751402,6.97798109,True,REP_07580,CHEMBL1215331,PF-03882845,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,XNULRSOGWPFPBL-REWPJTCUSA-N,419.91,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(N2N=C3c4ccccc4CCC3C2C2CCCC2)cc1,69,nlrp3_p_active_ge_threshold,True,3.2377540054797214,True,3.232865447246448,True,3.237253465516712,3,True,False,False,False,False,0.7360321551748457,419.91200000000026,5.255380000000004,76.69,1,4,30,False,True,True,True,True,True,0.8666666666666667,0.85,7,1.0,0.623751402,True,True,False
REP_07635,True,7.130271313211013,0.720851183,7.13333654,a2_geometry_then_cnnscore,0.524357557,6.39549971,True,REP_07635,CHEMBL1835919,PF-04620110,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2,GEVVQZHMFVFGLN-HDJSIYSDSA-N,396.45,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C1c2cncnc2OCCN1c1ccc(C2CCCCC2)cc1,162,nlrp3_p_active_ge_threshold,True,7.130271313211013,False,6.367374733750162,True,6.554141743966176,2,True,False,False,False,False,0.8154437215834872,396.4470000000002,2.8465000000000016,118.64,2,6,29,True,True,True,True,True,False,0.4838709677419355,0.45,4,0.5714285714285714,0.524357557,True,False,False
REP_07704,True,3.4848779031696333,0.684087932,6.54660273,a2_geometry_then_cnnscore,0.647723436,6.62993622,True,REP_07704,CHEMBL219046,PSI-697,O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,DIEPFYNZGUUVHD-UHFFFAOYSA-N,367.83,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Cc2ccc3ccc4c(c3n2)CCCC4)cc1,672,nlrp3_p_active_ge_threshold,True,3.4848779031696333,True,3.2896828114576597,True,2.793907836704712,3,True,False,False,False,False,0.6996452812674512,367.8320000000003,4.761600000000003,70.42,2,3,26,True,True,True,True,True,True,0.8461538461538461,0.8421052631578947,6,0.8571428571428571,0.647723436,True,True,False
REP_07838,True,4.94919650044328,0.681215942,7.4548955,a2_geometry_then_cnnscore,0.500561535,7.17738199,True,REP_07838,CHEMBL3692206,TAS-119,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,PLAVWQHGBMTMFR-UHFFFAOYSA-N,506.37,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(c1ccccc1)N1CCC(Cc2cccc(Nc3cc[nH]n3)n2)CC1,207,nlrp3_p_active_ge_threshold,True,4.94919650044328,True,4.976847998482567,False,4.943257428052872,2,True,False,False,False,False,0.4409008198803385,506.3650000000002,4.852320000000003,111.21,3,5,34,False,True,False,True,True,True,0.7647058823529411,0.65,5,0.7142857142857143,0.500561535,True,False,False
