ligand,class,pref_name,molecule_chembl_id,3POZ_affinity,3RCD_affinity,mean_affinity,rtm_3POZ,rtm_mode_3POZ,rtm_3RCD,rtm_mode_3RCD,vina_3POZ_hb,vina_3RCD_hb,vina_mean,vina_min,rtm_mean,rtm_min,rtm_3POZ_z,rtm_3RCD_z,rtm_min_z,clash_3POZ_rtm_best,clash_3POZ_vina_m1,pb_like_fail_3POZ,clash_3RCD_rtm_best,clash_3RCD_vina_m1,pb_like_fail_3RCD,rtm_3POZ_gated,rtm_3RCD_gated,gated_rtm_min,gated_any
EH40_11,dual,,CHEMBL3977326,-10.434,-10.275,-10.354,50.79628017693776,7,67.6118656115756,1,10.434,10.275,10.3545,10.275,59.20407289425668,50.79628017693776,0.2541076678640346,0.37396145817192306,0.2541076678640346,0,0,0,0,0,0,50.79628017693776,67.6118656115756,50.79628017693776,0
EH40_12,dual,,CHEMBL402011,-9.692,-10.467,-10.079,65.0967946161479,2,58.92318310559581,1,9.692,10.467,10.0795,9.692,62.00998886087186,58.92318310559581,1.1361947550517366,-0.0046535916304993085,-0.0046535916304993085,0,0,0,0,0,0,65.0967946161479,58.92318310559581,58.92318310559581,0
EH40_13,dual,,CHEMBL3680374,-10.219,-9.203,-9.711,40.94567321304039,7,45.96176683356803,8,10.219,9.203,9.710999999999999,9.203,43.453720023304214,40.94567321304039,-0.35349936898428796,-0.5694558230351261,-0.5694558230351261,0,0,0,0,0,0,40.94567321304039,45.96176683356803,40.94567321304039,0
EH40_14,dual,,CHEMBL5204650,-7.128,-7.55,-7.339,31.92035055547109,1,32.88815810725417,4,7.128,7.55,7.339,7.128,32.40425433136263,31.92035055547109,-0.9102010602266761,-1.1391469143604307,-1.1391469143604307,0,0,0,0,0,0,31.92035055547109,32.88815810725417,31.92035055547109,0
EH40_15,dual,,CHEMBL1645469,-8.26,-8.259,-8.259,50.55868051137614,9,63.53350848862702,6,8.26,8.259,8.2595,8.259,57.04609450000158,50.55868051137614,0.23945199951007837,0.1962443665237326,0.1962443665237326,0,0,0,0,0,0,50.55868051137614,63.53350848862702,50.55868051137614,0
EH40_16,A_only,,CHEMBL2325101,-10.466,-10.072,-10.269,44.40988935106538,4,37.489631733571656,4,10.466,10.072,10.268999999999998,10.072,40.949760542318515,37.489631733571656,-0.1398189216431314,-0.9386346773217648,-0.9386346773217648,0,0,0,0,0,0,44.40988935106538,37.489631733571656,37.489631733571656,0
EH40_17,A_only,,CHEMBL91925,-9.126,-8.576,-8.851,35.03081744189238,6,43.246742050601526,1,9.126,8.576,8.850999999999999,8.576,39.13877974624695,35.03081744189238,-0.718340642386442,-0.6877648120803825,-0.718340642386442,0,0,0,0,0,0,35.03081744189238,43.246742050601526,35.03081744189238,0
EH40_18,A_only,,CHEMBL2000832,-11.17,-12.292,-11.731,41.77583429146643,1,46.31521006750866,1,11.17,12.292,11.731,11.17,44.04552217948755,41.77583429146643,-0.30229321338210735,-0.554054301857587,-0.554054301857587,0,0,0,0,0,0,41.77583429146643,46.31521006750866,41.77583429146643,0
EH40_19,A_only,,CHEMBL589560,-8.396,-8.225,-8.311,35.80520057336964,7,32.40408833485009,1,8.396,8.225,8.310500000000001,8.225,34.10464445410986,32.40408833485009,-0.6705749928557393,-1.1602405727902885,-1.1602405727902885,0,0,0,0,0,0,35.80520057336964,32.40408833485009,32.40408833485009,0
EH40_20,A_only,,CHEMBL3357639,-10.245,-9.624,-9.934,40.09888188380287,4,47.38378665113735,5,10.245,9.624,9.9345,9.624,43.74133426747011,40.09888188380287,-0.4057313149214851,-0.5074903750309552,-0.5074903750309552,0,0,0,0,0,0,40.09888188380287,47.38378665113735,40.09888188380287,0
EH40_21,A_only,,CHEMBL2112370,-9.684,-9.132,-9.408,26.56163148820009,7,53.03011942242215,5,9.684,9.132,9.408,9.132,39.79587545531112,26.56163148820009,-1.2407386022989986,-0.2614477141407956,-1.2407386022989986,0,0,0,0,0,0,26.56163148820009,53.03011942242215,26.56163148820009,0
EH40_22,A_only,,CHEMBL1081849,-10.012,-10.127,-10.07,44.99208098291926,4,46.446744329867705,1,10.012,10.127,10.069500000000001,10.012,45.71941265639349,44.99208098291926,-0.1039080652253388,-0.548322609940024,-0.548322609940024,0,0,0,0,0,0,44.99208098291926,46.446744329867705,44.99208098291926,0
EH40_23,A_only,,CHEMBL3633938,-11.292,-10.764,-11.028,82.35854349800609,6,110.07054170594876,2,11.292,10.764,11.027999999999999,10.764,96.21454260197743,82.35854349800609,2.200937275727437,2.2241261699049653,2.200937275727437,0,0,0,0,0,0,82.35854349800609,110.07054170594876,82.35854349800609,0
EH40_24,A_only,,CHEMBL602328,-7.097,-6.886,-6.992,23.16813865702481,4,27.859641949801155,5,7.097,6.886,6.9915,6.886,25.513890303412982,23.16813865702481,-1.4500566809994655,-1.3582678103162977,-1.4500566809994655,0,0,0,0,0,0,23.16813865702481,27.859641949801155,23.16813865702481,0
EH40_25,A_only,,CHEMBL289959,-7.956,-8.044,-8.0,20.11019932308799,6,68.95868938010331,3,7.956,8.044,8.0,7.956,44.53444435159565,20.11019932308799,-1.6386770842258835,0.43265018892543605,-1.6386770842258835,0,0,0,0,0,0,20.11019932308799,68.95868938010331,20.11019932308799,0
EH40_26,A_only,,CHEMBL371863,-7.394,-7.472,-7.433,37.107440254191374,8,54.869685837467465,1,7.394,7.472,7.433,7.394,45.98856304582942,37.107440254191374,-0.5902499939363485,-0.18128739876871214,-0.5902499939363485,0,0,0,0,0,0,37.107440254191374,54.869685837467465,37.107440254191374,0
EH40_27,A_only,ALVOCIDIB,CHEMBL428690,-8.84,-9.216,-9.028,36.50197654166752,2,43.87973911799656,1,8.84,9.216,9.027999999999999,8.84,40.19085782983204,36.50197654166752,-0.6275963233182948,-0.6601815489065221,-0.6601815489065221,0,0,0,0,0,0,36.50197654166752,43.87973911799656,36.50197654166752,0
EH40_28,B_only,,CHEMBL6017443,-11.075,-11.53,-11.302,67.41039970063224,1,90.34379194742112,2,11.075,11.53,11.302499999999998,11.075,78.87709582402668,67.41039970063224,1.2789029896785857,1.3645200861144016,1.2789029896785857,0,0,0,0,0,0,67.41039970063224,90.34379194742112,67.41039970063224,0
EH40_29,B_only,,CHEMBL1080990,-9.298,-9.331,-9.314,45.44810248000185,7,45.75656641035413,1,9.298,9.331,9.314499999999999,9.298,45.60233444517799,45.44810248000185,-0.07577965937207547,-0.5783975663202717,-0.5783975663202717,0,0,0,0,0,0,45.44810248000185,45.75656641035413,45.44810248000185,0
EH40_30,B_only,SOTRASTAURIN,CHEMBL565612,-9.399,-9.628,-9.514,31.78142231349872,3,33.80610210320214,4,9.399,9.628,9.5135,9.399,32.79376220835043,31.78142231349872,-0.918770458817926,-1.099146901527359,-1.099146901527359,0,0,0,0,0,0,31.78142231349872,33.80610210320214,31.78142231349872,0
EH40_31,B_only,,CHEMBL257873,-10.12,-9.812,-9.966,48.80640684616608,7,54.99252866989251,1,10.12,9.812,9.966,9.812,51.89946775802929,48.80640684616608,0.13136791764915803,-0.1759344416219331,-0.1759344416219331,0,0,0,0,0,0,48.80640684616608,54.99252866989251,48.80640684616608,0
EH40_32,B_only,,CHEMBL394463,-9.136,-9.76,-9.448,41.07795817266784,8,57.69628806835225,2,9.136,9.76,9.448,9.136,49.38712312051005,41.07795817266784,-0.34533974261472333,-0.05811634910939429,-0.34533974261472333,0,0,0,0,0,0,41.07795817266784,57.69628806835225,41.07795817266784,0
EH40_33,B_only,,CHEMBL3814021,-10.698,-10.591,-10.645,44.194194462844806,3,102.41821967516064,1,10.698,10.591,10.6445,10.591,73.30620706900272,44.194194462844806,-0.15312345530033267,1.8906712088338216,-0.15312345530033267,0,0,0,0,0,0,44.194194462844806,102.41821967516064,44.194194462844806,0
EH40_34,B_only,,CHEMBL2048792,-9.615,-9.184,-9.399,57.53323953790782,6,53.36655916347368,3,9.615,9.184,9.3995,9.184,55.44989935069075,53.36655916347368,0.6696580933037102,-0.24678713133942484,-0.24678713133942484,0,0,0,0,0,0,57.53323953790782,53.36655916347368,53.36655916347368,0
EH40_35,B_only,,CHEMBL449949,-10.142,-10.562,-10.352,31.280293863150813,8,76.0252299316338,1,10.142,10.562,10.352,10.142,53.65276189739231,31.280293863150813,-0.9496811604541034,0.7405793371026431,-0.9496811604541034,0,0,0,0,0,0,31.280293863150813,76.0252299316338,31.280293863150813,0
EH40_36,B_only,,CHEMBL5901840,-9.955,-10.678,-10.317,45.53059867118508,9,44.66863650466588,1,9.955,10.678,10.316500000000001,9.955,45.09961758792548,44.66863650466588,-0.07069111341142288,-0.6258048268733206,-0.6258048268733206,0,0,0,0,0,0,45.53059867118508,44.66863650466588,44.66863650466588,0
EH40_37,B_only,,CHEMBL5542514,-10.59,-10.758,-10.674,49.29231171229335,1,75.81864762501719,1,10.59,10.758,10.674,10.59,62.555479668655266,49.29231171229335,0.16133959523002472,0.7315773773401454,0.16133959523002472,0,0,0,0,0,0,49.29231171229335,75.81864762501719,49.29231171229335,0
EH40_38,neither,,CHEMBL2005631,-9.905,-9.687,-9.796,34.82689925210737,5,29.9522076584144,8,9.905,9.687,9.796,9.687,32.38955345526088,29.9522076584144,-0.7309187634615036,-1.2670828844732622,-1.2670828844732622,0,0,0,0,0,0,34.82689925210737,29.9522076584144,29.9522076584144,0
EH40_39,neither,,CHEMBL1683950,-10.373,-10.12,-10.246,44.2202662468225,7,51.04605860750196,3,10.373,10.12,10.2465,10.12,47.63316242716223,44.2202662468225,-0.15151529049728107,-0.3479044679392052,-0.3479044679392052,0,0,0,0,0,0,44.2202662468225,51.04605860750196,44.2202662468225,0
EH40_40,neither,,CHEMBL141175,-8.367,-8.612,-8.489,48.183188761122906,4,37.47506587281941,5,8.367,8.612,8.4895,8.367,42.82912731697115,37.47506587281941,0.09292645964040748,-0.9392693942757255,-0.9392693942757255,0,0,0,0,0,0,48.183188761122906,37.47506587281941,37.47506587281941,0
