canonical_smiles,fold,split
CC(Sc1ccncc1C(=O)N1CCOc2ccccc21)C(=O)O,2,train
CC(Sc1ccncc1C(=O)N1CCc2ccccc2C1)C(=O)O,2,train
CC(Sc1nc2ncccc2n1-c1ccc(C2CC2)c2ccccc12)C(=O)O,2,train
CC(Sc1nnc(Br)n1-c1cc(Cl)c(C2CC2)s1)C(=O)O,2,train
CC(Sc1nnc(Br)n1-c1sc(-c2ccc(Cl)c(Cl)c2)c2c1CCCC2)C(=O)O,2,train
CC(Sc1nnc(Br)n1-c1sc(-c2ccccc2)c2c1CCCC2)C(=O)O,2,train
CC1Cc2ccccc2N1C(=O)c1cc(Cl)c(O)c(Cl)c1,2,train
CCC(CC)(Sc1ccc2cnsc2c1-c1ccc(C#N)cc1)C(=O)O,2,train
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,2,train
CCCc1ccc(Cn2c(Br)nnc2CC(C)(C)C(=O)O)c2ccccc12,2,train
CCCc1ccc(Cn2c(Br)nnc2CCC(=O)O)c2ccccc12,2,train
CCCc1ccc(Cn2c(Br)nnc2SC(C)(C)C(=O)O)c2ccccc12,2,train
CCCc1ccc(Cn2c(Br)nnc2SCC(=O)O)c2ccccc12,2,train
CCCc1ccc(Cn2c(Br)nnc2SCC(=O)[O-])c2ccccc12.[Na+],2,train
CCOC(=O)C(C)(C)Sc1nncn1-c1cc(Br)c(C2CC2)s1,2,train
CCOc1cc(C)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
CCOc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
CCOc1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
CCS(=O)(=O)NC(=O)CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12,2,train
CCc1cc(F)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
CCc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
CCc1nn(Cc2c(C)cccc2C)c2cc(C(=O)O)ccc12,2,train
CCc1nn(Cc2c(C)cccc2C)c2cc(CC(=O)O)ccc12,2,train
CCc1nn(Cc2c(C)cccc2Cl)c2cc(C(=O)O)cnc12,2,train
CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(-c3nnn[nH]3)ccc12,2,train
CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(/C=C/C(=O)O)ccc12,2,train
CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(=O)O)ccc12,2,train
CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(=O)O)cnc12,2,train
CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(CC(=O)O)ccc12,2,train
CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(CCC(=O)O)ccc12,2,train
CCc1oc2c(Br)c(O)c(Br)cc2c1C(=O)c1ccc(OC)cc1,2,train
CCc1oc2cc(Br)c(O)c(Br)c2c1C(=O)c1ccc(OC)cc1,2,train
CCc1oc2cc(O)c(Br)cc2c1C(=O)c1cc(Br)c(O)c(Br)c1,2,train
CCc1oc2cc(O)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,2,train
CCc1oc2cc(O)ccc2c1C(=O)c1ccc(O)cc1,2,train
CCc1oc2cc(OC)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,2,train
CCc1oc2cc(OC)ccc2c1C(=O)c1ccc(O)cc1,2,train
CCc1oc2ccc(O)cc2c1C(=O)c1cc(Br)c(O)c(Br)c1,2,train
CCc1oc2ccc(O)cc2c1C(=O)c1ccc(O)cc1,2,train
CCc1oc2ccc(OC)cc2c1C(=O)c1cc(Br)c(O)c(Br)c1,2,train
CCc1oc2ccc(OC)cc2c1C(=O)c1ccc(O)cc1,2,train
CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,2,train
CCn1c(=O)sc2cc(-c3ccc(C(=O)O)c(O)c3)ccc21,2,train
CN(C)c1ccc(-c2sc(-n3cnnc3SC(C)(C)C(=O)O)c3c2CCCC3)cc1Br,2,train
CN(C)c1ccc(-c2sc(-n3cnnc3SCC(=O)O)c3c2CCC3)cc1Br,2,train
CN(C)c1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
CN(c1cnccc1SC(C)(C)C(=O)[O-])c1ccc(C#N)c2ccccc12.[Na+],2,train
CN(c1cnccc1SCCCC(=O)[O-])c1ccc(C#N)c2ccccc12.[Na+],2,train
CN(c1cnccc1SCCCCC(=O)[O-])c1ccc(C#N)c2ccccc12.[Na+],2,train
CN(c1cnccc1SCCCCCC(=O)[O-])c1ccc(C#N)c2ccccc12.[Na+],2,train
CN(c1cnccc1SCCCCCCC(=O)[O-])c1ccc(C#N)c2ccccc12.[Na+],2,train
CN(c1cnccc1SCc1ccc(C(=O)[O-])cc1)c1ccc(C#N)c2ccccc12.[Na+],2,train
CN(c1cnccc1SCc1cccc(C(=O)[O-])c1)c1ccc(C#N)c2ccccc12.[Na+],2,train
CN(c1cnccc1SCc1ccccc1C(=O)[O-])c1ccc(C#N)c2ccccc12.[Na+],2,train
CNc1c(Br)cc(-c2sc(-n3cnnc3SC(C)(C)C(=O)O)c3c2CCCC3)cc1Br,2,train
CNc1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
COC(=O)C(C)Sc1nncn1-c1cc(Br)c(-c2ccccc2)s1,2,train
COC(=O)C(Sc1nnc(Br)n1-c1ccc(Br)c2ccccc12)C(=O)OC,2,train
COC(=O)COc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
COCC(C)(Sc1ccncc1-c1ccc(C#N)c2cccn12)C(=O)O,2,train
COCCOc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
COCc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
COc1c(F)ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1C,2,train
COc1c(F)ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1Cl,2,train
COc1c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc(F)c1C,2,train
COc1cc(-c2cc(C#N)cc3ccoc23)ccc1C(=O)O,2,train
COc1cc(C(=O)N2CS(=O)(=O)c3ccccc32)cc(C(F)(F)F)c1O,2,train
COc1cc(C(=O)N2CS(=O)(=O)c3ccccc32)cc(Cl)c1O,2,train
COc1cc(C(=O)[O-])ccc1CSc1ccncc1N(C)c1ccc(C#N)c2ccccc12.[Na+],2,train
COc1cc(C(=O)[O-])ccc1CSc1ccncc1Nc1ccc(C#N)c2ccccc12.[Na+],2,train
COc1cc(C(=O)[O-])ccc1CSc1ccncc1Oc1ccc(C#N)c2ccccc12.[Na+],2,train
COc1cc(C)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
COc1cc(Cl)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
COc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
COc1cc(F)c(F)cc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
COc1cc(F)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
COc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1C#N,2,train
COc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1Cl,2,train
COc1cc2nc(SCC(=O)O)nc(Nc3ccc(C4CC4)c4ccccc34)c2cc1OC,2,train
COc1ccc(-c2cc(C(=O)Nc3ccccc3C(=O)O)nn2Cc2ccccn2)cc1,2,train
COc1ccc(-c2ccc3nccc(N(CCCC(=O)O)c4cccc(F)c4)c3c2)cc1,2,train
COc1ccc(-c2cnccc2NS(=O)(=O)C(F)(F)F)cc1,2,train
COc1ccc(-c2sc(-n3c(Br)nnc3SC(C)(C)C(=O)O)cc2Cl)cc1,2,train
COc1ccc(-c2sc(-n3c(Br)nnc3SC(C)C(=O)O)c3c2CCCC3)cc1,2,train
COc1ccc(-c2sc(-n3c(Br)nnc3SCC(=O)O)c3c2CCCC3)cc1,2,train
COc1ccc(C)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
COc1ccc(C)cc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
COc1ccc(Cc2nnn[nH]2)cc1OCc1c(C)cccc1C,2,train
COc1ccc(Cl)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
COc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
COc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cn1,2,train
COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(C)c1,2,train
COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)c1,2,train
COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,2,train
COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1C#N,2,train
COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1F,2,train
COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cn1,2,train
COc1ccc(Sc2ccncc2Nc2ccc(C#N)c3ccccc23)c(CC(=O)[O-])c1.[Na+],2,train
COc1ccc(Sc2ccncc2Oc2ccc(C#N)c3ccccc23)c(CC(=O)[O-])c1.[Na+],2,train
COc1ccc2c(c1)nc(SC(C)(C)C(=O)O)n2-c1ccc(C#N)c2ccccc12,2,train
COc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
COc1cccc(-c2cc(C(=O)Nc3ccccc3C(=O)O)nn2Cc2ccccn2)c1,2,train
COc1cccc(-c2ccc3nccc(C(=O)N4CCC[C@H]4CNS(=O)(=O)C(F)(F)F)c3c2)c1,2,train
COc1cccc(-c2cnccc2NS(C)(=O)=O)c1,2,train
COc1cccc(C)c1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
COc1cccc(Cl)c1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
COc1cccc(F)c1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
COc1cccc(N(CCCC(=O)O)c2ccnc3ccc(C(F)(F)F)cc23)c1,2,train
COc1ccccc1-c1cc(C(=O)Nc2ccccc2C(=O)O)nn1Cc1ccccn1,2,train
COc1ccccc1-c1cnccc1NS(=O)(=O)C(F)(F)F,2,train
COc1ccccc1-c1cnccc1NS(C)(=O)=O,2,train
COc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
COc1cccnc1NS(=O)(=O)c1ccc(Oc2ccc(C#N)c(Cl)c2)c(C#N)c1,2,train
COc1cncc(NS(=O)(=O)c2ccccc2C(F)(F)F)c1,2,train
COc1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
COc1ncccc1NS(=O)(=O)CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12,2,train
COc1ncccc1NS(=O)(=O)c1ccccc1C(F)(F)F,2,train
CS(=O)(=O)NC(=O)CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12,2,train
CS(=O)(=O)Nc1ccnc2ccc(Br)cc12,2,train
CS(=O)(=O)Nc1ccncc1-c1ccc(C#N)cc1,2,train
CS(=O)(=O)Nc1ccncc1-c1ccc(C(F)(F)F)cc1,2,train
CS(=O)(=O)Nc1ccncc1-c1cccc(F)c1,2,train
CS(=O)(=O)Nc1ccncc1-c1ccccc1C(F)(F)F,2,train
CS(=O)(=O)c1cc2c(C#N)ccc(-c3cnccc3SC3(C(=O)O)CCC3)n2c1,2,train
CSc1cc(C(=O)N2CS(=O)(=O)c3ccccc32)cc(C#N)c1O,2,train
CSc1cc(C(=O)N2CS(=O)(=O)c3ccccc32)cc(Cl)c1O,2,train
CSc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
CSc1nc(O)c(C(=O)Nc2ccc(-c3nnc[nH]3)cc2)c(=O)[nH]1,2,train
CSc1nc(O)c(C(=O)Nc2ncc(-c3c[nH]nn3)cc2C(F)(F)F)c(=O)[nH]1,2,train
C[C@@H](CC(=O)O)c1cc2c(-c3ccc(C#N)c4ccccc34)cncc2s1,2,train
C[C@@H](CC(=O)O)c1cc2cncc(-c3ccc(C#N)c4ccccc34)c2s1,2,train
C[C@@H](CC(=O)O)c1cc2cncc(-c3ccc(C#N)cc3)c2s1,2,train
C[C@@H](Cc1cc2cncc(-c3ccc(C#N)c4ccccc34)c2s1)C(=O)O,2,train
C[C@@H](Oc1ccc2cncc(-c3ccc(C#N)cc3)c2c1)C(=O)O,2,train
C[C@H](CC(=O)O)c1cc2c(-c3ccc(C#N)c4ccccc34)cncc2s1,2,train
C[C@H](CC(=O)O)c1cc2cncc(-c3ccc(C#N)c4ccccc34)c2s1,2,train
C[C@H](CC(=O)O)c1cc2cncc(-c3ccc(C#N)cc3)c2s1,2,train
C[C@H](Cc1cc2cncc(-c3ccc(C#N)c4ccccc34)c2s1)C(=O)O,2,train
C[C@H](Oc1ccc2cncc(-c3ccc(C#N)cc3)c2c1)C(=O)O,2,train
C[C@H]1[C@H](c2ccc(O)c(O)c2)c2cc(O)c(O)cc2C[C@H]1C,2,train
Cc1c(C)n(C(=O)c2ccc(O)c(C#N)c2)c2ccccc12,2,train
Cc1c(F)ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1C,2,train
Cc1c(F)ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1Cl,2,train
Cc1cc(-n2c(Br)nnc2SC(C)(C)C(=O)O)sc1-c1ccccc1,2,train
Cc1cc(-n2c(Br)nnc2SC(C)(C)C(=O)O)sc1C1CC1,2,train
Cc1cc(-n2c(Br)nnc2SC(C)C(=O)O)sc1-c1ccc(Cl)cc1,2,train
Cc1cc(-n2c(Br)nnc2SC(C)C(=O)O)sc1-c1cccc(F)c1,2,train
Cc1cc(-n2c(Br)nnc2SC(C)C(=O)O)sc1-c1ccccc1,2,train
Cc1cc(-n2c(Br)nnc2SCC(=O)O)sc1-c1ccccc1,2,train
Cc1cc(C)c(Cn2nc(C)c3ccc(CC(=O)O)cc32)c(C)c1,2,train
Cc1cc(C)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
Cc1cc(Cl)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1C#N,2,train
Cc1cc(Cl)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
Cc1cc(Cl)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1C,2,train
Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1cc(F)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)c(F)c2)cc(C)c1C#N,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(C(C)C)cc1Cl,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)cc1Cl,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc(C)c1C#N,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc(C)c1Cl,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc(Cl)c1C,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1C#N,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1Cl,2,train
Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1F,2,train
Cc1cc2c(C#N)ccc(-c3cnccc3SC3(C(=O)O)CCC3)n2c1,2,train
Cc1cc2cc(C#N)cc(-c3ccc(C(=O)O)c(O)c3)c2o1,2,train
Cc1ccc(-c2cc(C(=O)Nc3ccccc3C(=O)O)nn2Cc2ccccn2)cc1,2,train
Cc1ccc(-c2ccc3nccc(C(=O)N4CCC[C@H]4CNS(=O)(=O)C(F)(F)F)c3c2)cc1,2,train
Cc1ccc(C)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
Cc1ccc(CC(=O)O)cc1OCc1c(C)cccc1C,2,train
Cc1ccc(Cc2nnn[nH]2)cc1OCc1c(C)cccc1C,2,train
Cc1ccc(Cl)c(C)c1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1ccc(Cl)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
Cc1ccc(Cl)cc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
Cc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1Cl,2,train
Cc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1F,2,train
