panel_id,target,mode,vina_score,seed,exhaustiveness
PM48_07,4L23,4,-8.626,20260727,16
PM48_07,4L23,5,-8.525,20260727,16
PM48_07,4L23,6,-8.511,20260727,16
PM48_07,4L23,7,-7.93,20260727,16
PM48_07,4L23,8,-7.926,20260727,16
PM48_07,4L23,9,-7.512,20260727,16
PM48_08,4L23,1,-9.09,20260727,16
PM48_08,4L23,2,-8.887,20260727,16
PM48_08,4L23,3,-8.772,20260727,16
PM48_08,4L23,4,-8.614,20260727,16
PM48_08,4L23,5,-8.482,20260727,16
PM48_08,4L23,6,-8.474,20260727,16
PM48_08,4L23,7,-8.358,20260727,16
PM48_08,4L23,8,-8.274,20260727,16
PM48_08,4L23,9,-8.172,20260727,16
PM48_09,4L23,1,-8.267,20260727,16
PM48_09,4L23,2,-8.03,20260727,16
PM48_09,4L23,3,-7.392,20260727,16
PM48_09,4L23,4,-7.229,20260727,16
PM48_09,4L23,5,-7.21,20260727,16
PM48_09,4L23,6,-7.023,20260727,16
PM48_09,4L23,7,-7.022,20260727,16
PM48_09,4L23,8,-6.711,20260727,16
PM48_09,4L23,9,-6.657,20260727,16
PM48_10,4L23,1,-9.548,20260727,16
PM48_10,4L23,2,-9.001,20260727,16
PM48_10,4L23,3,-7.935,20260727,16
PM48_10,4L23,4,-7.787,20260727,16
PM48_10,4L23,5,-7.752,20260727,16
PM48_10,4L23,6,-7.389,20260727,16
PM48_10,4L23,7,-7.347,20260727,16
PM48_10,4L23,8,-7.138,20260727,16
PM48_10,4L23,9,-6.648,20260727,16
PM48_11,4L23,1,-9.283,20260727,16
PM48_11,4L23,2,-8.985,20260727,16
PM48_11,4L23,3,-8.973,20260727,16
PM48_11,4L23,4,-8.61,20260727,16
PM48_11,4L23,5,-8.484,20260727,16
PM48_11,4L23,6,-8.327,20260727,16
PM48_11,4L23,7,-8.238,20260727,16
PM48_11,4L23,8,-8.231,20260727,16
PM48_11,4L23,9,-8.113,20260727,16
PM48_12,4L23,1,-8.329,20260727,16
PM48_12,4L23,2,-8.312,20260727,16
PM48_12,4L23,3,-7.599,20260727,16
PM48_12,4L23,4,-7.33,20260727,16
PM48_12,4L23,5,-6.951,20260727,16
PM48_12,4L23,6,-6.917,20260727,16
PM48_12,4L23,7,-6.886,20260727,16
PM48_12,4L23,8,-6.817,20260727,16
PM48_12,4L23,9,-6.812,20260727,16
PM48_13,4L23,1,-8.756,20260727,16
PM48_13,4L23,2,-8.476,20260727,16
PM48_13,4L23,3,-8.316,20260727,16
PM48_13,4L23,4,-8.21,20260727,16
PM48_13,4L23,5,-8.145,20260727,16
PM48_13,4L23,6,-8.02,20260727,16
PM48_13,4L23,7,-7.997,20260727,16
PM48_13,4L23,8,-7.674,20260727,16
PM48_13,4L23,9,-7.634,20260727,16
PM48_14,4L23,1,-8.185,20260727,16
PM48_14,4L23,2,-8.155,20260727,16
PM48_14,4L23,3,-7.399,20260727,16
PM48_14,4L23,4,-7.289,20260727,16
PM48_14,4L23,5,-7.274,20260727,16
PM48_14,4L23,6,-7.035,20260727,16
PM48_14,4L23,7,-7.002,20260727,16
PM48_14,4L23,8,-6.964,20260727,16
PM48_14,4L23,9,-6.856,20260727,16
PM48_15,4L23,1,-8.07,20260727,16
PM48_15,4L23,2,-7.523,20260727,16
PM48_15,4L23,3,-7.394,20260727,16
PM48_15,4L23,4,-7.381,20260727,16
PM48_15,4L23,5,-7.269,20260727,16
PM48_15,4L23,6,-7.182,20260727,16
PM48_15,4L23,7,-6.971,20260727,16
PM48_15,4L23,8,-6.954,20260727,16
PM48_15,4L23,9,-6.658,20260727,16
PM48_16,4L23,1,-8.644,20260727,16
PM48_16,4L23,2,-7.44,20260727,16
PM48_16,4L23,3,-7.291,20260727,16
PM48_16,4L23,4,-7.17,20260727,16
PM48_16,4L23,5,-6.967,20260727,16
PM48_16,4L23,6,-6.925,20260727,16
PM48_16,4L23,7,-6.878,20260727,16
PM48_16,4L23,8,-6.873,20260727,16
PM48_16,4L23,9,-6.848,20260727,16
PM48_17,4L23,1,-7.882,20260727,16
PM48_17,4L23,2,-7.682,20260727,16
PM48_17,4L23,3,-7.58,20260727,16
PM48_17,4L23,4,-7.508,20260727,16
PM48_17,4L23,5,-7.474,20260727,16
PM48_17,4L23,6,-7.443,20260727,16
PM48_17,4L23,7,-7.369,20260727,16
PM48_17,4L23,8,-7.366,20260727,16
PM48_17,4L23,9,-7.152,20260727,16
PM48_18,4L23,1,-9.333,20260727,16
PM48_18,4L23,2,-9.206,20260727,16
PM48_18,4L23,3,-8.425,20260727,16
PM48_18,4L23,4,-8.404,20260727,16
PM48_18,4L23,5,-8.324,20260727,16
PM48_18,4L23,6,-8.317,20260727,16
PM48_18,4L23,7,-8.095,20260727,16
PM48_18,4L23,8,-8.08,20260727,16
PM48_18,4L23,9,-7.94,20260727,16
PM48_19,4L23,1,-6.422,20260727,16
PM48_19,4L23,2,-6.064,20260727,16
PM48_19,4L23,3,-6.058,20260727,16
PM48_19,4L23,4,-6.037,20260727,16
PM48_19,4L23,5,-5.881,20260727,16
PM48_19,4L23,6,-5.742,20260727,16
PM48_19,4L23,7,-5.699,20260727,16
PM48_19,4L23,8,-5.652,20260727,16
PM48_19,4L23,9,-5.558,20260727,16
PM48_20,4L23,1,-9.057,20260727,16
PM48_20,4L23,2,-8.01,20260727,16
PM48_20,4L23,3,-7.566,20260727,16
PM48_20,4L23,4,-7.439,20260727,16
PM48_20,4L23,5,-7.332,20260727,16
PM48_20,4L23,6,-7.168,20260727,16
PM48_20,4L23,7,-7.004,20260727,16
PM48_20,4L23,8,-6.985,20260727,16
PM48_20,4L23,9,-6.883,20260727,16
PM48_21,4L23,1,-8.346,20260727,16
PM48_21,4L23,2,-8.089,20260727,16
PM48_21,4L23,3,-7.978,20260727,16
PM48_21,4L23,4,-7.957,20260727,16
PM48_21,4L23,5,-7.592,20260727,16
PM48_21,4L23,6,-7.509,20260727,16
PM48_21,4L23,7,-7.482,20260727,16
PM48_21,4L23,8,-7.385,20260727,16
PM48_21,4L23,9,-7.35,20260727,16
PM48_22,4L23,1,-7.529,20260727,16
PM48_22,4L23,2,-7.39,20260727,16
PM48_22,4L23,3,-7.373,20260727,16
PM48_22,4L23,4,-7.321,20260727,16
PM48_22,4L23,5,-7.304,20260727,16
PM48_22,4L23,6,-7.218,20260727,16
PM48_22,4L23,7,-7.128,20260727,16
PM48_22,4L23,8,-7.09,20260727,16
PM48_22,4L23,9,-7.08,20260727,16
PM48_23,4L23,1,-7.866,20260727,16
PM48_23,4L23,2,-7.848,20260727,16
PM48_23,4L23,3,-7.173,20260727,16
PM48_23,4L23,4,-7.155,20260727,16
PM48_23,4L23,5,-7.058,20260727,16
PM48_23,4L23,6,-6.849,20260727,16
PM48_23,4L23,7,-6.812,20260727,16
PM48_23,4L23,8,-6.782,20260727,16
PM48_23,4L23,9,-6.646,20260727,16
PM48_24,4L23,1,-7.978,20260727,16
PM48_24,4L23,2,-6.784,20260727,16
PM48_24,4L23,3,-6.747,20260727,16
PM48_24,4L23,4,-6.556,20260727,16
PM48_24,4L23,5,-6.481,20260727,16
PM48_24,4L23,6,-6.458,20260727,16
PM48_24,4L23,7,-6.322,20260727,16
PM48_24,4L23,8,-6.307,20260727,16
PM48_24,4L23,9,-6.202,20260727,16
PM48_25,4L23,1,-6.818,20260727,16
PM48_25,4L23,2,-6.635,20260727,16
PM48_25,4L23,3,-6.462,20260727,16
PM48_25,4L23,4,-6.396,20260727,16
PM48_25,4L23,5,-6.388,20260727,16
PM48_25,4L23,6,-6.122,20260727,16
PM48_25,4L23,7,-5.808,20260727,16
PM48_25,4L23,8,-5.753,20260727,16
PM48_25,4L23,9,-5.721,20260727,16
PM48_26,4L23,1,-8.611,20260727,16
PM48_26,4L23,2,-8.605,20260727,16
PM48_26,4L23,3,-8.556,20260727,16
PM48_26,4L23,4,-8.476,20260727,16
PM48_26,4L23,5,-7.646,20260727,16
PM48_26,4L23,6,-7.645,20260727,16
PM48_26,4L23,7,-7.436,20260727,16
PM48_26,4L23,8,-7.426,20260727,16
PM48_26,4L23,9,-7.361,20260727,16
PM48_27,4L23,1,-7.924,20260727,16
PM48_27,4L23,2,-7.902,20260727,16
PM48_27,4L23,3,-7.69,20260727,16
PM48_27,4L23,4,-7.644,20260727,16
PM48_27,4L23,5,-7.416,20260727,16
PM48_27,4L23,6,-7.406,20260727,16
PM48_27,4L23,7,-7.361,20260727,16
PM48_27,4L23,8,-7.183,20260727,16
PM48_27,4L23,9,-6.934,20260727,16
PM48_28,4L23,1,-8.532,20260727,16
PM48_28,4L23,2,-8.328,20260727,16
PM48_28,4L23,3,-8.321,20260727,16
PM48_28,4L23,4,-7.956,20260727,16
PM48_28,4L23,5,-7.859,20260727,16
PM48_28,4L23,6,-7.783,20260727,16
PM48_28,4L23,7,-7.609,20260727,16
PM48_28,4L23,8,-7.569,20260727,16
PM48_28,4L23,9,-7.394,20260727,16
PM48_29,4L23,1,-8.209,20260727,16
PM48_29,4L23,2,-8.141,20260727,16
PM48_29,4L23,3,-8.12,20260727,16
PM48_29,4L23,4,-8.054,20260727,16
PM48_29,4L23,5,-8.022,20260727,16
PM48_29,4L23,6,-7.936,20260727,16
PM48_29,4L23,7,-7.724,20260727,16
PM48_29,4L23,8,-7.642,20260727,16
PM48_29,4L23,9,-7.295,20260727,16
PM48_30,4L23,1,-8.409,20260727,16
PM48_30,4L23,2,-8.29,20260727,16
PM48_30,4L23,3,-7.945,20260727,16
PM48_30,4L23,4,-7.844,20260727,16
PM48_30,4L23,5,-7.843,20260727,16
PM48_30,4L23,6,-7.805,20260727,16
PM48_30,4L23,7,-7.687,20260727,16
PM48_30,4L23,8,-7.659,20260727,16
PM48_30,4L23,9,-7.597,20260727,16
PM48_31,4L23,1,-8.677,20260727,16
PM48_31,4L23,2,-8.312,20260727,16
PM48_31,4L23,3,-8.252,20260727,16
PM48_31,4L23,4,-8.205,20260727,16
PM48_31,4L23,5,-8.173,20260727,16
PM48_31,4L23,6,-8.039,20260727,16
PM48_31,4L23,7,-7.992,20260727,16
PM48_31,4L23,8,-7.8,20260727,16
PM48_31,4L23,9,-7.742,20260727,16
PM48_32,4L23,1,-7.579,20260727,16
PM48_32,4L23,2,-7.449,20260727,16
PM48_32,4L23,3,-7.233,20260727,16
PM48_32,4L23,4,-7.223,20260727,16
PM48_32,4L23,5,-7.106,20260727,16
PM48_32,4L23,6,-7.001,20260727,16
PM48_32,4L23,7,-6.986,20260727,16
PM48_32,4L23,8,-6.851,20260727,16
PM48_32,4L23,9,-6.803,20260727,16
PM48_33,4L23,1,-7.671,20260727,16
PM48_33,4L23,2,-7.61,20260727,16
PM48_33,4L23,3,-7.572,20260727,16
PM48_33,4L23,4,-7.378,20260727,16
PM48_33,4L23,5,-7.314,20260727,16
PM48_33,4L23,6,-6.963,20260727,16
PM48_33,4L23,7,-6.947,20260727,16
PM48_33,4L23,8,-6.713,20260727,16
PM48_33,4L23,9,-6.574,20260727,16
PM48_34,4L23,1,-8.616,20260727,16
PM48_34,4L23,2,-8.539,20260727,16
PM48_34,4L23,3,-8.178,20260727,16
PM48_34,4L23,4,-7.794,20260727,16
PM48_34,4L23,5,-7.727,20260727,16
PM48_34,4L23,6,-7.664,20260727,16
PM48_34,4L23,7,-7.477,20260727,16
PM48_34,4L23,8,-7.476,20260727,16
PM48_34,4L23,9,-7.371,20260727,16
PM48_35,4L23,1,-9.383,20260727,16
PM48_35,4L23,2,-9.359,20260727,16
PM48_35,4L23,3,-9.214,20260727,16
PM48_35,4L23,4,-9.08,20260727,16
PM48_35,4L23,5,-9.054,20260727,16
PM48_35,4L23,6,-8.824,20260727,16
PM48_35,4L23,7,-8.443,20260727,16
PM48_35,4L23,8,-8.385,20260727,16
PM48_35,4L23,9,-8.326,20260727,16
PM48_36,4L23,1,-8.272,20260727,16
PM48_36,4L23,2,-7.978,20260727,16
PM48_36,4L23,3,-7.818,20260727,16
PM48_36,4L23,4,-7.475,20260727,16
PM48_36,4L23,5,-7.449,20260727,16
PM48_36,4L23,6,-7.431,20260727,16
PM48_36,4L23,7,-7.183,20260727,16
PM48_36,4L23,8,-7.182,20260727,16
PM48_36,4L23,9,-7.141,20260727,16
PM48_37,4L23,1,-7.817,20260727,16
PM48_37,4L23,2,-7.592,20260727,16
PM48_37,4L23,3,-7.588,20260727,16
PM48_37,4L23,4,-7.538,20260727,16
PM48_37,4L23,5,-7.501,20260727,16
PM48_37,4L23,6,-7.458,20260727,16
PM48_37,4L23,7,-7.27,20260727,16
PM48_37,4L23,8,-7.229,20260727,16
PM48_37,4L23,9,-7.184,20260727,16
PM48_38,4L23,1,-8.233,20260727,16
PM48_38,4L23,2,-8.202,20260727,16
PM48_38,4L23,3,-8.198,20260727,16
PM48_38,4L23,4,-8.151,20260727,16
PM48_38,4L23,5,-8.11,20260727,16
PM48_38,4L23,6,-7.753,20260727,16
PM48_38,4L23,7,-7.641,20260727,16
PM48_38,4L23,8,-7.36,20260727,16
PM48_38,4L23,9,-7.3,20260727,16
PM48_39,4L23,1,-8.107,20260727,16
PM48_39,4L23,2,-7.493,20260727,16
PM48_39,4L23,3,-7.472,20260727,16
PM48_39,4L23,4,-7.469,20260727,16
PM48_39,4L23,5,-7.463,20260727,16
PM48_39,4L23,6,-7.403,20260727,16
PM48_39,4L23,7,-7.368,20260727,16
PM48_39,4L23,8,-7.295,20260727,16
PM48_39,4L23,9,-7.098,20260727,16
PM48_40,4L23,1,-7.296,20260727,16
PM48_40,4L23,2,-7.211,20260727,16
PM48_40,4L23,3,-6.504,20260727,16
PM48_40,4L23,4,-6.354,20260727,16
PM48_40,4L23,5,-6.293,20260727,16
PM48_40,4L23,6,-6.039,20260727,16
PM48_40,4L23,7,-6.03,20260727,16
PM48_40,4L23,8,-6.015,20260727,16
PM48_40,4L23,9,-5.999,20260727,16
PM48_41,4L23,1,-8.3,20260727,16
PM48_41,4L23,2,-7.439,20260727,16
PM48_41,4L23,3,-7.072,20260727,16
PM48_41,4L23,4,-6.996,20260727,16
PM48_41,4L23,5,-6.927,20260727,16
PM48_41,4L23,6,-6.67,20260727,16
PM48_41,4L23,7,-6.55,20260727,16
PM48_41,4L23,8,-6.419,20260727,16
PM48_41,4L23,9,-6.235,20260727,16
PM48_42,4L23,1,-7.815,20260727,16
PM48_42,4L23,2,-7.597,20260727,16
PM48_42,4L23,3,-7.177,20260727,16
PM48_42,4L23,4,-7.137,20260727,16
PM48_42,4L23,5,-7.032,20260727,16
PM48_42,4L23,6,-6.982,20260727,16
PM48_42,4L23,7,-6.931,20260727,16
PM48_42,4L23,8,-6.894,20260727,16
PM48_42,4L23,9,-6.756,20260727,16
PM48_43,4L23,1,-9.208,20260727,16
PM48_43,4L23,2,-8.386,20260727,16
PM48_43,4L23,3,-7.947,20260727,16
PM48_43,4L23,4,-7.831,20260727,16
PM48_43,4L23,5,-7.728,20260727,16
PM48_43,4L23,6,-7.542,20260727,16
PM48_43,4L23,7,-7.353,20260727,16
PM48_43,4L23,8,-7.344,20260727,16
PM48_43,4L23,9,-7.221,20260727,16
PM48_44,4L23,1,-7.881,20260727,16
PM48_44,4L23,2,-7.763,20260727,16
PM48_44,4L23,3,-7.638,20260727,16
PM48_44,4L23,4,-7.602,20260727,16
PM48_44,4L23,5,-7.56,20260727,16
PM48_44,4L23,6,-7.347,20260727,16
PM48_44,4L23,7,-7.081,20260727,16
PM48_44,4L23,8,-6.979,20260727,16
PM48_44,4L23,9,-6.895,20260727,16
PM48_45,4L23,1,-9.597,20260727,16
PM48_45,4L23,2,-9.041,20260727,16
PM48_45,4L23,3,-8.905,20260727,16
PM48_45,4L23,4,-8.886,20260727,16
PM48_45,4L23,5,-8.463,20260727,16
PM48_45,4L23,6,-8.287,20260727,16
PM48_45,4L23,7,-8.202,20260727,16
PM48_45,4L23,8,-8.166,20260727,16
PM48_45,4L23,9,-7.77,20260727,16
PM48_46,4L23,1,-8.595,20260727,16
PM48_46,4L23,2,-8.355,20260727,16
PM48_46,4L23,3,-8.302,20260727,16
PM48_46,4L23,4,-7.967,20260727,16
PM48_46,4L23,5,-7.915,20260727,16
PM48_46,4L23,6,-7.885,20260727,16
PM48_46,4L23,7,-7.842,20260727,16
PM48_46,4L23,8,-7.756,20260727,16
PM48_46,4L23,9,-7.405,20260727,16
PM48_47,4L23,1,-8.562,20260727,16
PM48_47,4L23,2,-8.436,20260727,16
PM48_47,4L23,3,-8.07,20260727,16
PM48_47,4L23,4,-7.795,20260727,16
PM48_47,4L23,5,-7.78,20260727,16
PM48_47,4L23,6,-7.77,20260727,16
PM48_47,4L23,7,-7.614,20260727,16
PM48_47,4L23,8,-7.595,20260727,16
PM48_47,4L23,9,-7.033,20260727,16
PM48_48,4L23,1,-8.174,20260727,16
PM48_48,4L23,2,-7.748,20260727,16
PM48_48,4L23,3,-7.716,20260727,16
PM48_48,4L23,4,-7.5,20260727,16
PM48_48,4L23,5,-7.325,20260727,16
PM48_48,4L23,6,-7.269,20260727,16
PM48_48,4L23,7,-7.09,20260727,16
PM48_48,4L23,8,-7.05,20260727,16
PM48_48,4L23,9,-6.89,20260727,16
PM48_01,4JT6,1,-9.453,20260727,16
PM48_01,4JT6,2,-9.407,20260727,16
PM48_01,4JT6,3,-9.151,20260727,16
PM48_01,4JT6,4,-8.707,20260727,16
PM48_01,4JT6,5,-8.596,20260727,16
PM48_01,4JT6,6,-8.511,20260727,16
PM48_01,4JT6,7,-8.49,20260727,16
PM48_01,4JT6,8,-8.367,20260727,16
PM48_01,4JT6,9,-8.164,20260727,16
PM48_02,4JT6,1,-10.969,20260727,16
PM48_02,4JT6,2,-9.866,20260727,16
PM48_02,4JT6,3,-9.29,20260727,16
PM48_02,4JT6,4,-9.153,20260727,16
PM48_02,4JT6,5,-9.122,20260727,16
PM48_02,4JT6,6,-9.076,20260727,16
PM48_02,4JT6,7,-9.027,20260727,16
PM48_02,4JT6,8,-8.875,20260727,16
PM48_02,4JT6,9,-8.823,20260727,16
PM48_03,4JT6,1,-6.711,20260727,16
PM48_03,4JT6,2,-6.678,20260727,16
PM48_03,4JT6,3,-6.574,20260727,16
PM48_03,4JT6,4,-6.464,20260727,16
PM48_03,4JT6,5,-6.345,20260727,16
PM48_03,4JT6,6,-5.941,20260727,16
PM48_03,4JT6,7,-5.58,20260727,16
PM48_03,4JT6,8,-5.375,20260727,16
PM48_03,4JT6,9,-5.369,20260727,16
PM48_04,4JT6,1,-11.045,20260727,16
PM48_04,4JT6,2,-10.802,20260727,16
PM48_04,4JT6,3,-10.544,20260727,16
PM48_04,4JT6,4,-10.459,20260727,16
PM48_04,4JT6,5,-10.057,20260727,16
PM48_04,4JT6,6,-9.982,20260727,16
PM48_04,4JT6,7,-9.935,20260727,16
PM48_04,4JT6,8,-9.908,20260727,16
PM48_04,4JT6,9,-9.732,20260727,16
PM48_05,4JT6,1,-9.381,20260727,16
PM48_05,4JT6,2,-9.289,20260727,16
PM48_05,4JT6,3,-9.248,20260727,16
PM48_05,4JT6,4,-9.224,20260727,16
PM48_05,4JT6,5,-9.143,20260727,16
PM48_05,4JT6,6,-9.141,20260727,16
PM48_05,4JT6,7,-9.131,20260727,16
PM48_05,4JT6,8,-9.063,20260727,16
PM48_05,4JT6,9,-8.794,20260727,16
PM48_06,4JT6,1,-9.17,20260727,16
PM48_06,4JT6,2,-9.039,20260727,16
PM48_06,4JT6,3,-8.46,20260727,16
PM48_06,4JT6,4,-8.314,20260727,16
PM48_06,4JT6,5,-8.153,20260727,16
PM48_06,4JT6,6,-8.022,20260727,16
PM48_06,4JT6,7,-7.582,20260727,16
PM48_06,4JT6,8,-7.569,20260727,16
PM48_06,4JT6,9,-7.513,20260727,16
PM48_07,4JT6,1,-10.314,20260727,16
PM48_07,4JT6,2,-9.55,20260727,16
PM48_07,4JT6,3,-9.42,20260727,16
PM48_07,4JT6,4,-9.157,20260727,16
PM48_07,4JT6,5,-8.838,20260727,16
PM48_07,4JT6,6,-8.78,20260727,16
PM48_07,4JT6,7,-8.768,20260727,16
PM48_07,4JT6,8,-8.637,20260727,16
PM48_07,4JT6,9,-8.511,20260727,16
PM48_08,4JT6,1,-8.375,20260727,16
PM48_08,4JT6,2,-8.18,20260727,16
PM48_08,4JT6,3,-7.907,20260727,16
PM48_08,4JT6,4,-7.849,20260727,16
PM48_08,4JT6,5,-7.56,20260727,16
PM48_08,4JT6,6,-7.422,20260727,16
PM48_08,4JT6,7,-7.25,20260727,16
PM48_08,4JT6,8,-7.197,20260727,16
PM48_08,4JT6,9,-7.146,20260727,16
PM48_09,4JT6,1,-7.103,20260727,16
PM48_09,4JT6,2,-7.042,20260727,16
PM48_09,4JT6,3,-7.025,20260727,16
PM48_09,4JT6,4,-7.024,20260727,16
PM48_09,4JT6,5,-7.023,20260727,16
PM48_09,4JT6,6,-6.95,20260727,16
PM48_09,4JT6,7,-6.806,20260727,16
PM48_09,4JT6,8,-6.805,20260727,16
PM48_09,4JT6,9,-6.784,20260727,16
PM48_10,4JT6,1,-11.433,20260727,16
PM48_10,4JT6,2,-10.573,20260727,16
PM48_10,4JT6,3,-10.153,20260727,16
PM48_10,4JT6,4,-10.038,20260727,16
PM48_10,4JT6,5,-9.771,20260727,16
PM48_10,4JT6,6,-9.62,20260727,16
PM48_10,4JT6,7,-9.44,20260727,16
PM48_10,4JT6,8,-9.413,20260727,16
PM48_10,4JT6,9,-9.044,20260727,16
PM48_11,4JT6,1,-9.073,20260727,16
PM48_11,4JT6,2,-9.036,20260727,16
PM48_11,4JT6,3,-8.488,20260727,16
PM48_11,4JT6,4,-8.47,20260727,16
PM48_11,4JT6,5,-8.449,20260727,16
PM48_11,4JT6,6,-8.402,20260727,16
PM48_11,4JT6,7,-8.197,20260727,16
PM48_11,4JT6,8,-8.191,20260727,16
PM48_11,4JT6,9,-8.055,20260727,16
PM48_12,4JT6,1,-7.303,20260727,16
PM48_12,4JT6,2,-7.188,20260727,16
PM48_12,4JT6,3,-7.022,20260727,16
PM48_12,4JT6,4,-6.998,20260727,16
PM48_12,4JT6,5,-6.984,20260727,16
PM48_12,4JT6,6,-6.977,20260727,16
PM48_12,4JT6,7,-6.923,20260727,16
PM48_12,4JT6,8,-6.864,20260727,16
PM48_12,4JT6,9,-6.764,20260727,16
PM48_13,4JT6,1,-8.528,20260727,16
PM48_13,4JT6,2,-8.52,20260727,16
PM48_13,4JT6,3,-8.505,20260727,16
PM48_13,4JT6,4,-8.417,20260727,16
PM48_13,4JT6,5,-8.318,20260727,16
PM48_13,4JT6,6,-8.037,20260727,16
PM48_13,4JT6,7,-7.799,20260727,16
PM48_13,4JT6,8,-7.753,20260727,16
PM48_13,4JT6,9,-7.456,20260727,16
PM48_14,4JT6,1,-8.773,20260727,16
PM48_14,4JT6,2,-7.626,20260727,16
PM48_14,4JT6,3,-7.594,20260727,16
PM48_14,4JT6,4,-7.527,20260727,16
PM48_14,4JT6,5,-7.449,20260727,16
PM48_14,4JT6,6,-7.2,20260727,16
PM48_14,4JT6,7,-7.197,20260727,16
PM48_14,4JT6,8,-7.18,20260727,16
PM48_14,4JT6,9,-7.124,20260727,16
PM48_15,4JT6,1,-9.195,20260727,16
PM48_15,4JT6,2,-8.767,20260727,16
PM48_15,4JT6,3,-8.51,20260727,16
PM48_15,4JT6,4,-8.276,20260727,16
PM48_15,4JT6,5,-8.255,20260727,16
PM48_15,4JT6,6,-7.939,20260727,16
PM48_15,4JT6,7,-7.806,20260727,16
PM48_15,4JT6,8,-7.71,20260727,16
PM48_15,4JT6,9,-7.655,20260727,16
PM48_16,4JT6,1,-7.86,20260727,16
PM48_16,4JT6,2,-7.69,20260727,16
PM48_16,4JT6,3,-7.454,20260727,16
PM48_16,4JT6,4,-7.322,20260727,16
PM48_16,4JT6,5,-7.061,20260727,16
PM48_16,4JT6,6,-6.911,20260727,16
PM48_16,4JT6,7,-6.863,20260727,16
PM48_16,4JT6,8,-6.84,20260727,16
PM48_16,4JT6,9,-6.646,20260727,16
PM48_17,4JT6,1,-8.522,20260727,16
PM48_17,4JT6,2,-8.088,20260727,16
PM48_17,4JT6,3,-7.78,20260727,16
PM48_17,4JT6,4,-7.569,20260727,16
PM48_17,4JT6,5,-7.512,20260727,16
PM48_17,4JT6,6,-7.491,20260727,16
PM48_17,4JT6,7,-7.477,20260727,16
PM48_17,4JT6,8,-7.374,20260727,16
PM48_17,4JT6,9,-7.346,20260727,16
PM48_18,4JT6,1,-8.496,20260727,16
PM48_18,4JT6,2,-8.484,20260727,16
PM48_18,4JT6,3,-8.164,20260727,16
PM48_18,4JT6,4,-8.145,20260727,16
PM48_18,4JT6,5,-8.004,20260727,16
PM48_18,4JT6,6,-7.995,20260727,16
PM48_18,4JT6,7,-7.994,20260727,16
PM48_18,4JT6,8,-7.934,20260727,16
PM48_18,4JT6,9,-7.876,20260727,16
PM48_19,4JT6,1,-6.831,20260727,16
PM48_19,4JT6,2,-6.652,20260727,16
PM48_19,4JT6,3,-6.614,20260727,16
PM48_19,4JT6,4,-6.534,20260727,16
PM48_19,4JT6,5,-6.484,20260727,16
