pair,seed,ligand,class,pdb,status,vina_mode1,seconds,reason
EGFR/HER2,20260814,EH120_077,A_only,3RCD,ok,-9.505,24.0,
EGFR/HER2,20260814,EH120_078,A_only,3RCD,ok,-9.527,103.9,
EGFR/HER2,20260814,EH120_079,A_only,3RCD,ok,-7.793,24.1,
EGFR/HER2,20260814,EH120_080,B_only,3RCD,ok,-10.052,138.4,
EGFR/HER2,20260814,EH120_081,B_only,3RCD,ok,-10.836,119.7,
EGFR/HER2,20260814,EH120_082,B_only,3RCD,ok,-9.677,129.5,
EGFR/HER2,20260814,EH120_083,B_only,3RCD,ok,-10.732,137.9,
EGFR/HER2,20260814,EH120_084,B_only,3RCD,ok,-10.74,84.1,
EGFR/HER2,20260814,EH120_085,B_only,3RCD,ok,-11.438,69.9,
EGFR/HER2,20260814,EH120_086,B_only,3RCD,ok,-10.699,138.8,
EGFR/HER2,20260814,EH120_087,B_only,3RCD,ok,-10.732,122.9,
EGFR/HER2,20260814,EH120_088,B_only,3RCD,ok,-12.203,77.4,
EGFR/HER2,20260814,EH120_089,B_only,3RCD,ok,-9.204,129.4,
EGFR/HER2,20260814,EH120_090,B_only,3RCD,ok,-9.781,142.2,
EGFR/HER2,20260814,EH120_091,B_only,3RCD,ok,-10.573,56.3,
EGFR/HER2,20260814,EH120_092,B_only,3RCD,ok,-10.991,84.1,
EGFR/HER2,20260814,EH120_093,B_only,3RCD,ok,-10.661,157.6,
EGFR/HER2,20260814,EH120_094,B_only,3RCD,ok,-8.528,40.9,
EGFR/HER2,20260814,EH120_095,B_only,3RCD,ok,-10.505,78.6,
EGFR/HER2,20260814,EH120_096,B_only,3RCD,ok,-10.775,71.9,
EGFR/HER2,20260814,EH120_097,B_only,3RCD,ok,-10.365,57.7,
EGFR/HER2,20260814,EH120_098,B_only,3RCD,ok,-11.11,67.4,
EGFR/HER2,20260814,EH120_099,B_only,3RCD,ok,-9.964,97.6,
EGFR/HER2,20260814,EH120_100,B_only,3RCD,ok,-10.451,71.0,
EGFR/HER2,20260814,EH120_101,B_only,3RCD,ok,-10.63,78.1,
EGFR/HER2,20260814,EH120_102,neither,3RCD,ok,-7.75,24.3,
EGFR/HER2,20260814,EH120_103,neither,3RCD,ok,-9.174,21.6,
EGFR/HER2,20260814,EH120_104,neither,3RCD,ok,-11.169,31.7,
EGFR/HER2,20260814,EH120_105,neither,3RCD,ok,-9.273,17.7,
EGFR/HER2,20260814,EH120_106,neither,3RCD,ok,-9.573,15.1,
EGFR/HER2,20260814,EH120_107,neither,3RCD,ok,-7.902,55.7,
EGFR/HER2,20260814,EH120_108,neither,3RCD,ok,-7.936,51.0,
EGFR/HER2,20260814,EH120_109,neither,3RCD,ok,-5.268,22.8,
EGFR/HER2,20260814,EH120_110,neither,3RCD,ok,-7.073,13.6,
EGFR/HER2,20260814,EH40_01,dual,3RCD,ok,-9.66,0.0,cached
EGFR/HER2,20260814,EH40_02,dual,3RCD,ok,-10.354,0.0,cached
EGFR/HER2,20260814,EH40_03,dual,3RCD,ok,-9.62,143.2,
EGFR/HER2,20260814,EH40_04,dual,3RCD,ok,-11.657,250.7,
EGFR/HER2,20260814,EH40_05,dual,3RCD,ok,-9.84,118.4,
EGFR/HER2,20260814,EH40_06,dual,3RCD,ok,-10.056,341.0,
EGFR/HER2,20260814,EH40_07,dual,3RCD,ok,-9.587,59.1,
EGFR/HER2,20260814,EH40_08,dual,3RCD,ok,-10.119,198.9,
EGFR/HER2,20260814,EH40_09,dual,3RCD,ok,-9.791,226.2,
EGFR/HER2,20260814,EH40_10,dual,3RCD,ok,-8.102,181.1,
EGFR/HER2,20260814,EH40_11,dual,3RCD,ok,-10.439,120.9,
EGFR/HER2,20260814,EH40_12,dual,3RCD,ok,-10.43,150.4,
EGFR/HER2,20260814,EH40_13,dual,3RCD,ok,-9.571,145.8,
EGFR/HER2,20260814,EH40_14,dual,3RCD,ok,-7.398,46.8,
EGFR/HER2,20260814,EH40_15,dual,3RCD,ok,-9.216,46.6,
EGFR/HER2,20260814,EH40_16,A_only,3RCD,ok,-10.175,46.4,
EGFR/HER2,20260814,EH40_17,A_only,3RCD,ok,-8.515,74.0,
EGFR/HER2,20260814,EH40_18,A_only,3RCD,ok,-12.292,107.0,
EGFR/HER2,20260814,EH40_19,A_only,3RCD,ok,-8.248,82.4,
EGFR/HER2,20260814,EH40_20,A_only,3RCD,ok,-9.958,143.3,
EGFR/HER2,20260814,EH40_21,A_only,3RCD,ok,-9.011,100.6,
EGFR/HER2,20260814,EH40_22,A_only,3RCD,ok,-10.042,251.3,
EGFR/HER2,20260814,EH40_23,A_only,3RCD,ok,-10.949,121.7,
EGFR/HER2,20260814,EH40_24,A_only,3RCD,ok,-7.579,16.0,
EGFR/HER2,20260814,EH40_25,A_only,3RCD,ok,-8.222,11.8,
EGFR/HER2,20260814,EH40_26,A_only,3RCD,ok,-7.118,37.4,
EGFR/HER2,20260814,EH40_27,A_only,3RCD,ok,-9.322,47.4,
EGFR/HER2,20260814,EH40_28,B_only,3RCD,ok,-11.199,141.4,
EGFR/HER2,20260814,EH40_29,B_only,3RCD,ok,-8.988,89.0,
EGFR/HER2,20260814,EH40_30,B_only,3RCD,ok,-9.719,516.0,
EGFR/HER2,20260814,EH40_31,B_only,3RCD,timeout_skipped,,600.7,timeout_600s
EGFR/HER2,20260814,EH40_32,B_only,3RCD,ok,-9.906,334.0,
EGFR/HER2,20260814,EH40_33,B_only,3RCD,ok,-10.777,127.3,
EGFR/HER2,20260814,EH40_34,B_only,3RCD,ok,-9.085,55.3,
EGFR/HER2,20260814,EH40_35,B_only,3RCD,ok,-10.82,157.7,
EGFR/HER2,20260814,EH40_36,B_only,3RCD,ok,-10.634,110.9,
EGFR/HER2,20260814,EH40_37,B_only,3RCD,ok,-10.938,77.7,
EGFR/HER2,20260814,EH40_38,neither,3RCD,ok,-9.293,40.8,
EGFR/HER2,20260814,EH40_39,neither,3RCD,ok,-9.976,40.2,
EGFR/HER2,20260814,EH40_40,neither,3RCD,ok,-8.393,40.7,
