smiles,pAct_JNK1,pAct_JNK2,pAct_JNK3
CCOc1nc(NC(=O)Cc2cccc(OC)c2)cc(N)c1C#N,6.68,6.51,
CCOc1nc(NC(=O)Cc2ccc(Cl)cc2)cc(N)c1C#N,6.24,6.21,
CCOc1nc(NC(=O)CN(CC)CC)cc(N)c1C#N,5.57,5.2,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(Cl)n2)cc1,5.82,5.36,
CCOc1nc(NC(=O)Cc2cc(OC)c([N+](=O)[O-])cc2OC)cc(N)c1C#N,7.16,7.0,
CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,7.58,7.39,
CCCCNC(=O)C1CCN(CC(=O)Nc2cc(N)c(C#N)c(OCC)n2)CC1,7.16,6.75,
CCOc1nc(C(=O)NCc2cc(OC)ccc2OC)ccc1C#N,6.64,,
CCOc1nc(NC(=O)Cc2cc(OC)c(NC(C)=O)cc2OC)cc(N)c1C#N,7.46,7.58,
CCOc1nc(NC(=O)CN2CCC(O)CC2)cc(N)c1C#N,6.52,6.19,
CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1,5.72,5.11,
CCOc1nc(NC(=O)CC(C)C)cc(N)c1C#N,5.85,5.46,
CCOc1cccc(NC(C)=O)n1,6.12,,
CC(=O)Nc1cc(N)c(C#N)c(OCCC(=O)O)n1,5.32,5.31,
COc1nc(NC(C)=O)cc(N)c1C#N,5.66,5.35,
COc1ccc(OC)c(CC(=O)Nc2cc(N)c(C#N)c(OCCO)n2)c1,7.13,6.62,
CCOc1nc(NC(=O)Cc2cccc(Cl)c2)cc(N)c1C#N,6.52,6.05,
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,7.349999999999999,6.8,7.271666666666667
CCOc1nc(NC(=O)Cc2ccccc2OC)cc(N)c1C#N,6.92,6.58,
COc1ccc(OC)c(CC(=O)Nc2cc(N)c(C#N)cn2)c1,5.58,5.29,
CCCCN(CCCC)CC(=O)Nc1cc(N)c(C#N)c(OCC)n1,5.46,,
CCCCNCC(=O)Nc1cc(N)c(C#N)c(OCC)n1,5.2,,
CCOc1nc(NC(=O)Cc2ccccc2)cc(N)c1C#N,6.41,6.11,
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,7.44,7.16,
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,7.42,6.82,
COCCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,6.96,6.57,
C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,5.72,6.58,
CCOc1nc(C(=O)NCc2ccccc2)cc(N)c1C#N,6.515000000000001,6.72,
CCOc1nc(C(=O)NCc2ccc(-c3ccc(C(=O)O)cc3)nc2)cc(N)c1C#N,8.4,7.96,
CCOc1nc(C(=O)NC)cc(N)c1C#N,5.92,6.21,
CCOc1nc(C(=O)NCc2cc(OC)ccc2OC)cc(N)c1C#N,7.15,6.92,
Cc1ccc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)cn1,7.17,6.55,6.8
Cn1nc(-c2ccc3c(c2)OCO3)nc2c(=O)n(C)c(=O)nc1-2,,6.16,
C[C@@H]1[C@H](C)[C@@H](c2ccc3c(c2)OCO3)O[C@@H]1c1ccc2c(c1)OCO2,,5.63,
N=C1NC2C(/N=N/c3ccc(Br)cc3)C(=N)NN2c2[nH][nH]c(=N)c21,,4.545,
COc1ccc(-c2nnc3sc4c5ccccc5ccc4n23)cc1,,4.529999999999999,
Cc1ccc(/N=N/c2c(=N)[nH]n3cc4c(nc23)CCCC4)cc1,,4.77,
COc1ccc(/N=N/c2c(=N)[nH]n3cc4c(nc23)CCC4)cc1,,4.96,
COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,7.285,6.77,
COC(=O)c1c(Cc2ccc(C(=O)N[C@@H]3[C@@H]4C[C@@H]5C[C@H]3C[C@@](O)(C5)C4)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.92,,
COC(=O)c1c(Cc2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.92,,
COC(=O)c1c(Cc2ccc(C(=O)N[C@H]3[C@@H]4C[C@@H]5C[C@H]3C[C@@](O)(C5)C4)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.33,,
COC(=O)c1c(Cc2ccc(C(=O)NCC(C)(C)O)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.36,,
COC(=O)c1c(Cc2ccc(C(=O)N[C@H]3CC[C@H](O)CC3)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.27,,
COC(=O)c1c(Cc2ccc(C(=O)NC(C)(C)CO)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.35,,
COC(=O)c1c(Cc2ccc(C(=O)NC3(CO)CC3)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.35,,
COC(=O)c1c(Cc2ccc(C(=O)N[C@H]3CC[C@H](O)CC3)cc2)c(=O)c2ccc(C)nc2n1-c1ccccc1,7.77,,
COC(=O)c1c(Cc2ccc(S(C)(=O)=O)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.04,,
COC(=O)c1c(Cc2ccc(C(=O)N[C@@H]3[C@@H]4C[C@@H]5C[C@H]3C[C@@](N)(C5)C4)cc2)c(=O)c2cccnc2n1-c1ccccc1,7.31,,
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,6.41,6.76,6.84
N[C@H]1CC[C@H](Nc2cc(Nc3ccc(F)c(Cl)c3)n3nccc3n2)CC1,,4.6,
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,,5.82,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCN)n2)cc1,5.8,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(/C=C/CCO)n2)cc1,6.77,6.62,
CC(C)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.17,7.08,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCO)n2)cc1,7.03,6.82,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccc(C(=O)O)s3)n2)cc1,6.6,6.8,
COc1ccc(Oc2nc(C(=O)NCc3ccc(S(C)(=O)=O)cc3)cc(N)c2C#N)cc1,6.38,6.35,
C/C=C\c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,6.82,6.58,
CC(C)COc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.06,6.43,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3)n2)cc1,7.09,6.41,
CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccncc1,,5.89,6.27
COC(=O)c1c(Cc2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,7.09,6.66,
COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,7.1,6.75,
COC(=O)c1c(CN2CCN(S(C)(=O)=O)CC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,7.19,6.29,
COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,7.64,6.85,
COC(=O)c1c(CN2CCOCC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,6.94,6.05,
COC(=O)c1c(CN2CC[C@@H](S(C)(=O)=O)C2)c(=O)c2ccc(F)cc2n1-c1ccccc1,6.89,5.88,
COC(=O)c1c(CN2CC[C@H](S(C)(=O)=O)C2)c(=O)c2ccc(F)cc2n1-c1ccccc1,7.28,6.27,
COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(C)nc2n1-c1ccccc1,,6.72,
COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,,6.54,
CCn1c(=O)c2ccccc2n(-c2ccccc2)c1=O,4.96,,
O=c1c2ccccc2n(-c2ccccc2)c(=O)n1Cc1ccccc1,5.55,5.03,
O=c1c2ccc(Cl)cc2n(-c2ccccc2)c(=O)n1Cc1ccccc1,5.64,5.42,
COC(=O)c1c(Cc2ccccc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,6.43,6.02,
CNS(=O)(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,7.33,6.77,
CCNC(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,7.42,7.03,
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,7.52,7.3,
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,7.52,7.16,
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCC(O)CC3)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,7.3,6.7,
COC(=O)c1c(Cc2ccc(S(=O)(=O)CCO)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,7.24,6.66,
COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(C)nc2n1-c1ccccc1,7.52,7.19,
COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(C)nc2n1-c1ccccc1,7.75,7.55,
CCNC(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3nc(C)ccc3c2=O)cc1,7.35,7.06,
CC(C)Oc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.82,7.42,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3CO)n2)cc1,6.24,6.17,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3CNCc3ccccc3)n2)cc1,5.7,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NC3CC3)n2)cc1,7.5,7.16,
C[C@H](CO)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,6.75,6.5,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCc3ccccc3)n2)cc1,6.09,5.33,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCc3ccccc3)n2)cc1,6.58,6.0,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCNC(N)=O)n2)cc1,7.03,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccnc3)n2)cc1,6.5,6.47,
CC(C)NC(=O)c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,6.37,6.92,
COC(=O)c1c(Cc2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(C)nc2n1-c1cccc(N)c1,7.85,7.5,
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1/C=C/C(C)(C)C,5.53,5.38,
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1/C=C/C#N,6.39,5.75,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cncnc3)n2)cc1,6.21,6.07,
O=c1[nH]c2cc(Nc3ccc(F)cc3F)ccc2n1CC1CCCCC1,,5.26,
C/C=C/c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.32,6.64,
C#C/C=C/c1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,7.1,6.52,
CN(C)CCNc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,5.14,5.04,
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C(N)=O,6.5,6.01,
C[C@@H](CO)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,7.205,7.52,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NC3CCC3)n2)cc1,7.07,6.8,
COc1cccc(-c2nc(C(=O)NCc3ccc(S(C)(=O)=O)cc3)cc(N)c2C#N)c1,6.37,6.22,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCC(N)=O)n2)cc1,7.18,7.06,
Cc1cc(NC(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1,8.32,7.99875,8.35
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccc(O)c3)n2)cc1,6.7,6.62,
C=Cc1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,5.93,5.84,
CCCNC(=O)c1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,5.28,,
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#CCO,5.96,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccc(Cl)c3)n2)cc1,5.93,6.08,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(CCC(=O)O)n2)cc1,5.79,5.16,
O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,,4.68,
CN1CCC(O)(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)o2)CC1,,5.09,
Cn1cnc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c1,4.51,,
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCN(C(=O)CCN1CCCCC1)C2,,5.3,5.5
CN(C)CC(=O)N1CCc2c(sc(NC(=O)c3cccc4ccccc34)c2C#N)C1,,,5.6
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,,6.5,6.6
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)c1cc[nH]n1,,,6.6
N#Cc1c(NC(=O)c2ccccc2)sc2c1CCCC2,,,5.8100000000000005
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,,6.5,6.7
N#Cc1c(NC(=O)c2ccc(F)c3ccccc23)sc2c1CCCC2,,,6.0
O=C(C1CC1)N1CCC[C@@H](Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4ccc(O)cc43)n2)C1,,,5.96
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2S(=O)(=O)c1ccccc1,,,5.8
O=C(NCCCN1CCCC1=O)c1cnccc1Nc1nc(-c2cc(Br)ccc2F)nc2nccnc12,4.98,7.43,7.23
O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],,5.3,
N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,,,6.4
N#Cc1c(NC(=O)c2ccccc2Br)sc2c1CCCC2,,,5.5
Oc1cccc(-c2nc3ccccc3n2-c2ccnc(N[C@@H]3CCCNC3)c2)c1,,5.66,5.73
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4)cnc32)c1,5.92,,6.77
O=C(NCCCN1CCOCC1)c1ccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)cc1,6.04,,7.48
Cc1cccc(CC(=O)Nc2cnn(-c3cccc(C(=O)NC4CCOC(C)(C)C4)c3)c2)c1,,,5.96
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5)ccc43)c2)cc(OC)c1OC,6.7,,7.62
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)cc(OC)c1OC,7.03,,7.92
CCOc1ccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)cc1OC,6.37,,7.34
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)cc(OC)c1OC,,,7.23
Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)ccc1N1CCOCC1,6.8,,7.5
Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)ccc1N1CCOCC1,6.77,,7.42
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,6.12,,7.27
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4c(Cl)cccc4Cl)ccc32)c1,5.86,,7.11
COc1ccccc1Nc1ccc2c(cnn2-c2cccc(C(=O)NCCCN3CCOCC3)c2)c1,,,7.37
O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,,,7.66
O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,6.39,,7.82
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)c1,6.33,,6.92
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)c1,,,6.6
O=C(NCCO)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,6.1,,7.46
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccn4)ccc32)c1,5.15,,5.85
NC(=O)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,6.14,,7.2
CN1CCN(CCNC(=O)c2cccc(-n3ncc4cc(Nc5c(Cl)cccc5Cl)ccc43)c2)CC1,5.92,,7.3
Cc1cccc(Nc2ccc3c(cnn3-c3cccc(C(=O)NCCN4CCN(C5CCC5)CC4)c3)c2)c1Cl,6.01,,7.4
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)n1,5.15,,6.19
O=C(NCCN1CCOCC1)c1cc(-n2ncc3cc(Nc4c(Cl)cccc4Cl)ccc32)ccn1,,,6.19
CN1CCN(CCNC(=O)c2cncc(-n3ncc4cc(Nc5c(Cl)cccc5Cl)ccc43)c2)CC1,,,6.96
O=C(NCCN1CCOCC1)c1ccnc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,5.64,,6.92
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ncc32)c1,5.89,,7.1
CCOc1ccc2[nH]nc(-c3ccc(NC(C)=O)cc3)c2c1,7.16,,
CCOc1ccc2[nH]nc(-c3cccc(NC(C)=O)c3)c2c1,6.96,,
CCOc1ccc2[nH]nc(-c3cccc(C(N)=O)c3)c2c1,7.37,,
CCOc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1,6.82,,
CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1C#N,6.76,,
CCOc1cc2c(-c3cccc(NC(C)=O)c3)n[nH]c2cc1C#N,7.37,,
CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1ccccc1,5.99,,
CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cn[nH]c1,6.85,,
CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cnn(C)c1,7.03,,
CCOc1cc2c(-c3ccc(C)c(S(N)(=O)=O)c3)n[nH]c2cc1-c1cnn(C)c1,7.36,,
CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cnn(CC(C)C)c1,6.36,,
Cn1cc(-c2cc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3cc2OC2CCCCC2)cn1,6.93,,
Cn1cc(-c2cc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3cc2NC2CCCCC2)cn1,7.43,,
CC(=O)Nc1cccc(-c2n[nH]c3cc(-c4cnn(C)c4)c(NC4CCCCC4)cc23)c1,7.92,,
CS(=O)(=O)CCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,8.21,7.62,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,8.223333333333333,7.62,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.2700000000000005,6.75,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CC#N)CC5)cccc43)n2)CC1,8.003333333333334,7.44,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CO)CC5)cccc43)n2)CC1,7.723333333333334,7.17,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCCCC5)cccc43)n2)CC1,7.03,6.19,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)C5)cccc43)n2)CC1,7.36,6.55,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(OCC5CCS(=O)(=O)C5)cccc43)n2)CC1,8.17,7.46,
CS(=O)(=O)C1CCN(c2cccc3c2cnn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,8.08,7.77,
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,8.26,7.7,
CC(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.88,7.31,
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@@](C)(O)CC3)n2)CC1,7.7700000000000005,7.18,
CCOC(=O)[C@H]1CC[C@H](Nc2nccc(-n3ncc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.57,7.57,
CCOC(=O)[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.906666666666666,7.4,
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCC(O)CC4)CC3)n2)CC1,7.886666666666667,7.48,
CCOC1CCN(C(=O)[C@H]2CC[C@H](Nc3nccc(-n4ccc5c(N6CCC(S(C)(=O)=O)CC6)cccc54)n3)CC2)C1,7.92,7.07,
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCn5cnnc5C4)CC3)n2)CC1,7.93,7.92,
CC(C)Oc1nc(C(=O)N(C)Cc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,5.19,,
CCOc1nc(C(=O)NCCNc2ccc([N+](=O)[O-])cn2)cc(N)c1C#N,7.21,,
CCOc1nc(C(=O)NCc2ccc([S+]([O-])c3ccccc3)cc2)cc(N)c1C#N,7.3,,
COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(C#CC(O)c3ccc(OCCCN(C)C)cc3)c21,7.47,,
O=C(NC1(Cc2ccc(F)cc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,7.33,6.92,
O=C(NC1(c2ccccc2)CCCCCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.37,,
Cc1ccc(C2(NC(=O)c3ccc4nc(N[C@H]5CC[C@H](O)CC5)c5nccn5c4c3)CC2)cc1,6.6,,
O=C(NC1(c2ccc(Cl)cc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.785,,
O=C(NC1(c2ccc(F)cc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,7.095,,
C[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.24,,
C[C@@H](NC(=O)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12)c1ccccc1,5.82,,
O=C(NCc1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.17,,
O=C(NCc1ccccc1)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12,6.31,,
C[C@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,5.7,,
CC[C@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,5.77,,
CC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,7.165,7.0,
O=C(N[C@@H](CO)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,5.31,,
O=C(N[C@H](CO)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.984999999999999,6.87,
CCC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.7,,
CC(C)[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.46,,
O=C(NC(c1ccccc1)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.44,,
O=C(N[C@H](CCO)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.21,,
COC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.16,,
CC(C)(NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.57,,
CCC(CC)(NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,7.015000000000001,,
O=C(NC1(c2ccccc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,7.04,,
O=C(NC1(c2ccccc2)CCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,7.11,,
O=C(NC1(c2ccccc2)CCCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.75,,
O=C(NC1(c2ccccc2)CCCCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,5.91,,
c1ccc2c(c1)nc(NC1CCCCC1)c1nccn12,5.8,,
c1ccc(CCNc2nc3ccccc3n3ccnc23)cc1,5.17,,
c1ccc(CNc2nc3ccccc3n3ccnc23)cc1,5.08,,
FC1(F)CCC(Nc2nc3ccccc3n3ccnc23)CC1,5.1,,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nc3ccccc3n3ccnc23)CC1,5.62,,
N[C@H]1CC[C@H](Nc2nc3ccccc3n3ccnc23)CC1,5.77,,
O[C@H]1CC[C@H](Nc2nc3ccccc3n3ccnc23)CC1,6.04,,
