molecule_chembl_id,canonical_smiles,pAct_JNK1,pAct_JNK2,pAct_JNK3,n_isoforms,delta_12,delta_13,delta_min,sel_class
CHEMBL232600,CN(C)CC(=O)N1CCc2c(sc(NC(=O)c3cccc4ccccc34)c2C#N)C1,,,5.6,1,,,,unknown
CHEMBL232601,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,,6.5,6.6,2,,,,unknown
CHEMBL232610,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)c1cc[nH]n1,,,6.6,1,,,,unknown
CHEMBL233000,N#Cc1c(NC(=O)c2ccccc2)sc2c1CCCC2,,,5.8100000000000005,1,,,,unknown
CHEMBL233001,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,,6.5,6.7,2,,,,unknown
CHEMBL233002,N#Cc1c(NC(=O)c2ccc(F)c3ccccc23)sc2c1CCCC2,,,6.0,1,,,,unknown
CHEMBL2334705,O=C(C1CC1)N1CCC[C@@H](Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4ccc(O)cc43)n2)C1,,,5.96,1,,,,unknown
CHEMBL233794,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2S(=O)(=O)c1ccccc1,,,5.8,1,,,,unknown
CHEMBL234655,O=C(NCCCN1CCCC1=O)c1cnccc1Nc1nc(-c2cc(Br)ccc2F)nc2nccnc12,4.98,7.43,7.23,3,-2.4499999999999993,-2.25,-2.4499999999999993,non-selective
CHEMBL2347053,O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],,5.3,,1,,,,unknown
CHEMBL234838,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,,,6.4,1,,,,unknown
CHEMBL234839,N#Cc1c(NC(=O)c2ccccc2Br)sc2c1CCCC2,,,5.5,1,,,,unknown
CHEMBL2348581,Oc1cccc(-c2nc3ccccc3n2-c2ccnc(N[C@@H]3CCCNC3)c2)c1,,5.66,5.73,2,,,,unknown
CHEMBL2376905,O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4)cnc32)c1,5.92,,6.77,2,,-0.8499999999999996,-0.8499999999999996,non-selective
CHEMBL2376906,O=C(NCCCN1CCOCC1)c1ccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)cc1,6.04,,7.48,2,,-1.4400000000000004,-1.4400000000000004,non-selective
CHEMBL2376907,Cc1cccc(CC(=O)Nc2cnn(-c3cccc(C(=O)NC4CCOC(C)(C)C4)c3)c2)c1,,,5.96,1,,,,unknown
CHEMBL2376909,COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5)ccc43)c2)cc(OC)c1OC,6.7,,7.62,2,,-0.9199999999999999,-0.9199999999999999,non-selective
CHEMBL2376910,COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)cc(OC)c1OC,7.03,,7.92,2,,-0.8899999999999997,-0.8899999999999997,non-selective
CHEMBL2376911,CCOc1ccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)cc1OC,6.37,,7.34,2,,-0.9699999999999998,-0.9699999999999998,non-selective
CHEMBL2376912,COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)cc(OC)c1OC,,,7.23,1,,,,unknown
CHEMBL2376913,Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)ccc1N1CCOCC1,6.8,,7.5,2,,-0.7000000000000002,-0.7000000000000002,non-selective
CHEMBL2376914,Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)ccc1N1CCOCC1,6.77,,7.42,2,,-0.6500000000000004,-0.6500000000000004,non-selective
CHEMBL2376915,O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,6.12,,7.27,2,,-1.1499999999999995,-1.1499999999999995,non-selective
CHEMBL2376916,O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4c(Cl)cccc4Cl)ccc32)c1,5.86,,7.11,2,,-1.25,-1.25,non-selective
CHEMBL2376917,COc1ccccc1Nc1ccc2c(cnn2-c2cccc(C(=O)NCCCN3CCOCC3)c2)c1,,,7.37,1,,,,unknown
CHEMBL2376918,O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,,,7.66,1,,,,unknown
CHEMBL2376919,O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,6.39,,7.82,2,,-1.4300000000000006,-1.4300000000000006,non-selective
CHEMBL2376920,Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)c1,6.33,,6.92,2,,-0.5899999999999999,-0.5899999999999999,non-selective
CHEMBL2376921,Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)c1,,,6.6,1,,,,unknown
CHEMBL2376922,O=C(NCCO)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,6.1,,7.46,2,,-1.3600000000000003,-1.3600000000000003,non-selective
CHEMBL2376923,O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccn4)ccc32)c1,5.15,,5.85,2,,-0.6999999999999993,-0.6999999999999993,non-selective
CHEMBL2376924,NC(=O)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,6.14,,7.2,2,,-1.0600000000000005,-1.0600000000000005,non-selective
CHEMBL2376925,CN1CCN(CCNC(=O)c2cccc(-n3ncc4cc(Nc5c(Cl)cccc5Cl)ccc43)c2)CC1,5.92,,7.3,2,,-1.38,-1.38,non-selective
CHEMBL2376926,Cc1cccc(Nc2ccc3c(cnn3-c3cccc(C(=O)NCCN4CCN(C5CCC5)CC4)c3)c2)c1Cl,6.01,,7.4,2,,-1.3900000000000006,-1.3900000000000006,non-selective
CHEMBL2376927,O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)n1,5.15,,6.19,2,,-1.04,-1.04,non-selective
CHEMBL2376928,O=C(NCCN1CCOCC1)c1cc(-n2ncc3cc(Nc4c(Cl)cccc4Cl)ccc32)ccn1,,,6.19,1,,,,unknown
CHEMBL2376929,CN1CCN(CCNC(=O)c2cncc(-n3ncc4cc(Nc5c(Cl)cccc5Cl)ccc43)c2)CC1,,,6.96,1,,,,unknown
CHEMBL2376930,O=C(NCCN1CCOCC1)c1ccnc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,5.64,,6.92,2,,-1.2800000000000002,-1.2800000000000002,non-selective
CHEMBL2376931,O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ncc32)c1,5.89,,7.1,2,,-1.21,-1.21,non-selective
CHEMBL2380574,CCOc1ccc2[nH]nc(-c3ccc(NC(C)=O)cc3)c2c1,7.16,,,1,,,,non-selective
CHEMBL2380575,CCOc1ccc2[nH]nc(-c3cccc(NC(C)=O)c3)c2c1,6.96,,,1,,,,non-selective
CHEMBL2380576,CCOc1ccc2[nH]nc(-c3cccc(C(N)=O)c3)c2c1,7.37,,,1,,,,non-selective
CHEMBL2380577,CCOc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1,6.82,,,1,,,,non-selective
CHEMBL2380578,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1C#N,6.76,,,1,,,,non-selective
CHEMBL2380579,CCOc1cc2c(-c3cccc(NC(C)=O)c3)n[nH]c2cc1C#N,7.37,,,1,,,,non-selective
CHEMBL2380580,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1ccccc1,5.99,,,1,,,,non-selective
CHEMBL2380581,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cn[nH]c1,6.85,,,1,,,,non-selective
CHEMBL2380582,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cnn(C)c1,7.03,,,1,,,,non-selective
CHEMBL2380583,CCOc1cc2c(-c3ccc(C)c(S(N)(=O)=O)c3)n[nH]c2cc1-c1cnn(C)c1,7.36,,,1,,,,non-selective
CHEMBL2380584,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cnn(CC(C)C)c1,6.36,,,1,,,,non-selective
CHEMBL2380585,Cn1cc(-c2cc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3cc2OC2CCCCC2)cn1,6.93,,,1,,,,non-selective
CHEMBL2380586,Cn1cc(-c2cc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3cc2NC2CCCCC2)cn1,7.43,,,1,,,,non-selective
CHEMBL2380587,CC(=O)Nc1cccc(-c2n[nH]c3cc(-c4cnn(C)c4)c(NC4CCCCC4)cc23)c1,7.92,,,1,,,,non-selective
CHEMBL2390974,CS(=O)(=O)CCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,8.21,7.62,,2,0.5900000000000007,,0.5900000000000007,non-selective
CHEMBL2392825,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,8.223333333333333,7.62,,2,0.6033333333333326,,0.6033333333333326,non-selective
CHEMBL2392826,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.2700000000000005,6.75,,2,0.5200000000000005,,0.5200000000000005,non-selective
CHEMBL2392827,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CC#N)CC5)cccc43)n2)CC1,8.003333333333334,7.44,,2,0.5633333333333335,,0.5633333333333335,non-selective
CHEMBL2392828,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CO)CC5)cccc43)n2)CC1,7.723333333333334,7.17,,2,0.5533333333333337,,0.5533333333333337,non-selective
CHEMBL2392829,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCCCC5)cccc43)n2)CC1,7.03,6.19,,2,0.8399999999999999,,0.8399999999999999,non-selective
CHEMBL2392830,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)C5)cccc43)n2)CC1,7.36,6.55,,2,0.8100000000000005,,0.8100000000000005,non-selective
CHEMBL2392831,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(OCC5CCS(=O)(=O)C5)cccc43)n2)CC1,8.17,7.46,,2,0.71,,0.71,non-selective
CHEMBL2392832,CS(=O)(=O)C1CCN(c2cccc3c2cnn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,8.08,7.77,,2,0.3100000000000005,,0.3100000000000005,non-selective
CHEMBL2392833,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,8.26,7.7,,2,0.5599999999999996,,0.5599999999999996,non-selective
CHEMBL2392834,CC(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.88,7.31,,2,0.5700000000000003,,0.5700000000000003,non-selective
CHEMBL2392835,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@@](C)(O)CC3)n2)CC1,7.7700000000000005,7.18,,2,0.5900000000000007,,0.5900000000000007,non-selective
CHEMBL2392836,CCOC(=O)[C@H]1CC[C@H](Nc2nccc(-n3ncc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.57,7.57,,2,0.0,,0.0,non-selective
CHEMBL2392837,CCOC(=O)[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,7.906666666666666,7.4,,2,0.5066666666666659,,0.5066666666666659,non-selective
CHEMBL2392838,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCC(O)CC4)CC3)n2)CC1,7.886666666666667,7.48,,2,0.4066666666666663,,0.4066666666666663,non-selective
CHEMBL2392839,CCOC1CCN(C(=O)[C@H]2CC[C@H](Nc3nccc(-n4ccc5c(N6CCC(S(C)(=O)=O)CC6)cccc54)n3)CC2)C1,7.92,7.07,,2,0.8499999999999996,,0.8499999999999996,non-selective
CHEMBL2392840,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCn5cnnc5C4)CC3)n2)CC1,7.93,7.92,,2,0.009999999999999787,,0.009999999999999787,non-selective
CHEMBL239785,CC(C)Oc1nc(C(=O)N(C)Cc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,5.19,,,1,,,,non-selective
CHEMBL240254,CCOc1nc(C(=O)NCCNc2ccc([N+](=O)[O-])cn2)cc(N)c1C#N,7.21,,,1,,,,non-selective
CHEMBL240859,CCOc1nc(C(=O)NCc2ccc([S+]([O-])c3ccccc3)cc2)cc(N)c1C#N,7.3,,,1,,,,non-selective
CHEMBL241262,COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(C#CC(O)c3ccc(OCCCN(C)C)cc3)c21,7.47,,,1,,,,non-selective
CHEMBL2420551,O=C(NC1(Cc2ccc(F)cc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,7.33,6.92,,2,0.41000000000000014,,0.41000000000000014,non-selective
CHEMBL2420552,O=C(NC1(c2ccccc2)CCCCCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.37,,,1,,,,non-selective
CHEMBL2420553,Cc1ccc(C2(NC(=O)c3ccc4nc(N[C@H]5CC[C@H](O)CC5)c5nccn5c4c3)CC2)cc1,6.6,,,1,,,,non-selective
CHEMBL2420554,O=C(NC1(c2ccc(Cl)cc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.785,,,1,,,,non-selective
CHEMBL2420555,O=C(NC1(c2ccc(F)cc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,7.095,,,1,,,,non-selective
CHEMBL2420556,C[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.24,,,1,,,,non-selective
CHEMBL2420557,C[C@@H](NC(=O)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12)c1ccccc1,5.82,,,1,,,,non-selective
CHEMBL2420558,O=C(NCc1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.17,,,1,,,,non-selective
CHEMBL2420559,O=C(NCc1ccccc1)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12,6.31,,,1,,,,non-selective
CHEMBL2420560,C[C@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,5.7,,,1,,,,non-selective
CHEMBL2420561,CC[C@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,5.77,,,1,,,,non-selective
CHEMBL2420562,CC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,7.165,7.0,,2,0.16500000000000004,,0.16500000000000004,non-selective
CHEMBL2420563,O=C(N[C@@H](CO)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,5.31,,,1,,,,non-selective
CHEMBL2420564,O=C(N[C@H](CO)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.984999999999999,6.87,,2,0.11499999999999932,,0.11499999999999932,non-selective
CHEMBL2420565,CCC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.7,,,1,,,,non-selective
CHEMBL2420566,CC(C)[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.46,,,1,,,,non-selective
CHEMBL2420567,O=C(NC(c1ccccc1)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.44,,,1,,,,non-selective
CHEMBL2420568,O=C(N[C@H](CCO)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.21,,,1,,,,non-selective
CHEMBL2420569,COC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.16,,,1,,,,non-selective
CHEMBL2420570,CC(C)(NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.57,,,1,,,,non-selective
CHEMBL2420571,CCC(CC)(NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,7.015000000000001,,,1,,,,non-selective
CHEMBL2420572,O=C(NC1(c2ccccc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,7.04,,,1,,,,non-selective
CHEMBL2420573,O=C(NC1(c2ccccc2)CCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,7.11,,,1,,,,non-selective
CHEMBL2420574,O=C(NC1(c2ccccc2)CCCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.75,,,1,,,,non-selective
CHEMBL2420575,O=C(NC1(c2ccccc2)CCCCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,5.91,,,1,,,,non-selective
CHEMBL2420576,c1ccc2c(c1)nc(NC1CCCCC1)c1nccn12,5.8,,,1,,,,non-selective
CHEMBL2420577,c1ccc(CCNc2nc3ccccc3n3ccnc23)cc1,5.17,,,1,,,,non-selective
CHEMBL2420578,c1ccc(CNc2nc3ccccc3n3ccnc23)cc1,5.08,,,1,,,,non-selective
CHEMBL2420579,FC1(F)CCC(Nc2nc3ccccc3n3ccnc23)CC1,5.1,,,1,,,,non-selective
CHEMBL2420580,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nc3ccccc3n3ccnc23)CC1,5.62,,,1,,,,non-selective
CHEMBL2420581,N[C@H]1CC[C@H](Nc2nc3ccccc3n3ccnc23)CC1,5.77,,,1,,,,non-selective
CHEMBL2420582,O[C@H]1CC[C@H](Nc2nc3ccccc3n3ccnc23)CC1,6.04,,,1,,,,non-selective
CHEMBL2420584,O[C@H]1CC[C@H](NC2=Nc3ccccc3N3CCN=C23)CC1,4.14,,,1,,,,non-selective
CHEMBL2420585,O=C(O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.51,,,1,,,,non-selective
CHEMBL2420586,O=C(O)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12,6.455,,,1,,,,non-selective
CHEMBL2420587,NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,6.24,,,1,,,,non-selective
CHEMBL2420588,NC(=O)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12,5.38,,,1,,,,non-selective
CHEMBL242237,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,7.195,,,1,,,,non-selective
CHEMBL242488,CCCCOc1nccc(Nc2ccccc2C(=O)O)n1,5.1850000000000005,,,1,,,,non-selective
CHEMBL242489,CCCOc1nccc(Nc2ccccc2C(=O)O)n1,5.64,,,1,,,,non-selective
CHEMBL2425628,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CCC(O)CC3)CC2)n1,7.8,7.18,,2,0.6200000000000001,,0.6200000000000001,non-selective
CHEMBL2425629,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](O)C3)CC2)n1,8.01,7.33,,2,0.6799999999999997,,0.6799999999999997,non-selective
CHEMBL2425630,COC1CCN(C(=O)[C@H]2CC[C@H](Nc3nccc(-n4ccc5c(OCCCS(C)(=O)=O)cccc54)n3)CC2)CC1,8.33,7.55,,2,0.7800000000000002,,0.7800000000000002,non-selective
CHEMBL2425631,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CCC(F)(F)CC3)CC2)n1,7.8,7.29,,2,0.5099999999999998,,0.5099999999999998,non-selective
CHEMBL2425632,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](F)C3)CC2)n1,7.85,7.19,,2,0.6599999999999993,,0.6599999999999993,non-selective
CHEMBL2425633,CCN(CC)C(=O)[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(OCCCS(C)(=O)=O)cccc43)n2)CC1,7.85,7.24,,2,0.6099999999999994,,0.6099999999999994,non-selective
CHEMBL2425634,CC(C)(O)[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(OCCCS(C)(=O)=O)cccc43)n2)CC1,8.4,7.57,,2,0.8300000000000001,,0.8300000000000001,non-selective
CHEMBL2425635,CC(C)(O)[C@H]1CC[C@H](Nc2nccc(-n3ncc4c(OCCCS(C)(=O)=O)cccc43)n2)CC1,8.4,7.68,,2,0.7200000000000006,,0.7200000000000006,non-selective
CHEMBL2425636,CS(=O)(=O)CCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,7.48,6.82,,2,0.6600000000000001,,0.6600000000000001,non-selective
CHEMBL2425637,CS(=O)(=O)NCCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,7.25,6.61,,2,0.6399999999999997,,0.6399999999999997,non-selective
CHEMBL2425638,OCC(O)COc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,7.47,6.71,,2,0.7599999999999998,,0.7599999999999998,non-selective
CHEMBL2425639,CCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,7.92,7.1,,2,0.8200000000000003,,0.8200000000000003,non-selective
CHEMBL2425640,OCCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,7.62,6.86,,2,0.7599999999999998,,0.7599999999999998,non-selective
CHEMBL2425641,COc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,7.64,6.75,,2,0.8899999999999997,,0.8899999999999997,non-selective
CHEMBL2425642,O[C@H]1CC[C@H](Nc2nccc(-c3c[nH]c4ccccc34)n2)CC1,6.85,6.14,,2,0.71,,0.71,non-selective
CHEMBL2425643,O[C@H]1CC[C@H](Nc2nccc(N3CCc4ccccc43)n2)CC1,6.11,5.54,,2,0.5700000000000003,,0.5700000000000003,non-selective
CHEMBL2425644,O[C@H]1CC[C@H](Nc2nccc(-c3n[nH]c4ccccc34)n2)CC1,6.6,6.19,,2,0.40999999999999925,,0.40999999999999925,non-selective
CHEMBL2425645,O[C@H]1CC[C@H](Nc2nccc(-n3ncc4ccccc43)n2)CC1,7.26,6.46,,2,0.7999999999999998,,0.7999999999999998,non-selective
CHEMBL2425646,O[C@H]1CC[C@H](Nc2nccc(-n3ccc4ccccc43)n2)CC1,7.19,6.44,,2,0.75,,0.75,non-selective
CHEMBL2425647,O[C@H]1CC[C@H](Nc2nccc(-c3nnc4ccccn34)n2)CC1,6.24,5.92,,2,0.3200000000000003,,0.3200000000000003,non-selective
CHEMBL2425648,O[C@H]1CC[C@H](Nc2nccc(-c3cnc4ccccn34)n2)CC1,7.06,6.6,,2,0.45999999999999996,,0.45999999999999996,non-selective
CHEMBL2425649,O=C([C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1)N1CCOCC1,7.2,6.75,,2,0.4500000000000002,,0.4500000000000002,non-selective
CHEMBL2425650,O=C([C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1)N1CCCC1,6.92,6.4,,2,0.5199999999999996,,0.5199999999999996,non-selective
CHEMBL2425651,CC(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,7.41,6.64,,2,0.7700000000000005,,0.7700000000000005,non-selective
CHEMBL2425652,N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,7.13,6.77,,2,0.3600000000000003,,0.3600000000000003,non-selective
CHEMBL2425653,CN(C)S(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,7.72,7.12,,2,0.5999999999999996,,0.5999999999999996,non-selective
CHEMBL2425654,O[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,7.54,6.96,,2,0.5800000000000001,,0.5800000000000001,non-selective
CHEMBL2425655,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,7.62,7.01,6.94,3,0.6100000000000003,0.6799999999999997,0.6100000000000003,pan-JNK
CHEMBL2425656,c1ccc2c(c1)nnn2-c1ccnc(NC2CCCCC2)n1,7.0,6.41,,2,0.5899999999999999,,0.5899999999999999,non-selective
CHEMBL242651,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(C(F)(F)F)c2)n1,6.41,,,1,,,,non-selective
CHEMBL242652,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(C(F)(F)F)cc2)n1,6.73,,,1,,,,non-selective
CHEMBL242701,CCCCCOc1nccc(Nc2ccccc2C(=O)O)n1,5.96,,,1,,,,non-selective
CHEMBL242702,CCC(C)Oc1nccc(Nc2ccccc2C(=O)O)n1,6.16,,,1,,,,non-selective
CHEMBL242865,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc([N+](=O)[O-])cc2)n1,7.48,,,1,,,,non-selective
CHEMBL243088,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,7.533333333333334,,,1,,,,non-selective
CHEMBL243297,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(O)cc2)n1,7.46,,,1,,,,non-selective
CHEMBL243298,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1,7.4875,,,1,,,,non-selective
CHEMBL243299,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(F)cc2)n1,7.54,,,1,,,,non-selective
CHEMBL243517,Cc1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1,6.8,,,1,,,,non-selective
CHEMBL243518,Cc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1F,7.03,,,1,,,,non-selective
CHEMBL243519,Cc1c(O)cccc1Nc1nccc(Nc2ccccc2C(=O)O)n1,6.56,,,1,,,,non-selective
CHEMBL243575,COc1c(NC(=O)c2cc3cccc(NC(=O)c4ccc(NC5CC5)nc4)c3s2)cc(C(C)(C)C)cc1NS(C)(=O)=O,,7.8,,1,,,,unknown
CHEMBL2436978,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,5.49,,,1,,,,non-selective
CHEMBL243749,O=C(O)c1ccccc1Nc1nc(Nc2cccc(O)c2)ncc1F,7.68,,,1,,,,non-selective
