pair,ligand_id,smiles_source,fragment_rule,prep_method,rdkit_version,embed_method,embed_seed,optimization_method,meeko_version,input_pdbqt,direct_evidence,status
EGFR/HER2,EH120_062,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_062.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_063,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_063.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_064,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_064.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_065,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_065.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_066,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_066.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_067,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_067.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_068,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_068.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_069,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_069.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_070,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_070.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_071,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_071.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_072,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_072.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_073,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_073.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_074,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_074.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_075,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_075.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_076,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_076.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_077,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_077.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_078,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_078.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_079,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_079.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_080,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_080.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_081,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_081.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_082,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_082.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_083,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_083.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_084,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_084.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_085,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_085.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_086,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_086.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_087,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_087.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_088,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_088.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_089,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_089.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_090,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_090.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_091,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_091.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_092,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_092.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_093,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_093.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_094,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_094.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_095,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_095.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_096,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_096.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_097,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_097.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_098,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_098.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_099,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_099.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_100,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_100.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_101,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_101.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_102,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_102.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_103,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_103.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_104,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_104.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
EGFR/HER2,EH120_105,data/egfr_her2_panel120_v0/tables/panel_v0_120.csv,largest_organic,rdkit_etkdgv3_mmff_meeko,2026.03.5_analysis_pin_not_historical_docking_rdkit,ETKDGv3,20260727,MMFF_le_200,0.7.1,data/egfr_her2_uniform_rdkit_v1/ligands_pdbqt/EH120_105.pdbqt,prep_uniform_ligands.py + ligand_prep_status.csv + ligands_pdbqt,CONFIRMED
