target,ligand,seed,exhaustiveness,num_modes,energy_range,ligand_pdbqt,receptor,conf,out,log,vina,affinity,status
3POZ,EH120_100,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_100.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_100.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_100_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_100.log,/home/gwj/miniconda3/bin/vina,-10.092,ok
3RCD,EH120_100,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_100.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_100.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_100_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_100.log,/home/gwj/miniconda3/bin/vina,-10.464,ok
3POZ,EH120_101,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_101.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_101.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_101_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_101.log,/home/gwj/miniconda3/bin/vina,-10.699,ok
3RCD,EH120_101,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_101.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_101.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_101_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_101.log,/home/gwj/miniconda3/bin/vina,-10.642,ok
3POZ,EH120_102,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_102.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_102.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_102_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_102.log,/home/gwj/miniconda3/bin/vina,-6.794,ok
3RCD,EH120_102,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_102.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_102.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_102_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_102.log,/home/gwj/miniconda3/bin/vina,-6.923,ok
3POZ,EH120_103,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_103.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_103.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_103_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_103.log,/home/gwj/miniconda3/bin/vina,-8.688,ok
3RCD,EH120_103,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_103.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_103.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_103_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_103.log,/home/gwj/miniconda3/bin/vina,-9.134,ok
3POZ,EH120_104,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_104.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_104.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_104_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_104.log,/home/gwj/miniconda3/bin/vina,-10.207,ok
3RCD,EH120_104,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_104.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_104.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_104_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_104.log,/home/gwj/miniconda3/bin/vina,-11.154,ok
3POZ,EH120_105,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_105.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_105.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_105_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_105.log,/home/gwj/miniconda3/bin/vina,-9.242,ok
3RCD,EH120_105,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_105.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_105.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_105_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_105.log,/home/gwj/miniconda3/bin/vina,-9.18,ok
3POZ,EH120_106,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_106.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_106.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_106_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_106.log,/home/gwj/miniconda3/bin/vina,-9.05,ok
3RCD,EH120_106,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_106.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_106.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_106_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_106.log,/home/gwj/miniconda3/bin/vina,-9.574,ok
3POZ,EH120_107,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_107.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_107.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_107_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_107.log,/home/gwj/miniconda3/bin/vina,-7.699,ok
3RCD,EH120_107,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_107.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_107.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_107_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_107.log,/home/gwj/miniconda3/bin/vina,-8.04,ok
3POZ,EH120_108,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_108.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_108.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_108_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_108.log,/home/gwj/miniconda3/bin/vina,-7.858,ok
3RCD,EH120_108,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_108.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_108.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_108_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_108.log,/home/gwj/miniconda3/bin/vina,-7.77,ok
3POZ,EH120_109,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_109.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_109.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_109_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_109.log,/home/gwj/miniconda3/bin/vina,-4.447,ok
3RCD,EH120_109,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_109.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_109.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_109_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_109.log,/home/gwj/miniconda3/bin/vina,-5.03,ok
3POZ,EH120_110,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_110.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_110.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_110_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_110.log,/home/gwj/miniconda3/bin/vina,-6.888,ok
3RCD,EH120_110,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_110.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_110.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_110_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_110.log,/home/gwj/miniconda3/bin/vina,-7.083,ok
3POZ,EH40_01,1981948124,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_01.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_01.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_01_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_01.log,/home/gwj/miniconda3/bin/vina,-10.438,ok
3RCD,EH40_01,314086135,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_01.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_01.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_01_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_01.log,/home/gwj/miniconda3/bin/vina,-9.917,ok
3POZ,EH40_02,-1828870451,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_02.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_02.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_02_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_02.log,/home/gwj/miniconda3/bin/vina,-9.907,ok
3RCD,EH40_02,-209736144,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_02.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_02.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_02_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_02.log,/home/gwj/miniconda3/bin/vina,-10.526,ok
3POZ,EH40_03,474979041,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_03.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_03.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_03_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_03.log,/home/gwj/miniconda3/bin/vina,-10.061,ok
3RCD,EH40_03,1499290853,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_03.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_03.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_03_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_03.log,/home/gwj/miniconda3/bin/vina,-10.316,ok
3POZ,EH40_04,876543754,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_04.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_04.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_04_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_04.log,/home/gwj/miniconda3/bin/vina,-11.846,ok
3RCD,EH40_04,-1119830633,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_04.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_04.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_04_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_04.log,/home/gwj/miniconda3/bin/vina,-11.659,ok
3POZ,EH40_05,1917364841,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_05.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_05.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_05_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_05.log,/home/gwj/miniconda3/bin/vina,-10.077,ok
3RCD,EH40_05,-188742204,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_05.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_05.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_05_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_05.log,/home/gwj/miniconda3/bin/vina,-10.109,ok
3POZ,EH40_06,2027894138,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_06.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_06.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_06_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_06.log,/home/gwj/miniconda3/bin/vina,-9.631,ok
3RCD,EH40_06,841164130,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_06.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_06.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_06_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_06.log,/home/gwj/miniconda3/bin/vina,-10.039,ok
3POZ,EH40_07,1986682051,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_07.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_07.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_07_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_07.log,/home/gwj/miniconda3/bin/vina,-8.887,ok
3RCD,EH40_07,1760168543,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_07.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_07.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_07_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_07.log,/home/gwj/miniconda3/bin/vina,-9.642,ok
3POZ,EH40_08,-1431490655,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_08.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_08.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_08_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_08.log,/home/gwj/miniconda3/bin/vina,-9.621,ok
3RCD,EH40_08,1812288940,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_08.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_08.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_08_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_08.log,/home/gwj/miniconda3/bin/vina,-9.837,ok
3POZ,EH40_09,102649843,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_09.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_09.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_09_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_09.log,/home/gwj/miniconda3/bin/vina,-10.792,ok
3RCD,EH40_09,-2109818766,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_09.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH40_09.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH40_09_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH40_09.log,/home/gwj/miniconda3/bin/vina,-9.869,ok
3POZ,EH40_10,1887927451,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH40_10.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH40_10.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH40_10_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH40_10.log,/home/gwj/miniconda3/bin/vina,-8.705,ok
