experiment,target,ligand_id,exhaustiveness,seed,mode,vina_score,pose_path
A,3POZ,EH40_09,32,20260727,1,-10.981,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_01.pdbqt
A,3POZ,EH40_09,32,20260727,2,-10.962,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_02.pdbqt
A,3POZ,EH40_09,32,20260727,3,-10.833,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_03.pdbqt
A,3POZ,EH40_09,32,20260727,4,-10.75,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_04.pdbqt
A,3POZ,EH40_09,32,20260727,5,-10.313,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_05.pdbqt
A,3POZ,EH40_09,32,20260727,6,-10.195,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_06.pdbqt
A,3POZ,EH40_09,32,20260727,7,-10.167,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_07.pdbqt
A,3POZ,EH40_09,32,20260727,8,-10.16,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_08.pdbqt
A,3POZ,EH40_09,32,20260727,9,-10.011,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3POZ/EH40_09/mode_09.pdbqt
A,3RCD,EH40_01,32,20260727,1,-9.955,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_01.pdbqt
A,3RCD,EH40_01,32,20260727,2,-9.528,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_02.pdbqt
A,3RCD,EH40_01,32,20260727,3,-9.476,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_03.pdbqt
A,3RCD,EH40_01,32,20260727,4,-9.475,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_04.pdbqt
A,3RCD,EH40_01,32,20260727,5,-9.453,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_05.pdbqt
A,3RCD,EH40_01,32,20260727,6,-9.444,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_06.pdbqt
A,3RCD,EH40_01,32,20260727,7,-8.879,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_07.pdbqt
A,3RCD,EH40_01,32,20260727,8,-8.86,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_08.pdbqt
A,3RCD,EH40_01,32,20260727,9,-8.788,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_01/mode_09.pdbqt
A,3RCD,EH40_02,32,20260727,1,-10.566,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_01.pdbqt
A,3RCD,EH40_02,32,20260727,2,-10.281,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_02.pdbqt
A,3RCD,EH40_02,32,20260727,3,-9.875,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_03.pdbqt
A,3RCD,EH40_02,32,20260727,4,-9.754,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_04.pdbqt
A,3RCD,EH40_02,32,20260727,5,-9.501,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_05.pdbqt
A,3RCD,EH40_02,32,20260727,6,-9.438,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_06.pdbqt
A,3RCD,EH40_02,32,20260727,7,-9.343,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_07.pdbqt
A,3RCD,EH40_02,32,20260727,8,-9.318,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_08.pdbqt
A,3RCD,EH40_02,32,20260727,9,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_02/mode_09.pdbqt
A,3RCD,EH40_05,32,20260727,1,-9.94,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_01.pdbqt
A,3RCD,EH40_05,32,20260727,2,-9.909,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_02.pdbqt
A,3RCD,EH40_05,32,20260727,3,-9.75,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_03.pdbqt
A,3RCD,EH40_05,32,20260727,4,-9.73,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_04.pdbqt
A,3RCD,EH40_05,32,20260727,5,-9.538,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_05.pdbqt
A,3RCD,EH40_05,32,20260727,6,-9.52,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_06.pdbqt
A,3RCD,EH40_05,32,20260727,7,-9.45,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_07.pdbqt
A,3RCD,EH40_05,32,20260727,8,-9.398,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_08.pdbqt
A,3RCD,EH40_05,32,20260727,9,,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_05/mode_09.pdbqt
A,3RCD,EH40_18,32,20260727,1,-12.335,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_01.pdbqt
A,3RCD,EH40_18,32,20260727,2,-11.942,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_02.pdbqt
A,3RCD,EH40_18,32,20260727,3,-11.926,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_03.pdbqt
A,3RCD,EH40_18,32,20260727,4,-10.918,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_04.pdbqt
A,3RCD,EH40_18,32,20260727,5,-10.606,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_05.pdbqt
A,3RCD,EH40_18,32,20260727,6,-10.424,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_06.pdbqt
A,3RCD,EH40_18,32,20260727,7,-10.401,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_07.pdbqt
A,3RCD,EH40_18,32,20260727,8,-10.344,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_08.pdbqt
A,3RCD,EH40_18,32,20260727,9,-10.19,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_18/mode_09.pdbqt
A,3RCD,EH40_23,32,20260727,1,-10.902,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_01.pdbqt
A,3RCD,EH40_23,32,20260727,2,-10.833,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_02.pdbqt
A,3RCD,EH40_23,32,20260727,3,-10.652,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_03.pdbqt
A,3RCD,EH40_23,32,20260727,4,-10.481,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_04.pdbqt
A,3RCD,EH40_23,32,20260727,5,-10.372,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_05.pdbqt
A,3RCD,EH40_23,32,20260727,6,-10.337,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_06.pdbqt
A,3RCD,EH40_23,32,20260727,7,-10.015,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_07.pdbqt
A,3RCD,EH40_23,32,20260727,8,-9.96,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_08.pdbqt
A,3RCD,EH40_23,32,20260727,9,-9.928,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_23/mode_09.pdbqt
A,3RCD,EH40_03,32,20260727,1,-10.299,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_01.pdbqt
A,3RCD,EH40_03,32,20260727,2,-9.945,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_02.pdbqt
A,3RCD,EH40_03,32,20260727,3,-9.641,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_03.pdbqt
A,3RCD,EH40_03,32,20260727,4,-9.404,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_04.pdbqt
A,3RCD,EH40_03,32,20260727,5,-9.276,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_05.pdbqt
A,3RCD,EH40_03,32,20260727,6,-9.201,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_06.pdbqt
A,3RCD,EH40_03,32,20260727,7,-9.143,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_07.pdbqt
A,3RCD,EH40_03,32,20260727,8,-8.864,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_08.pdbqt
A,3RCD,EH40_03,32,20260727,9,-8.806,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_03/mode_09.pdbqt
A,3RCD,EH40_04,32,20260727,1,-11.683,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_01.pdbqt
A,3RCD,EH40_04,32,20260727,2,-11.573,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_02.pdbqt
A,3RCD,EH40_04,32,20260727,3,-11.564,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_03.pdbqt
A,3RCD,EH40_04,32,20260727,4,-11.514,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_04.pdbqt
A,3RCD,EH40_04,32,20260727,5,-11.436,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_05.pdbqt
A,3RCD,EH40_04,32,20260727,6,-11.417,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_06.pdbqt
A,3RCD,EH40_04,32,20260727,7,-11.189,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_07.pdbqt
A,3RCD,EH40_04,32,20260727,8,-11.154,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_08.pdbqt
A,3RCD,EH40_04,32,20260727,9,-11.049,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_04/mode_09.pdbqt
A,3RCD,EH40_09,32,20260727,1,-9.755,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_01.pdbqt
A,3RCD,EH40_09,32,20260727,2,-9.745,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_02.pdbqt
A,3RCD,EH40_09,32,20260727,3,-9.679,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_03.pdbqt
A,3RCD,EH40_09,32,20260727,4,-9.597,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_04.pdbqt
A,3RCD,EH40_09,32,20260727,5,-9.472,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_05.pdbqt
A,3RCD,EH40_09,32,20260727,6,-9.175,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_06.pdbqt
A,3RCD,EH40_09,32,20260727,7,-9.096,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_07.pdbqt
A,3RCD,EH40_09,32,20260727,8,-8.981,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_08.pdbqt
A,3RCD,EH40_09,32,20260727,9,-8.689,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel40_v0/analysis/exhaustiveness_sensitivity_v1/poses/E32_seed20260727/3RCD/EH40_09/mode_09.pdbqt
