repurposing_id,chembl_id,name,canonical_smiles,inchi_key,mw,max_phase,atc_code,source_phase,source_atc_l1,source_atc_l2,library_panel,benchmark_ref,mol_type,structure_type,p_active_nlrp3,nlrp3_percentile,nlrp3_pred_active,max_tanimoto_nlrp3_train,scaffold,rank_nlrp3,glide_score_xp,docking_status,pdb_id,nlrp3_glide_score_xp,nlrp3_docking_status,nlrp3_pdb_id,s_u_percentile,s_n_ml_percentile,s_n_dock_percentile,s_n_percentile,pareto_front
REP_08197,CHEMBL5314932,TRE-515,COc1ccc(-c2nc([C@@H](C)Sc3nc(N)cc(N)n3)c(C)s2)cc1OCCN1CCOCC1,MFVINMPRHHUSBW-OAHLLOKOSA-N,502.67,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.7864624,83.32732299555235,True,,c1cnc(SCc2csc(-c3cccc(OCCN4CCOCC4)c3)n2)nc1,1388,-8.30411683728369,docked,9DKB,-3.847563875579,docked,7ALV,55.34114403859407,12.818745692625773,34.596829772570636,34.596829772570636,False
REP_06515,CHEMBL4470585,GSK2798745,CC(C)(O)c1cnc(N2C[C@@]3(CCC[C@](C)(Cn4cnc5ccc(C#N)cc54)C3)OC2=O)cn1,URCMKDJBULWNAI-DQEYMECFSA-N,460.54,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C1OC2(CCCC(Cn3cnc4ccccc43)C2)CN1c1cnccn1,292,-8.29617440857298,docked,9DKB,-2.98228311280139,docked,7ALV,55.27222605099931,75.63749138525155,20.19297036526534,75.63749138525155,False
REP_07861,CHEMBL3924132,BOS-172722,CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1,SGWLRDAOCLITOM-UHFFFAOYSA-N,446.56,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,c1cc2cnc(Nc3ccc(-c4nnc[nH]4)cc3)nc2cn1,330,-8.29450646034028,docked,9DKB,-3.16491491040693,docked,7ALV,55.20330806340454,75.63749138525155,22.811853893866296,75.63749138525155,False
REP_06232,CHEMBL4210847,PF-00489791,CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21,ZUHZNKJIJDAJFD-UHFFFAOYSA-N,476.56,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(Nc2ncnc3cn[nH]c23)nc1,1271,-8.2872456293143,docked,9DKB,-2.89110648501043,docked,7ALV,55.13439007580978,24.017918676774638,18.60785665058581,24.017918676774638,False
REP_00153,CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,MLKXDPUZXIRXEP-MFOYZWKCSA-N,356.42,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL,0.9166667,90.38946988820771,True,,C1=Cc2ccccc2C1=Cc1ccccc1,529,-8.27502264351993,docked,9DKB,-4.84080434401147,docked,7ALV,55.06547208821502,50.137835975189525,58.51137146795313,58.51137146795313,False
REP_06706,CHEMBL4748352,LXE-408,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ncccc5C)cn4n3)c2)o1,GNVVPYCWVLCWKV-UHFFFAOYSA-N,443.44,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1cccc(-c2nc3ncc(-c4ccccn4)cn3n2)c1)c1cnco1,37,-8.27386847603224,docked,9DKB,-4.00309765964351,docked,7ALV,54.99655410062025,91.38525155065473,37.83597518952446,91.38525155065473,False
REP_01887,CHEMBL1552183,FOSTRIECIN SODIUM,C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)\C=C/C=C\C=C\CO)OP(=O)([O-])O,ZMQRJWIYMXZORG-DSWNLJKISA-M,429.38,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1C=CCCO1,927,-8.27239097409991,docked,9DKB,-9.36907832599353,docked,7ALV,54.9276361130255,50.137835975189525,99.37973811164714,99.37973811164714,False
REP_06198,CHEMBL412272,TAURODEOXYCHOLIC ACID,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,AWDRATDZQPNJFN-VAYUFCLWSA-N,499.71,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,C1CCC2C(C1)CCC1C3CCCC3CCC21,1280,-8.26878987890593,docked,9DKB,-3.06754254699866,docked,7ALV,54.85871812543074,24.017918676774638,21.29565816678153,24.017918676774638,False
REP_01169,CHEMBL5095404,BEMNIFOSBUVIR,CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F,OISLSHLAXHALQZ-HEOQURLSSA-N,581.54,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)Oc1ccccc1,548,-8.26660875843279,docked,9DKB,-5.22849798396587,docked,7ALV,54.789800137835975,50.137835975189525,67.8842177808408,67.8842177808408,False
REP_01552,CHEMBL1233800,MIVOBULIN,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2,XXBDOTXPQDVHIP-JTQLQIEISA-N,325.37,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(C2=Nc3cnccc3NC2)cc1,556,-8.26622214613767,docked,9DKB,-3.51716656908579,docked,7ALV,54.72088215024121,50.137835975189525,27.98070296347347,50.137835975189525,False
REP_07194,CHEMBL570015,GSK-256066,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,JFHROPTYMMSOLG-UHFFFAOYSA-N,518.6,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=S(=O)(c1ccccc1)c1ccc2nccc(Nc3ccccc3)c2c1,585,-8.26512177038309,docked,9DKB,-0.947606245006538,docked,7ALV,54.65196416264645,50.137835975189525,5.031013094417647,50.137835975189525,False
REP_02366,CHEMBL1914489,AZD1981,CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,JWYIGNODXSRKGP-UHFFFAOYSA-N,388.88,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.72052085,82.75033056857795,True,,c1ccc(Sc2c[nH]c3ccccc23)cc1,1436,-8.26503322193481,docked,9DKB,-3.80322909701166,docked,7ALV,54.583046175051685,9.855272226051,33.76981392143349,33.76981392143349,False
REP_07302,CHEMBL6068034,TALORASIB,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CO[C@H](c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,DOUDKPJUSUTSCJ-LXWOLXCRSA-N,605.11,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc2c(C3Cc4nc(OCC5CCCN5)nc(N5CCNCC5)c4CO3)cccc2c1,245,-8.26127621295339,docked,9DKB,-6.72202213047168,docked,7ALV,54.51412818745693,91.38525155065473,92.00551343900759,92.00551343900759,False
REP_06151,CHEMBL402548,DANUSERTIB,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,XKFTZKGMDDZMJI-HSZRJFAPSA-N,474.57,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.76558787,83.13499218656088,True,,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,1404,-8.26074754905884,docked,9DKB,-2.31529612821882,docked,7ALV,54.445210199862174,11.853893866299105,12.68090971743625,12.68090971743625,False
REP_06579,CHEMBL4594257,ROVAFOVIR ETALAFENAMIDE,CCOC(=O)[C@H](C)N[P@](=O)(CO[C@@H]1C=C(F)[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1,OCJRRXHWPBXZSU-BNCZGPJRSA-N,506.43,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=[PH](COC1C=CC(n2cnc3cncnc32)O1)Oc1ccccc1,1058,-8.2597109053638,docked,9DKB,-5.97342734178859,docked,7ALV,54.37629221226741,50.137835975189525,82.25361819434872,82.25361819434872,False
REP_06992,CHEMBL5314395,GW493838,CC(C)(C)c1nnc([C@H]2O[C@@H](n3cnc4c(Nc5ccc(Cl)cc5F)ncnc43)[C@H](O)[C@@H]2O)o1,ZQYJPMPXQLNTPQ-QCUYGVNKSA-N,489.9,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(Nc2ncnc3c2ncn3C2CCC(c3nnco3)O2)cc1,200,-8.2556849218028,docked,9DKB,-7.20353486690069,docked,7ALV,54.30737422467264,91.38525155065473,94.9000689179876,94.9000689179876,False
REP_03718,CHEMBL2105791,TRIAMCINOLONE FURETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,OSWKQSQWSQSPQH-GNFRAIDCSA-N,578.63,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12C(=O)COC(=O)c1cc2ccccc2o1,470,-8.25502830652633,docked,9DKB,-3.64540999522225,docked,7ALV,54.238456237077884,75.63749138525155,30.806340454858717,75.63749138525155,False
REP_03777,CHEMBL2105968,AMCINAFAL,CCC1(CC)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,NSZFBGIRFCHKOE-LFZVSNMSSA-N,462.56,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,433,-8.25374407174689,docked,9DKB,-3.26484294770892,docked,7ALV,54.16953824948312,75.63749138525155,24.121295658166787,75.63749138525155,False
REP_07989,CHEMBL4439321,ATUVECICLIB,COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@](C)(=N)=O)c2)n1,ACWKGTGIJRCOOM-HHHXNRCGSA-N,387.44,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Nc2ncnc(-c3ccccc3)n2)cc1,951,-8.25292862589247,docked,9DKB,-7.11822583223775,docked,7ALV,54.10062026188835,50.137835975189525,94.21088904203997,94.21088904203997,False
REP_01497,CHEMBL12131,CLOSANTEL,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,JMPFSEBWVLAJKM-UHFFFAOYSA-N,663.08,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1,106,-8.24816603939774,docked,9DKB,-4.6567455130687,docked,7ALV,54.03170227429359,91.38525155065473,53.89386629910406,91.38525155065473,False
REP_07326,CHEMBL6068070,RELICPIXANT,COC(=O)N1CCO[C@@H](Cc2c(-c3c(F)cc(S(N)(=O)=O)cc3F)nc3cc(Cl)ccn23)C1,LCFJBSQSNPDSIX-LBPRGKRZSA-N,500.91,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1ccc(-c2nc3ccccn3c2CC2CNCCO2)cc1,1117,-8.24387225781343,docked,9DKB,-4.44556244605202,docked,7ALV,53.96278428669883,24.017918676774638,48.380427291523084,48.380427291523084,False
REP_07704,CHEMBL219046,PSI-697,O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,DIEPFYNZGUUVHD-UHFFFAOYSA-N,367.83,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Cc2ccc3ccc4c(c3n2)CCCC4)cc1,672,-8.24239030161275,docked,9DKB,-5.5642570650089,docked,7ALV,53.89386629910406,50.137835975189525,74.98277050310132,74.98277050310132,False
REP_03473,CHEMBL2105298,ROCEPAFANT,COc1ccc(NC(=S)N2CCc3c(sc4c3C(c3ccccc3Cl)=NCc3nnc(C)n3-4)C2)cc1,WBGAFGNZNGJVNW-UHFFFAOYSA-N,535.1,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,S=C(Nc1ccccc1)N1CCc2c(sc3c2C(c2ccccc2)=NCc2nncn2-3)C1,741,-8.24235402053117,docked,9DKB,-3.24063300618167,docked,7ALV,53.8249483115093,50.137835975189525,23.77670572019297,50.137835975189525,False
REP_08212,CHEMBL536151,IMD-0354,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,CHILCFMQWMQVAL-UHFFFAOYSA-N,383.68,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccc1)c1ccccc1,504,-8.24058594022863,docked,9DKB,-8.74676224124078,docked,7ALV,53.75603032391454,50.137835975189525,99.03514817367332,99.03514817367332,False
REP_06158,CHEMBL404519,BEVIRIMAT,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,YJEJKUQEXFSVCJ-WRFMNRASSA-N,584.84,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21,321,-8.23895500350374,docked,9DKB,-3.1706987066194,docked,7ALV,53.68711233631978,75.63749138525155,22.949689869055824,75.63749138525155,False
REP_07915,CHEMBL4297219,ENSARTINIB HYDROCHLORIDE,C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,GLYMPHUVMRFTFV-QLFBSQMISA-N,561.45,1.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1ccc(C(=O)N2CCNCC2)cc1)c1cc(OCc2ccccc2)cnn1,134,-8.23401189270545,docked,9DKB,-5.64606605303006,docked,7ALV,53.61819434872501,91.38525155065473,76.77463818056512,91.38525155065473,False
REP_07619,CHEMBL1672627,LAS101057,O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,XUYURJQIMYCWBB-UHFFFAOYSA-N,335.34,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.82681113,83.54369515566775,True,,O=C(Nc1cnc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,1370,-8.23277205669339,docked,9DKB,-5.05483508909752,docked,7ALV,53.54927636113025,14.059269469331495,63.40454858718125,63.40454858718125,False
REP_01117,CHEMBL4802214,LUFOTRELVIR,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COP(=O)(O)O)cc12,FQKALOFOWPDTED-WBAXXEDZSA-N,552.52,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(CNC(=O)c1cc2ccccc2[nH]1)NCCC1CCNC1=O,1051,-8.22348501034365,docked,9DKB,-5.26302966698021,docked,7ALV,53.48035837353549,50.137835975189525,68.64231564438319,68.64231564438319,False
REP_02387,CHEMBL1950289,TANZISERTIB,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,IBGLGMOPHJQDJB-IHRRRGAJSA-N,448.45,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(Nc2nc3cnc(NC4CCCCC4)nc3n2C2CCOC2)cc1,1075,-8.22335153242072,docked,9DKB,-4.6739336627217,docked,7ALV,53.41144038594072,50.137835975189525,54.72088215024121,54.72088215024121,False
REP_06486,CHEMBL440498,CTS-1027,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,ROSNVSQTEGHUKU-UHFFFAOYSA-N,425.89,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=S(=O)(CC1CCOCC1)c1ccc(Oc2ccccc2)cc1,986,-8.22303469732237,docked,9DKB,-6.03778129724011,docked,7ALV,53.34252239834597,50.137835975189525,83.32184700206754,83.32184700206754,False
REP_01295,CHEMBL103667,DORAMAPIMOD,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,527.67,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)Nc1ccnn1-c1ccccc1,1269,-8.22070987219395,docked,9DKB,-2.12377348699508,docked,7ALV,53.273604410751204,24.017918676774638,11.09579600275672,24.017918676774638,False
REP_07074,CHEMBL5314516,EMIDURDAR,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1,AEFYFGMSRKDXHZ-UHFFFAOYSA-N,495.18,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1ccccc1)Nc1ccccc1-c1nnn[nH]1,165,-8.21898317103828,docked,9DKB,-8.76367287228047,docked,7ALV,53.204686423156446,91.38525155065473,99.1040661612681,99.1040661612681,False
REP_01855,CHEMBL151475,ABAPERIDONE,O=c1c(CO)coc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,ICAXEUYZCLRXKY-UHFFFAOYSA-N,452.48,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=c1ccoc2cc(OCCCN3CCC(c4noc5ccccc45)CC3)ccc12,365,-8.2158166148591,docked,9DKB,-4.3345093223721,docked,7ALV,53.13576843556168,75.63749138525155,45.761543762922116,75.63749138525155,False
REP_05219,CHEMBL273348,TOSUFLOXACIN,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,WUWFMDMBOJLQIV-UHFFFAOYSA-N,404.35,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.58825654,81.6925111191249,True,,O=c1ccn(-c2ccccc2)c2nc(N3CCCC3)ccc12,1524,-8.21539489381268,docked,9DKB,-4.20841043230985,docked,7ALV,53.06685044796692,4.135079255685734,42.24672639558925,42.24672639558925,False
REP_08183,CHEMBL5314601,DASATINIB LAURYLSULFATE,CCCCCCCCCCCCOS(=O)(=O)O.Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,SWMPKFFMQAIAEW-UHFFFAOYSA-N,754.42,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,531,-8.21534476287747,docked,9DKB,-5.04514389983945,docked,7ALV,52.997932460372155,50.137835975189525,62.99104066161267,62.99104066161267,False
REP_05930,CHEMBL3934885,FRILUGLANSTAT,COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,ZPONWJXTHMDOSV-UHFFFAOYSA-N,516.91,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1cc(C(=O)Nc2ccccc2)c2nc[nH]c2c1)c1ccccc1,568,-8.21465202215469,docked,9DKB,-4.95266719495274,docked,7ALV,52.9290144727774,50.137835975189525,60.50999310820124,60.50999310820124,False
REP_03680,CHEMBL2105590,UREDOFOS,CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1)OCC,NDXFLHPUUKVXLQ-UHFFFAOYSA-N,500.54,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccc1)NS(=O)(=O)c1ccccc1,858,-8.20543215354915,docked,9DKB,-5.98088874747625,docked,7ALV,52.86009648518264,50.137835975189525,82.4948311509304,82.4948311509304,False
REP_00472,CHEMBL1275868,AZELNIDIPINE,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,ZKFQEACEUNWPMT-UHFFFAOYSA-N,582.66,3.0,,True,False,False,phase_only,,Small molecule,MOL,0.91666675,95.30592619305204,True,,O=C(OC1CN(C(c2ccccc2)c2ccccc2)C1)C1=CNC=CC1c1ccccc1,340,-8.20477462912411,docked,9DKB,0.0723848105343286,docked,7ALV,52.79117849758788,75.63749138525155,2.618883528600968,75.63749138525155,False
REP_04166,CHEMBL2106769,MOPIDAMOL,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)ncc2n1,FOYWNSCCNCUEPU-UHFFFAOYSA-N,421.5,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,c1nc(N2CCCCC2)c2ncncc2n1,1243,-8.20457899692208,docked,9DKB,-6.17843568141091,docked,7ALV,52.72226050999311,24.017918676774638,85.32046864231563,85.32046864231563,False
REP_07716,CHEMBL2331680,RG-7603,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,RGJOJUGRHPQXGF-INIZCTEOSA-N,452.56,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(C2COC2)C3)cc1,803,-8.19509078168927,docked,9DKB,-2.35930302184604,docked,7ALV,52.65334252239835,50.137835975189525,12.956581667815303,50.137835975189525,False
REP_01952,CHEMBL1614658,CARUMONAM,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,UIMOJFJSJSIGLV-JNHMLNOCSA-N,466.41,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.75898373,83.05084745762711,True,,N=C(C(=O)NC1CNC1=O)c1cscn1,1411,-8.19387456221292,docked,9DKB,-6.11436828734979,docked,7ALV,52.58442453480359,11.44038594073053,84.56237077877327,84.56237077877327,False
REP_07872,CHEMBL3958101,CVN-766,CCc1nc(C(F)(F)F)cnc1N[C@H]1CCC[C@@H]1NC(=O)c1ncccc1-n1nccn1,UFGCLPDMIZHEED-KBPBESRZSA-N,446.44,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NC1CCCC1Nc1cnccn1)c1ncccc1-n1nccn1,825,-8.19196920609481,docked,9DKB,-6.37832705909268,docked,7ALV,52.51550654720882,50.137835975189525,87.87043418332185,87.87043418332185,False
REP_06464,CHEMBL431651,ENRASENTAN,CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCCO)[C@H](C(=O)O)[C@H]2c1ccc2c(c1)OCO2,GLCKXJLCYIJMRB-UPRLRBBYSA-N,506.55,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,c1ccc(C2CC(c3ccc4c(c3)OCO4)c3ccccc32)cc1,84,-8.18619482008987,docked,9DKB,-4.42936278589077,docked,7ALV,52.44658855961406,91.38525155065473,47.89800137835976,91.38525155065473,False
REP_04384,CHEMBL2107178,LUFURADOM,CN1c2cc(F)ccc2C(c2ccccc2)=NCC1CNC(=O)c1ccoc1,QJSCDZOUCFWCKD-UHFFFAOYSA-N,377.42,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(NCC1CN=C(c2ccccc2)c2ccccc2N1)c1ccoc1,1073,-8.18485125798689,docked,9DKB,-5.0735083437495,docked,7ALV,52.3776705720193,50.137835975189525,64.2315644383184,64.2315644383184,False
REP_07840,CHEMBL3696475,MK-7145,Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,OCKGFTQIICXDQW-ZEQRLZLVSA-N,466.53,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C1OCc2cc(CCN3CCN(CCc4ccc5c(c4)COC5=O)CC3)ccc21,761,-8.18364757789838,docked,9DKB,-5.6698713413538,docked,7ALV,52.30875258442453,50.137835975189525,77.25706409372847,77.25706409372847,False
REP_07709,CHEMBL229430,AMG-517,CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1,YUTIXVXZQIQWGY-UHFFFAOYSA-N,430.41,1.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,c1ccc(-c2cc(Oc3cccc4scnc34)ncn2)cc1,753,-8.18292315720143,docked,9DKB,-5.4011043315415,docked,7ALV,52.23983459682977,50.137835975189525,71.12336319779462,71.12336319779462,False
REP_04834,CHEMBL2110939,GLICETANILE,COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,LXOXCADHKCVBOZ-UHFFFAOYSA-N,489.0,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166666,85.41892054333454,True,,O=C(Cc1ccc(S(=O)(=O)Nc2ncccn2)cc1)Nc1ccccc1,1101,-8.18133737295931,docked,9DKB,-5.41417062751835,docked,7ALV,52.17091660923501,24.017918676774638,71.39903514817367,71.39903514817367,False
REP_05950,CHEMBL3977543,BELVARAFENIB,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,KVCQTKNUUQOELD-UHFFFAOYSA-N,478.94,2.0,,True,False,False,phase_only,,Small molecule,MOL,1.0,98.35917778579156,True,,O=C(Nc1cccc2c(Nc3ccccc3)nccc12)c1csc2cncnc12,82,-8.17975630147214,docked,9DKB,-4.78934686804895,docked,7ALV,52.10199862164024,91.38525155065473,57.20192970365265,91.38525155065473,False
REP_01900,CHEMBL1566249,AMPIROXICAM,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,LSNWBKACGXCGAJ-UHFFFAOYSA-N,447.47,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,987,-8.17891817069668,docked,9DKB,-4.75102715418873,docked,7ALV,52.03308063404548,50.137835975189525,56.305995864920746,56.305995864920746,False
REP_07153,CHEMBL5415395,ENVUDEUCITINIB,[2H]C([2H])([2H])CC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C([2H])([2H])[2H])n2)c1OC,FKCATCQHVCOBCX-WFGJKAKNSA-N,426.51,2.0,,True,False,False,phase_only,,Small molecule,MOL,0.9166667,90.38946988820771,True,,O=C(Nc1cc(Nc2cccc(-c3nc[nH]n3)c2)ccn1)C1CC1,623,-8.17401771952393,docked,9DKB,-5.62882799984351,docked,7ALV,51.96416264645072,50.137835975189525,76.56788421778084,76.56788421778084,False
